@RELATION feature_costs_proteus_2014
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp NUMERIC
@ATTRIBUTE direct NUMERIC
@ATTRIBUTE directorder NUMERIC
@ATTRIBUTE support NUMERIC
@DATA
bool/mpsReduced/mps-red-markshare1.xml,1,0.285,4.956,6.214,4.937
bool/mpsReduced/mps-red-markshare2-1.xml,1,0.351,5.595,6.786,5.617
bool/mpsReduced/mps-red-capri.xml,1,3.182,43.156,45.467,44.357
bool/mpsReduced/mps-red-timtab1.xml,1,2.097,11.476,12.731,10.928
bool/mpsReduced/mps-red-misc03.xml,1,1.752,4.659,6.459,4.599
bool/mpsReduced/mps-red-modglob.xml,1,2.203,22.577,23.868,22.253
bool/mpsReduced/mps-red-misc01.xml,1,0.307,4.438,5.914,4.212
bool/mpsReduced/mps-red-enigma.xml,1,0.961,4.095,5.625,4.184
bool/mpsReduced/mps-red-agg.xml,1,3.636,43.412,45.853,43.747
bool/mpsReduced/mps-red-sc205.xml,1,1.138,10.955,12.143,10.787
bool/mpsReduced/mps-red-afiro.xml,1,0.808,6.565,7.887,6.544
bool/mpsReduced/mps-red-gr4x6.xml,1,1.729,26.721,13.935,35.672
bool/mpsReduced/mps-red-bk4x3.xml,1,0.423,6.223,3.697,6.24
bool/mpsReduced/mps-red-ran8x32.xml,1,2.318,256.625,290.938,255.145
bool/mpsReduced/mps-red-ran10x26.xml,1,2.227,323.536,289.651,321.593
bool/mpsReduced/mps-red-blend.xml,1,2.586,29.973,30.978,29.844
bool/mpsReduced/mps-red-scagr7.xml,1,1.988,15.171,16.61,15.54
bool/mpsReduced/mps-red-arki001.xml,1,15.305,117.352,117.368,155.703
bool/mpsReduced/mps-red-nazareth.xml,1,0.235,4.323,5.664,4.063
bool/mpsReduced/mps-red-ran10x10b.xml,1,0.755,87.927,105.408,87.996
bool/mpsReduced/mps-red-est.xml,1,1.727,5.62,5.64,5.68
bool/mpsReduced/mps-red-egout.xml,1,0.942,92.104,87.087,84.163
bool/mpsReduced/mps-red-neos20.xml,1,2.25,16.764,17.611,16.239
bool/mpsReduced/mps-red-neos15.xml,1,3.591,30.121,31.288,30.739
bool/mpsReduced/mps-red-ran10x10a.xml,1,0.676,89.107,94.157,98.266
bool/mpsReduced/mps-red-glass4.xml,1,1.983,11.412,13.055,11.59
bool/mpsReduced/mps-red-liu.xml,1,6.459,43.027,35.111,34.117
bool/mpsReduced/mps-red-adlittle.xml,1,2.361,26.237,27.546,26.237
bool/mpsReduced/mps-red-sc50b.xml,1,1.744,5.888,7.105,5.658
bool/mpsReduced/mps-red-25fv47.xml,1,24.214,418.549,419.494,420.621
bool/mpsReduced/mps-red-beaconfd.xml,1,91.2,?,?,?
bool/mpsReduced/mps-red-ran17x17.xml,1,1.767,267.418,325.705,265.722
bool/mpsReduced/mps-red-qnet1.xml,1,0.603,7.423,8.532,8.028
bool/mpsReduced/mps-red-misc07.xml,1,1.815,5.977,7.948,5.937
bool/mpsReduced/mps-red-agg3.xml,1,14.509,103.118,133.732,103.532
bool/mpsReduced/mps-red-pk1.xml,1,0.568,5.626,7.506,5.634
bool/mpsReduced/mps-red-rout.xml,1,2.025,65.909,51.301,49.868
bool/mpsReduced/mps-red-lotfi.xml,1,8.218,438.743,409.073,404.912
bool/mpsReduced/mps-red-bandm.xml,1,18.9,340.726,355.843,334.496
bool/mpsReduced/mps-red-aflow30a.xml,1,7.891,59.387,61.972,60.955
bool/mpsReduced/mps-red-sc105.xml,1,1.82,8.344,8.782,8.146
bool/mpsReduced/mps-red-vpm1.xml,1,0.364,8.013,8.688,8.154
bool/mpsReduced/mps-red-UMTS.xml,1,2.224,23.52,24.12,22.485
bool/mpsReduced/mps-red-recipe.xml,1,2.196,23.981,26.039,25.888
bool/mpsReduced/mps-red-timtab2.xml,1,2.435,18.019,18.75,18.348
bool/mpsReduced/mps-red-ran14x18.xml,1,2.281,242.4,289.337,243.137
bool/mpsReduced/mps-red-kb2.xml,1,0.915,11.967,14.169,11.825
bool/mpsReduced/mps-red-stocfor1.xml,1,1.902,12.09,365.559,11.959
bool/mpsReduced/mps-red-ran16x16.xml,1,1.423,220.262,279.821,221.496
bool/mpsReduced/mps-red-bal8x12.xml,1,1.88,90.474,107.069,90.615
bool/mpsReduced/mps-red-harp2.xml,1,0.305,5.818,7.397,7.575
bool/mpsReduced/mps-red-pp08a.xml,1,1.97,15.044,16.84,11.873
bool/mpsReduced/mps-red-misc02.xml,1,0.283,4.334,5.597,4.382
bool/mpsReduced/mps-red-rgn.xml,1,1.776,5.709,8.24,5.851
bool/mpsReduced/mps-red-noswot.xml,1,0.483,76.895,43.178,73.262
bool/mpsReduced/mps-red-fiber.xml,1,0.488,6.434,8.503,7.558
bool/mpsReduced/mps-red-misc05.xml,1,1.965,15.894,14.452,12.259
bool/mpsReduced/mps-red-mkc.xml,1,5.094,150.771,152.966,171.688
bool/mpsReduced/mps-red-markshare2.xml,1,0.288,5.43,6.35,5.201
bool/mpsReduced/mps-red-share2b.xml,1,2.209,25.73,27.985,24.495
bool/mpsReduced/mps-red-vpm2.xml,1,0.378,8.167,8.81,7.611
bool/mpsReduced/mps-red-bg512142.xml,1,4.157,39.185,41.889,39.471
bool/mpsReduced/mps-red-blend2.xml,1,19.815,609.276,497.396,541.677
bool/mpsReduced/mps-red-bienst1.xml,1,3.0,76.654,60.898,59.556
bool/mpsReduced/mps-red-bell4.xml,1,0.768,7.54,7.598,5.57
bool/mpsReduced/mps-red-ran6x43.xml,1,2.48,271.12,355.474,321.624
bool/mpsReduced/mps-red-railway-8-1-0.xml,1,5.594,39.776,37.18,35.629
bool/mpsReduced/mps-red-ran4x64.xml,1,3.031,332.628,458.094,326.177
bool/mpsReduced/mps-red-bell3b.xml,1,1.794,6.021,10.077,6.219
bool/mpsReduced/mps-red-net12.xml,1,1.949,16.286,13.714,11.949
bool/mpsReduced/mps-red-agg2.xml,1,13.235,97.964,131.437,104.418
bool/mpsReduced/mps-red-aflow40b.xml,1,80.529,555.037,522.434,539.107
bool/mpsReduced/mps-red-usAbbrv-8-25-70.xml,1,5.393,42.306,46.813,42.216
bool/mpsReduced/mps-red-pp08aCUTS.xml,1,2.061,12.88,14.167,13.015
bool/mpsReduced/mps-red-vtp-base.xml,1,2.962,57.625,45.437,44.184
bool/mpsReduced/mps-red-ran12x21.xml,1,2.218,273.845,355.262,228.524
bool/mpsReduced/mps-red-mas74.xml,1,0.348,74.551,85.865,73.587
bool/mpsReduced/mps-red-bell3a.xml,1,0.392,7.044,7.618,7.409
bool/mpsReduced/mps-red-sample2.xml,1,1.76,7.824,7.873,6.075
bool/mpsReduced/mps-red-share1b.xml,1,4.921,110.287,146.542,109.902
bool/mpsReduced/mps-red-boeing2.xml,1,3.905,100.016,123.51,103.169
bool/mpsReduced/mps-red-neos14.xml,1,4.262,31.901,33.129,32.073
bool/mpsReduced/mps-red-ran10x12.xml,1,1.921,112.572,109.429,101.885
bool/mpsReduced/mps-red-qnet1-o.xml,1,0.603,7.172,10.916,7.328
bool/mpsReduced/mps-red-mas76.xml,1,0.428,75.622,70.734,72.798
bool/mpsReduced/mps-red-bell5.xml,1,1.52,6.073,7.073,6.176
bool/circuits/c8.xml,1,0.244,2.065,2.014,2.037
bool/circuits/C17.xml,1,0.282,0.248,0.237,0.225
bool/circuits/cm42a.xml,1,0.237,0.397,0.375,0.402
bool/circuits/cmb.xml,1,0.283,2.237,2.139,2.268
bool/circuits/C432.xml,1,0.36,8.536,8.58,8.596
bool/circuits/cc.xml,1,0.242,0.511,0.475,0.517
bool/circuits/b1.xml,1,0.246,0.26,0.257,0.243
bool/ppp/ppp-3-13-25-26.xml,1,2.707,94.54,86.117,94.596
bool/ppp/ppp-1-11-19-21.xml,1,2.597,93.244,79.252,93.475
bool/ppp/ppp-1-3-13-19.xml,1,2.629,93.789,77.899,92.526
bool/ppp/ppp-1-13.xml,1,2.637,94.655,86.389,94.359
bool/ppp/ppp-1-9-16-19.xml,1,2.691,93.466,76.686,93.128
bool/ppp/ppp-1-12-16.xml,1,2.728,95.288,85.624,96.282
bool/jnh/jnh-12.xml,1,0.3,4.991,5.083,4.962
bool/jnh/jnh-7.xml,1,0.491,4.999,5.174,5.035
bool/jnh/jnh-212.xml,1,0.605,4.507,4.58,4.485
bool/jnh/jnh-17.xml,1,0.353,4.819,5.053,4.804
bool/jnh/jnh-220.xml,1,0.299,4.467,4.534,4.366
bool/jnh/jnh-217.xml,1,0.385,4.601,4.656,4.643
bool/jnh/jnh-204.xml,1,0.338,4.574,4.625,4.544
bool/jnh/jnh-1.xml,1,0.39,6.206,6.347,6.313
bool/jnh/jnh-218.xml,1,0.324,4.263,4.425,4.327
bool/jnh/jnh-201.xml,1,0.316,5.546,5.606,5.531
bool/jnh/jnh-205.xml,1,0.32,4.28,4.324,4.376
bool/jnh/jnh-207.xml,1,0.351,4.525,4.47,4.487
bool/jnh/jnh-210.xml,1,0.328,5.776,4.454,4.348
bool/jnh/jnh-213.xml,1,0.299,4.232,4.407,4.207
bool/jnh/jnh-301.xml,1,0.778,7.066,7.33,7.12
bool/jnh/jnh-209.xml,1,0.525,4.315,4.394,4.303
bool/pseudoGLB/normalized-army8-9bt.xml,1,1.433,5.494,4.069,5.457
bool/pseudoGLB/normalized-t2001-13queen13-1111226241.xml,1,1.752,94.218,75.785,94.351
bool/pseudoGLB/normalized-t3002-11tsp11-1900552311.xml,1,1.776,66.247,70.035,67.973
bool/pseudoGLB/normalized-pigeon-cardinality-31-30.xml,1,1.714,2.835,2.042,2.866
bool/pseudoGLB/normalized-pigeon-clauses-45-40.xml,1,2.979,18.73,14.807,18.312
bool/pseudoGLB/normalized-25s-smv.xml,1,2.238,8.52,10.208,8.936
bool/pseudoGLB/normalized-dbst-v30-e350-d15-mw10-3.PB06.xml,1,14.006,73.781,77.556,72.619
bool/pseudoGLB/normalized-t3002-11tsp11-1900567024.xml,1,1.786,67.162,75.709,67.101
bool/pseudoGLB/normalized-pigeon-cardinality-41-40.xml,1,1.714,9.3,6.104,9.199
bool/pseudoGLB/normalized-t2001-13queen13-1110978113.xml,1,1.612,83.293,75.208,83.284
bool/pseudoGLB/normalized-t2001-13queen13-1110967523.xml,1,1.688,89.641,75.796,88.98
bool/pseudoGLB/normalized-t3002-11tsp11-1900568706.xml,1,1.776,66.609,64.671,66.485
bool/pseudoGLB/normalized-army11-17ls.xml,1,1.727,14.948,6.904,14.929
bool/pseudoGLB/normalized-blast-tlan3-ucl.xml,1,2.189,20.386,20.604,21.102
bool/pseudoGLB/normalized-pigeon-cardinality-71-70.xml,1,1.807,78.696,58.589,85.283
bool/pseudoGLB/normalized-t2001-13queen13-1110972958.xml,1,1.682,90.882,80.356,88.495
bool/pseudoGLB/normalized-fpga13-12-sat-pb-cnf-cr.xml,1,1.723,1.148,1.122,1.108
