@relation algorithm_runs_OpenML_MetaLearning_2016

@attribute instance_id string
@attribute repetition numeric
@attribute algorithm string
@attribute area_under_roc_curve numeric
@attribute predictive_accuracy numeric
@attribute precision numeric
@attribute recall numeric
@attribute kappa numeric
@attribute f_measure numeric
@attribute root_mean_squared_error numeric
@attribute root_relative_squared_error numeric
@attribute mean_absolute_error numeric
@attribute relative_absolute_error numeric
@attribute kb_relative_information_score numeric
@attribute runstatus {ok, timeout, memout, not_applicable, crash, other}

@data
2,1,1101,0.5,0.761693,0.580176,0.761693,0,0.658657,0.27123,1.001172,0.138354,1.00705,3.751948,ok
2,1,1103,0.931005,0.752339,0.884306,0.752339,0.574506,0.778533,0.268453,1.039638,0.154911,1.153422,18.662062,ok
2,1,1104,0.921092,0.955457,0.956406,0.955457,0.882639,0.953432,0.142102,0.550318,0.020193,0.150352,7645.646265,ok
2,1,1105,0.966339,0.955457,0.956406,0.955457,0.882639,0.953432,0.149382,0.578511,0.036718,0.273395,7584.805036,ok
2,1,1106,0.5,0.013514,0.000183,0.013514,0,0.00036,0.372678,1.443269,0.277778,2.068257,-239.021323,ok
2,1,1108,0.959449,0.915813,0.913537,0.915813,0.779101,0.90175,0.182348,0.673089,0.061417,0.440185,5468.241698,ok
2,1,1112,0.623383,0.49922,0.733356,0.49922,0.168114,0.580843,0.444466,1.721282,0.19755,1.470903,-55.085005,ok
2,1,1114,0.944556,0.877506,0.875381,0.877506,0.691207,0.873849,0.18556,0.718618,0.055522,0.413401,5960.058392,ok
2,1,1117,0.900817,0.824053,0.77661,0.824053,0.473518,0.788048,0.223115,0.849499,0.120991,0.900865,2142.38672,ok
2,1,1154,0.94776,0.765479,0.87212,0.765479,0.572026,0.784159,0.264354,0.978394,0.099605,0.70631,3733.29766,ok
2,1,1155,0.948037,0.754566,0.868894,0.754566,0.556357,0.774025,0.263959,0.988064,0.099392,0.704794,3610.489038,ok
2,1,1160,0.89526,0.894878,0.894577,0.894878,0.736252,0.894255,0.196138,0.759582,0.049572,0.369096,6198.549333,ok
2,1,1163,0.89526,0.894878,0.894577,0.894878,0.736252,0.894255,0.196138,0.759582,0.049572,0.369096,6198.549333,ok
2,1,1165,0.995594,0.976351,0.976374,0.976351,0.945399,0.976012,0.110627,0.428425,0.025774,0.19191,7844.224049,ok
2,1,1168,0.975781,0.926503,0.934854,0.926503,0.825747,0.928604,0.156609,0.586611,0.043024,0.320343,6959.956034,ok
2,1,1172,0.688486,0.844098,0.851668,0.844098,0.491263,0.814729,0.244304,0.937871,0.059685,0.436683,4544.22995,ok
2,1,1177,0.966302,0.887528,0.886138,0.887528,0.725717,0.882464,0.169277,0.655559,0.060674,0.451759,5761.439587,ok
2,1,1178,0.836619,0.873831,0.868127,0.873831,0.680505,0.863631,0.315554,1.221549,0.225526,1.678669,-126.254611,ok
2,1,1179,0.589389,0.769265,0.659213,0.769265,0.052463,0.67525,0.321136,1.239116,0.229204,1.700484,-144.834081,ok
2,1,1182,0.908509,0.836303,0.743316,0.836303,0.434846,0.763226,0.222627,0.835277,0.12368,0.920885,2207.76539,ok
2,1,1183,0.955586,0.904232,0.903493,0.904232,0.755806,0.903375,0.186013,0.720371,0.062996,0.469054,6054.772908,ok
2,1,1185,0.984555,0.938753,0.938223,0.938753,0.843145,0.937348,0.151342,0.586102,0.053396,0.397569,6758.99485,ok
2,1,1186,0.902136,0.836303,0.811657,0.836303,0.435354,0.772683,0.221171,0.816393,0.097575,0.709947,3456.621487,ok
2,1,1188,0.981644,0.941648,0.941148,0.941648,0.852829,0.939296,0.143663,0.530292,0.046988,0.333196,7018.314134,ok
2,1,1190,0.5,0.761693,0.580176,0.761693,0,0.658657,0.298268,1.100976,0.088964,0.63085,2030.275942,ok
2,1,1191,1,0.99755,0.997554,0.99755,0.993864,0.997506,0.070973,0.274856,0.011846,0.088203,8717.468256,ok
2,1,1192,0.908509,0.836303,0.743316,0.836303,0.434846,0.763226,0.242806,0.896253,0.123679,0.920882,3885.031522,ok
2,1,1193,0.5,0.761693,0.580176,0.761693,0,0.658657,0.27123,1.001172,0.138354,1.00705,3.751948,ok
2,1,1194,0.985478,0.890869,0.903538,0.890869,0.678261,0.872938,0.188344,0.725787,0.091394,0.680497,5034.568292,ok
2,1,1196,0.996584,0.97973,0.969844,0.97973,0.953046,0.973079,0.119142,0.439779,0.04015,0.28471,7582.302974,ok
2,1,1197,0.988873,0.986971,0.987239,0.986971,0.967441,0.986545,0.086712,0.320074,0.010215,0.072437,8292.96982,ok
2,1,1200,0.984881,0.976351,0.972255,0.976351,0.945485,0.972442,0.103418,0.400505,0.031434,0.222899,7476.086121,ok
2,1,1244,0.961706,0.909688,0.910646,0.909688,0.77252,0.907758,0.169755,0.65741,0.055449,0.412855,6302.272915,ok
3,1,378,0.999551,0.991865,0.99187,0.991865,0.983695,0.991864,0.109849,0.219916,0.029988,0.060094,30939.598328,ok
3,1,385,0.961731,0.961514,0.961617,0.961514,0.922922,0.961524,0.224242,0.449444,0.050285,0.100884,29324.452272,ok
3,1,387,0.915075,0.91556,0.91555,0.91556,0.83026,0.915554,0.29408,0.588742,0.086483,0.173308,26416.186255,ok
3,1,404,0.989617,0.96433,0.965482,0.96433,0.928356,0.964266,0.249831,0.500155,0.107545,0.215516,12712.291068,ok
3,1,405,0.997771,0.996871,0.996874,0.996871,0.993729,0.996871,0.102029,0.204495,0.010507,0.021081,15776.935822,ok
3,1,406,0.999911,0.996558,0.996558,0.996558,0.993103,0.996558,0.084663,0.169493,0.007992,0.016016,15751.983012,ok
3,1,407,0.999775,0.996558,0.996558,0.996558,0.993103,0.996558,0.09835,0.196894,0.017102,0.034271,15785.165265,ok
3,1,411,0.997157,0.996245,0.996248,0.996245,0.992475,0.996245,0.086403,0.172976,0.007751,0.015533,15788.840657,ok
3,1,413,0.999723,0.994994,0.994994,0.994994,0.989967,0.994994,0.210864,0.422631,0.097183,0.194973,15685.021074,ok
3,1,417,0.990828,0.952753,0.952774,0.952753,0.90528,0.952743,0.218191,0.436814,0.084823,0.169982,14102.292241,ok
3,1,418,0.993789,0.959324,0.959344,0.959324,0.918456,0.959315,0.261899,0.524315,0.185841,0.372417,14007.743407,ok
3,1,419,0.999339,0.992178,0.992199,0.992178,0.98432,0.992176,0.133109,0.26648,0.076051,0.152403,13967.493551,ok
3,1,420,0.962882,0.962998,0.963005,0.962998,0.92564,0.963001,0.228441,0.457334,0.052383,0.104973,14450.036334,ok
3,1,422,0.999884,0.997154,0.997156,0.997154,0.99428,0.997154,0.085565,0.1713,0.008908,0.017851,15781.676271,ok
3,1,423,0.997387,0.976846,0.976853,0.976846,0.95359,0.976843,0.16751,0.335736,0.04311,0.086489,15031.235411,ok
3,1,471,0.995529,0.970901,0.970932,0.970901,0.941705,0.970905,0.242292,0.485064,0.167817,0.336298,2885.16911,ok
3,1,482,0.990552,0.948686,0.948965,0.948686,0.897043,0.948645,0.471634,0.9442,0.328736,0.658772,2852.689757,ok
3,1,523,0.999444,0.994368,0.994368,0.994368,0.988713,0.994368,0.089854,0.179886,0.018379,0.03683,31341.829581,ok
3,1,524,0.999419,0.993367,0.993367,0.993367,0.986707,0.993367,0.097978,0.196151,0.026691,0.053488,31131.626686,ok
3,1,527,0.99993,0.996558,0.996558,0.996558,0.993103,0.996558,0.088462,0.177302,0.015091,0.030277,15583.734224,ok
3,1,528,0.970104,0.820275,0.844593,0.820275,0.643915,0.818319,0.402888,0.806572,0.358291,0.717999,5420.509882,ok
3,1,531,0.812672,0.708824,0.722943,0.708824,0.409157,0.701092,0.508113,1.018398,0.321402,0.644074,5867.397343,ok
3,1,532,0.999362,0.991865,0.99187,0.991865,0.983695,0.991864,0.145358,0.291004,0.09171,0.183783,13578.518561,ok
3,1,534,0.986856,0.964956,0.9652,0.964956,0.92984,0.964969,0.193394,0.38717,0.046248,0.092678,14515.560978,ok
3,1,585,0.998611,0.994681,0.994682,0.994681,0.98934,0.994681,0.072488,0.14512,0.008628,0.017291,3147.103809,ok
3,1,589,0.5,0.522215,0.272709,0.522215,0,0.358305,0.69122,1.383806,0.477785,0.957458,133.289329,ok
3,1,591,0.977253,0.93836,0.939411,0.93836,0.876191,0.938247,0.242292,0.485064,0.167817,0.336298,2262.631756,ok
3,1,592,0.918648,0.86796,0.868996,0.86796,0.734673,0.867654,0.339961,0.680593,0.281464,0.56404,1569.044815,ok
3,1,593,0.998943,0.990613,0.990647,0.990613,0.981182,0.990611,0.109082,0.21838,0.041572,0.083308,2982.135142,ok
3,1,597,0.499042,0.522215,0.272709,0.522215,0,0.358305,0.499506,1,0.499014,1.000001,-0.003981,ok
3,1,598,0.99107,0.956821,0.956869,0.956821,0.913423,0.956807,0.316442,0.633509,0.108413,0.217255,2889.272697,ok
3,1,677,0.995828,0.975907,0.975915,0.975907,0.951726,0.975909,0.15609,0.312488,0.042828,0.085826,29468.566922,ok
3,1,1068,0.998611,0.994681,0.994682,0.994681,0.98934,0.994681,0.104327,0.2091,0.016117,0.032336,31428.518134,ok
3,1,1069,0.5,0.535104,0.286337,0.535104,0,0.373052,0.499507,1.00041,0.499014,1.000894,-0.003981,ok
3,1,1070,0.888246,0.884887,0.898234,0.884887,0.770962,0.884552,0.39805,0.797803,0.158444,0.317879,24580.970114,ok
3,1,1071,0.673192,0.679912,0.690553,0.679912,0.350653,0.671714,0.57487,1.150877,0.330476,0.662258,10853.954515,ok
3,1,1073,0.997053,0.991865,0.991871,0.991865,0.983695,0.991864,0.115039,0.230569,0.016479,0.03306,31335.393397,ok
