@RELATION feature_costs_TSP_ECJ2017

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ubc_cheap NUMERIC
@ATTRIBUTE ubc_all NUMERIC
@ATTRIBUTE tspmeta NUMERIC
@ATTRIBUTE pihera NUMERIC

@DATA
morphed_1000-10-13---1000-946,4,0.23,6.55,7.15,0.19
morphed_1000-10-13---1000-946,5,0.23,6.55,7.15,0.19
morphed_1000-10-13---1000-946,6,0.23,6.55,7.15,0.19
morphed_1000-10-13---1000-946,7,0.23,6.55,7.15,0.19
morphed_1000-10-13---1000-946,8,0.23,6.55,7.15,0.19
morphed_1000-10-13---1000-946,9,0.23,6.55,7.15,0.19
morphed_1000-10-14---1000-326,0,0.14,5.86,7.7,0.21
morphed_1000-10-14---1000-326,1,0.14,5.86,7.7,0.21
morphed_1000-10-14---1000-326,2,0.14,5.86,7.7,0.21
morphed_1000-10-14---1000-326,3,0.14,5.86,7.7,0.21
morphed_1000-10-14---1000-326,4,0.14,5.86,7.7,0.21
morphed_1000-10-14---1000-326,5,0.14,5.86,7.7,0.21
morphed_1000-10-14---1000-326,6,0.14,5.86,7.7,0.21
morphed_1000-10-14---1000-326,7,0.14,5.86,7.7,0.21
morphed_1000-10-14---1000-326,8,0.14,5.86,7.7,0.21
morphed_1000-10-14---1000-326,9,0.14,5.86,7.7,0.21
morphed_1000-10-15---1000-520,0,0.24,6.47,6.97,0.18
morphed_1000-10-15---1000-520,1,0.24,6.47,6.97,0.18
morphed_1000-10-15---1000-520,2,0.24,6.47,6.97,0.18
morphed_1000-10-15---1000-520,3,0.24,6.47,6.97,0.18
morphed_1000-10-15---1000-520,4,0.24,6.47,6.97,0.18
morphed_1000-10-15---1000-520,5,0.24,6.47,6.97,0.18
morphed_1000-10-15---1000-520,6,0.24,6.47,6.97,0.18
morphed_1000-10-15---1000-520,7,0.24,6.47,6.97,0.18
morphed_1000-10-15---1000-520,8,0.24,6.47,6.97,0.18
morphed_1000-10-15---1000-520,9,0.24,6.47,6.97,0.18
morphed_1000-10-16---1000-824,0,0.23,6.13,7.73,0.19
morphed_1000-10-16---1000-824,1,0.23,6.13,7.73,0.19
morphed_1000-10-16---1000-824,2,0.23,6.13,7.73,0.19
morphed_1000-10-16---1000-824,3,0.23,6.13,7.73,0.19
morphed_1000-10-16---1000-824,4,0.23,6.13,7.73,0.19
morphed_1000-10-16---1000-824,5,0.23,6.13,7.73,0.19
morphed_1000-10-16---1000-824,6,0.23,6.13,7.73,0.19
morphed_1000-10-16---1000-824,7,0.23,6.13,7.73,0.19
morphed_1000-10-16---1000-824,8,0.23,6.13,7.73,0.19
morphed_1000-10-16---1000-824,9,0.23,6.13,7.73,0.19
morphed_1000-10-17---1000-461,0,0.27,6.55,7.27,0.19
morphed_1000-10-17---1000-461,1,0.27,6.55,7.27,0.19
morphed_1000-10-17---1000-461,2,0.27,6.55,7.27,0.19
morphed_1000-10-17---1000-461,3,0.27,6.55,7.27,0.19
morphed_1000-10-17---1000-461,4,0.27,6.55,7.27,0.19
morphed_1000-10-17---1000-461,5,0.27,6.55,7.27,0.19
morphed_1000-10-17---1000-461,6,0.27,6.55,7.27,0.19
morphed_1000-10-17---1000-461,7,0.27,6.55,7.27,0.19
morphed_1000-10-17---1000-461,8,0.27,6.55,7.27,0.19
morphed_1000-10-17---1000-461,9,0.27,6.55,7.27,0.19
morphed_1000-10-18---1000-625,0,0.21,6.56,7.12,0.22
morphed_1000-10-18---1000-625,1,0.21,6.56,7.12,0.22
morphed_1000-10-18---1000-625,2,0.21,6.56,7.12,0.22
morphed_1000-10-18---1000-625,3,0.21,6.56,7.12,0.22
morphed_1000-10-18---1000-625,4,0.21,6.56,7.12,0.22
morphed_1000-10-18---1000-625,5,0.21,6.56,7.12,0.22
morphed_1000-10-18---1000-625,6,0.21,6.56,7.12,0.22
morphed_1000-10-18---1000-625,7,0.21,6.56,7.12,0.22
morphed_1000-10-18---1000-625,8,0.21,6.56,7.12,0.22
morphed_1000-10-18---1000-625,9,0.21,6.56,7.12,0.22
morphed_1000-10-19---1000-833,0,0.16,5.66,7.09,0.2
morphed_1000-10-19---1000-833,1,0.16,5.66,7.09,0.2
morphed_1000-10-19---1000-833,2,0.16,5.66,7.09,0.2
morphed_1000-10-19---1000-833,3,0.16,5.66,7.09,0.2
morphed_1000-10-19---1000-833,4,0.16,5.66,7.09,0.2
morphed_1000-10-19---1000-833,5,0.16,5.66,7.09,0.2
morphed_1000-10-19---1000-833,6,0.16,5.66,7.09,0.2
morphed_1000-10-19---1000-833,7,0.16,5.66,7.09,0.2
morphed_1000-10-19---1000-833,8,0.16,5.66,7.09,0.2
morphed_1000-10-19---1000-833,9,0.16,5.66,7.09,0.2
morphed_1000-10-2---1000-659,0,0.16,5.37,7.97,0.2
morphed_1000-10-2---1000-659,1,0.16,5.37,7.97,0.2
morphed_1000-10-2---1000-659,2,0.16,5.37,7.97,0.2
morphed_1000-10-2---1000-659,3,0.16,5.37,7.97,0.2
morphed_1000-10-2---1000-659,4,0.16,5.37,7.97,0.2
morphed_1000-10-2---1000-659,5,0.16,5.37,7.97,0.2
morphed_1000-10-2---1000-659,6,0.16,5.37,7.97,0.2
morphed_1000-10-2---1000-659,7,0.16,5.37,7.97,0.2
morphed_1000-10-2---1000-659,8,0.16,5.37,7.97,0.2
morphed_1000-10-2---1000-659,9,0.16,5.37,7.97,0.2
morphed_1000-10-20---1000-827,0,0.25,5.7,7.2,0.2
morphed_1000-10-20---1000-827,1,0.25,5.7,7.2,0.2
morphed_1000-10-20---1000-827,2,0.25,5.7,7.2,0.2
morphed_1000-10-20---1000-827,3,0.25,5.7,7.2,0.2
morphed_1000-10-20---1000-827,4,0.25,5.7,7.2,0.2
morphed_1000-10-20---1000-827,5,0.25,5.7,7.2,0.2
morphed_1000-10-20---1000-827,6,0.25,5.7,7.2,0.2
morphed_1000-10-20---1000-827,7,0.25,5.7,7.2,0.2
morphed_1000-10-20---1000-827,8,0.25,5.7,7.2,0.2
morphed_1000-10-20---1000-827,9,0.25,5.7,7.2,0.2
morphed_1000-10-21---1000-762,0,0.15,6.43,7.34,0.19
morphed_1000-10-21---1000-762,1,0.15,6.43,7.34,0.19
morphed_1000-10-21---1000-762,2,0.15,6.43,7.34,0.19
morphed_1000-10-21---1000-762,3,0.15,6.43,7.34,0.19
morphed_1000-10-21---1000-762,4,0.15,6.43,7.34,0.19
morphed_1000-10-21---1000-762,5,0.15,6.43,7.34,0.19
morphed_1000-10-21---1000-762,6,0.15,6.43,7.34,0.19
morphed_1000-10-21---1000-762,7,0.15,6.43,7.34,0.19
morphed_1000-10-21---1000-762,8,0.15,6.43,7.34,0.19
morphed_1000-10-21---1000-762,9,0.15,6.43,7.34,0.19
morphed_1000-10-22---1000-184,0,0.16,6.45,6.89,0.2
morphed_1000-10-22---1000-184,1,0.16,6.45,6.89,0.2
morphed_1000-10-22---1000-184,2,0.16,6.45,6.89,0.2
morphed_1000-10-22---1000-184,3,0.16,6.45,6.89,0.2
morphed_1000-10-22---1000-184,4,0.16,6.45,6.89,0.2
morphed_1000-10-22---1000-184,5,0.16,6.45,6.89,0.2
morphed_1000-10-22---1000-184,6,0.16,6.45,6.89,0.2
morphed_1000-10-22---1000-184,7,0.16,6.45,6.89,0.2
morphed_1000-10-22---1000-184,8,0.16,6.45,6.89,0.2
morphed_1000-10-22---1000-184,9,0.16,6.45,6.89,0.2
morphed_1000-10-23---1000-247,0,0.2,6.43,7.22,0.2
morphed_1000-10-23---1000-247,1,0.2,6.43,7.22,0.2
morphed_1000-10-23---1000-247,2,0.2,6.43,7.22,0.2
morphed_1000-10-23---1000-247,3,0.2,6.43,7.22,0.2
morphed_1000-10-23---1000-247,4,0.2,6.43,7.22,0.2
morphed_1000-10-23---1000-247,5,0.2,6.43,7.22,0.2
morphed_1000-10-23---1000-247,6,0.2,6.43,7.22,0.2
morphed_1000-10-23---1000-247,7,0.2,6.43,7.22,0.2
morphed_1000-10-23---1000-247,8,0.2,6.43,7.22,0.2
morphed_1000-10-23---1000-247,9,0.2,6.43,7.22,0.2
morphed_1000-10-24---1000-710,0,0.19,6.64,10.69,0.2
morphed_1000-10-24---1000-710,1,0.19,6.64,10.69,0.2
morphed_1000-10-24---1000-710,2,0.19,6.64,10.69,0.2
morphed_1000-10-24---1000-710,3,0.19,6.64,10.69,0.2
morphed_1000-10-24---1000-710,4,0.19,6.64,10.69,0.2
morphed_1000-10-24---1000-710,5,0.19,6.64,10.69,0.2
morphed_1000-10-24---1000-710,6,0.19,6.64,10.69,0.2
morphed_1000-10-24---1000-710,7,0.19,6.64,10.69,0.2
morphed_1000-10-24---1000-710,8,0.19,6.64,10.69,0.2
morphed_1000-10-24---1000-710,9,0.19,6.64,10.69,0.2
morphed_1000-10-25---1000-513,0,0.26,6.92,11.83,0.19
morphed_1000-10-25---1000-513,1,0.26,6.92,11.83,0.19
morphed_1000-10-25---1000-513,2,0.26,6.92,11.83,0.19
morphed_1000-10-25---1000-513,3,0.26,6.92,11.83,0.19
morphed_1000-10-25---1000-513,4,0.26,6.92,11.83,0.19
morphed_1000-10-25---1000-513,5,0.26,6.92,11.83,0.19
morphed_1000-10-25---1000-513,6,0.26,6.92,11.83,0.19
morphed_1000-10-25---1000-513,7,0.26,6.92,11.83,0.19
morphed_1000-10-25---1000-513,8,0.26,6.92,11.83,0.19
morphed_1000-10-25---1000-513,9,0.26,6.92,11.83,0.19
morphed_1000-10-26---1000-392,0,0.25,5.88,8.11,0.18
morphed_1000-10-26---1000-392,1,0.25,5.88,8.11,0.18
morphed_1000-10-26---1000-392,2,0.25,5.88,8.11,0.18
morphed_1000-10-26---1000-392,3,0.25,5.88,8.11,0.18
morphed_1000-10-26---1000-392,4,0.25,5.88,8.11,0.18
morphed_1000-10-26---1000-392,5,0.25,5.88,8.11,0.18
morphed_1000-10-26---1000-392,6,0.25,5.88,8.11,0.18
morphed_1000-10-26---1000-392,7,0.25,5.88,8.11,0.18
morphed_1000-10-26---1000-392,8,0.25,5.88,8.11,0.18
morphed_1000-10-26---1000-392,9,0.25,5.88,8.11,0.18
morphed_1000-10-27---1000-492,0,0.24,5.67,8.2,0.18
morphed_1000-10-27---1000-492,1,0.24,5.67,8.2,0.18
morphed_1000-10-27---1000-492,2,0.24,5.67,8.2,0.18
morphed_1000-10-27---1000-492,3,0.24,5.67,8.2,0.18
morphed_1000-10-27---1000-492,4,0.24,5.67,8.2,0.18
morphed_1000-10-27---1000-492,5,0.24,5.67,8.2,0.18
morphed_1000-10-27---1000-492,6,0.24,5.67,8.2,0.18
morphed_1000-10-27---1000-492,7,0.24,5.67,8.2,0.18
morphed_1000-10-27---1000-492,8,0.24,5.67,8.2,0.18
morphed_1000-10-27---1000-492,9,0.24,5.67,8.2,0.18
morphed_1000-10-28---1000-163,0,0.22,6.28,8.74,0.19
morphed_1000-10-28---1000-163,1,0.22,6.28,8.74,0.19
morphed_1000-10-28---1000-163,2,0.22,6.28,8.74,0.19
morphed_1000-10-28---1000-163,3,0.22,6.28,8.74,0.19
morphed_1000-10-28---1000-163,4,0.22,6.28,8.74,0.19
morphed_1000-10-28---1000-163,5,0.22,6.28,8.74,0.19
morphed_1000-10-28---1000-163,6,0.22,6.28,8.74,0.19
morphed_1000-10-28---1000-163,7,0.22,6.28,8.74,0.19
morphed_1000-10-28---1000-163,8,0.22,6.28,8.74,0.19
morphed_1000-10-28---1000-163,9,0.22,6.28,8.74,0.19
morphed_1000-10-29---1000-681,0,0.19,6.2,7.11,0.21
morphed_1000-10-29---1000-681,1,0.19,6.2,7.11,0.21
morphed_1000-10-29---1000-681,2,0.19,6.2,7.11,0.21
morphed_1000-10-29---1000-681,3,0.19,6.2,7.11,0.21
morphed_1000-10-29---1000-681,4,0.19,6.2,7.11,0.21
morphed_1000-10-29---1000-681,5,0.19,6.2,7.11,0.21
morphed_1000-10-29---1000-681,6,0.19,6.2,7.11,0.21
morphed_1000-10-29---1000-681,7,0.19,6.2,7.11,0.21
morphed_1000-10-29---1000-681,8,0.19,6.2,7.11,0.21
morphed_1000-10-29---1000-681,9,0.19,6.2,7.11,0.21
morphed_1000-10-3---1000-442,0,0.23,6.78,7,0.19
morphed_1000-10-3---1000-442,1,0.23,6.78,7,0.19
morphed_1000-10-3---1000-442,2,0.23,6.78,7,0.19
morphed_1000-10-3---1000-442,3,0.23,6.78,7,0.19
morphed_1000-10-3---1000-442,4,0.23,6.78,7,0.19
morphed_1000-10-3---1000-442,5,0.23,6.78,7,0.19
morphed_1000-10-3---1000-442,6,0.23,6.78,7,0.19
morphed_1000-10-3---1000-442,7,0.23,6.78,7,0.19
morphed_1000-10-3---1000-442,8,0.23,6.78,7,0.19
morphed_1000-10-3---1000-442,9,0.23,6.78,7,0.19
morphed_1000-10-30---1000-871,0,0.22,6.43,7.89,0.19
morphed_1000-10-30---1000-871,1,0.22,6.43,7.89,0.19
morphed_1000-10-30---1000-871,2,0.22,6.43,7.89,0.19
morphed_1000-10-30---1000-871,3,0.22,6.43,7.89,0.19
morphed_1000-10-30---1000-871,4,0.22,6.43,7.89,0.19
morphed_1000-10-30---1000-871,5,0.22,6.43,7.89,0.19
morphed_1000-10-30---1000-871,6,0.22,6.43,7.89,0.19
morphed_1000-10-30---1000-871,7,0.22,6.43,7.89,0.19
morphed_1000-10-30---1000-871,8,0.22,6.43,7.89,0.19
morphed_1000-10-30---1000-871,9,0.22,6.43,7.89,0.19
morphed_1000-10-31---1000-235,0,0.22,6.4,6.95,0.2
morphed_1000-10-31---1000-235,1,0.22,6.4,6.95,0.2
morphed_1000-10-31---1000-235,2,0.22,6.4,6.95,0.2
morphed_1000-10-31---1000-235,3,0.22,6.4,6.95,0.2
morphed_1000-10-31---1000-235,4,0.22,6.4,6.95,0.2
morphed_1000-10-31---1000-235,5,0.22,6.4,6.95,0.2
morphed_1000-10-31---1000-235,6,0.22,6.4,6.95,0.2
morphed_1000-10-31---1000-235,7,0.22,6.4,6.95,0.2
morphed_1000-10-31---1000-235,8,0.22,6.4,6.95,0.2
morphed_1000-10-31---1000-235,9,0.22,6.4,6.95,0.2
morphed_1000-10-32---1000-804,0,0.26,5.89,7.42,0.19
morphed_1000-10-32---1000-804,1,0.26,5.89,7.42,0.19
morphed_1000-10-32---1000-804,2,0.26,5.89,7.42,0.19
morphed_1000-10-32---1000-804,3,0.26,5.89,7.42,0.19
morphed_1000-10-32---1000-804,4,0.26,5.89,7.42,0.19
morphed_1000-10-32---1000-804,5,0.26,5.89,7.42,0.19
morphed_1000-10-32---1000-804,6,0.26,5.89,7.42,0.19
morphed_1000-10-32---1000-804,7,0.26,5.89,7.42,0.19
morphed_1000-10-32---1000-804,8,0.26,5.89,7.42,0.19
morphed_1000-10-32---1000-804,9,0.26,5.89,7.42,0.19
morphed_1000-10-33---1000-51,0,0.16,5.34,7.13,0.2
morphed_1000-10-33---1000-51,1,0.16,5.34,7.13,0.2
morphed_1000-10-33---1000-51,2,0.16,5.34,7.13,0.2
morphed_1000-10-33---1000-51,3,0.16,5.34,7.13,0.2
morphed_1000-10-33---1000-51,4,0.16,5.34,7.13,0.2
morphed_1000-10-33---1000-51,5,0.16,5.34,7.13,0.2
morphed_1000-10-33---1000-51,6,0.16,5.34,7.13,0.2
morphed_1000-10-33---1000-51,7,0.16,5.34,7.13,0.2
morphed_1000-10-33---1000-51,8,0.16,5.34,7.13,0.2
morphed_1000-10-33---1000-51,9,0.16,5.34,7.13,0.2
morphed_1000-10-34---1000-809,0,0.23,5.85,8.87,0.22
morphed_1000-10-34---1000-809,1,0.23,5.85,8.87,0.22
morphed_1000-10-34---1000-809,2,0.23,5.85,8.87,0.22
morphed_1000-10-34---1000-809,3,0.23,5.85,8.87,0.22
morphed_1000-10-34---1000-809,4,0.23,5.85,8.87,0.22
morphed_1000-10-34---1000-809,5,0.23,5.85,8.87,0.22
morphed_1000-10-34---1000-809,6,0.23,5.85,8.87,0.22
morphed_1000-10-34---1000-809,7,0.23,5.85,8.87,0.22
morphed_1000-10-34---1000-809,8,0.23,5.85,8.87,0.22
morphed_1000-10-34---1000-809,9,0.23,5.85,8.87,0.22
morphed_1000-10-35---1000-724,0,0.14,5.85,7.47,0.2
morphed_1000-10-35---1000-724,1,0.14,5.85,7.47,0.2
morphed_1000-10-35---1000-724,2,0.14,5.85,7.47,0.2
morphed_1000-10-35---1000-724,3,0.14,5.85,7.47,0.2
morphed_1000-10-35---1000-724,4,0.14,5.85,7.47,0.2
morphed_1000-10-35---1000-724,5,0.14,5.85,7.47,0.2
morphed_1000-10-35---1000-724,6,0.14,5.85,7.47,0.2
morphed_1000-10-35---1000-724,7,0.14,5.85,7.47,0.2
morphed_1000-10-35---1000-724,8,0.14,5.85,7.47,0.2
morphed_1000-10-35---1000-724,9,0.14,5.85,7.47,0.2
morphed_1000-10-36---1000-761,0,0.24,7,7.58,0.25
morphed_1000-10-36---1000-761,1,0.24,7,7.58,0.25
morphed_1000-10-36---1000-761,2,0.24,7,7.58,0.25
morphed_1000-10-36---1000-761,3,0.24,7,7.58,0.25
morphed_1000-10-36---1000-761,4,0.24,7,7.58,0.25
morphed_1000-10-36---1000-761,5,0.24,7,7.58,0.25
morphed_1000-10-36---1000-761,6,0.24,7,7.58,0.25
morphed_1000-10-36---1000-761,7,0.24,7,7.58,0.25
morphed_1000-10-36---1000-761,8,0.24,7,7.58,0.25
morphed_1000-10-36---1000-761,9,0.24,7,7.58,0.25
morphed_1000-10-37---1000-11,0,0.21,6.24,7.31,0.2
morphed_1000-10-37---1000-11,1,0.21,6.24,7.31,0.2
morphed_1000-10-37---1000-11,2,0.21,6.24,7.31,0.2
morphed_1000-10-37---1000-11,3,0.21,6.24,7.31,0.2
morphed_1000-10-37---1000-11,4,0.21,6.24,7.31,0.2
morphed_1000-10-37---1000-11,5,0.21,6.24,7.31,0.2
morphed_1000-10-37---1000-11,6,0.21,6.24,7.31,0.2
morphed_1000-10-37---1000-11,7,0.21,6.24,7.31,0.2
morphed_1000-10-37---1000-11,8,0.21,6.24,7.31,0.2
morphed_1000-10-37---1000-11,9,0.21,6.24,7.31,0.2
morphed_1000-10-38---1000-911,0,0.21,5.56,6.94,0.2
morphed_1000-10-38---1000-911,1,0.21,5.56,6.94,0.2
morphed_1000-10-38---1000-911,2,0.21,5.56,6.94,0.2
morphed_1000-10-38---1000-911,3,0.21,5.56,6.94,0.2
morphed_1000-10-38---1000-911,4,0.21,5.56,6.94,0.2
morphed_1000-10-38---1000-911,5,0.21,5.56,6.94,0.2
morphed_1000-10-38---1000-911,6,0.21,5.56,6.94,0.2
morphed_1000-10-38---1000-911,7,0.21,5.56,6.94,0.2
morphed_1000-10-38---1000-911,8,0.21,5.56,6.94,0.2
morphed_1000-10-38---1000-911,9,0.21,5.56,6.94,0.2
morphed_1000-10-39---1000-434,0,0.25,7.03,7.52,0.19
morphed_1000-10-39---1000-434,1,0.25,7.03,7.52,0.19
morphed_1000-10-39---1000-434,2,0.25,7.03,7.52,0.19
morphed_1000-10-39---1000-434,3,0.25,7.03,7.52,0.19
morphed_1000-10-39---1000-434,4,0.25,7.03,7.52,0.19
morphed_1000-10-39---1000-434,5,0.25,7.03,7.52,0.19
morphed_1000-10-39---1000-434,6,0.25,7.03,7.52,0.19
morphed_1000-10-39---1000-434,7,0.25,7.03,7.52,0.19
morphed_1000-10-39---1000-434,8,0.25,7.03,7.52,0.19
morphed_1000-10-39---1000-434,9,0.25,7.03,7.52,0.19
morphed_1000-10-4---1000-15,0,0.25,6.78,6.98,0.19
morphed_1000-10-4---1000-15,1,0.25,6.78,6.98,0.19
morphed_1000-10-4---1000-15,2,0.25,6.78,6.98,0.19
morphed_1000-10-4---1000-15,3,0.25,6.78,6.98,0.19
morphed_1000-10-4---1000-15,4,0.25,6.78,6.98,0.19
morphed_1000-10-4---1000-15,5,0.25,6.78,6.98,0.19
morphed_1000-10-4---1000-15,6,0.25,6.78,6.98,0.19
morphed_1000-10-4---1000-15,7,0.25,6.78,6.98,0.19
morphed_1000-10-4---1000-15,8,0.25,6.78,6.98,0.19
morphed_1000-10-4---1000-15,9,0.25,6.78,6.98,0.19
morphed_1000-10-40---1000-271,0,0.2,6.45,9.07,0.21
morphed_1000-10-40---1000-271,1,0.2,6.45,9.07,0.21
morphed_1000-10-40---1000-271,2,0.2,6.45,9.07,0.21
morphed_1000-10-40---1000-271,3,0.2,6.45,9.07,0.21
morphed_1000-10-40---1000-271,4,0.2,6.45,9.07,0.21
morphed_1000-10-40---1000-271,5,0.2,6.45,9.07,0.21
morphed_1000-10-40---1000-271,6,0.2,6.45,9.07,0.21
morphed_1000-10-40---1000-271,7,0.2,6.45,9.07,0.21
morphed_1000-10-40---1000-271,8,0.2,6.45,9.07,0.21
morphed_1000-10-40---1000-271,9,0.2,6.45,9.07,0.21
morphed_1000-10-41---1000-184,0,0.18,6.95,7.28,0.18
morphed_1000-10-41---1000-184,1,0.18,6.95,7.28,0.18
morphed_1000-10-41---1000-184,2,0.18,6.95,7.28,0.18
morphed_1000-10-41---1000-184,3,0.18,6.95,7.28,0.18
morphed_1000-10-41---1000-184,4,0.18,6.95,7.28,0.18
morphed_1000-10-41---1000-184,5,0.18,6.95,7.28,0.18
morphed_1000-10-41---1000-184,6,0.18,6.95,7.28,0.18
morphed_1000-10-41---1000-184,7,0.18,6.95,7.28,0.18
morphed_1000-10-41---1000-184,8,0.18,6.95,7.28,0.18
morphed_1000-10-41---1000-184,9,0.18,6.95,7.28,0.18
morphed_1000-10-42---1000-702,0,0.21,6.23,7.82,0.19
morphed_1000-10-42---1000-702,1,0.21,6.23,7.82,0.19
morphed_1000-10-42---1000-702,2,0.21,6.23,7.82,0.19
morphed_1000-10-42---1000-702,3,0.21,6.23,7.82,0.19
morphed_1000-10-42---1000-702,4,0.21,6.23,7.82,0.19
morphed_1000-10-42---1000-702,5,0.21,6.23,7.82,0.19
morphed_1000-10-42---1000-702,6,0.21,6.23,7.82,0.19
morphed_1000-10-42---1000-702,7,0.21,6.23,7.82,0.19
morphed_1000-10-42---1000-702,8,0.21,6.23,7.82,0.19
morphed_1000-10-42---1000-702,9,0.21,6.23,7.82,0.19
morphed_1000-10-43---1000-251,0,0.18,6.5,7.77,0.2
morphed_1000-10-43---1000-251,1,0.18,6.5,7.77,0.2
morphed_1000-10-43---1000-251,2,0.18,6.5,7.77,0.2
morphed_1000-10-43---1000-251,3,0.18,6.5,7.77,0.2
morphed_1000-10-43---1000-251,4,0.18,6.5,7.77,0.2
morphed_1000-10-43---1000-251,5,0.18,6.5,7.77,0.2
morphed_1000-10-43---1000-251,6,0.18,6.5,7.77,0.2
morphed_1000-10-43---1000-251,7,0.18,6.5,7.77,0.2
morphed_1000-10-43---1000-251,8,0.18,6.5,7.77,0.2
morphed_1000-10-43---1000-251,9,0.18,6.5,7.77,0.2
morphed_1000-10-44---1000-531,0,0.17,6.83,7.58,0.18
morphed_1000-10-44---1000-531,1,0.17,6.83,7.58,0.18
morphed_1000-10-44---1000-531,2,0.17,6.83,7.58,0.18
morphed_1000-10-44---1000-531,3,0.17,6.83,7.58,0.18
morphed_1000-10-44---1000-531,4,0.17,6.83,7.58,0.18
morphed_1000-10-44---1000-531,5,0.17,6.83,7.58,0.18
morphed_1000-10-44---1000-531,6,0.17,6.83,7.58,0.18
morphed_1000-10-44---1000-531,7,0.17,6.83,7.58,0.18
morphed_1000-10-44---1000-531,8,0.17,6.83,7.58,0.18
morphed_1000-10-44---1000-531,9,0.17,6.83,7.58,0.18
morphed_1000-10-45---1000-503,0,0.22,6.36,8.6,0.2
morphed_1000-10-45---1000-503,1,0.22,6.36,8.6,0.2
morphed_1000-10-45---1000-503,2,0.22,6.36,8.6,0.2
morphed_1000-10-45---1000-503,3,0.22,6.36,8.6,0.2
morphed_1000-10-45---1000-503,4,0.22,6.36,8.6,0.2
morphed_1000-10-45---1000-503,5,0.22,6.36,8.6,0.2
morphed_1000-10-45---1000-503,6,0.22,6.36,8.6,0.2
morphed_1000-10-45---1000-503,7,0.22,6.36,8.6,0.2
morphed_1000-10-45---1000-503,8,0.22,6.36,8.6,0.2
morphed_1000-10-45---1000-503,9,0.22,6.36,8.6,0.2
morphed_1000-10-46---1000-770,0,0.25,6.32,8.43,0.2
morphed_1000-10-46---1000-770,1,0.25,6.32,8.43,0.2
morphed_1000-10-46---1000-770,2,0.25,6.32,8.43,0.2
