@RELATION feature_runstatus_TSP_ECJ2017

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ubc_cheap {ok, timeout, memout, presolved, crash, other}
@ATTRIBUTE ubc_all {ok, timeout, memout, presolved, crash, other}
@ATTRIBUTE tspmeta {ok, timeout, memout, presolved, crash, other}
@ATTRIBUTE pihera {ok, timeout, memout, presolved, crash, other}

@DATA
morphed_1000-10-15---1000-520,0,ok,ok,ok,ok
morphed_1000-10-15---1000-520,1,ok,ok,ok,ok
morphed_1000-10-15---1000-520,2,ok,ok,ok,ok
morphed_1000-10-15---1000-520,3,ok,ok,ok,ok
morphed_1000-10-15---1000-520,4,ok,ok,ok,ok
morphed_1000-10-15---1000-520,5,ok,ok,ok,ok
morphed_1000-10-15---1000-520,6,ok,ok,ok,ok
morphed_1000-10-15---1000-520,7,ok,ok,ok,ok
morphed_1000-10-15---1000-520,8,ok,ok,ok,ok
morphed_1000-10-15---1000-520,9,ok,ok,ok,ok
morphed_1000-10-16---1000-824,0,ok,ok,ok,ok
morphed_1000-10-16---1000-824,1,ok,ok,ok,ok
morphed_1000-10-16---1000-824,2,ok,ok,ok,ok
morphed_1000-10-16---1000-824,3,ok,ok,ok,ok
morphed_1000-10-16---1000-824,4,ok,ok,ok,ok
morphed_1000-10-16---1000-824,5,ok,ok,ok,ok
morphed_1000-10-16---1000-824,6,ok,ok,ok,ok
morphed_1000-10-16---1000-824,7,ok,ok,ok,ok
morphed_1000-10-16---1000-824,8,ok,ok,ok,ok
morphed_1000-10-16---1000-824,9,ok,ok,ok,ok
morphed_1000-10-17---1000-461,0,ok,ok,ok,ok
morphed_1000-10-17---1000-461,1,ok,ok,ok,ok
morphed_1000-10-17---1000-461,2,ok,ok,ok,ok
morphed_1000-10-17---1000-461,3,ok,ok,ok,ok
morphed_1000-10-17---1000-461,4,ok,ok,ok,ok
morphed_1000-10-17---1000-461,5,ok,ok,ok,ok
morphed_1000-10-17---1000-461,6,ok,ok,ok,ok
morphed_1000-10-17---1000-461,7,ok,ok,ok,ok
morphed_1000-10-17---1000-461,8,ok,ok,ok,ok
morphed_1000-10-17---1000-461,9,ok,ok,ok,ok
morphed_1000-10-18---1000-625,0,ok,ok,ok,ok
morphed_1000-10-18---1000-625,1,ok,ok,ok,ok
morphed_1000-10-18---1000-625,2,ok,ok,ok,ok
morphed_1000-10-18---1000-625,3,ok,ok,ok,ok
morphed_1000-10-18---1000-625,4,ok,ok,ok,ok
morphed_1000-10-18---1000-625,5,ok,ok,ok,ok
morphed_1000-10-18---1000-625,6,ok,ok,ok,ok
morphed_1000-10-18---1000-625,7,ok,ok,ok,ok
morphed_1000-10-18---1000-625,8,ok,ok,ok,ok
morphed_1000-10-18---1000-625,9,ok,ok,ok,ok
morphed_1000-10-19---1000-833,0,ok,ok,ok,ok
morphed_1000-10-19---1000-833,1,ok,ok,ok,ok
morphed_1000-10-19---1000-833,2,ok,ok,ok,ok
morphed_1000-10-19---1000-833,3,ok,ok,ok,ok
morphed_1000-10-19---1000-833,4,ok,ok,ok,ok
morphed_1000-10-19---1000-833,5,ok,ok,ok,ok
morphed_1000-10-19---1000-833,6,ok,ok,ok,ok
morphed_1000-10-19---1000-833,7,ok,ok,ok,ok
morphed_1000-10-19---1000-833,8,ok,ok,ok,ok
morphed_1000-10-19---1000-833,9,ok,ok,ok,ok
morphed_1000-10-2---1000-659,0,ok,ok,ok,ok
morphed_1000-10-2---1000-659,1,ok,ok,ok,ok
morphed_1000-10-2---1000-659,2,ok,ok,ok,ok
morphed_1000-10-2---1000-659,3,ok,ok,ok,ok
morphed_1000-10-2---1000-659,4,ok,ok,ok,ok
morphed_1000-10-2---1000-659,5,ok,ok,ok,ok
morphed_1000-10-2---1000-659,6,ok,ok,ok,ok
morphed_1000-10-2---1000-659,7,ok,ok,ok,ok
morphed_1000-10-2---1000-659,8,ok,ok,ok,ok
morphed_1000-10-2---1000-659,9,ok,ok,ok,ok
morphed_1000-10-20---1000-827,0,ok,ok,ok,ok
morphed_1000-10-20---1000-827,1,ok,ok,ok,ok
morphed_1000-10-20---1000-827,2,ok,ok,ok,ok
morphed_1000-10-20---1000-827,3,ok,ok,ok,ok
morphed_1000-10-20---1000-827,4,ok,ok,ok,ok
morphed_1000-10-20---1000-827,5,ok,ok,ok,ok
morphed_1000-10-20---1000-827,6,ok,ok,ok,ok
morphed_1000-10-20---1000-827,7,ok,ok,ok,ok
morphed_1000-10-20---1000-827,8,ok,ok,ok,ok
morphed_1000-10-20---1000-827,9,ok,ok,ok,ok
morphed_1000-10-21---1000-762,0,ok,ok,ok,ok
morphed_1000-10-21---1000-762,1,ok,ok,ok,ok
morphed_1000-10-21---1000-762,2,ok,ok,ok,ok
morphed_1000-10-21---1000-762,3,ok,ok,ok,ok
morphed_1000-10-21---1000-762,4,ok,ok,ok,ok
morphed_1000-10-21---1000-762,5,ok,ok,ok,ok
morphed_1000-10-21---1000-762,6,ok,ok,ok,ok
morphed_1000-10-21---1000-762,7,ok,ok,ok,ok
morphed_1000-10-21---1000-762,8,ok,ok,ok,ok
morphed_1000-10-21---1000-762,9,ok,ok,ok,ok
morphed_1000-10-22---1000-184,0,ok,ok,ok,ok
morphed_1000-10-22---1000-184,1,ok,ok,ok,ok
morphed_1000-10-22---1000-184,2,ok,ok,ok,ok
morphed_1000-10-22---1000-184,3,ok,ok,ok,ok
morphed_1000-10-22---1000-184,4,ok,ok,ok,ok
morphed_1000-10-22---1000-184,5,ok,ok,ok,ok
morphed_1000-10-22---1000-184,6,ok,ok,ok,ok
morphed_1000-10-22---1000-184,7,ok,ok,ok,ok
morphed_1000-10-22---1000-184,8,ok,ok,ok,ok
morphed_1000-10-22---1000-184,9,ok,ok,ok,ok
morphed_1000-10-23---1000-247,0,ok,ok,ok,ok
morphed_1000-10-23---1000-247,1,ok,ok,ok,ok
morphed_1000-10-23---1000-247,2,ok,ok,ok,ok
morphed_1000-10-23---1000-247,3,ok,ok,ok,ok
morphed_1000-10-23---1000-247,4,ok,ok,ok,ok
morphed_1000-10-23---1000-247,5,ok,ok,ok,ok
morphed_1000-10-23---1000-247,6,ok,ok,ok,ok
morphed_1000-10-23---1000-247,7,ok,ok,ok,ok
morphed_1000-10-23---1000-247,8,ok,ok,ok,ok
morphed_1000-10-23---1000-247,9,ok,ok,ok,ok
morphed_1000-10-24---1000-710,0,ok,ok,ok,ok
morphed_1000-10-24---1000-710,1,ok,ok,ok,ok
morphed_1000-10-24---1000-710,2,ok,ok,ok,ok
morphed_1000-10-24---1000-710,3,ok,ok,ok,ok
morphed_1000-10-24---1000-710,4,ok,ok,ok,ok
morphed_1000-10-24---1000-710,5,ok,ok,ok,ok
morphed_1000-10-24---1000-710,6,ok,ok,ok,ok
morphed_1000-10-24---1000-710,7,ok,ok,ok,ok
morphed_1000-10-24---1000-710,8,ok,ok,ok,ok
morphed_1000-10-24---1000-710,9,ok,ok,ok,ok
morphed_1000-10-25---1000-513,0,ok,ok,ok,ok
morphed_1000-10-25---1000-513,1,ok,ok,ok,ok
morphed_1000-10-25---1000-513,2,ok,ok,ok,ok
morphed_1000-10-25---1000-513,3,ok,ok,ok,ok
morphed_1000-10-25---1000-513,4,ok,ok,ok,ok
morphed_1000-10-25---1000-513,5,ok,ok,ok,ok
morphed_1000-10-25---1000-513,6,ok,ok,ok,ok
morphed_1000-10-25---1000-513,7,ok,ok,ok,ok
morphed_1000-10-25---1000-513,8,ok,ok,ok,ok
morphed_1000-10-25---1000-513,9,ok,ok,ok,ok
morphed_1000-10-26---1000-392,0,ok,ok,ok,ok
morphed_1000-10-26---1000-392,1,ok,ok,ok,ok
morphed_1000-10-26---1000-392,2,ok,ok,ok,ok
morphed_1000-10-26---1000-392,3,ok,ok,ok,ok
morphed_1000-10-26---1000-392,4,ok,ok,ok,ok
morphed_1000-10-26---1000-392,5,ok,ok,ok,ok
morphed_1000-10-26---1000-392,6,ok,ok,ok,ok
morphed_1000-10-26---1000-392,7,ok,ok,ok,ok
morphed_1000-10-26---1000-392,8,ok,ok,ok,ok
morphed_1000-10-26---1000-392,9,ok,ok,ok,ok
morphed_1000-10-27---1000-492,0,ok,ok,ok,ok
morphed_1000-10-27---1000-492,1,ok,ok,ok,ok
morphed_1000-10-27---1000-492,2,ok,ok,ok,ok
morphed_1000-10-27---1000-492,3,ok,ok,ok,ok
morphed_1000-10-27---1000-492,4,ok,ok,ok,ok
morphed_1000-10-27---1000-492,5,ok,ok,ok,ok
morphed_1000-10-27---1000-492,6,ok,ok,ok,ok
morphed_1000-10-27---1000-492,7,ok,ok,ok,ok
morphed_1000-10-27---1000-492,8,ok,ok,ok,ok
morphed_1000-10-27---1000-492,9,ok,ok,ok,ok
morphed_1000-10-28---1000-163,0,ok,ok,ok,ok
morphed_1000-10-28---1000-163,1,ok,ok,ok,ok
morphed_1000-10-28---1000-163,2,ok,ok,ok,ok
morphed_1000-10-28---1000-163,3,ok,ok,ok,ok
morphed_1000-10-28---1000-163,4,ok,ok,ok,ok
morphed_1000-10-28---1000-163,5,ok,ok,ok,ok
morphed_1000-10-28---1000-163,6,ok,ok,ok,ok
morphed_1000-10-28---1000-163,7,ok,ok,ok,ok
morphed_1000-10-28---1000-163,8,ok,ok,ok,ok
morphed_1000-10-28---1000-163,9,ok,ok,ok,ok
morphed_1000-10-29---1000-681,0,ok,ok,ok,ok
morphed_1000-10-29---1000-681,1,ok,ok,ok,ok
morphed_1000-10-29---1000-681,2,ok,ok,ok,ok
morphed_1000-10-29---1000-681,3,ok,ok,ok,ok
morphed_1000-10-29---1000-681,4,ok,ok,ok,ok
morphed_1000-10-29---1000-681,5,ok,ok,ok,ok
morphed_1000-10-29---1000-681,6,ok,ok,ok,ok
morphed_1000-10-29---1000-681,7,ok,ok,ok,ok
morphed_1000-10-29---1000-681,8,ok,ok,ok,ok
morphed_1000-10-29---1000-681,9,ok,ok,ok,ok
morphed_1000-10-3---1000-442,0,ok,ok,ok,ok
morphed_1000-10-3---1000-442,1,ok,ok,ok,ok
morphed_1000-10-3---1000-442,2,ok,ok,ok,ok
morphed_1000-10-3---1000-442,3,ok,ok,ok,ok
morphed_1000-10-3---1000-442,4,ok,ok,ok,ok
morphed_1000-10-3---1000-442,5,ok,ok,ok,ok
morphed_1000-10-3---1000-442,6,ok,ok,ok,ok
morphed_1000-10-3---1000-442,7,ok,ok,ok,ok
morphed_1000-10-3---1000-442,8,ok,ok,ok,ok
morphed_1000-10-3---1000-442,9,ok,ok,ok,ok
morphed_1000-10-30---1000-871,0,ok,ok,ok,ok
morphed_1000-10-30---1000-871,1,ok,ok,ok,ok
morphed_1000-10-30---1000-871,2,ok,ok,ok,ok
morphed_1000-10-30---1000-871,3,ok,ok,ok,ok
morphed_1000-10-30---1000-871,4,ok,ok,ok,ok
morphed_1000-10-30---1000-871,5,ok,ok,ok,ok
morphed_1000-10-30---1000-871,6,ok,ok,ok,ok
morphed_1000-10-30---1000-871,7,ok,ok,ok,ok
morphed_1000-10-30---1000-871,8,ok,ok,ok,ok
morphed_1000-10-30---1000-871,9,ok,ok,ok,ok
morphed_1000-10-31---1000-235,0,ok,ok,ok,ok
morphed_1000-10-31---1000-235,1,ok,ok,ok,ok
morphed_1000-10-31---1000-235,2,ok,ok,ok,ok
morphed_1000-10-31---1000-235,3,ok,ok,ok,ok
morphed_1000-10-31---1000-235,4,ok,ok,ok,ok
morphed_1000-10-31---1000-235,5,ok,ok,ok,ok
morphed_1000-10-31---1000-235,6,ok,ok,ok,ok
morphed_1000-10-31---1000-235,7,ok,ok,ok,ok
morphed_1000-10-31---1000-235,8,ok,ok,ok,ok
morphed_1000-10-31---1000-235,9,ok,ok,ok,ok
morphed_1000-10-32---1000-804,0,ok,ok,ok,ok
morphed_1000-10-32---1000-804,1,ok,ok,ok,ok
morphed_1000-10-32---1000-804,2,ok,ok,ok,ok
morphed_1000-10-32---1000-804,3,ok,ok,ok,ok
morphed_1000-10-32---1000-804,4,ok,ok,ok,ok
morphed_1000-10-32---1000-804,5,ok,ok,ok,ok
morphed_1000-10-32---1000-804,6,ok,ok,ok,ok
morphed_1000-10-32---1000-804,7,ok,ok,ok,ok
morphed_1000-10-32---1000-804,8,ok,ok,ok,ok
morphed_1000-10-32---1000-804,9,ok,ok,ok,ok
morphed_1000-10-33---1000-51,0,ok,ok,ok,ok
morphed_1000-10-33---1000-51,1,ok,ok,ok,ok
morphed_1000-10-33---1000-51,2,ok,ok,ok,ok
morphed_1000-10-33---1000-51,3,ok,ok,ok,ok
morphed_1000-10-33---1000-51,4,ok,ok,ok,ok
morphed_1000-10-33---1000-51,5,ok,ok,ok,ok
morphed_1000-10-33---1000-51,6,ok,ok,ok,ok
morphed_1000-10-33---1000-51,7,ok,ok,ok,ok
morphed_1000-10-33---1000-51,8,ok,ok,ok,ok
morphed_1000-10-33---1000-51,9,ok,ok,ok,ok
morphed_1000-10-34---1000-809,0,ok,ok,ok,ok
morphed_1000-10-34---1000-809,1,ok,ok,ok,ok
morphed_1000-10-34---1000-809,2,ok,ok,ok,ok
morphed_1000-10-34---1000-809,3,ok,ok,ok,ok
morphed_1000-10-34---1000-809,4,ok,ok,ok,ok
morphed_1000-10-34---1000-809,5,ok,ok,ok,ok
morphed_1000-10-34---1000-809,6,ok,ok,ok,ok
morphed_1000-10-34---1000-809,7,ok,ok,ok,ok
morphed_1000-10-34---1000-809,8,ok,ok,ok,ok
morphed_1000-10-34---1000-809,9,ok,ok,ok,ok
morphed_1000-10-35---1000-724,0,ok,ok,ok,ok
morphed_1000-10-35---1000-724,1,ok,ok,ok,ok
morphed_1000-10-35---1000-724,2,ok,ok,ok,ok
morphed_1000-10-35---1000-724,3,ok,ok,ok,ok
morphed_1000-10-35---1000-724,4,ok,ok,ok,ok
morphed_1000-10-35---1000-724,5,ok,ok,ok,ok
morphed_1000-10-35---1000-724,6,ok,ok,ok,ok
morphed_1000-10-35---1000-724,7,ok,ok,ok,ok
morphed_1000-10-35---1000-724,8,ok,ok,ok,ok
morphed_1000-10-35---1000-724,9,ok,ok,ok,ok
morphed_1000-10-36---1000-761,0,ok,ok,ok,ok
morphed_1000-10-36---1000-761,1,ok,ok,ok,ok
morphed_1000-10-36---1000-761,2,ok,ok,ok,ok
morphed_1000-10-36---1000-761,3,ok,ok,ok,ok
morphed_1000-10-36---1000-761,4,ok,ok,ok,ok
morphed_1000-10-36---1000-761,5,ok,ok,ok,ok
morphed_1000-10-36---1000-761,6,ok,ok,ok,ok
morphed_1000-10-36---1000-761,7,ok,ok,ok,ok
morphed_1000-10-36---1000-761,8,ok,ok,ok,ok
morphed_1000-10-36---1000-761,9,ok,ok,ok,ok
morphed_1000-10-37---1000-11,0,ok,ok,ok,ok
morphed_1000-10-37---1000-11,1,ok,ok,ok,ok
morphed_1000-10-37---1000-11,2,ok,ok,ok,ok
morphed_1000-10-37---1000-11,3,ok,ok,ok,ok
morphed_1000-10-37---1000-11,4,ok,ok,ok,ok
morphed_1000-10-37---1000-11,5,ok,ok,ok,ok
morphed_1000-10-37---1000-11,6,ok,ok,ok,ok
morphed_1000-10-37---1000-11,7,ok,ok,ok,ok
morphed_1000-10-37---1000-11,8,ok,ok,ok,ok
morphed_1000-10-37---1000-11,9,ok,ok,ok,ok
morphed_1000-10-38---1000-911,0,ok,ok,ok,ok
morphed_1000-10-38---1000-911,1,ok,ok,ok,ok
morphed_1000-10-38---1000-911,2,ok,ok,ok,ok
morphed_1000-10-38---1000-911,3,ok,ok,ok,ok
morphed_1000-10-38---1000-911,4,ok,ok,ok,ok
morphed_1000-10-38---1000-911,5,ok,ok,ok,ok
morphed_1000-10-38---1000-911,6,ok,ok,ok,ok
morphed_1000-10-38---1000-911,7,ok,ok,ok,ok
morphed_1000-10-38---1000-911,8,ok,ok,ok,ok
morphed_1000-10-38---1000-911,9,ok,ok,ok,ok
morphed_1000-10-39---1000-434,0,ok,ok,ok,ok
morphed_1000-10-39---1000-434,1,ok,ok,ok,ok
morphed_1000-10-39---1000-434,2,ok,ok,ok,ok
morphed_1000-10-39---1000-434,3,ok,ok,ok,ok
morphed_1000-10-39---1000-434,4,ok,ok,ok,ok
morphed_1000-10-39---1000-434,5,ok,ok,ok,ok
morphed_1000-10-39---1000-434,6,ok,ok,ok,ok
morphed_1000-10-39---1000-434,7,ok,ok,ok,ok
morphed_1000-10-39---1000-434,8,ok,ok,ok,ok
morphed_1000-10-39---1000-434,9,ok,ok,ok,ok
morphed_1000-10-4---1000-15,0,ok,ok,ok,ok
morphed_1000-10-4---1000-15,1,ok,ok,ok,ok
morphed_1000-10-4---1000-15,2,ok,ok,ok,ok
morphed_1000-10-4---1000-15,3,ok,ok,ok,ok
morphed_1000-10-4---1000-15,4,ok,ok,ok,ok
morphed_1000-10-4---1000-15,5,ok,ok,ok,ok
morphed_1000-10-4---1000-15,6,ok,ok,ok,ok
morphed_1000-10-4---1000-15,7,ok,ok,ok,ok
morphed_1000-10-4---1000-15,8,ok,ok,ok,ok
morphed_1000-10-4---1000-15,9,ok,ok,ok,ok
morphed_1000-10-40---1000-271,0,ok,ok,ok,ok
morphed_1000-10-40---1000-271,1,ok,ok,ok,ok
morphed_1000-10-40---1000-271,2,ok,ok,ok,ok
morphed_1000-10-40---1000-271,3,ok,ok,ok,ok
morphed_1000-10-40---1000-271,4,ok,ok,ok,ok
morphed_1000-10-40---1000-271,5,ok,ok,ok,ok
morphed_1000-10-40---1000-271,6,ok,ok,ok,ok
morphed_1000-10-40---1000-271,7,ok,ok,ok,ok
morphed_1000-10-40---1000-271,8,ok,ok,ok,ok
morphed_1000-10-40---1000-271,9,ok,ok,ok,ok
morphed_1000-10-41---1000-184,0,ok,ok,ok,ok
morphed_1000-10-41---1000-184,1,ok,ok,ok,ok
morphed_1000-10-41---1000-184,2,ok,ok,ok,ok
morphed_1000-10-41---1000-184,3,ok,ok,ok,ok
morphed_1000-10-41---1000-184,4,ok,ok,ok,ok
morphed_1000-10-41---1000-184,5,ok,ok,ok,ok
morphed_1000-10-41---1000-184,6,ok,ok,ok,ok
morphed_1000-10-41---1000-184,7,ok,ok,ok,ok
morphed_1000-10-41---1000-184,8,ok,ok,ok,ok
morphed_1000-10-41---1000-184,9,ok,ok,ok,ok
morphed_1000-10-42---1000-702,0,ok,ok,ok,ok
morphed_1000-10-42---1000-702,1,ok,ok,ok,ok
morphed_1000-10-42---1000-702,2,ok,ok,ok,ok
morphed_1000-10-42---1000-702,3,ok,ok,ok,ok
morphed_1000-10-42---1000-702,4,ok,ok,ok,ok
morphed_1000-10-42---1000-702,5,ok,ok,ok,ok
morphed_1000-10-42---1000-702,6,ok,ok,ok,ok
morphed_1000-10-42---1000-702,7,ok,ok,ok,ok
morphed_1000-10-42---1000-702,8,ok,ok,ok,ok
morphed_1000-10-42---1000-702,9,ok,ok,ok,ok
morphed_1000-10-43---1000-251,0,ok,ok,ok,ok
morphed_1000-10-43---1000-251,1,ok,ok,ok,ok
morphed_1000-10-43---1000-251,2,ok,ok,ok,ok
morphed_1000-10-43---1000-251,3,ok,ok,ok,ok
morphed_1000-10-43---1000-251,4,ok,ok,ok,ok
morphed_1000-10-43---1000-251,5,ok,ok,ok,ok
morphed_1000-10-43---1000-251,6,ok,ok,ok,ok
morphed_1000-10-43---1000-251,7,ok,ok,ok,ok
morphed_1000-10-43---1000-251,8,ok,ok,ok,ok
morphed_1000-10-43---1000-251,9,ok,ok,ok,ok
morphed_1000-10-44---1000-531,0,ok,ok,ok,ok
morphed_1000-10-44---1000-531,1,ok,ok,ok,ok
morphed_1000-10-44---1000-531,2,ok,ok,ok,ok
morphed_1000-10-44---1000-531,3,ok,ok,ok,ok
morphed_1000-10-44---1000-531,4,ok,ok,ok,ok
morphed_1000-10-44---1000-531,5,ok,ok,ok,ok
morphed_1000-10-44---1000-531,6,ok,ok,ok,ok
morphed_1000-10-44---1000-531,7,ok,ok,ok,ok
morphed_1000-10-44---1000-531,8,ok,ok,ok,ok
morphed_1000-10-44---1000-531,9,ok,ok,ok,ok
morphed_1000-10-45---1000-503,0,ok,ok,ok,ok
morphed_1000-10-45---1000-503,1,ok,ok,ok,ok
morphed_1000-10-45---1000-503,2,ok,ok,ok,ok
morphed_1000-10-45---1000-503,3,ok,ok,ok,ok
morphed_1000-10-45---1000-503,4,ok,ok,ok,ok
morphed_1000-10-45---1000-503,5,ok,ok,ok,ok
morphed_1000-10-45---1000-503,6,ok,ok,ok,ok
morphed_1000-10-45---1000-503,7,ok,ok,ok,ok
morphed_1000-10-45---1000-503,8,ok,ok,ok,ok
morphed_1000-10-45---1000-503,9,ok,ok,ok,ok
morphed_1000-10-46---1000-770,0,ok,ok,ok,ok
morphed_1000-10-46---1000-770,1,ok,ok,ok,ok
morphed_1000-10-46---1000-770,2,ok,ok,ok,ok
morphed_1000-10-46---1000-770,3,ok,ok,ok,ok
morphed_1000-10-46---1000-770,4,ok,ok,ok,ok
morphed_1000-10-46---1000-770,5,ok,ok,ok,ok
morphed_1000-10-46---1000-770,6,ok,ok,ok,ok
morphed_1000-10-46---1000-770,7,ok,ok,ok,ok
morphed_1000-10-46---1000-770,8,ok,ok,ok,ok
morphed_1000-10-46---1000-770,9,ok,ok,ok,ok
morphed_1000-10-47---1000-841,0,ok,ok,ok,ok
morphed_1000-10-47---1000-841,1,ok,ok,ok,ok
morphed_1000-10-47---1000-841,2,ok,ok,ok,ok
morphed_1000-10-47---1000-841,3,ok,ok,ok,ok
morphed_1000-10-47---1000-841,4,ok,ok,ok,ok
morphed_1000-10-47---1000-841,5,ok,ok,ok,ok
morphed_1000-10-47---1000-841,6,ok,ok,ok,ok
morphed_1000-10-47---1000-841,7,ok,ok,ok,ok
morphed_1000-10-47---1000-841,8,ok,ok,ok,ok
morphed_1000-10-47---1000-841,9,ok,ok,ok,ok
morphed_1000-10-48---1000-238,0,ok,ok,ok,ok
morphed_1000-10-48---1000-238,1,ok,ok,ok,ok
morphed_1000-10-48---1000-238,2,ok,ok,ok,ok
morphed_1000-10-48---1000-238,3,ok,ok,ok,ok
morphed_1000-10-48---1000-238,4,ok,ok,ok,ok
morphed_1000-10-48---1000-238,5,ok,ok,ok,ok
morphed_1000-10-48---1000-238,6,ok,ok,ok,ok
morphed_1000-10-48---1000-238,7,ok,ok,ok,ok
morphed_1000-10-48---1000-238,8,ok,ok,ok,ok
morphed_1000-10-48---1000-238,9,ok,ok,ok,ok
morphed_1000-10-49---1000-928,0,ok,ok,ok,ok
morphed_1000-10-49---1000-928,1,ok,ok,ok,ok
morphed_1000-10-49---1000-928,2,ok,ok,ok,ok
morphed_1000-10-49---1000-928,3,ok,ok,ok,ok
morphed_1000-10-49---1000-928,4,ok,ok,ok,ok
morphed_1000-10-49---1000-928,5,ok,ok,ok,ok
morphed_1000-10-49---1000-928,6,ok,ok,ok,ok
morphed_1000-10-49---1000-928,7,ok,ok,ok,ok
morphed_1000-10-49---1000-928,8,ok,ok,ok,ok
morphed_1000-10-49---1000-928,9,ok,ok,ok,ok
morphed_1000-10-5---1000-863,0,ok,ok,ok,ok
morphed_1000-10-5---1000-863,1,ok,ok,ok,ok
morphed_1000-10-5---1000-863,2,ok,ok,ok,ok
morphed_1000-10-5---1000-863,3,ok,ok,ok,ok
morphed_1000-10-5---1000-863,4,ok,ok,ok,ok
morphed_1000-10-5---1000-863,5,ok,ok,ok,ok
morphed_1000-10-5---1000-863,6,ok,ok,ok,ok
morphed_1000-10-5---1000-863,7,ok,ok,ok,ok
morphed_1000-10-5---1000-863,8,ok,ok,ok,ok
morphed_1000-10-5---1000-863,9,ok,ok,ok,ok
morphed_1000-10-50---1000-712,0,ok,ok,ok,ok
morphed_1000-10-50---1000-712,1,ok,ok,ok,ok
