@RELATION FEATURE_COSTS_MAXSAT-WPMS-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE base NUMERIC

@DATA
Rounded_CorrelationClustering_Protein4_BINARY_N200.wcnf,1,0.08
Rounded_CorrelationClustering_Ionosphere_BINARY_N280_D0.200.wcnf,1,0.62
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N160.wcnf,1,2.49
Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200.wcnf,1,3.39
Rounded_CorrelationClustering_Protein3_BINARY_N380.wcnf,1,0.51
Rounded_CorrelationClustering_Protein3_TRANSITIVE_N200.wcnf,1,5.05
Rounded_CorrelationClustering_Protein3_UNARY_N240.wcnf,1,3.09
Rounded_CorrelationClustering_Vowel_BINARY_N740_D0.200.wcnf,1,2.73
Rounded_CorrelationClustering_Protein2_BINARY_N340.wcnf,1,0.43
Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200.wcnf,1,0.51
Rounded_CorrelationClustering_Protein4_BINARY_N360.wcnf,1,0.25
Rounded_CorrelationClustering_Protein3_BINARY_N320.wcnf,1,0.4
Rounded_CorrelationClustering_Protein4_UNARY_N170.wcnf,1,0.76
Rounded_CorrelationClustering_Protein4_BINARY_N260.wcnf,1,0.15
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N180.wcnf,1,3.67
Rounded_CorrelationClustering_Protein4_TRANSITIVE_N150.wcnf,1,2.01
Rounded_CorrelationClustering_Protein1_BINARY_N220.wcnf,1,0.14
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N260.wcnf,1,11.13
Rounded_CorrelationClustering_Protein1_BINARY_N200.wcnf,1,0.12
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N100.wcnf,1,0.59
Rounded_CorrelationClustering_Ionosphere_BINARY_N240_D0.200.wcnf,1,0.37
Rounded_CorrelationClustering_Ionosphere_BINARY_N200_D0.200.wcnf,1,0.26
Rounded_CorrelationClustering_Protein1_UNARY_N290.wcnf,1,4.58
Rounded_CorrelationClustering_Ecoli_BINARY_N260_D0.200.wcnf,1,0.85
Rounded_CorrelationClustering_Protein3_BINARY_N200.wcnf,1,0.17
Rounded_CorrelationClustering_Ecoli_BINARY_N220_D0.200.wcnf,1,0.61
Rounded_CorrelationClustering_Protein1_UNARY_N170.wcnf,1,1.08
Rounded_CorrelationClustering_Protein4_BINARY_N280.wcnf,1,0.18
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N120.wcnf,1,1.03
Rounded_CorrelationClustering_Protein4_BINARY_N380.wcnf,1,0.28
Rounded_CorrelationClustering_Ecoli_BINARY_N300_D0.200.wcnf,1,0.95
Rounded_CorrelationClustering_Protein4_TRANSITIVE_N210.wcnf,1,5.65
Rounded_CorrelationClustering_Protein2_UNARY_N160.wcnf,1,0.96
Rounded_CorrelationClustering_Protein3_BINARY_N260.wcnf,1,0.26
Rounded_CorrelationClustering_Orl_BINARY_N260_D0.200.wcnf,1,0.31
Rounded_CorrelationClustering_Orl_BINARY_N200_D0.200.wcnf,1,0.18
Rounded_CorrelationClustering_Protein1_TRANSITIVE_N230.wcnf,1,7.6
Rounded_CorrelationClustering_Protein3_TRANSITIVE_N240.wcnf,1,8.63
Rounded_CorrelationClustering_Protein2_UNARY_N260.wcnf,1,3.96
Rounded_CorrelationClustering_Vowel_BINARY_N760_D0.200.wcnf,1,3.09
Rounded_CorrelationClustering_Ecoli_BINARY_N200_D0.200.wcnf,1,0.75
Rounded_CorrelationClustering_Protein2_UNARY_N220.wcnf,1,2.61
Rounded_CorrelationClustering_Protein1_TRANSITIVE_N190.wcnf,1,4.47
Rounded_CorrelationClustering_Protein1_BINARY_N380.wcnf,1,0.42
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N240.wcnf,1,8.69
Rounded_CorrelationClustering_Protein1_TRANSITIVE_N250.wcnf,1,9.79
Rounded_CorrelationClustering_Protein2_BINARY_N280.wcnf,1,0.3
Rounded_CorrelationClustering_Ionosphere_BINARY_N220_D0.200.wcnf,1,0.31
Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280.wcnf,1,13.72
Rounded_CorrelationClustering_Protein4_BINARY_N220.wcnf,1,0.13
Rounded_CorrelationClustering_Protein2_UNARY_N200.wcnf,1,1.89
Rounded_CorrelationClustering_Protein2_UNARY_N180.wcnf,1,1.46
Rounded_CorrelationClustering_Protein2_BINARY_N260.wcnf,1,0.27
Rounded_CorrelationClustering_Protein1_BINARY_N240.wcnf,1,0.17
Rounded_CorrelationClustering_Protein2_BINARY_N380.wcnf,1,0.57
Rounded_CorrelationClustering_Orl_BINARY_N340_D0.200.wcnf,1,0.67
Rounded_CorrelationClustering_Protein4_BINARY_N240.wcnf,1,0.12
Rounded_CorrelationClustering_Protein2_BINARY_N400.wcnf,1,0.56
Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200.wcnf,1,2.42
Rounded_CorrelationClustering_Protein1_BINARY_N400.wcnf,1,0.46
Rounded_CorrelationClustering_Protein3_BINARY_N300.wcnf,1,0.34
Rounded_CorrelationClustering_Protein1_UNARY_N210.wcnf,1,1.87
Rounded_CorrelationClustering_Protein3_BINARY_N340.wcnf,1,0.45
Rounded_CorrelationClustering_Protein4_BINARY_N340.wcnf,1,0.23
Rounded_CorrelationClustering_Vowel_BINARY_N780_D0.200.wcnf,1,3.19
Rounded_CorrelationClustering_Protein3_TRANSITIVE_N300.wcnf,1,16.96
Rounded_CorrelationClustering_Orl_BINARY_N220_D0.200.wcnf,1,0.23
Rounded_CorrelationClustering_Protein2_UNARY_N120.wcnf,1,0.41
Rounded_CorrelationClustering_Protein3_UNARY_N300.wcnf,1,5.91
Rounded_CorrelationClustering_Protein1_BINARY_N360.wcnf,1,0.39
Rounded_CorrelationClustering_Protein2_BINARY_N300.wcnf,1,0.34
Rounded_CorrelationClustering_Protein1_UNARY_N150.wcnf,1,0.71
Rounded_CorrelationClustering_Protein1_UNARY_N250.wcnf,1,3.06
Rounded_CorrelationClustering_Protein2_UNARY_N240.wcnf,1,3.23
Rounded_CorrelationClustering_Protein3_BINARY_N240.wcnf,1,0.2
Rounded_CorrelationClustering_Ecoli_BINARY_N280_D0.200.wcnf,1,0.89
Rounded_CorrelationClustering_Protein2_BINARY_N200.wcnf,1,0.14
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N200.wcnf,1,4.89
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N140.wcnf,1,1.64
Rounded_CorrelationClustering_Protein3_TRANSITIVE_N260.wcnf,1,11.1
Rounded_CorrelationClustering_Protein1_TRANSITIVE_N270.wcnf,1,12.38
Rounded_CorrelationClustering_Protein3_UNARY_N220.wcnf,1,2.42
Rounded_CorrelationClustering_Protein4_TRANSITIVE_N250.wcnf,1,9.77
Rounded_CorrelationClustering_Protein4_TRANSITIVE_N170.wcnf,1,2.98
Rounded_CorrelationClustering_Protein1_TRANSITIVE_N170.wcnf,1,2.97
Rounded_CorrelationClustering_Protein4_UNARY_N250.wcnf,1,2.14
Rounded_CorrelationClustering_Protein1_BINARY_N280.wcnf,1,0.26
Rounded_CorrelationClustering_Protein4_BINARY_N320.wcnf,1,0.22
Rounded_CorrelationClustering_Protein1_BINARY_N320.wcnf,1,0.31
Rounded_CorrelationClustering_Protein1_TRANSITIVE_N150.wcnf,1,2.03
Rounded_CorrelationClustering_Protein1_BINARY_N260.wcnf,1,0.22
Rounded_CorrelationClustering_Protein4_BINARY_N400.wcnf,1,0.31
Rounded_CorrelationClustering_Protein3_UNARY_N280.wcnf,1,5.01
Rounded_CorrelationClustering_Protein4_TRANSITIVE_N190.wcnf,1,4.18
Rounded_CorrelationClustering_Orl_BINARY_N280_D0.200.wcnf,1,0.38
Rounded_CorrelationClustering_Protein3_TRANSITIVE_N220.wcnf,1,6.62
Rounded_CorrelationClustering_Protein2_BINARY_N320.wcnf,1,0.39
Rounded_CorrelationClustering_Orl_BINARY_N320_D0.200.wcnf,1,0.51
Rounded_CorrelationClustering_Protein3_BINARY_N360.wcnf,1,0.48
Rounded_CorrelationClustering_Protein2_TRANSITIVE_N220.wcnf,1,6.62
Rounded_CorrelationClustering_Protein1_UNARY_N230.wcnf,1,2.39
Rounded_CorrelationClustering_Ionosphere_BINARY_N300_D0.200.wcnf,1,0.73
Rounded_CorrelationClustering_Protein2_UNARY_N140.wcnf,1,0.63
Rounded_CorrelationClustering_Protein4_BINARY_N300.wcnf,1,0.19
Rounded_CorrelationClustering_Protein2_BINARY_N360.wcnf,1,0.46
Rounded_CorrelationClustering_Protein4_UNARY_N190.wcnf,1,1.01
Rounded_CorrelationClustering_Protein3_BINARY_N280.wcnf,1,0.29
Rounded_CorrelationClustering_Protein4_TRANSITIVE_N230.wcnf,1,7.56
Rounded_CorrelationClustering_Protein4_UNARY_N230.wcnf,1,1.78
Rounded_CorrelationClustering_BreastCancer_BINARY_N500_D0.200.wcnf,1,3.61
Rounded_CorrelationClustering_Protein1_TRANSITIVE_N210.wcnf,1,5.67
Rounded_CorrelationClustering_Protein3_BINARY_N220.wcnf,1,0.16
Rounded_CorrelationClustering_Protein4_UNARY_N150.wcnf,1,0.54
Rounded_CorrelationClustering_Protein2_BINARY_N240.wcnf,1,0.2
mancoosi-test-i4000d0u98-76.wcnf,1,0.11
mancoosi-test-i2000d0u98-44.wcnf,1,0.11
mancoosi-test-i3000d0u98-54.wcnf,1,0.11
mancoosi-test-i4000d0u98-85.wcnf,1,0.11
mancoosi-test-i3000d0u98-73.wcnf,1,0.11
mancoosi-test-i1000d0u98-11.wcnf,1,0.11
mancoosi-test-i3000d0u98-68.wcnf,1,0.14
mancoosi-test-i4000d0u98-91.wcnf,1,0.12
mancoosi-test-i1000d0u98-19.wcnf,1,0.11
mancoosi-test-i4000d0u98-82.wcnf,1,0.11
mancoosi-test-i3000d0u98-57.wcnf,1,0.11
mancoosi-test-i1000d0u98-3.wcnf,1,0.11
mancoosi-test-i4000d0u98-90.wcnf,1,0.11
mancoosi-test-i4000d0u98-79.wcnf,1,0.12
mancoosi-test-i2000d0u98-39.wcnf,1,0.11
mancoosi-test-i1000d0u98-4.wcnf,1,0.11
mancoosi-test-i3000d0u98-53.wcnf,1,0.12
mancoosi-test-i1000d0u98-16.wcnf,1,0.11
mancoosi-test-i4000d0u98-87.wcnf,1,0.11
mancoosi-test-i4000d0u98-80.wcnf,1,0.12
mancoosi-test-i3000d0u98-74.wcnf,1,0.11
mancoosi-test-i1000d0u98-2.wcnf,1,0.11
mancoosi-test-i3000d0u98-59.wcnf,1,0.11
mancoosi-test-i2000d0u98-48.wcnf,1,0.11
mancoosi-test-i3000d0u98-71.wcnf,1,0.12
mancoosi-test-i4000d0u98-84.wcnf,1,0.12
mancoosi-test-i1000d0u98-7.wcnf,1,0.11
mancoosi-test-i3000d0u98-60.wcnf,1,0.11
mancoosi-test-i4000d0u98-86.wcnf,1,0.11
mancoosi-test-i1000d0u98-1.wcnf,1,0.12
mancoosi-test-i3000d0u98-56.wcnf,1,0.12
mancoosi-test-i1000d0u98-0.wcnf,1,0.11
mancoosi-test-i4000d0u98-89.wcnf,1,0.11
mancoosi-test-i3000d0u98-62.wcnf,1,0.11
mancoosi-test-i1000d0u98-12.wcnf,1,0.11
mancoosi-test-i4000d0u98-83.wcnf,1,0.11
mancoosi-test-i2000d0u98-29.wcnf,1,0.13
mancoosi-test-i2000d0u98-27.wcnf,1,0.11
mancoosi-test-i2000d0u98-43.wcnf,1,0.11
mancoosi-test-i4000d0u98-78.wcnf,1,0.11
mancoosi-test-i1000d0u98-20.wcnf,1,0.11
mancoosi-test-i2000d0u98-34.wcnf,1,0.11
mancoosi-test-i3000d0u98-61.wcnf,1,0.12
mancoosi-test-i2000d0u98-35.wcnf,1,0.11
mancoosi-test-i1000d0u98-24.wcnf,1,0.11
mancoosi-test-i4000d0u98-98.wcnf,1,0.11
mancoosi-test-i1000d0u98-13.wcnf,1,0.11
mancoosi-test-i4000d0u98-95.wcnf,1,0.11
mancoosi-test-i2000d0u98-47.wcnf,1,0.12
mancoosi-test-i4000d0u98-99.wcnf,1,0.12
mancoosi-test-i3000d0u98-63.wcnf,1,0.11
mancoosi-test-i1000d0u98-15.wcnf,1,0.12
mancoosi-test-i1000d0u98-9.wcnf,1,0.11
mancoosi-test-i2000d0u98-45.wcnf,1,0.12
mancoosi-test-i3000d0u98-65.wcnf,1,0.11
mancoosi-test-i3000d0u98-67.wcnf,1,0.11
mancoosi-test-i4000d0u98-81.wcnf,1,0.11
mancoosi-test-i2000d0u98-26.wcnf,1,0.12
mancoosi-test-i1000d0u98-5.wcnf,1,0.11
mancoosi-test-i3000d0u98-70.wcnf,1,0.12
mancoosi-test-i3000d0u98-50.wcnf,1,0.11
mancoosi-test-i2000d0u98-49.wcnf,1,0.11
mancoosi-test-i1000d0u98-21.wcnf,1,0.11
mancoosi-test-i3000d0u98-52.wcnf,1,0.11
mancoosi-test-i2000d0u98-46.wcnf,1,0.11
mancoosi-test-i2000d0u98-32.wcnf,1,0.12
mancoosi-test-i2000d0u98-40.wcnf,1,0.11
mancoosi-test-i4000d0u98-77.wcnf,1,0.11
mancoosi-test-i3000d0u98-55.wcnf,1,0.12
mancoosi-test-i4000d0u98-94.wcnf,1,0.12
mancoosi-test-i2000d0u98-42.wcnf,1,0.11
mancoosi-test-i2000d0u98-33.wcnf,1,0.12
mancoosi-test-i1000d0u98-22.wcnf,1,0.11
mancoosi-test-i3000d0u98-58.wcnf,1,0.11
mancoosi-test-i1000d0u98-23.wcnf,1,0.11
mancoosi-test-i1000d0u98-10.wcnf,1,0.12
mancoosi-test-i2000d0u98-25.wcnf,1,0.11
mancoosi-test-i3000d0u98-64.wcnf,1,0.11
mancoosi-test-i3000d0u98-66.wcnf,1,0.12
mancoosi-test-i3000d0u98-69.wcnf,1,0.12
mancoosi-test-i1000d0u98-6.wcnf,1,0.12
mancoosi-test-i1000d0u98-8.wcnf,1,0.12
mancoosi-test-i4000d0u98-92.wcnf,1,0.11
mancoosi-test-i4000d0u98-96.wcnf,1,0.11
mancoosi-test-i2000d0u98-30.wcnf,1,0.12
mancoosi-test-i2000d0u98-36.wcnf,1,0.12
mancoosi-test-i4000d0u98-75.wcnf,1,0.12
mancoosi-test-i4000d0u98-93.wcnf,1,0.11
mancoosi-test-i1000d0u98-18.wcnf,1,0.12
mancoosi-test-i3000d0u98-72.wcnf,1,0.12
mancoosi-test-i4000d0u98-97.wcnf,1,0.12
mancoosi-test-i2000d0u98-38.wcnf,1,0.12
mancoosi-test-i2000d0u98-28.wcnf,1,0.12
mancoosi-test-i2000d0u98-41.wcnf,1,0.12
mancoosi-test-i1000d0u98-14.wcnf,1,0.12
mancoosi-test-i3000d0u98-51.wcnf,1,0.11
mancoosi-test-i2000d0u98-37.wcnf,1,0.12
mancoosi-test-i1000d0u98-17.wcnf,1,0.11
mancoosi-test-i2000d0u98-31.wcnf,1,0.12
mancoosi-test-i4000d0u98-88.wcnf,1,0.12
WCNF_storage_p06.wcnf,1,0.09
WCNF_pathways_p02.wcnf,1,0.0
WCNF_pathways_p18.wcnf,1,0.06
WCNF_pathways_p04.wcnf,1,0.01
WCNF_trucks_p01.wcnf,1,0.04
WCNF_pathways_p14.wcnf,1,0.05
WCNF_pathways_p11.wcnf,1,0.04
WCNF_pathways_p20.wcnf,1,0.09
WCNF_storage_p04.wcnf,1,0.04
WCNF_storage_p05.wcnf,1,0.08
WCNF_storage_p07.wcnf,1,0.2
WCNF_pathways_p12.wcnf,1,0.06
WCNF_pathways_p07.wcnf,1,0.07
WCNF_pathways_p08.wcnf,1,0.08
WCNF_trucks_p02.wcnf,1,0.11
WCNF_storage_p01.wcnf,1,0.0
WCNF_trucks_p04.wcnf,1,0.46
WCNF_pathways_p17.wcnf,1,0.19
WCNF_storage_p02.wcnf,1,0.03
WCNF_pathways_p09.wcnf,1,0.06
WCNF_trucks_p05.wcnf,1,0.75
WCNF_trucks_p03.wcnf,1,0.18
WCNF_pathways_p05.wcnf,1,0.03
WCNF_storage_p03.wcnf,1,0.05
WCNF_pathways_p10.wcnf,1,0.11
WCNF_pathways_p16.wcnf,1,0.16
WCNF_pathways_p01.wcnf,1,0.01
WCNF_pathways_p06.wcnf,1,0.1
WCNF_pathways_p03.wcnf,1,0.01
test4.wcnf,1,0.39
comp03.wcnf,1,0.61
comp19.wcnf,1,0.7
test2.wcnf,1,0.29
test3.wcnf,1,0.36
comp04.wcnf,1,0.78
comp16.wcnf,1,1.74
comp14.wcnf,1,0.9
test1.wcnf,1,0.25
comp08.wcnf,1,0.96
comp12.wcnf,1,0.61
comp01.wcnf,1,0.08
comp02.wcnf,1,0.78
comp17.wcnf,1,1.25
comp15.wcnf,1,0.61
comp13.wcnf,1,0.84
comp09.wcnf,1,0.82
comp05.wcnf,1,0.21
dds1.wcnf,1,3.25
comp07.wcnf,1,2.48
comp21.wcnf,1,1.26
comp18.wcnf,1,0.22
comp10.wcnf,1,1.66
dds4.wcnf,1,18.51
comp06.wcnf,1,1.27
comp20.wcnf,1,1.62
ItalyInstance4.xml.wcnf,1,1.38
BrazilInstance5.xml.wcnf,1,0.14
FinlandSecondarySchool.xml.wcnf,1,0.6
BrazilInstance6.xml.wcnf,1,0.15
GreeceThirdHighSchoolPatras2010.xml.wcnf,1,0.69
BrazilInstance2.xml.wcnf,1,0.07
ItalyInstance1.xml.wcnf,1,0.09
FinlandArtificialSchool.xml.wcnf,1,0.54
BrazilInstance1.xml.wcnf,1,0.02
SouthAfricaLewitt2009.xml.wcnf,1,2.7
FinlandCollege.xml.wcnf,1,1.36
BrazilInstance4.xml.wcnf,1,0.14
BrazilInstance7.xml.wcnf,1,0.23
FinlandHighSchool.xml.wcnf,1,0.43
Rounded_BTWBNSL_Hepatitis.BIC_TWBound3.wcnf,1,0.04
Rounded_BTWBNSL_Heart.BIC_TWBound_2.wcnf,1,0.05
Rounded_BTWBNSL_alarm_100_1_3.scores_TWBound_2.wcnf,1,0.16
Rounded_BTWBNSL_Horse.BIC_TWBound_3.wcnf,1,0.08
Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_2.wcnf,1,0.09
Rounded_BTWBNSL_AbaloneTWBound_4.wcnf,1,0.04
Rounded_BTWBNSL_asia_1000_1_3.scores_TWBound_2.wcnf,1,0.0
Rounded_BTWBNSL_Voting_TWBound_4.wcnf,1,0.03
Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_3.wcnf,1,0.45
Rounded_BTWBNSL_Wine_TWBound_4.wcnf,1,0.02
Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3.wcnf,1,0.09
Rounded_BTWBNSL_Flag.BIC_TWBound_2.wcnf,1,0.1
Rounded_BTWBNSL_Heart.BIC_TWBound_3.wcnf,1,0.05
Rounded_BTWBNSL_hailfinder_100_1_3.scores_TWBound_4.wcnf,1,0.43
Rounded_BTWBNSL_Voting_TWBound_3.wcnf,1,0.03
Rounded_BTWBNSL_Housing_TWBound_4.wcnf,1,0.13
Rounded_BTWBNSL_hailfinder_100_1_3.scores_TWBound_2.wcnf,1,0.41
Rounded_BTWBNSL_Wine_TWBound_3.wcnf,1,0.03
Rounded_BTWBNSL_alarm_100_1_3.scores_TWBound_4.wcnf,1,0.2
Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_3.wcnf,1,0.1
Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_2.wcnf,1,0.44
Rounded_BTWBNSL_Flag.BIC_TWBound_4.wcnf,1,0.1
Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_3.wcnf,1,0.79
Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_4.wcnf,1,0.1
Rounded_BTWBNSL_Abalone_TWBound_2.wcnf,1,0.01
Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_2.wcnf,1,0.57
Rounded_BTWBNSL_asia_1000_1_3.scores_TWBound_4.wcnf,1,0.0
Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_4.wcnf,1,0.38
Rounded_BTWBNSL_Wine_TWBound_2.wcnf,1,0.02
Rounded_BTWBNSL_Hepatitis.BIC_TWBound2.wcnf,1,0.04
Rounded_BTWBNSL_adult15N_TWBound_4.wcnf,1,0.09
Rounded_BTWBNSL_asia_10000_1_3.scores_TWBound_4.wcnf,1,0.0
Rounded_BTWBNSL_Hepatitis.BIC_TWBound4.wcnf,1,0.04
Rounded_BTWBNSL_Heart.BIC_TWBound_4.wcnf,1,0.05
Rounded_BTWBNSL_adult15N_TWBound_2.wcnf,1,0.04
Rounded_BTWBNSL_asia_10000_1_3.scores_TWBound_2.wcnf,1,0.0
Rounded_BTWBNSL_Horse.BIC_TWBound_2.wcnf,1,0.08
Rounded_BTWBNSL_Horse.BIC_TWBound_4.wcnf,1,0.08
Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_4.wcnf,1,0.1
Rounded_BTWBNSL_Zoo_TWBound2.wcnf,1,0.02
Rounded_BTWBNSL_Housing_TWBound_3.wcnf,1,0.09
Rounded_BTWBNSL_adult15N_TWBound_3.wcnf,1,0.08
Rounded_BTWBNSL_hailfinder_100_1_3.scores_TWBound_3.wcnf,1,0.42
Rounded_BTWBNSL_asia_100_1_3.scores_TWBound_3.wcnf,1,0.0
Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_4.wcnf,1,0.06
Rounded_BTWBNSL_alarm_100_1_3.scores_TWBound_3.wcnf,1,0.2
Rounded_BTWBNSL_Zoo_TWBound_4.wcnf,1,0.02
Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_2.wcnf,1,0.06
Rounded_BTWBNSL_Housing_TWBound_2.wcnf,1,0.04
Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_4.wcnf,1,0.71
Rounded_BTWBNSL_asia_100_1_3.scores_TWBound_2.wcnf,1,0.0
Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_2.wcnf,1,0.09
Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_3.wcnf,1,0.06
Rounded_BTWBNSL_asia_10000_1_3.scores_TWBound_3.wcnf,1,0.0
Rounded_BTWBNSL_asia_100_1_3.scores_TWBound_4.wcnf,1,0.0
Rounded_BTWBNSL_Zoo_TWBound_3.wcnf,1,0.02
Rounded_BTWBNSL_Flag.BIC_TWBound_3.wcnf,1,0.1
Rounded_BTWBNSL_asia_1000_1_3.scores_TWBound_3.wcnf,1,0.0
Rounded_BTWBNSL_Abalone_TWBound_3.wcnf,1,0.03
Rounded_BTWBNSL_Voting_TWBound_2.wcnf,1,0.04
ped2.G.recomb5-0.10-10.wcnf,1,2.77
ped2.G.recomb10-0.01-5.wcnf,1,1.87
ped2.G.recomb5-0.10-8.wcnf,1,3.04
ped2.G.recomb10-0.01-3.wcnf,1,1.81
ped2.B.recomb1-0.01-4.wcnf,1,0.39
ped2.B.recomb1-0.01-2.wcnf,1,0.42
ped2.B.recomb1-0.10-10.wcnf,1,0.53
ped3.D.recomb10-0.20-11.wcnf,1,0.32
ped3.G.recomb10-0.20-11.wcnf,1,1.46
ped2.G.recomb5-0.20-15.wcnf,1,4.27
ped3.G.recomb10-0.10-9.wcnf,1,0.99
ped2.G.recomb1-0.10-7.wcnf,1,2.96
ped2.G.recomb5-0.01-3.wcnf,1,1.99
ped3.G.recomb10-0.01-5.wcnf,1,0.7
ped3.F.recomb10-0.20-11.wcnf,1,0.95
ped2.G.recomb10-0.20-12.wcnf,1,3.95
ped2.B.recomb1-0.20-11.wcnf,1,0.64
ped2.G.recomb10-0.10-9.wcnf,1,2.67
ped2.G.recomb10-0.20-14.wcnf,1,4.07
ped2.G.recomb1-0.20-11.wcnf,1,4.08
ped2.B.recomb1-0.10-8.wcnf,1,0.54
ped3.F.recomb10-0.10-7.wcnf,1,0.78
ped2.G.recomb10-0.10-6.wcnf,1,2.81
ped2.G.recomb10-0.10-8.wcnf,1,2.84
ped3.F.recomb10-0.20-15.wcnf,1,0.94
ped2.B.recomb1-0.10-6.wcnf,1,0.55
ped2.G.recomb10-0.10-7.wcnf,1,3.08
ped3.F.recomb10-0.20-14.wcnf,1,0.9
ped3.D.recomb10-0.20-12.wcnf,1,0.32
ped3.G.recomb10-0.10-8.wcnf,1,0.99
ped2.G.recomb1-0.20-15.wcnf,1,4.56
