@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre.featuretime NUMERIC
@ATTRIBUTE vars.clauses.ratio NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.mean NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.coeff.variation NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.min NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.max NUMERIC
@ATTRIBUTE POSNEG.RATIO.CLAUSE.entropy NUMERIC
@ATTRIBUTE VCG.CLAUSE.mean NUMERIC
@ATTRIBUTE VCG.CLAUSE.coeff.variation NUMERIC
@ATTRIBUTE VCG.CLAUSE.min NUMERIC
@ATTRIBUTE VCG.CLAUSE.max NUMERIC
@ATTRIBUTE VCG.CLAUSE.entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY. NUMERIC
@ATTRIBUTE TRINARY. NUMERIC
@ATTRIBUTE Basic.featuretime NUMERIC
@ATTRIBUTE VCG.VAR.mean NUMERIC
@ATTRIBUTE VCG.VAR.coeff.variation NUMERIC
@ATTRIBUTE VCG.VAR.min NUMERIC
@ATTRIBUTE VCG.VAR.max NUMERIC
@ATTRIBUTE VCG.VAR.entropy NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.mean NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.stdev NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.min NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.max NUMERIC
@ATTRIBUTE POSNEG.RATIO.VAR.entropy NUMERIC
@ATTRIBUTE HORNY.VAR.mean NUMERIC
@ATTRIBUTE HORNY.VAR.coeff.variation NUMERIC
@ATTRIBUTE HORNY.VAR.min NUMERIC
@ATTRIBUTE HORNY.VAR.max NUMERIC
@ATTRIBUTE HORNY.VAR.entropy NUMERIC
@ATTRIBUTE horn.clauses.fraction NUMERIC
@ATTRIBUTE VG.mean NUMERIC
@ATTRIBUTE VG.coeff.variation NUMERIC
@ATTRIBUTE VG.min NUMERIC
@ATTRIBUTE VG.max NUMERIC
@ATTRIBUTE KLB.featuretime NUMERIC
@ATTRIBUTE CG.mean NUMERIC
@ATTRIBUTE CG.coeff.variation NUMERIC
@ATTRIBUTE CG.min NUMERIC
@ATTRIBUTE CG.max NUMERIC
@ATTRIBUTE CG.entropy NUMERIC
@ATTRIBUTE cluster.coeff.mean NUMERIC
@ATTRIBUTE cluster.coeff.coeff.variation NUMERIC
@ATTRIBUTE cluster.coeff.min NUMERIC
@ATTRIBUTE cluster.coeff.max NUMERIC
@ATTRIBUTE cluster.coeff.entropy NUMERIC
@ATTRIBUTE CG.featuretime NUMERIC

@DATA
sat/ablmulub8x16o.cnf,1,6985,20754,3566,15335,0.958777342,0.353374633,0.13,0.232539941,0.36001594,0.81910091,0,1,1.220699414,0.000804193,0.410867816,0.000560852,0.012619181,1.016107829,0,0.315422237,0.842647538,0,0.000804193,0.819335594,0.000521682,0.009390284,1.915535796,0.094445175,0.069274821,0,0.333333333,1.977401201,0.000339712,0.962125163,6.521E-05,0.005999348,1.68730339,0.502184545,0.000614506,0.999316396,0.000326052,0.008216498,0.04,0.0016772,1.027971457,0.000391262,0.014867949,3.624410029,0.145770224,0.635052308,0.010522942,1,3.231248084,0.6
sat/ACG-20-10p0.cnf,1,374228,1603007,243534,1168572,0.536656073,0.371765711,5.37,0.208403077,0.33019399,1.113684677,0,1,1.352045407,1.0916E-05,0.437169658,8.212E-06,4.1062E-05,1.017225922,0,0.609363394,0.887212769,0.13,1.0916E-05,0.792663862,5.99E-06,5.9046E-05,2.37770471,0.138829142,0.158477114,0,0.75,2.320706344,6.787E-06,0.806477649,2.567E-06,4.022E-05,2.134316592,0.7527555,1.0962E-05,0.865235113,4.279E-06,6.4181E-05,93.01,-1,0,-1,0,-512,-1,0,-1,0,0,20.06
sat/ACG-20-5p1.cnf,1,331196,1416850,219138,1044843,0.51135814,0.356041051,4.8,0.209732946,0.327113257,1.113490298,0,1,1.339838309,1.2122E-05,0.423709452,9.127E-06,4.5633E-05,1.011325953,0,0.603297337,0.889046488,0.13,1.2122E-05,0.796548567,6.7E-06,6.4124E-05,2.302921443,0.136545509,0.157284347,0,0.733333333,2.292454353,7.513E-06,0.805113362,2.871E-06,4.4026E-05,2.088220988,0.748636877,1.2141E-05,0.877549509,4.785E-06,6.9867E-05,75.28,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
sat/add_01_1000_4.smt2-cvc4.cnf,1,19886,92246,11155,70719,0.782698342,0.304401929,0.37,0.157736959,0.446914863,0.771962381,0,1,1.407926113,0.000292764,1.003775235,0.000179292,0.006185567,1.242634629,0,0.327295352,0.849913036,0.01,0.000292764,1.179087731,9.8983E-05,0.007437888,3.164261101,0.161425757,0.214058099,0,0.948979592,2.818545681,0.000149619,1.257744767,1.414E-05,0.003690663,2.930739704,0.612593504,0.000307004,1.081861068,7.0702E-05,0.003407854,0.21,0.000979262,1.148310129,8.4843E-05,0.011793153,4.906019671,0.161182494,0.630290112,0.014447527,0.555555556,3.499160628,19.15
sat/aes_32_3_keyfind_2.cnf,1,708,2664,450,2204,0.573333333,0.208711434,0,0.204174229,0.462794918,0.621977763,0,1,1.412338545,0.007836257,0.165367895,0.004444444,0.011111111,0.876551581,0,0.01814882,0.482758621,0,0.007836257,0.291026915,0.003176044,0.015426497,2.663525158,0.050908712,0.069138697,0,0.25,1.781994609,0.003145796,0.309191061,0.000907441,0.005898367,2.049458342,0.403357532,0.004081468,0.279957471,0.002268603,0.006805808,0,0.012439024,0.208518648,0.004083485,0.023139746,3.083774501,0.319502236,0.170491763,0.167948718,0.520467836,3.047681665,0.06
sat/aes_32_5_keyfind_1.cnf,1,1116,4312,754,3748,0.480106101,0.150480256,0,0.201173959,0.467093561,0.591911039,0,1,1.383008016,0.00470065,0.162394059,0.00265252,0.0066313,0.863048326,0,0.014941302,0.467449306,0,0.00470065,0.277773983,0.001867663,0.009071505,2.624243595,0.049606197,0.067843834,0,0.25,1.761656822,0.001907295,0.274314165,0.000533618,0.003468517,1.927554585,0.405282818,0.002428882,0.275709703,0.001334045,0.004002134,0,0.007446163,0.197972426,0.002401281,0.013607257,3.015708865,0.315467852,0.173576343,0.167948718,0.520467836,2.997183826,0.11
sat/aes_64_2_keyfind_1.cnf,1,1000,5176,800,4624,0.25,0.119377163,0,0.173010381,0.408592849,0.739427907,0,1,1.686630474,0.004987024,0.257482289,0.0025,0.00625,1.164044618,0,0.062283737,0.408304498,0,0.004987024,0.565938099,0.001946367,0.011894464,2.592781996,0.028510338,0.054174714,0,0.25,1.351691278,0.001047794,0.594841867,0.000432526,0.002595156,2.072719779,0.260813149,0.001972318,0.508015166,0.001081315,0.00432526,0,0.010274362,0.347532377,0.001946367,0.017517301,3.491240181,0.297132,0.2135137,0.181168831,0.48,2.826443618,0.34
sat/aes_64_3_keyfind_1.cnf,1,1404,7572,1200,7000,0.17,0.081714286,0,0.171428571,0.41,0.731145739,0,1,1.679991659,0.003324762,0.254045591,0.001666667,0.004166667,1.146276147,0,0.052571429,0.413714286,0,0.003324762,0.55525079,0.001285714,0.007857143,2.573612364,0.028308174,0.053746634,0,0.25,1.34344532,0.000681667,0.600649717,0.000285714,0.001714286,2.049939184,0.251857143,0.001318095,0.497634654,0.000714286,0.002857143,0,0.006798694,0.341417291,0.001285714,0.011571429,3.473256813,0.293612827,0.209790242,0.181168831,0.48,2.798366667,0.51
sat/ak016modbtsimpbisc.cnf,1,5179,17157,1646,10743,2.146415553,0.597039933,0.04,0.153216048,0.366787232,0.570709185,0,1,1.307950861,0.002144831,0.319565096,0.001215067,0.02126367,1.107628257,0,0.073443172,0.488317974,0,0.002144831,1.160612232,0.000744671,0.01852369,2.283143644,0.050494249,0.090861261,0,0.5,1.564356408,0.000936946,0.86517887,9.3084E-05,0.006515871,1.928792044,0.459834311,0.001045073,1.272070763,0.000465419,0.009215303,0.01,0.007711171,0.94849772,0.001023923,0.031369264,4.073860657,0.276273108,0.412553537,0.035232212,0.571428571,3.395101409,3.83
sat/ak032diagodiagoisc.cnf,1,15873,51330,6140,33726,1.585179153,0.52197118,0.15,0.182055388,0.370118511,0.443497235,0,1,1.006081883,0.000544912,0.357811772,0.000325733,0.010912052,0.984846095,0,0.125274269,0.543912708,0,0.000544912,0.626336581,0.000266856,0.003795291,1.441195501,0.028973283,0.058001693,0,0.5,0.800671764,0.000305064,1.178598982,2.9651E-05,0.003795291,1.024336532,0.590167823,0.000243735,1.351732334,0.000148254,0.002846469,0.07,0.001055967,0.830471015,0.000296507,0.007916741,2.472201063,0.308927991,0.453022928,0.015265436,0.536764706,2.597940928,1.43
sat/ak032modbtmodbtisc.cnf,1,17313,57834,5665,39558,2.056134157,0.462005157,0.19,0.143207442,0.352230908,0.658895666,0,1,1.380466534,0.000625763,0.333577605,0.000353045,0.011827008,1.142154936,0,0.066358259,0.502553213,0.01,0.000625763,2.013915141,0.000202235,0.0099095,1.847733617,0.055204369,0.081913423,0,0.5,1.248036572,0.000230214,1.074652556,2.5279E-05,0.002578492,1.744839874,0.38717832,0.000291562,1.86826396,0.000126397,0.004322767,0.05,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/ak032modbtsimpbisc.cnf,1,20107,67165,6118,41775,2.286531546,0.607779773,0.21,0.146451227,0.364970682,0.548161569,0,1,1.285909212,0.000580168,0.31982548,0.000326904,0.010951291,1.088172659,0,0.062166367,0.472770796,0,0.000580168,1.705864137,0.000191502,0.009359665,1.97889869,0.041845218,0.07724925,0,0.5,1.315138281,0.000254261,1.252771954,2.3938E-05,0.00320766,1.635354939,0.457785757,0.000277393,1.8511909,0.000119689,0.004476361,0.06,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/ak064boothboothisc.cnf,1,107507,354378,25593,182358,3.2006408,0.943309315,1.17,0.140344816,0.346307265,0.353338941,0,1,1.177250508,0.000145052,0.326417502,7.8146E-05,0.005118587,1.034756724,0,0.008455894,0.551497604,0.01,0.000145052,2.048921728,4.387E-05,0.004310203,1.017452179,0.00912695,0.066459918,0,0.666666667,0.189947759,5.4927E-05,2.460103923,5.484E-06,0.002149618,0.965968018,0.410582481,7.9984E-05,2.270468963,3.2902E-05,0.001793176,1.06,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak064diagodiagoisc.cnf,1,64513,209154,24572,137086,1.625468012,0.525713786,0.84,0.179245145,0.371331137,0.432154739,0,1,0.989799447,0.000136306,0.355627645,8.1393E-05,0.005331271,0.977965224,0,0.121390952,0.536714179,0.01,0.000136306,0.926992106,6.5652E-05,0.001867441,1.304666292,0.025648188,0.047039541,0,0.5,0.731672578,7.6418E-05,1.697810318,7.295E-06,0.001867441,0.86520368,0.589177597,6.0374E-05,1.954548504,3.6473E-05,0.001400581,0.96,0.00037148,1.260837411,7.2947E-05,0.003815123,2.360884181,0.306941201,0.465781439,0.00772178,0.536764706,2.462778343,15.13
sat/ak064modasbg2asisc.cnf,1,72835,234053,20545,133127,2.545144804,0.758118188,0.94,0.15432632,0.350264169,0.414583085,0,1,1.299890472,0.000175176,0.375153298,9.7347E-05,0.006376247,1.209505091,0,0.067281618,0.518812863,0.02,0.000175176,2.334131791,6.7605E-05,0.006670322,1.547753992,0.01963833,0.054900114,0,0.927007299,0.655663742,7.8516E-05,2.254409128,7.512E-06,0.002884464,1.471285791,0.489337249,9.1959E-05,3.144382251,3.7558E-05,0.003815905,0.67,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak064modbtmodbtisc.cnf,1,67425,226378,21585,154982,2.123697012,0.460672852,1.09,0.139274238,0.350933013,0.651656399,0,1,1.376199298,0.000164743,0.334581622,9.2657E-05,0.006069029,1.134486874,0,0.060297325,0.494767134,0.01,0.000164743,2.901712264,5.1619E-05,0.005007033,1.644151139,0.051247589,0.074862162,0,0.5,1.128957776,6.0275E-05,1.54611577,6.452E-06,0.001277568,1.582008921,0.382934792,7.5854E-05,2.689538924,3.2262E-05,0.002135732,0.75,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak064paralbg2btaig.cnf,1,136298,407751,25717,161844,4.299918342,1.519407578,1.34,0.158899928,0.409901849,0.700158125,0,1,1.558591109,0.000135599,0.426887046,7.777E-05,0.009876735,1.112233285,0,0.0601258,0.558506957,0.02,0.000135599,1.763504461,4.943E-05,0.004770025,1.668152025,0.016183978,0.039139182,0,0.954887218,0.642576575,5.6551E-05,1.965616988,6.179E-06,0.003157361,1.670811436,0.465182521,7.5782E-05,2.855785129,3.0894E-05,0.003935889,1.07,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/ak064paralparalisc.cnf,1,66757,215940,26113,142484,1.556466128,0.515538587,0.88,0.1832697,0.369872876,0.456010335,0,1,1.02339061,0.000127348,0.35423354,7.659E-05,0.005016658,0.986958732,0,0.127698549,0.553985009,0.01,0.000127348,0.931605756,6.3165E-05,0.001796693,1.527570566,0.026638703,0.047060882,0,0.5,0.772890321,7.1263E-05,1.703496786,7.018E-06,0.001796693,1.069476472,0.588557312,5.673E-05,1.943305084,3.5092E-05,0.00134752,1.08,0.000345803,1.28938753,5.6147E-05,0.003642514,2.605633198,0.312740914,0.465324929,0.007751708,0.59047619,2.597003284,14.79
sat/ak064simpbbg2btaig.cnf,1,135837,406368,25018,160536,4.429570709,1.531320078,1.39,0.155840435,0.413794132,0.784088649,0,1,1.544239039,0.000140315,0.425192465,7.9942E-05,0.01015269,1.114348956,0,0.056940499,0.540888025,0.01,0.000140315,1.618851961,4.9833E-05,0.00480889,1.628026969,0.015642555,0.037655752,0,0.954887218,0.65866757,4.8231E-05,1.720733692,6.229E-06,0.00280311,1.756833604,0.393606418,7.7899E-05,2.755622553,3.1146E-05,0.003967957,1,-1,0,-1,0,-512,-1,0,-1,0,0,20.01
sat/ak128astepbg2msaig.cnf,1,422649,1265652,81919,535432,4.159352531,1.363795963,4.34,0.152996085,0.277736409,1.026594486,0,1,1.254879044,4.32E-05,0.459989277,2.4414E-05,0.006225662,1.154086232,0,0.063580436,0.520641277,0.05,4.32E-05,3.44503889,1.3074E-05,0.003320683,1.494687388,0.015696022,0.033989179,0,0.977011494,0.60384789,1.2918E-05,4.296252731,1.868E-06,0.001893798,0.866291809,0.342235802,2.4524E-05,4.630065564,9.338E-06,0.001908739,10.58,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak128boothbg2btisc.cnf,1,428281,1414104,100346,725467,3.268042573,0.949232701,5.55,0.138319179,0.345765519,0.337523369,0,1,1.153551467,3.7067E-05,0.335652388,1.9931E-05,0.002581069,1.019332234,0,0.00459566,0.548664515,0.08,3.7067E-05,2.932966477,1.1027E-05,0.002144825,0.855392408,0.004704758,0.048256825,0,0.962264151,0.107188906,1.4031E-05,3.503752003,1.378E-06,0.001072413,0.825475656,0.410037948,2.0838E-05,3.423903819,8.271E-06,0.001066899,15.83,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
sat/ak128boothboothisc.cnf,1,428019,1413322,100345,725206,3.265474114,0.948855911,5.57,0.138367581,0.345885833,0.33694036,0,1,1.151995025,3.707E-05,0.325913196,1.9931E-05,0.002581095,1.01774971,0,0.004244311,0.548514491,0.08,3.707E-05,2.930645294,1.1031E-05,0.002142839,0.855300567,0.004696878,0.048182245,0,0.666666667,0.107000151,1.4025E-05,3.498417888,1.379E-06,0.001070041,0.825469748,0.409827001,2.0392E-05,3.248872787,8.274E-06,0.00089216,15.85,-1,0,-1,0,-512,-1,0,-1,0,0,20.05
sat/ak128diagobg2asaig.cnf,1,373241,1117434,82038,502399,3.549611156,1.224196306,3.26,0.163292522,0.273910897,1.174066421,0,1,1.020997355,4.1964E-05,0.462578798,2.4379E-05,0.006192252,0.890295151,0,0.067496153,0.494366032,0.05,4.1964E-05,0.652967036,1.3933E-05,0.000519507,1.262222735,0.008499347,0.018096089,0,0.977011494,0.590703297,1.329E-05,2.129425241,1.99E-06,0.000517517,1.219944389,0.363931855,2.3676E-05,3.755094259,9.952E-06,0.00101911,10.59,-1,0,-1,0,-512,-1,0,-1,0,0,20.02
sat/ak128modasbg2asisc.cnf,1,293123,943237,82049,536583,2.572535924,0.757858523,3.56,0.152910174,0.350884902,0.406711356,0,1,1.291312527,4.3907E-05,0.374341939,2.4376E-05,0.00315665,1.204716424,0,0.063924873,0.516952643,0.06,4.3907E-05,3.344253554,1.6773E-05,0.003324742,1.45485229,0.016513104,0.043395573,0,0.962264151,0.586400482,1.9618E-05,3.21227704,1.864E-06,0.001431279,1.410767746,0.487097057,2.2962E-05,4.495214786,9.318E-06,0.001900917,10.6,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
sat/ak128modbtbg2msisc.cnf,1,296051,968713,75064,566809,2.943981136,0.709064253,4.31,0.132432618,0.340276543,0.5470316,0,1,1.418284758,4.9314E-05,0.35885304,2.6644E-05,0.003450389,1.161875181,0,0.033189311,0.496202424,0.05,4.9314E-05,4.256360175,1.4114E-05,0.004057804,1.616171959,0.030189466,0.066587223,0,0.977011494,0.810079495,1.7429E-05,3.083314407,1.764E-06,0.001134421,1.827892961,0.379683456,2.6297E-05,4.427953281,8.821E-06,0.002032431,8.89,-1,0,-1,0,-512,-1,0,-1,0,0,20.03
sat/ak128paralbg2msisc.cnf,1,295726,951066,83926,542730,2.523651788,0.752374109,3.6,0.154636744,0.350678742,0.416817416,0,1,1.302754495,4.2785E-05,0.374633439,2.3831E-05,0.003086052,1.205583231,0,0.066452932,0.52416487,0.06,4.2785E-05,3.356167119,1.6583E-05,0.003287086,1.584035322,0.017110011,0.043674369,0,0.977011494,0.613507274,1.9129E-05,3.221535502,1.843E-06,0.001415068,1.487887009,0.487618153,2.2398E-05,4.506002775,9.213E-06,0.001879388,11.1,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
sat/ak128paralparalisc.cnf,1,265303,859948,101816,565000,1.605710301,0.522031858,3.08,0.18020531,0.371086398,0.440620433,0,1,1.002987256,3.2777E-05,0.353803816,1.9643E-05,0.002543805,0.980333549,0,0.123152212,0.54319292,0.06,3.2777E-05,1.34428638,1.5929E-05,0.000906195,1.376718,0.024542481,0.040365203,0,0.5,0.715316623,1.8369E-05,2.428471006,1.77E-06,0.000906195,0.916667121,0.588332743,1.4496E-05,2.785477052,8.85E-06,0.000679646,16.3,-1,0,-1,0,-512,-1,0,-1,0,0,20.04
