@RELATION FEATURE_COSTS_CSP-MZN-2013

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE static NUMERIC
@ATTRIBUTE dynamic NUMERIC

@DATA
normalized-4-insertions-4-3.xml.mzn_AND_NODATA,1,0.39,2.04
normalized-aim-100-2-0-3.xml.mzn_AND_NODATA,1,0.06,2.05
normalized-aim-100-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,0.06,2.03
normalized-25s-smv.xml.mzn_AND_NODATA,1,12.31,2.15
normalized-44s-smv.xml.mzn_AND_NODATA,1,0.31,2.04
normalized-aim-100-3-4-2.xml.mzn_AND_NODATA,1,0.08,2.04
normalized-aim-100-1-6-sat-4_ext.xml.mzn_AND_NODATA,1,0.06,2.03
normalized-aim-100-1-6-unsat-2_ext.xml.mzn_AND_NODATA,1,0.06,2.03
normalized-aim-100-2-0-1.xml.mzn_AND_NODATA,1,0.06,2.04
normalized-aim-200-1-6-2.xml.mzn_AND_NODATA,1,0.15,2.04
normalized-aim-200-1-6-3.xml.mzn_AND_NODATA,1,0.16,2.04
normalized-4-fullins-3-6.xml.mzn_AND_NODATA,1,0.06,2.04
normalized-aim-200-1-6-sat-3_ext.xml.mzn_AND_NODATA,1,0.15,2.04
normalized-3-insertions-5-3.xml.mzn_AND_NODATA,1,5.76,2.08
normalized-2-insertions-5-5.xml.mzn_AND_NODATA,1,1.32,2.04
normalized-aim-200-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,0.14,2.05
normalized-4-fullins-4-7.xml.mzn_AND_NODATA,1,3.5,2.06
normalized-aim-100-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,0.07,2.03
normalized-aim-200-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,0.15,2.05
normalized-aim-200-1-6-sat-1_ext.xml.mzn_AND_NODATA,1,0.14,2.05
normalized-aim-200-1-6-unsat-2_ext.xml.mzn_AND_NODATA,1,0.16,2.05
normalized-aim-200-2-0-sat-2_ext.xml.mzn_AND_NODATA,1,0.18,2.03
normalized-aim-200-1-6-sat-4_ext.xml.mzn_AND_NODATA,1,0.14,2.05
normalized-aim-200-2-0-unsat-2_ext.xml.mzn_AND_NODATA,1,0.17,2.03
normalized-aim-200-2-0-unsat-3_ext.xml.mzn_AND_NODATA,1,0.18,2.04
normalized-4-insertions-3-3.xml.mzn_AND_NODATA,1,0.01,2.03
normalized-5-fullins-4-8.xml.mzn_AND_NODATA,1,5.8,2.07
normalized-aim-100-2-0-unsat-3_ext.xml.mzn_AND_NODATA,1,0.07,2.04
normalized-aim-100-1-6-2.xml.mzn_AND_NODATA,1,0.06,2.04
normalized-aim-100-1-6-sat-3_ext.xml.mzn_AND_NODATA,1,0.06,2.04
normalized-2-fullins-5-5.xml.mzn_AND_NODATA,1,5.81,2.07
normalized-aim-200-3-4-sat-3_ext.xml.mzn_AND_NODATA,1,0.25,2.03
normalized-aim-50-1-6-unsat-1_ext.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-aim-100-3-4-3.xml.mzn_AND_NODATA,1,0.09,2.05
normalized-aim-200-2-0-1.xml.mzn_AND_NODATA,1,0.18,0.04
normalized-43s-smv.xml.mzn_AND_NODATA,1,9.75,2.13
normalized-aim-200-1-6-unsat-1_ext.xml.mzn_AND_NODATA,1,0.16,2.03
normalized-aim-100-1-6-3.xml.mzn_AND_NODATA,1,0.07,2.03
normalized-aim-100-1-6-1.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-aim-200-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,0.16,0.05
normalized-aim-200-6-0-sat-4_ext.xml.mzn_AND_NODATA,1,0.46,2.07
normalized-3-fullins-5-7.xml.mzn_AND_NODATA,1,11.44,2.14
normalized-aim-200-2-0-2.xml.mzn_AND_NODATA,1,0.17,2.05
normalized-3-fullins-4-6.xml.mzn_AND_NODATA,1,1.14,2.03
normalized-aim-50-2-0-3.xml.mzn_AND_NODATA,1,0.04,2.03
normalized-aim-200-2-0-4.xml.mzn_AND_NODATA,1,0.18,2.06
normalized-aim-100-2-0-sat-4_ext.xml.mzn_AND_NODATA,1,0.07,2.04
normalized-aim-200-3-4-sat-1_ext.xml.mzn_AND_NODATA,1,0.26,2.05
normalized-aim-100-2-0-2.xml.mzn_AND_NODATA,1,0.08,2.02
normalized-army8-9ls.xml.mzn_AND_NODATA,1,0.13,2.03
normalized-aim-100-2-0-unsat-4_ext.xml.mzn_AND_NODATA,1,0.07,2.03
normalized-aim-200-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,0.18,2.04
normalized-5-fullins-4-7.xml.mzn_AND_NODATA,1,5.81,2.09
normalized-army13-24bt.xml.mzn_AND_NODATA,1,0.89,2.04
normalized-aim-100-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,0.06,2.03
normalized-aim-200-3-4-3.xml.mzn_AND_NODATA,1,0.22,2.05
normalized-anna-10.xml.mzn_AND_NODATA,1,0.11,2.05
normalized-aim-200-2-0-sat-1_ext.xml.mzn_AND_NODATA,1,0.16,2.07
normalized-army12-21bt.xml.mzn_AND_NODATA,1,0.7,2.05
normalized-army10-14ls.xml.mzn_AND_NODATA,1,0.21,2.05
normalized-army12-21ls.xml.mzn_AND_NODATA,1,0.37,2.03
normalized-aim-200-6-0-4.xml.mzn_AND_NODATA,1,0.36,2.04
normalized-aim-200-6-0-3.xml.mzn_AND_NODATA,1,0.36,2.05
normalized-aim-200-3-4-sat-4_ext.xml.mzn_AND_NODATA,1,0.26,2.03
normalized-army10-14bt.xml.mzn_AND_NODATA,1,0.38,2.04
normalized-2-fullins-4-5.xml.mzn_AND_NODATA,1,0.32,2.04
normalized-aim-200-2-0-sat-4_ext.xml.mzn_AND_NODATA,1,0.19,2.04
normalized-aim-200-6-0-1.xml.mzn_AND_NODATA,1,0.36,2.04
normalized-aim-50-1-6-unsat-3_ext.xml.mzn_AND_NODATA,1,0.03,2.03
normalized-aim-200-6-0-sat-2_ext.xml.mzn_AND_NODATA,1,0.47,2.04
normalized-aim-100-3-4-1.xml.mzn_AND_NODATA,1,0.08,2.04
normalized-aim-100-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,0.06,2.03
normalized-aim-200-3-4-1.xml.mzn_AND_NODATA,1,0.22,2.04
normalized-aim-200-2-0-unsat-4_ext.xml.mzn_AND_NODATA,1,0.18,2.03
normalized-aim-200-3-4-4.xml.mzn_AND_NODATA,1,0.22,2.05
normalized-aim-50-1-6-2.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-aim-50-1-6-1.xml.mzn_AND_NODATA,1,0.03,2.05
normalized-aim-50-1-6-4.xml.mzn_AND_NODATA,1,0.03,2.05
normalized-anna-9.xml.mzn_AND_NODATA,1,0.11,2.04
normalized-army9-12ls.xml.mzn_AND_NODATA,1,0.17,2.08
normalized-aim-200-6-0-2.xml.mzn_AND_NODATA,1,0.36,2.05
normalized-bibd-6-50-25-3-10_glb.xml.mzn_AND_NODATA,1,0.79,2.06
normalized-aim-200-1-6-4.xml.mzn_AND_NODATA,1,0.15,2.03
normalized-bibd-6-60-30-3-12_glb.xml.mzn_AND_NODATA,1,1.11,2.05
normalized-ash608GPIA-4.xml.mzn_AND_NODATA,1,3.69,2.07
normalized-army9-12bt.xml.mzn_AND_NODATA,1,0.27,2.04
normalized-22s-smv.xml.mzn_AND_NODATA,1,16.32,2.17
normalized-aim-200-2-0-3.xml.mzn_AND_NODATA,1,0.17,2.04
normalized-aim-100-2-0-sat-2_ext.xml.mzn_AND_NODATA,1,0.07,2.03
normalized-bibd-7-42-18-3-6_glb.xml.mzn_AND_NODATA,1,0.94,2.06
normalized-aim-100-3-4-4.xml.mzn_AND_NODATA,1,0.09,2.03
normalized-5-fullins-4-6.xml.mzn_AND_NODATA,1,5.83,2.07
normalized-army13-24ls.xml.mzn_AND_NODATA,1,0.48,2.04
normalized-aim-200-1-6-1.xml.mzn_AND_NODATA,1,0.16,2.03
normalized-bibd-6-40-20-3-8_glb.xml.mzn_AND_NODATA,1,0.51,2.04
normalized-aim-200-2-0-sat-3_ext.xml.mzn_AND_NODATA,1,0.16,2.02
normalized-bibd-6-70-35-3-14_glb.xml.mzn_AND_NODATA,1,1.5,2.07
normalized-aim-200-6-0-sat-3_ext.xml.mzn_AND_NODATA,1,0.46,0.06
normalized-aim-50-2-0-unsat-1_ext.xml.mzn_AND_NODATA,1,0.04,2.03
normalized-bibd-7-35-15-3-5_glb.xml.mzn_AND_NODATA,1,0.67,2.07
normalized-bibd-9-36-12-3-3_glb.xml.mzn_AND_NODATA,1,1.63,2.1
normalized-bibd-7-63-27-3-9_glb.xml.mzn_AND_NODATA,1,2.04,2.07
normalized-bibd-8-42-21-4-9_glb.xml.mzn_AND_NODATA,1,1.44,2.08
normalized-bibd-16-16-6-6-2_glb.xml.mzn_AND_NODATA,1,2.69,2.07
normalized-bibd-6-100-50-3-20_glb.xml.mzn_AND_NODATA,1,3.36,2.1
normalized-ash958GPIA-4.xml.mzn_AND_NODATA,1,6.72,2.08
normalized-army11-17bt.xml.mzn_AND_NODATA,1,0.51,2.05
normalized-bf-2670-001.xml.mzn_AND_NODATA,1,4.32,2.08
normalized-anna-8.xml.mzn_AND_NODATA,1,0.11,2.04
normalized-bibd-13-26-6-3-1_glb.xml.mzn_AND_NODATA,1,3.16,2.09
normalized-bibd-7-77-33-3-11_glb.xml.mzn_AND_NODATA,1,3.26,2.09
normalized-bibd-7-28-12-3-4_glb.xml.mzn_AND_NODATA,1,0.46,2.05
normalized-aim-200-3-4-2.xml.mzn_AND_NODATA,1,0.21,2.07
normalized-bibd-8-28-14-4-6_glb.xml.mzn_AND_NODATA,1,0.69,2.06
normalized-bibd-9-48-16-3-4_glb.xml.mzn_AND_NODATA,1,2.82,2.07
normalized-bibd-6-80-40-3-16_glb.xml.mzn_AND_NODATA,1,2.02,2.07
normalized-abb313GPIA-8.xml.mzn_AND_NODATA,1,21.3,2.18
normalized-bibd-11-22-10-5-4_glb.xml.mzn_AND_NODATA,1,1.29,2.06
normalized-3-fullins-5-5.xml.mzn_AND_NODATA,1,11.19,2.14
normalized-bibd-10-90-27-3-6_glb.xml.mzn_AND_NODATA,1,12.13,2.15
normalized-bibd-10-30-9-3-2_glb.xml.mzn_AND_NODATA,1,1.64,2.08
normalized-bibd-8-56-21-3-6_glb.xml.mzn_AND_NODATA,1,2.54,2.07
normalized-abb313GPIA-9.xml.mzn_AND_NODATA,1,21.14,2.18
normalized-bibd-6-90-45-3-18_glb.xml.mzn_AND_NODATA,1,2.58,2.07
normalized-bibd-16-24-9-6-3_glb.xml.mzn_AND_NODATA,1,5.82,2.1
normalized-bibd-7-98-42-3-14_glb.xml.mzn_AND_NODATA,1,5.23,2.09
normalized-aim-100-1-6-sat-2_ext.xml.mzn_AND_NODATA,1,0.07,2.02
normalized-bqwh-15-106-14_glb.xml.mzn_AND_NODATA,1,0.04,2.02
normalized-bf-0432-007.xml.mzn_AND_NODATA,1,2.77,2.1
normalized-bibd-15-21-7-5-2_glb.xml.mzn_AND_NODATA,1,3.57,2.09
normalized-bibd-7-70-30-3-10_glb.xml.mzn_AND_NODATA,1,2.61,2.09
normalized-bqwh-15-106-83_ext.xml.mzn_AND_NODATA,1,0.37,2.04
normalized-bibd-12-22-11-6-5_glb.xml.mzn_AND_NODATA,1,1.75,2.07
normalized-bibd-15-45-24-8-12_glb.xml.mzn_AND_NODATA,1,10.44,2.14
normalized-bf-1355-075.xml.mzn_AND_NODATA,1,10.63,2.11
normalized-bqwh-18-141-15_glb.xml.mzn_AND_NODATA,1,0.05,2.05
normalized-BlackHole-4-4-e-2_ext.xml.mzn_AND_NODATA,1,8.3,2.09
normalized-bibd-8-70-35-4-15_glb.xml.mzn_AND_NODATA,1,4.55,2.07
normalized-aim-50-1-6-unsat-4_ext.xml.mzn_AND_NODATA,1,0.02,2.03
normalized-BlackHole-4-4-e-9_ext.xml.mzn_AND_NODATA,1,7.85,2.08
normalized-bibd-10-60-18-3-4_glb.xml.mzn_AND_NODATA,1,6.56,2.11
normalized-bqwh-18-141-23_glb.xml.mzn_AND_NODATA,1,0.06,2.02
normalized-bqwh-18-141-21_ext.xml.mzn_AND_NODATA,1,0.6,2.05
normalized-bqwh-18-141-14_ext.xml.mzn_AND_NODATA,1,0.59,2.05
normalized-bqwh-18-141-22_ext.xml.mzn_AND_NODATA,1,0.75,2.04
normalized-bibd-9-108-36-3-9_glb.xml.mzn_AND_NODATA,1,11.91,2.13
normalized-aim-200-3-4-sat-2_ext.xml.mzn_AND_NODATA,1,0.25,0.06
normalized-bqwh-18-141-27_ext.xml.mzn_AND_NODATA,1,0.59,2.04
normalized-bqwh-18-141-29_ext.xml.mzn_AND_NODATA,1,0.67,2.05
normalized-BlackHole-4-4-e-3_ext.xml.mzn_AND_NODATA,1,7.87,2.08
normalized-bqwh-18-141-14_glb.xml.mzn_AND_NODATA,1,0.04,2.06
normalized-4-fullins-5-8.xml.mzn_AND_NODATA,1,35.39,2.27
normalized-bqwh-18-141-23_ext.xml.mzn_AND_NODATA,1,0.7,2.04
normalized-bqwh-18-141-19_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bibd-9-72-24-3-6_glb.xml.mzn_AND_NODATA,1,6.29,2.11
normalized-bqwh-18-141-2_ext.xml.mzn_AND_NODATA,1,0.67,2.05
normalized-bibd-12-44-11-3-2_glb.xml.mzn_AND_NODATA,1,6.9,2.09
normalized-4-fullins-5-5.xml.mzn_AND_NODATA,1,34.86,2.29
normalized-bibd-7-56-24-3-8_glb.xml.mzn_AND_NODATA,1,1.63,2.1
normalized-bqwh-18-141-22_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-BlackHole-4-4-e-6_ext.xml.mzn_AND_NODATA,1,7.86,2.08
normalized-bqwh-18-141-17_ext.xml.mzn_AND_NODATA,1,0.57,2.04
normalized-bibd-7-49-21-3-7_glb.xml.mzn_AND_NODATA,1,1.22,2.06
normalized-bibd-14-26-13-7-6_glb.xml.mzn_AND_NODATA,1,4.07,2.1
normalized-bqwh-18-141-57_ext.xml.mzn_AND_NODATA,1,0.54,2.05
normalized-bqwh-18-141-52_ext.xml.mzn_AND_NODATA,1,0.65,2.05
normalized-bqwh-18-141-32_ext.xml.mzn_AND_NODATA,1,0.66,2.04
normalized-bibd-7-210-60-2-10_glb.xml.mzn_AND_NODATA,1,11.85,2.16
normalized-BlackHole-4-4-e-4_ext.xml.mzn_AND_NODATA,1,7.83,2.07
normalized-bqwh-18-141-40_glb.xml.mzn_AND_NODATA,1,0.04,2.03
normalized-BlackHole-4-4-e-7_ext.xml.mzn_AND_NODATA,1,7.64,2.09
normalized-bqwh-18-141-59_ext.xml.mzn_AND_NODATA,1,0.62,2.05
normalized-bqwh-18-141-40_ext.xml.mzn_AND_NODATA,1,0.69,2.04
normalized-bqwh-18-141-15_ext.xml.mzn_AND_NODATA,1,0.61,2.04
normalized-bqwh-18-141-39_ext.xml.mzn_AND_NODATA,1,0.61,2.04
normalized-bqwh-18-141-5_ext.xml.mzn_AND_NODATA,1,0.63,2.05
normalized-bqwh-18-141-46_ext.xml.mzn_AND_NODATA,1,0.67,2.05
normalized-bqwh-18-141-41_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bibd-6-30-15-3-6_glb.xml.mzn_AND_NODATA,1,0.31,2.05
normalized-bqwh-18-141-10_ext.xml.mzn_AND_NODATA,1,0.63,2.05
normalized-bqwh-18-141-71_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-29_glb.xml.mzn_AND_NODATA,1,0.06,2.04
normalized-bqwh-18-141-73_glb.xml.mzn_AND_NODATA,1,0.04,2.06
normalized-bqwh-18-141-19_ext.xml.mzn_AND_NODATA,1,0.68,2.05
normalized-bqwh-18-141-36_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-7_glb.xml.mzn_AND_NODATA,1,0.05,2.02
normalized-bqwh-18-141-6_ext.xml.mzn_AND_NODATA,1,0.62,2.05
normalized-bqwh-18-141-79_ext.xml.mzn_AND_NODATA,1,0.54,2.04
normalized-bqwh-18-141-72_ext.xml.mzn_AND_NODATA,1,0.54,2.05
normalized-bqwh-18-141-49_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-7_ext.xml.mzn_AND_NODATA,1,0.62,2.06
normalized-bibd-8-56-28-4-12_glb.xml.mzn_AND_NODATA,1,2.56,2.08
normalized-BlackHole-4-4-e-5_ext.xml.mzn_AND_NODATA,1,7.58,2.08
normalized-bqwh-18-141-3_ext.xml.mzn_AND_NODATA,1,0.61,2.05
normalized-bqwh-18-141-64_glb.xml.mzn_AND_NODATA,1,0.06,2.03
normalized-bibd-11-55-15-3-3_glb.xml.mzn_AND_NODATA,1,7.46,2.12
normalized-bqwh-18-141-87_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-66_ext.xml.mzn_AND_NODATA,1,0.64,2.05
normalized-BlackHole-4-4-e-8_ext.xml.mzn_AND_NODATA,1,7.68,2.08
normalized-bqwh-18-141-74_ext.xml.mzn_AND_NODATA,1,0.82,2.05
normalized-bqwh-18-141-58_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-82_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-61_ext.xml.mzn_AND_NODATA,1,0.66,2.06
normalized-bqwh-18-141-3_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-55_ext.xml.mzn_AND_NODATA,1,0.58,2.08
normalized-bqwh-15-106-14_ext.xml.mzn_AND_NODATA,1,0.46,2.05
normalized-bqwh-18-141-41_ext.xml.mzn_AND_NODATA,1,0.58,2.05
normalized-bqwh-18-141-9_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-77_ext.xml.mzn_AND_NODATA,1,0.71,2.04
normalized-bqwh-18-141-90_ext.xml.mzn_AND_NODATA,1,0.55,2.05
normalized-bibd-22-22-7-7-2_glb.xml.mzn_AND_NODATA,1,14.44,2.16
normalized-bqwh-18-141-42_ext.xml.mzn_AND_NODATA,1,0.62,2.04
normalized-C1-1-20.xml.mzn_AND_NODATA,1,0.27,2.05
normalized-C1-2-20.xml.mzn_AND_NODATA,1,0.33,2.04
normalized-bqwh-18-141-20_glb.xml.mzn_AND_NODATA,1,0.05,2.02
normalized-bqwh-18-141-83_ext.xml.mzn_AND_NODATA,1,0.55,2.05
normalized-bqwh-18-141-90_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-47_ext.xml.mzn_AND_NODATA,1,0.63,2.05
normalized-bqwh-18-141-71_ext.xml.mzn_AND_NODATA,1,0.63,2.04
normalized-4-fullins-5-6.xml.mzn_AND_NODATA,1,34.84,2.29
normalized-block.xml.mzn_AND_NODATA,1,2.63,2.07
normalized-bibd-8-98-49-4-21_glb.xml.mzn_AND_NODATA,1,7.08,2.1
normalized-bqwh-18-141-98_ext.xml.mzn_AND_NODATA,1,0.59,2.04
normalized-bqwh-18-141-69_ext.xml.mzn_AND_NODATA,1,0.53,2.07
normalized-bqwh-18-141-97_glb.xml.mzn_AND_NODATA,1,0.04,2.03
normalized-bqwh-18-141-20_ext.xml.mzn_AND_NODATA,1,0.77,2.06
normalized-bqwh-18-141-62_ext.xml.mzn_AND_NODATA,1,0.64,2.06
normalized-bqwh-18-141-49_ext.xml.mzn_AND_NODATA,1,0.71,2.04
normalized-bqwh-18-141-25_ext.xml.mzn_AND_NODATA,1,0.6,2.05
normalized-bqwh-18-141-89_ext.xml.mzn_AND_NODATA,1,0.68,2.05
normalized-bqwh-18-141-64_ext.xml.mzn_AND_NODATA,1,0.66,2.05
normalized-bibd-7-91-39-3-13_glb.xml.mzn_AND_NODATA,1,4.76,0.07
normalized-bqwh-18-141-88_glb.xml.mzn_AND_NODATA,1,0.04,2.03
normalized-bqwh-18-141-82_ext.xml.mzn_AND_NODATA,1,0.58,2.06
normalized-bqwh-18-141-84_glb.xml.mzn_AND_NODATA,1,0.03,2.05
normalized-bqwh-18-141-59_glb.xml.mzn_AND_NODATA,1,0.04,2.04
normalized-bqwh-18-141-94_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-bqwh-18-141-46_glb.xml.mzn_AND_NODATA,1,0.04,2.04
normalized-bqwh-18-141-94_ext.xml.mzn_AND_NODATA,1,0.72,0.06
normalized-abb313GPIA-7.xml.mzn_AND_NODATA,1,21.11,2.18
normalized-bqwh-18-141-43_ext.xml.mzn_AND_NODATA,1,0.73,2.05
normalized-C2-2-15.xml.mzn_AND_NODATA,1,1.53,2.06
normalized-bqwh-18-141-39_glb.xml.mzn_AND_NODATA,1,0.04,2.02
normalized-C3-1-30.xml.mzn_AND_NODATA,1,2.5,2.07
normalized-bibd-9-84-28-3-7_glb.xml.mzn_AND_NODATA,1,7.9,2.11
normalized-C1-2-21.xml.mzn_AND_NODATA,1,0.33,2.04
normalized-bqwh-18-141-47_glb.xml.mzn_AND_NODATA,1,0.03,2.04
normalized-bqwh-18-141-32_glb.xml.mzn_AND_NODATA,1,0.06,0.05
normalized-BlackHole-4-4-e-0_ext.xml.mzn_AND_NODATA,1,7.73,2.07
normalized-chnl10-11-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-chnl10-15-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.08,2.03
normalized-bibd-12-88-22-3-4_glb.xml.mzn_AND_NODATA,1,32.28,2.18
normalized-bqwh-18-141-60_ext.xml.mzn_AND_NODATA,1,0.66,2.04
normalized-bqwh-18-141-88_ext.xml.mzn_AND_NODATA,1,0.74,2.06
normalized-C2-2-16.xml.mzn_AND_NODATA,1,1.53,2.07
normalized-bqwh-18-141-61_glb.xml.mzn_AND_NODATA,1,0.04,2.04
normalized-chnl-15-16.xml.mzn_AND_NODATA,1,0.13,2.03
normalized-chnl15-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.31,2.03
normalized-bibd-9-96-32-3-8_glb.xml.mzn_AND_NODATA,1,9.84,2.1
normalized-C2-1-15.xml.mzn_AND_NODATA,1,1.54,2.06
normalized-C2-1-16.xml.mzn_AND_NODATA,1,1.54,2.07
normalized-blast-floppy1-8.xml.mzn_AND_NODATA,1,9.4,2.12
normalized-C4-2-60.xml.mzn_AND_NODATA,1,6.53,2.15
normalized-bqwh-18-141-43_glb.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-abb313GPIA-5.xml.mzn_AND_NODATA,1,21.6,2.18
normalized-chnl15-16-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.14,2.04
normalized-C4-1-60.xml.mzn_AND_NODATA,1,6.36,2.14
normalized-C3-3-30.xml.mzn_AND_NODATA,1,2.49,2.09
normalized-cc-7-7-2.xml.mzn_AND_NODATA,1,0.97,2.05
normalized-bqwh-18-141-97_ext.xml.mzn_AND_NODATA,1,0.58,2.05
normalized-chnl10-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.12,2.04
normalized-bqwh-18-141-73_ext.xml.mzn_AND_NODATA,1,0.68,2.04
normalized-chnl-20-25.xml.mzn_AND_NODATA,1,0.5,0.05
normalized-C4-1-61.xml.mzn_AND_NODATA,1,6.42,2.14
normalized-C4-3-61.xml.mzn_AND_NODATA,1,6.48,2.17
normalized-cc-7-7-3.xml.mzn_AND_NODATA,1,0.95,2.05
normalized-C3-3-31.xml.mzn_AND_NODATA,1,2.5,2.06
normalized-chnl-15-25.xml.mzn_AND_NODATA,1,0.29,2.05
normalized-C2-3-15.xml.mzn_AND_NODATA,1,1.53,2.06
normalized-chnl-10-20.xml.mzn_AND_NODATA,1,0.12,2.03
normalized-cc-8-8-3.xml.mzn_AND_NODATA,1,3.46,2.08
normalized-cc-10-10-3.xml.mzn_AND_NODATA,1,7.33,2.11
normalized-bqwh-18-141-85_ext.xml.mzn_AND_NODATA,1,0.53,2.05
normalized-bibd-11-110-30-3-6_glb.xml.mzn_AND_NODATA,1,39.48,2.19
normalized-C3-2-30.xml.mzn_AND_NODATA,1,3.27,2.07
normalized-chnl-30-40.xml.mzn_AND_NODATA,1,2.5,2.07
normalized-bibd-7-84-36-3-12_glb.xml.mzn_AND_NODATA,1,4.06,2.1
normalized-chnl-20-30.xml.mzn_AND_NODATA,1,0.66,2.05
normalized-C4-2-61.xml.mzn_AND_NODATA,1,6.46,2.14
normalized-chnl-10-11.xml.mzn_AND_NODATA,1,0.05,2.03
normalized-chnl35-36-pb-cnf-cr.xml.mzn_AND_NODATA,1,2.79,2.07
normalized-bqwh-18-141-87_ext.xml.mzn_AND_NODATA,1,0.7,2.06
normalized-chnl20-21-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.37,2.04
normalized-chnl-20-21.xml.mzn_AND_NODATA,1,0.35,2.04
normalized-cc-9-9-2.xml.mzn_AND_NODATA,1,4.76,2.1
normalized-bqwh-18-141-84_ext.xml.mzn_AND_NODATA,1,0.63,2.05
