@RELATION ALGORITHM_RUNS_COP-MZN-2013

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm {bprolog, fzn2smt, g12cpx, g12fd, g12lazyfd, g12mip, gecode, izplus, jacop, minisatid, mistral, ortools}
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE score NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3011_8.dzn,1,g12mip,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3011_8.dzn,1,bprolog,900,0.75,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3011_8.dzn,1,minisatid,900,0.75,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3011_8.dzn,1,fzn2smt,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3011_8.dzn,1,g12fd,900,0.75,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,izplus,279.29,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,g12lazyfd,29.94,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,mistral,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,jacop,900,0.705882352941,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,ortools,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,g12cpx,0.27,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,gecode,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,g12mip,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,bprolog,14.53,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,minisatid,900,0.75,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,fzn2smt,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_ksd15_d/j3025_8.dzn,1,g12fd,900,0.25,ok
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,izplus,900,0,other
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,g12lazyfd,900,0,other
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,mistral,900,0,other
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,jacop,49.96,1,ok
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,ortools,2.6,1,ok
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,g12cpx,6.56,1,ok
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,gecode,2.89,1,ok
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,g12mip,900,0,other
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,bprolog,900,0.25,ok
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,minisatid,900,0,other
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,fzn2smt,900,0,other
benchmarks/prize-collecting/pc.mzn_AND_benchmarks/prize-collecting/24-4-6-8.dzn,1,g12fd,36.27,1,ok
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,izplus,900,0.648876404494,ok
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,g12lazyfd,900,0.738362760835,ok
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,mistral,900,0.75,ok
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,jacop,900,0,other
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,ortools,900,0.58467094703,ok
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,g12cpx,900,0.25,ok
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,gecode,900,0,other
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,g12mip,900,0,other
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,bprolog,900,0,other
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,minisatid,900,0,other
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,fzn2smt,900,0.625200642055,ok
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la28.dzn,1,g12fd,900,0.662118780096,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,izplus,900,0.25,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,g12lazyfd,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,mistral,900,0.75,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,jacop,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,ortools,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,g12cpx,900,0.75,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,gecode,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,g12mip,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,bprolog,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,minisatid,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,fzn2smt,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,g12fd,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,izplus,900,0.625,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,g12lazyfd,900,0.75,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,mistral,900,0.680555555556,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,jacop,900,0.680555555556,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,ortools,900,0.708333333333,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,g12cpx,900,0.75,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,gecode,900,0.708333333333,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,g12mip,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,bprolog,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,minisatid,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,fzn2smt,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_13_8.dzn,1,g12fd,900,0.708333333333,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,izplus,506.54,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,g12lazyfd,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,mistral,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,jacop,10.66,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,ortools,3.9,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,g12cpx,1.04,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,gecode,3.8,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,g12mip,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,bprolog,156.65,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,minisatid,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,fzn2smt,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_29_10.dzn,1,g12fd,1.13,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,izplus,900,0.723684210526,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,g12lazyfd,46.76,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,mistral,900,0.609649122807,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,jacop,900,0.679824561404,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,ortools,900,0.662280701754,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,g12cpx,1.85,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,gecode,900,0.662280701754,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,g12mip,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,bprolog,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,minisatid,900,0.75,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,fzn2smt,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j60/J60_37_5.dzn,1,g12fd,900,0.662280701754,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,izplus,206.26,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,g12lazyfd,63.36,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,mistral,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,jacop,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,ortools,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,g12cpx,0.68,1,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,gecode,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,g12mip,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,bprolog,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,minisatid,900,0.75,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,fzn2smt,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j90/J90_38_1.dzn,1,g12fd,900,0.25,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,izplus,900,0.75,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,g12lazyfd,900,0.75,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,mistral,900,0.75,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,jacop,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,ortools,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,g12cpx,900,0.75,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,gecode,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,g12mip,6.49,1,ok
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,bprolog,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,minisatid,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,fzn2smt,900,0,other
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,g12fd,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,izplus,900,0.454545454545,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,g12lazyfd,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,mistral,900,0.75,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,jacop,900,0.25,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,ortools,900,0.613636363636,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,g12cpx,900,0.272727272727,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,gecode,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,g12mip,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,bprolog,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,minisatid,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,fzn2smt,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,g12fd,900,0.659090909091,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,izplus,900,0.607142857143,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,g12lazyfd,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,mistral,900,0.75,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,jacop,900,0.25,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,ortools,900,0.714285714286,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,g12cpx,900,0.404761904762,ok
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,gecode,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,g12mip,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,bprolog,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,minisatid,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,fzn2smt,900,0,other
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_5.dzn,1,g12fd,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,izplus,900,0.685135135135,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,g12lazyfd,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,mistral,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,jacop,900,0.747297297297,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,ortools,900,0.739189189189,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,g12cpx,900,0.75,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,gecode,900,0.739189189189,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,g12mip,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,bprolog,900,0,other
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,minisatid,900,0.25,ok
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_psplib/j120/J120_54_5.dzn,1,fzn2smt,900,0,other
