@RELATION ALGORITHM_RUNS_CSP-Minizinc-Time-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE PAR10 NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
sb_13_13_5_1,1,HaifaCSP-free,12000,timeout
sb_13_13_5_1,1,G12FD-free,12000,timeout
sb_13_13_5_1,1,Mistral-free,12000,timeout
sb_13_13_5_1,1,MinisatID-free,12000,timeout
sb_13_13_5_1,1,Picat-SAT-free,12000,timeout
sb_13_13_5_1,1,Picat-CP-fd,12000,timeout
sb_13_13_5_1,1,LCG-Glucose-UC-free,12000,timeout
sb_13_13_5_1,1,MZN/Gurobi-free,12000,timeout
sb_13_13_5_1,1,Choco-free,12000,timeout
sb_13_13_5_1,1,JaCoP-fd,12000,timeout
mesh2x2_1,1,LCG-Glucose-free,0.492,ok
mesh2x2_1,1,Chuffed-free,0.126,ok
mesh2x2_1,1,OR-Tools-free,12000,timeout
mesh2x2_1,1,MZN/SCIP-free,0.41400000000000003,ok
mesh2x2_1,1,iZplus-free,8.88,ok
mesh2x2_1,1,MZN/CPLEX-free,0.158,ok
mesh2x2_1,1,Gecode-free,12000,timeout
mesh2x2_1,1,SICStus-Prolog-fd,12000,timeout
mesh2x2_1,1,MZN/Cbc-free,0.996,ok
mesh2x2_1,1,Concrete-free,4.07,ok
mesh2x2_1,1,HaifaCSP-free,0.091,ok
mesh2x2_1,1,G12FD-free,0.127,ok
mesh2x2_1,1,Mistral-free,0.126,ok
mesh2x2_1,1,MinisatID-free,20.513,ok
mesh2x2_1,1,Picat-SAT-free,11.931000000000001,ok
mesh2x2_1,1,Picat-CP-fd,12000,timeout
mesh2x2_1,1,LCG-Glucose-UC-free,3.583,ok
mesh2x2_1,1,MZN/Gurobi-free,0.188,ok
mesh2x2_1,1,Choco-free,7.824,ok
mesh2x2_1,1,JaCoP-fd,0.355,ok
mesh4x4_1,1,LCG-Glucose-free,546.98,ok
mesh4x4_1,1,Chuffed-free,12000,timeout
mesh4x4_1,1,OR-Tools-free,12000,timeout
mesh4x4_1,1,MZN/SCIP-free,36.789,ok
mesh4x4_1,1,iZplus-free,12000,timeout
mesh4x4_1,1,MZN/CPLEX-free,0.65,ok
mesh4x4_1,1,Gecode-free,12000,timeout
mesh4x4_1,1,SICStus-Prolog-fd,12000,timeout
mesh4x4_1,1,MZN/Cbc-free,405.06600000000003,ok
mesh4x4_1,1,Concrete-free,12000,timeout
mesh4x4_1,1,HaifaCSP-free,23.511,ok
mesh4x4_1,1,G12FD-free,12000,timeout
mesh4x4_1,1,Mistral-free,12000,timeout
mesh4x4_1,1,MinisatID-free,12000,timeout
mesh4x4_1,1,Picat-SAT-free,12000,timeout
mesh4x4_1,1,Picat-CP-fd,12000,timeout
mesh4x4_1,1,LCG-Glucose-UC-free,6.617,ok
mesh4x4_1,1,MZN/Gurobi-free,1.497,ok
mesh4x4_1,1,Choco-free,12000,timeout
mesh4x4_1,1,JaCoP-fd,1.318,ok
ring_1,1,LCG-Glucose-free,23.475,ok
ring_1,1,Chuffed-free,12000,timeout
ring_1,1,OR-Tools-free,12000,timeout
ring_1,1,MZN/SCIP-free,4.078,ok
ring_1,1,iZplus-free,12000,timeout
ring_1,1,MZN/CPLEX-free,0.331,ok
ring_1,1,Gecode-free,12000,timeout
ring_1,1,SICStus-Prolog-fd,12000,timeout
ring_1,1,MZN/Cbc-free,5.601,ok
ring_1,1,Concrete-free,12000,timeout
ring_1,1,HaifaCSP-free,0.3,ok
ring_1,1,G12FD-free,12000,timeout
ring_1,1,Mistral-free,12000,timeout
ring_1,1,MinisatID-free,12000,timeout
ring_1,1,Picat-SAT-free,234.59,ok
ring_1,1,Picat-CP-fd,12000,timeout
ring_1,1,LCG-Glucose-UC-free,80.601,ok
ring_1,1,MZN/Gurobi-free,0.662,ok
ring_1,1,Choco-free,12000,timeout
ring_1,1,JaCoP-fd,0.556,ok
mesh3x3_mp3,1,LCG-Glucose-free,334.261,ok
mesh3x3_mp3,1,Chuffed-free,56.607,ok
mesh3x3_mp3,1,OR-Tools-free,12000,timeout
mesh3x3_mp3,1,MZN/SCIP-free,8.423,ok
mesh3x3_mp3,1,iZplus-free,47.023,ok
mesh3x3_mp3,1,MZN/CPLEX-free,0.8200000000000001,ok
mesh3x3_mp3,1,Gecode-free,12000,timeout
mesh3x3_mp3,1,SICStus-Prolog-fd,12000,timeout
mesh3x3_mp3,1,MZN/Cbc-free,10.274000000000001,ok
mesh3x3_mp3,1,Concrete-free,12000,timeout
mesh3x3_mp3,1,HaifaCSP-free,0.514,ok
mesh3x3_mp3,1,G12FD-free,12000,timeout
mesh3x3_mp3,1,Mistral-free,3.56,ok
mesh3x3_mp3,1,MinisatID-free,12000,timeout
mesh3x3_mp3,1,Picat-SAT-free,12000,timeout
mesh3x3_mp3,1,Picat-CP-fd,12000,timeout
mesh3x3_mp3,1,LCG-Glucose-UC-free,22.286,ok
mesh3x3_mp3,1,MZN/Gurobi-free,1.024,ok
mesh3x3_mp3,1,Choco-free,12000,timeout
mesh3x3_mp3,1,JaCoP-fd,12000,timeout
mesh2x2_mp3,1,LCG-Glucose-free,1.135,ok
mesh2x2_mp3,1,Chuffed-free,0.523,ok
mesh2x2_mp3,1,OR-Tools-free,12000,timeout
mesh2x2_mp3,1,MZN/SCIP-free,11.438,ok
mesh2x2_mp3,1,iZplus-free,0.404,ok
mesh2x2_mp3,1,MZN/CPLEX-free,0.47000000000000003,ok
mesh2x2_mp3,1,Gecode-free,12000,timeout
mesh2x2_mp3,1,SICStus-Prolog-fd,12000,timeout
mesh2x2_mp3,1,MZN/Cbc-free,8.318,ok
mesh2x2_mp3,1,Concrete-free,6.408,ok
mesh2x2_mp3,1,HaifaCSP-free,0.384,ok
mesh2x2_mp3,1,G12FD-free,0.649,ok
mesh2x2_mp3,1,Mistral-free,0.554,ok
mesh2x2_mp3,1,MinisatID-free,20.133,ok
mesh2x2_mp3,1,Picat-SAT-free,27.559,ok
mesh2x2_mp3,1,Picat-CP-fd,12000,timeout
mesh2x2_mp3,1,LCG-Glucose-UC-free,26.108,ok
mesh2x2_mp3,1,MZN/Gurobi-free,0.388,ok
mesh2x2_mp3,1,Choco-free,12000,timeout
mesh2x2_mp3,1,JaCoP-fd,1.847,ok
n35f5d20m10k3,1,LCG-Glucose-free,1.716,ok
n35f5d20m10k3,1,Chuffed-free,0.8200000000000001,ok
n35f5d20m10k3,1,OR-Tools-free,12000,timeout
n35f5d20m10k3,1,MZN/SCIP-free,92.738,ok
n35f5d20m10k3,1,iZplus-free,12000,timeout
n35f5d20m10k3,1,MZN/CPLEX-free,17.746,ok
n35f5d20m10k3,1,Gecode-free,12000,timeout
n35f5d20m10k3,1,SICStus-Prolog-fd,12000,timeout
n35f5d20m10k3,1,MZN/Cbc-free,375.97700000000003,ok
n35f5d20m10k3,1,Concrete-free,12000,timeout
n35f5d20m10k3,1,HaifaCSP-free,3.162,ok
n35f5d20m10k3,1,G12FD-free,12000,timeout
n35f5d20m10k3,1,Mistral-free,12000,timeout
n35f5d20m10k3,1,MinisatID-free,11.1,ok
n35f5d20m10k3,1,Picat-SAT-free,19.425,ok
n35f5d20m10k3,1,Picat-CP-fd,12000,timeout
n35f5d20m10k3,1,LCG-Glucose-UC-free,0.748,ok
n35f5d20m10k3,1,MZN/Gurobi-free,11.144,ok
n35f5d20m10k3,1,Choco-free,12000,timeout
n35f5d20m10k3,1,JaCoP-fd,12000,timeout
n60f7d50m30k10,1,LCG-Glucose-free,37.86,ok
n60f7d50m30k10,1,Chuffed-free,5.662,ok
n60f7d50m30k10,1,OR-Tools-free,12000,timeout
n60f7d50m30k10,1,MZN/SCIP-free,12000,timeout
n60f7d50m30k10,1,iZplus-free,12000,timeout
n60f7d50m30k10,1,MZN/CPLEX-free,255.24800000000002,ok
n60f7d50m30k10,1,Gecode-free,12000,timeout
n60f7d50m30k10,1,SICStus-Prolog-fd,12000,timeout
n60f7d50m30k10,1,MZN/Cbc-free,12000,timeout
n60f7d50m30k10,1,Concrete-free,12000,timeout
n60f7d50m30k10,1,HaifaCSP-free,56.752,ok
n60f7d50m30k10,1,G12FD-free,12000,timeout
n60f7d50m30k10,1,Mistral-free,12000,timeout
n60f7d50m30k10,1,MinisatID-free,223.42600000000002,ok
n60f7d50m30k10,1,Picat-SAT-free,69.41,ok
n60f7d50m30k10,1,Picat-CP-fd,12000,timeout
n60f7d50m30k10,1,LCG-Glucose-UC-free,4.003,ok
n60f7d50m30k10,1,MZN/Gurobi-free,186.373,ok
n60f7d50m30k10,1,Choco-free,12000,timeout
n60f7d50m30k10,1,JaCoP-fd,12000,timeout
n55f2d50m30k3,1,LCG-Glucose-free,8.333,ok
n55f2d50m30k3,1,Chuffed-free,1.685,ok
n55f2d50m30k3,1,OR-Tools-free,12000,timeout
n55f2d50m30k3,1,MZN/SCIP-free,12000,timeout
n55f2d50m30k3,1,iZplus-free,12000,timeout
n55f2d50m30k3,1,MZN/CPLEX-free,34.698,ok
n55f2d50m30k3,1,Gecode-free,12000,timeout
n55f2d50m30k3,1,SICStus-Prolog-fd,12000,timeout
n55f2d50m30k3,1,MZN/Cbc-free,12000,timeout
n55f2d50m30k3,1,Concrete-free,12000,timeout
n55f2d50m30k3,1,HaifaCSP-free,8.294,ok
n55f2d50m30k3,1,G12FD-free,12000,timeout
n55f2d50m30k3,1,Mistral-free,12000,timeout
n55f2d50m30k3,1,MinisatID-free,38.875,ok
n55f2d50m30k3,1,Picat-SAT-free,46.119,ok
n55f2d50m30k3,1,Picat-CP-fd,12000,timeout
n55f2d50m30k3,1,LCG-Glucose-UC-free,1.434,ok
n55f2d50m30k3,1,MZN/Gurobi-free,44.294000000000004,ok
n55f2d50m30k3,1,Choco-free,12000,timeout
n55f2d50m30k3,1,JaCoP-fd,12000,timeout
n180f7d50m30k18,1,LCG-Glucose-free,196.93200000000002,ok
n180f7d50m30k18,1,Chuffed-free,68.519,ok
n180f7d50m30k18,1,OR-Tools-free,12000,timeout
n180f7d50m30k18,1,MZN/SCIP-free,12000,timeout
n180f7d50m30k18,1,iZplus-free,12000,timeout
n180f7d50m30k18,1,MZN/CPLEX-free,12000,timeout
n180f7d50m30k18,1,Gecode-free,12000,timeout
n180f7d50m30k18,1,SICStus-Prolog-fd,12000,timeout
n180f7d50m30k18,1,MZN/Cbc-free,12000,timeout
n180f7d50m30k18,1,Concrete-free,12000,timeout
n180f7d50m30k18,1,HaifaCSP-free,503.553,ok
n180f7d50m30k18,1,G12FD-free,12000,timeout
n180f7d50m30k18,1,Mistral-free,12000,timeout
n180f7d50m30k18,1,MinisatID-free,12000,timeout
n180f7d50m30k18,1,Picat-SAT-free,12000,timeout
n180f7d50m30k18,1,Picat-CP-fd,12000,timeout
n180f7d50m30k18,1,LCG-Glucose-UC-free,17.583000000000002,ok
n180f7d50m30k18,1,MZN/Gurobi-free,12000,timeout
n180f7d50m30k18,1,Choco-free,12000,timeout
n180f7d50m30k18,1,JaCoP-fd,12000,timeout
n25f5d20m10k3,1,LCG-Glucose-free,1.095,ok
n25f5d20m10k3,1,Chuffed-free,0.518,ok
n25f5d20m10k3,1,OR-Tools-free,12000,timeout
n25f5d20m10k3,1,MZN/SCIP-free,105.303,ok
n25f5d20m10k3,1,iZplus-free,3.642,ok
n25f5d20m10k3,1,MZN/CPLEX-free,5.904,ok
n25f5d20m10k3,1,Gecode-free,12000,timeout
n25f5d20m10k3,1,SICStus-Prolog-fd,12000,timeout
n25f5d20m10k3,1,MZN/Cbc-free,64.306,ok
n25f5d20m10k3,1,Concrete-free,12000,timeout
n25f5d20m10k3,1,HaifaCSP-free,2.2,ok
n25f5d20m10k3,1,G12FD-free,12000,timeout
n25f5d20m10k3,1,Mistral-free,4.474,ok
n25f5d20m10k3,1,MinisatID-free,4.761,ok
n25f5d20m10k3,1,Picat-SAT-free,9.125,ok
n25f5d20m10k3,1,Picat-CP-fd,12000,timeout
n25f5d20m10k3,1,LCG-Glucose-UC-free,0.484,ok
n25f5d20m10k3,1,MZN/Gurobi-free,3.436,ok
n25f5d20m10k3,1,Choco-free,12000,timeout
n25f5d20m10k3,1,JaCoP-fd,12000,timeout
j30_15_5,1,LCG-Glucose-free,3.731,ok
j30_15_5,1,Chuffed-free,2.0260000000000002,ok
j30_15_5,1,OR-Tools-free,323.188,ok
j30_15_5,1,MZN/SCIP-free,904.807,ok
j30_15_5,1,iZplus-free,9.836,ok
j30_15_5,1,MZN/CPLEX-free,82.791,ok
j30_15_5,1,Gecode-free,43.835,ok
j30_15_5,1,SICStus-Prolog-fd,11.124,ok
j30_15_5,1,MZN/Cbc-free,12000,timeout
j30_15_5,1,Concrete-free,12000,timeout
j30_15_5,1,HaifaCSP-free,48.378,ok
j30_15_5,1,G12FD-free,495.262,ok
j30_15_5,1,Mistral-free,12000,timeout
j30_15_5,1,MinisatID-free,188.494,ok
j30_15_5,1,Picat-SAT-free,62.718,ok
j30_15_5,1,Picat-CP-fd,12000,timeout
