@RELATION ALGORITHM_RUNS_OPENML-WEKA-2017

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
2102,1,6355_weka.AdaBoostM1_NaiveBayes,0.591033,ok
2102,1,2900_weka.LADTree,0.634511,ok
2102,1,2647_weka.Logistic,0.660326,ok
2102,1,2903_weka.AdaBoostM1_DecisionStump,0.494565,ok
2102,1,2904_weka.AdaBoostM1_J48,0.631793,ok
2102,1,2906_weka.Bagging_REPTree,0.451087,ok
2102,1,6250_weka.DecisionTable,0.588315,ok
2102,1,6378_weka.LogitBoost_DecisionStump,0.660326,ok
1701,1,8990_weka.MultilayerPerceptron,0.991091,ok
1701,1,8994_weka.MultilayerPerceptron,0.992205,ok
1701,1,8995_weka.MultilayerPerceptron,0.992205,ok
1701,1,2869_weka.SMO_PolyKernel,0.867483,ok
1701,1,2361_weka.OneR,0.836303,ok
1701,1,2362_weka.J48,0.930958,ok
1701,1,2364_weka.IBk,0.955457,ok
1701,1,2367_weka.REPTree,0.923163,ok
1701,1,2368_weka.RandomTree,0.933185,ok
1701,1,2369_weka.RandomForest,0.949889,ok
1701,1,2370_weka.LMT,0.955457,ok
1701,1,2371_weka.HoeffdingTree,0.761693,ok
1701,1,2882_weka.SMO_RBFKernel,0.761693,ok
1701,1,2373_weka.JRip,0.952116,ok
1701,1,2889_weka.IBk,0.9098,ok
1701,1,2891_weka.HyperPipes,0.977728,ok
1701,1,2381_weka.NaiveBayes,0.743875,ok
1701,1,2893_weka.OLM,0.449889,ok
1701,1,2894_weka.FURIA,0.985523,ok
1701,1,6352_weka.BayesNet,0.92539,ok
1701,1,2897_weka.ConjunctiveRule,0.836303,ok
1701,1,2898_weka.SimpleCart,0.932071,ok
1701,1,6355_weka.AdaBoostM1_NaiveBayes,0.800668,ok
1701,1,2900_weka.LADTree,0.971047,ok
1701,1,2647_weka.Logistic,0.877506,ok
1701,1,2903_weka.AdaBoostM1_DecisionStump,0.836303,ok
1701,1,2904_weka.AdaBoostM1_J48,0.948775,ok
1701,1,2906_weka.Bagging_REPTree,0.930958,ok
1701,1,6250_weka.DecisionTable,0.930958,ok
1701,1,6378_weka.LogitBoost_DecisionStump,0.987751,ok
1702,1,8990_weka.MultilayerPerceptron,0.994994,ok
1702,1,8994_weka.MultilayerPerceptron,0.994368,ok
1702,1,8995_weka.MultilayerPerceptron,0.993116,ok
1702,1,2869_weka.SMO_PolyKernel,0.958073,ok
1702,1,2361_weka.OneR,0.673029,ok
1702,1,2362_weka.J48,0.994681,ok
1702,1,2364_weka.IBk,0.96433,ok
1702,1,2367_weka.REPTree,0.989675,ok
1702,1,2368_weka.RandomTree,0.961202,ok
1702,1,2369_weka.RandomForest,0.993429,ok
1702,1,2370_weka.LMT,0.996871,ok
1702,1,2371_weka.HoeffdingTree,0.933041,ok
1702,1,2882_weka.SMO_RBFKernel,0.913642,ok
1702,1,2373_weka.JRip,0.991239,ok
1702,1,2889_weka.IBk,0.949625,ok
1702,1,2891_weka.HyperPipes,0.540989,ok
1702,1,2381_weka.NaiveBayes,0.877972,ok
1702,1,2893_weka.OLM,0.586358,ok
1702,1,2894_weka.FURIA,0.994681,ok
1702,1,6352_weka.BayesNet,0.877972,ok
1702,1,2897_weka.ConjunctiveRule,0.660513,ok
1702,1,2898_weka.SimpleCart,0.992491,ok
1702,1,6355_weka.AdaBoostM1_NaiveBayes,0.944305,ok
1702,1,2900_weka.LADTree,0.962766,ok
1702,1,2647_weka.Logistic,0.975907,ok
1702,1,2903_weka.AdaBoostM1_DecisionStump,0.93836,ok
1702,1,2904_weka.AdaBoostM1_J48,0.996871,ok
1702,1,2906_weka.Bagging_REPTree,0.991239,ok
1702,1,6250_weka.DecisionTable,0.973717,ok
1702,1,6378_weka.LogitBoost_DecisionStump,0.93836,ok
1705,1,8990_weka.MultilayerPerceptron,0.74755,ok
1705,1,8994_weka.MultilayerPerceptron,0.73635,ok
1705,1,8995_weka.MultilayerPerceptron,0.8234,ok
1705,1,2869_weka.SMO_PolyKernel,0.8234,ok
1705,1,2361_weka.OneR,0.1706,ok
1705,1,2362_weka.J48,0.8796,ok
1705,1,2364_weka.IBk,0.9594,ok
1705,1,2367_weka.REPTree,0.84235,ok
1705,1,2368_weka.RandomTree,0.86055,ok
1705,1,2369_weka.RandomForest,0.9645,ok
1705,1,2370_weka.LMT,0.91905,ok
1705,1,2371_weka.HoeffdingTree,0.6429,ok
1705,1,2882_weka.SMO_RBFKernel,0.55505,ok
1705,1,2373_weka.JRip,0.86095,ok
1705,1,2889_weka.IBk,0.94765,ok
1705,1,2891_weka.HyperPipes,0.2219,ok
1705,1,2381_weka.NaiveBayes,0.6419,ok
1705,1,2893_weka.OLM,0.4054,ok
1705,1,2894_weka.FURIA,0.90855,ok
1705,1,6352_weka.BayesNet,0.7448,ok
1705,1,2897_weka.ConjunctiveRule,0.07065,ok
1705,1,2898_weka.SimpleCart,0.87225,ok
1705,1,6355_weka.AdaBoostM1_NaiveBayes,0.6419,ok
1705,1,2900_weka.LADTree,0.5138,ok
1705,1,2647_weka.Logistic,0.77455,ok
1705,1,2903_weka.AdaBoostM1_DecisionStump,0.0709,ok
1705,1,2904_weka.AdaBoostM1_J48,0.9567,ok
1705,1,2906_weka.Bagging_REPTree,0.90145,ok
1705,1,6250_weka.DecisionTable,0.6495,ok
1705,1,6378_weka.LogitBoost_DecisionStump,0.7372,ok
1710,1,8990_weka.MultilayerPerceptron,0.9504,ok
1710,1,8994_weka.MultilayerPerceptron,0.9584,ok
1710,1,8995_weka.MultilayerPerceptron,0.9728,ok
1710,1,2869_weka.SMO_PolyKernel,0.8688,ok
1710,1,2361_weka.OneR,0.584,ok
1710,1,2362_weka.J48,0.7856,ok
1710,1,2364_weka.IBk,0.8608,ok
1710,1,2367_weka.REPTree,0.792,ok
1710,1,2368_weka.RandomTree,0.7808,ok
1710,1,2369_weka.RandomForest,0.8144,ok
1710,1,2370_weka.LMT,0.8944,ok
1710,1,2371_weka.HoeffdingTree,0.904,ok
1710,1,2882_weka.SMO_RBFKernel,0.8816,ok
1710,1,2373_weka.JRip,0.8096,ok
1710,1,2889_weka.IBk,0.8992,ok
1710,1,2891_weka.HyperPipes,0.4608,ok
1710,1,2381_weka.NaiveBayes,0.904,ok
1710,1,2893_weka.OLM,0.5104,ok
1710,1,2894_weka.FURIA,0.8352,ok
1710,1,6352_weka.BayesNet,0.72,ok
1710,1,2897_weka.ConjunctiveRule,0.6368,ok
1710,1,2898_weka.SimpleCart,0.7744,ok
1710,1,6355_weka.AdaBoostM1_NaiveBayes,0.9072,ok
1710,1,2900_weka.LADTree,0.8496,ok
1710,1,2647_weka.Logistic,0.8944,ok
1710,1,2903_weka.AdaBoostM1_DecisionStump,0.7264,ok
1710,1,2904_weka.AdaBoostM1_J48,0.7904,ok
1710,1,2906_weka.Bagging_REPTree,0.8464,ok
1710,1,6250_weka.DecisionTable,0.7696,ok
1710,1,6378_weka.LogitBoost_DecisionStump,0.8736,ok
1711,1,8990_weka.MultilayerPerceptron,0.972,ok
1711,1,8994_weka.MultilayerPerceptron,0.9705,ok
1711,1,8995_weka.MultilayerPerceptron,0.9735,ok
1711,1,2869_weka.SMO_PolyKernel,0.973,ok
1711,1,2361_weka.OneR,0.398,ok
1711,1,2362_weka.J48,0.889,ok
1711,1,2364_weka.IBk,0.963,ok
1711,1,2367_weka.REPTree,0.8625,ok
1711,1,2368_weka.RandomTree,0.8505,ok
1711,1,2369_weka.RandomForest,0.9655,ok
1711,1,2370_weka.LMT,0.9725,ok
1711,1,2371_weka.HoeffdingTree,0.927,ok
1711,1,2882_weka.SMO_RBFKernel,0.959,ok
1711,1,2373_weka.JRip,0.8885,ok
1711,1,2889_weka.IBk,0.9615,ok
1711,1,2891_weka.HyperPipes,0.9175,ok
1711,1,2381_weka.NaiveBayes,0.927,ok
1711,1,2893_weka.OLM,0.106,ok
1711,1,2894_weka.FURIA,0.9295,ok
1711,1,6352_weka.BayesNet,0.933,ok
1711,1,2897_weka.ConjunctiveRule,0.1985,ok
1711,1,2898_weka.SimpleCart,0.886,ok
1711,1,6355_weka.AdaBoostM1_NaiveBayes,0.9435,ok
1711,1,2900_weka.LADTree,0.821,ok
1711,1,2647_weka.Logistic,0.981,ok
1711,1,2903_weka.AdaBoostM1_DecisionStump,0.197,ok
1711,1,2904_weka.AdaBoostM1_J48,0.954,ok
1711,1,2906_weka.Bagging_REPTree,0.9325,ok
1711,1,6250_weka.DecisionTable,0.6675,ok
1711,1,6378_weka.LogitBoost_DecisionStump,0.942,ok
1713,1,8990_weka.MultilayerPerceptron,0.799,ok
1713,1,8994_weka.MultilayerPerceptron,0.784,ok
1713,1,8995_weka.MultilayerPerceptron,0.8115,ok
1713,1,2869_weka.SMO_PolyKernel,0.842,ok
1713,1,2361_weka.OneR,0.382,ok
1713,1,2362_weka.J48,0.762,ok
1713,1,2364_weka.IBk,0.803,ok
1713,1,2367_weka.REPTree,0.759,ok
1713,1,2368_weka.RandomTree,0.6495,ok
1713,1,2369_weka.RandomForest,0.8405,ok
1713,1,2370_weka.LMT,0.826,ok
1713,1,2371_weka.HoeffdingTree,0.7615,ok
1713,1,2882_weka.SMO_RBFKernel,0.771,ok
1713,1,2373_weka.JRip,0.741,ok
1713,1,2889_weka.IBk,0.8155,ok
1713,1,2891_weka.HyperPipes,0.5095,ok
1713,1,2381_weka.NaiveBayes,0.7635,ok
1713,1,2893_weka.OLM,0.106,ok
1713,1,2894_weka.FURIA,0.787,ok
1713,1,6352_weka.BayesNet,0.7675,ok
1713,1,2897_weka.ConjunctiveRule,0.1945,ok
1713,1,2898_weka.SimpleCart,0.7565,ok
1713,1,6355_weka.AdaBoostM1_NaiveBayes,0.7825,ok
1713,1,2900_weka.LADTree,0.74,ok
1713,1,2647_weka.Logistic,0.7325,ok
1713,1,2903_weka.AdaBoostM1_DecisionStump,0.196,ok
1713,1,2904_weka.AdaBoostM1_J48,0.8115,ok
1713,1,2906_weka.Bagging_REPTree,0.799,ok
1713,1,6250_weka.DecisionTable,0.6405,ok
1713,1,6378_weka.LogitBoost_DecisionStump,0.7795,ok
1714,1,8990_weka.MultilayerPerceptron,0.949928,ok
1714,1,8994_weka.MultilayerPerceptron,0.951359,ok
1714,1,8995_weka.MultilayerPerceptron,0.949928,ok
1714,1,2869_weka.SMO_PolyKernel,0.964235,ok
1714,1,2361_weka.OneR,0.927039,ok
1714,1,2362_weka.J48,0.947067,ok
1714,1,2364_weka.IBk,0.95279,ok
1714,1,2367_weka.REPTree,0.942775,ok
1714,1,2368_weka.RandomTree,0.938484,ok
1714,1,2369_weka.RandomForest,0.965665,ok
1714,1,2370_weka.LMT,0.961373,ok
1714,1,2371_weka.HoeffdingTree,0.958512,ok
1714,1,2882_weka.SMO_RBFKernel,0.959943,ok
1714,1,2373_weka.JRip,0.95279,ok
1714,1,2889_weka.IBk,0.964235,ok
1714,1,2891_weka.HyperPipes,0.879828,ok
1714,1,2381_weka.NaiveBayes,0.959943,ok
1714,1,2893_weka.OLM,0.865522,ok
1714,1,2894_weka.FURIA,0.955651,ok
1714,1,6352_weka.BayesNet,0.971388,ok
1714,1,2897_weka.ConjunctiveRule,0.914163,ok
1714,1,2898_weka.SimpleCart,0.947067,ok
1714,1,6355_weka.AdaBoostM1_NaiveBayes,0.95279,ok
1714,1,2900_weka.LADTree,0.964235,ok
1714,1,2647_weka.Logistic,0.961373,ok
1714,1,2903_weka.AdaBoostM1_DecisionStump,0.949928,ok
1714,1,2904_weka.AdaBoostM1_J48,0.955651,ok
1714,1,2906_weka.Bagging_REPTree,0.955651,ok
1714,1,6250_weka.DecisionTable,0.951359,ok
1714,1,6378_weka.LogitBoost_DecisionStump,0.95422,ok
1715,1,8990_weka.MultilayerPerceptron,0.9515,ok
1715,1,8994_weka.MultilayerPerceptron,0.9455,ok
1715,1,8995_weka.MultilayerPerceptron,0.9625,ok
1715,1,2869_weka.SMO_PolyKernel,0.9645,ok
1715,1,2361_weka.OneR,0.3145,ok
1715,1,2362_weka.J48,0.8155,ok
1715,1,2364_weka.IBk,0.963,ok
1715,1,2367_weka.REPTree,0.7875,ok
1715,1,2368_weka.RandomTree,0.698,ok
1715,1,2369_weka.RandomForest,0.961,ok
1715,1,2370_weka.LMT,0.954,ok
1715,1,2371_weka.HoeffdingTree,0.935,ok
1715,1,2882_weka.SMO_RBFKernel,0.929,ok
1715,1,2373_weka.JRip,0.8205,ok
1715,1,2889_weka.IBk,0.954,ok
1715,1,2891_weka.HyperPipes,0.704,ok
1715,1,2381_weka.NaiveBayes,0.9345,ok
1715,1,2893_weka.OLM,0.106,ok
1715,1,2894_weka.FURIA,0.875,ok
1715,1,6352_weka.BayesNet,0.9215,ok
1715,1,2897_weka.ConjunctiveRule,0.1925,ok
1715,1,2898_weka.SimpleCart,0.828,ok
1715,1,6355_weka.AdaBoostM1_NaiveBayes,0.9445,ok
1715,1,2900_weka.LADTree,0.7685,ok
1715,1,2647_weka.Logistic,0.8985,ok
1715,1,2903_weka.AdaBoostM1_DecisionStump,0.194,ok
1715,1,2904_weka.AdaBoostM1_J48,0.9315,ok
1715,1,2906_weka.Bagging_REPTree,0.8805,ok
1715,1,6250_weka.DecisionTable,0.6215,ok
1715,1,6378_weka.LogitBoost_DecisionStump,0.889,ok
1717,1,8990_weka.MultilayerPerceptron,0.737,ok
1717,1,8994_weka.MultilayerPerceptron,0.736,ok
1717,1,8995_weka.MultilayerPerceptron,0.7495,ok
1717,1,2869_weka.SMO_PolyKernel,0.6995,ok
1717,1,2361_weka.OneR,0.477,ok
1717,1,2362_weka.J48,0.713,ok
1717,1,2364_weka.IBk,0.656,ok
1717,1,2367_weka.REPTree,0.713,ok
1717,1,2368_weka.RandomTree,0.642,ok
1717,1,2369_weka.RandomForest,0.7075,ok
1717,1,2370_weka.LMT,0.742,ok
1717,1,2371_weka.HoeffdingTree,0.6535,ok
1717,1,2882_weka.SMO_RBFKernel,0.57,ok
1717,1,2373_weka.JRip,0.7175,ok
1717,1,2889_weka.IBk,0.731,ok
1717,1,2891_weka.HyperPipes,0.3605,ok
1717,1,2381_weka.NaiveBayes,0.698,ok
1717,1,2893_weka.OLM,0.298,ok
1717,1,2894_weka.FURIA,0.732,ok
1717,1,6352_weka.BayesNet,0.684,ok
1717,1,2897_weka.ConjunctiveRule,0.199,ok
1717,1,2898_weka.SimpleCart,0.7285,ok
1717,1,6355_weka.AdaBoostM1_NaiveBayes,0.698,ok
1717,1,2900_weka.LADTree,0.7095,ok
1717,1,2647_weka.Logistic,0.736,ok
1717,1,2903_weka.AdaBoostM1_DecisionStump,0.1995,ok
1717,1,2904_weka.AdaBoostM1_J48,0.7245,ok
1717,1,2906_weka.Bagging_REPTree,0.71,ok
1717,1,6250_weka.DecisionTable,0.692,ok
1717,1,6378_weka.LogitBoost_DecisionStump,0.725,ok
1719,1,8990_weka.MultilayerPerceptron,0.8835,ok
1719,1,8994_weka.MultilayerPerceptron,0.5895,ok
1719,1,8995_weka.MultilayerPerceptron,0.908,ok
1719,1,2869_weka.SMO_PolyKernel,0.9775,ok
1719,1,2361_weka.OneR,0.224,ok
1719,1,2362_weka.J48,0.796,ok
1719,1,2364_weka.IBk,0.962,ok
1719,1,2367_weka.REPTree,0.739,ok
1719,1,2368_weka.RandomTree,0.6745,ok
1719,1,2369_weka.RandomForest,0.963,ok
1719,1,2370_weka.LMT,0.9595,ok
1719,1,2371_weka.HoeffdingTree,0.9345,ok
1719,1,2882_weka.SMO_RBFKernel,0.978,ok
1719,1,2373_weka.JRip,0.8885,ok
1719,1,2889_weka.IBk,0.959,ok
1719,1,2891_weka.HyperPipes,0.61,ok
1719,1,2381_weka.NaiveBayes,0.9345,ok
1719,1,2893_weka.OLM,0.107,ok
1719,1,2894_weka.FURIA,0.916,ok
1719,1,6352_weka.BayesNet,0.9345,ok
1719,1,2897_weka.ConjunctiveRule,0.1955,ok
1719,1,2898_weka.SimpleCart,0.8625,ok
1719,1,6355_weka.AdaBoostM1_NaiveBayes,0.933,ok
1719,1,2900_weka.LADTree,0.8225,ok
1719,1,2647_weka.Logistic,0.934,ok
1719,1,2903_weka.AdaBoostM1_DecisionStump,0.194,ok
1719,1,2904_weka.AdaBoostM1_J48,0.9145,ok
1719,1,2906_weka.Bagging_REPTree,0.848,ok
1719,1,6250_weka.DecisionTable,0.5325,ok
1719,1,6378_weka.LogitBoost_DecisionStump,0.924,ok
1720,1,8990_weka.MultilayerPerceptron,0.994213,ok
1720,1,8994_weka.MultilayerPerceptron,0.998843,ok
1720,1,8995_weka.MultilayerPerceptron,0.996528,ok
1720,1,2869_weka.SMO_PolyKernel,0.940972,ok
1720,1,2361_weka.OneR,0.700231,ok
1720,1,2362_weka.J48,0.922454,ok
1720,1,2364_weka.IBk,0.930556,ok
1720,1,2367_weka.REPTree,0.884838,ok
1720,1,2368_weka.RandomTree,0.819444,ok
1720,1,2369_weka.RandomForest,0.944444,ok
1720,1,2370_weka.LMT,0.987847,ok
1720,1,2371_weka.HoeffdingTree,0.856481,ok
1720,1,2882_weka.SMO_RBFKernel,0.844907,ok
1720,1,2373_weka.JRip,0.869213,ok
1720,1,2889_weka.IBk,0.930556,ok
1720,1,2891_weka.HyperPipes,0.700231,ok
1720,1,2381_weka.NaiveBayes,0.856481,ok
1720,1,2893_weka.OLM,0.953704,ok
1720,1,2894_weka.FURIA,0.922454,ok
1720,1,6352_weka.BayesNet,0.85706,ok
1720,1,2897_weka.ConjunctiveRule,0.700231,ok
1720,1,2898_weka.SimpleCart,0.974537,ok
1720,1,6355_weka.AdaBoostM1_NaiveBayes,0.905093,ok
1720,1,2900_weka.LADTree,0.903935,ok
1720,1,2647_weka.Logistic,0.933449,ok
1720,1,2903_weka.AdaBoostM1_DecisionStump,0.700231,ok
1720,1,2904_weka.AdaBoostM1_J48,0.954861,ok
1720,1,2906_weka.Bagging_REPTree,0.920139,ok
1720,1,6250_weka.DecisionTable,0.920139,ok
1720,1,6378_weka.LogitBoost_DecisionStump,0.864583,ok
1721,1,8990_weka.MultilayerPerceptron,0.8155,ok
1721,1,8994_weka.MultilayerPerceptron,0.8185,ok
1721,1,8995_weka.MultilayerPerceptron,0.8075,ok
1721,1,2869_weka.SMO_PolyKernel,0.8295,ok
1721,1,2361_weka.OneR,0.2635,ok
1721,1,2362_weka.J48,0.699,ok
1721,1,2364_weka.IBk,0.789,ok
1721,1,2367_weka.REPTree,0.6925,ok
1721,1,2368_weka.RandomTree,0.6295,ok
1721,1,2369_weka.RandomForest,0.774,ok
1721,1,2370_weka.LMT,0.818,ok
1721,1,2371_weka.HoeffdingTree,0.7295,ok
1721,1,2882_weka.SMO_RBFKernel,0.76,ok
1721,1,2373_weka.JRip,0.7085,ok
1721,1,2889_weka.IBk,0.8115,ok
1721,1,2891_weka.HyperPipes,0.4485,ok
1721,1,2381_weka.NaiveBayes,0.7285,ok
1721,1,2893_weka.OLM,0.106,ok
1721,1,2894_weka.FURIA,0.739,ok
1721,1,6352_weka.BayesNet,0.711,ok
1721,1,2897_weka.ConjunctiveRule,0.1945,ok
1721,1,2898_weka.SimpleCart,0.68,ok
1721,1,6355_weka.AdaBoostM1_NaiveBayes,0.7285,ok
1721,1,2900_weka.LADTree,0.656,ok
1721,1,2647_weka.Logistic,0.783,ok
1721,1,2903_weka.AdaBoostM1_DecisionStump,0.1955,ok
1721,1,2904_weka.AdaBoostM1_J48,0.7655,ok
1721,1,2906_weka.Bagging_REPTree,0.7395,ok
1721,1,6250_weka.DecisionTable,0.5405,ok
1721,1,6378_weka.LogitBoost_DecisionStump,0.7525,ok
1722,1,8990_weka.MultilayerPerceptron,0.504413,ok
1722,1,8994_weka.MultilayerPerceptron,0.481331,ok
1722,1,8995_weka.MultilayerPerceptron,0.502376,ok
1722,1,2869_weka.SMO_PolyKernel,0.488798,ok
1722,1,2361_weka.OneR,0.470468,ok
1722,1,2362_weka.J48,0.508486,ok
1722,1,2364_weka.IBk,0.43924,ok
1722,1,2367_weka.REPTree,0.516633,ok
1722,1,2368_weka.RandomTree,0.48201,ok
1722,1,2369_weka.RandomForest,0.511202,ok
1722,1,2370_weka.LMT,0.54243,ok
1722,1,2371_weka.HoeffdingTree,0.501697,ok
1722,1,2882_weka.SMO_RBFKernel,0.425662,ok
1722,1,2373_weka.JRip,0.532926,ok
1722,1,2889_weka.IBk,0.4759,ok
1722,1,2891_weka.HyperPipes,0.42702,ok
1722,1,2381_weka.NaiveBayes,0.509165,ok
1722,1,2893_weka.OLM,0.437203,ok
1722,1,2894_weka.FURIA,0.54854,ok
1722,1,6352_weka.BayesNet,0.507128,ok
1722,1,2897_weka.ConjunctiveRule,0.42702,ok
1722,1,2898_weka.SimpleCart,0.549219,ok
1722,1,6355_weka.AdaBoostM1_NaiveBayes,0.509165,ok
1722,1,2900_weka.LADTree,0.553293,ok
1722,1,2647_weka.Logistic,0.509844,ok
1722,1,2903_weka.AdaBoostM1_DecisionStump,0.42702,ok
1722,1,2904_weka.AdaBoostM1_J48,0.514596,ok
1722,1,2906_weka.Bagging_REPTree,0.550577,ok
1722,1,6250_weka.DecisionTable,0.541752,ok
1722,1,6378_weka.LogitBoost_DecisionStump,0.550577,ok
1723,1,8990_weka.MultilayerPerceptron,1.0,ok
1723,1,8994_weka.MultilayerPerceptron,1.0,ok
1723,1,8995_weka.MultilayerPerceptron,1.0,ok
1723,1,2869_weka.SMO_PolyKernel,1.0,ok
1723,1,2361_weka.OneR,0.985229,ok
1723,1,2362_weka.J48,1.0,ok
1723,1,2364_weka.IBk,1.0,ok
1723,1,2367_weka.REPTree,0.999385,ok
1723,1,2368_weka.RandomTree,0.999508,ok
1723,1,2369_weka.RandomForest,1.0,ok
1723,1,2370_weka.LMT,1.0,ok
1723,1,2371_weka.HoeffdingTree,0.990522,ok
1723,1,2882_weka.SMO_RBFKernel,0.9984,ok
1723,1,2373_weka.JRip,1.0,ok
1723,1,2889_weka.IBk,0.999138,ok
1723,1,2891_weka.HyperPipes,0.997661,ok
1723,1,2381_weka.NaiveBayes,0.95741,ok
1723,1,2893_weka.OLM,0.86903,ok
1723,1,2894_weka.FURIA,1.0,ok
1723,1,6352_weka.BayesNet,0.96258,ok
1723,1,2897_weka.ConjunctiveRule,0.886755,ok
1723,1,2898_weka.SimpleCart,0.999261,ok
1723,1,6355_weka.AdaBoostM1_NaiveBayes,1.0,ok
1723,1,2900_weka.LADTree,0.999015,ok
1723,1,2647_weka.Logistic,1.0,ok
1723,1,2903_weka.AdaBoostM1_DecisionStump,0.964673,ok
1723,1,2904_weka.AdaBoostM1_J48,1.0,ok
1723,1,2906_weka.Bagging_REPTree,1.0,ok
1723,1,6250_weka.DecisionTable,1.0,ok
1723,1,6378_weka.LogitBoost_DecisionStump,0.982275,ok
1727,1,8990_weka.MultilayerPerceptron,0.958007,ok
1727,1,8994_weka.MultilayerPerceptron,0.961922,ok
