@RELATION FEATURE_COSTS_MAXSAT-PMS-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE base NUMERIC

@DATA
b21-s_PathRelaxation_FS_19.wcnf,1,0.05
b21-s_PathRelaxation_FS_6.wcnf,1,0.05
b21-s_PathRelaxation_FS_23.wcnf,1,0.05
b21-s_PathRelaxation_FS_9.wcnf,1,0.05
b21-s_PathRelaxation_FS_8.wcnf,1,0.05
b21-s_PathRelaxation_FS_7.wcnf,1,0.05
b21-s_PathRelaxation_FS_5.wcnf,1,0.05
b21-s_PathRelaxation_FS_11.wcnf,1,0.05
b21-s_PathRelaxation_FS_24.wcnf,1,0.05
b21-s_PathRelaxation_FS_1.wcnf,1,0.05
b21-s_PathRelaxation_FS_12.wcnf,1,0.05
b21-s_PathRelaxation_FS_2.wcnf,1,0.05
b21-s_PathRelaxation_FS_15.wcnf,1,0.05
b21-s_PathRelaxation_FS_21.wcnf,1,0.05
b21-s_PathRelaxation_FS_25.wcnf,1,0.06
b21-s_PathRelaxation_FS_22.wcnf,1,0.05
b21-s_PathRelaxation_FS_4.wcnf,1,0.05
b21-s_PathRelaxation_FS_17.wcnf,1,0.05
b21-s_PathRelaxation_FS_10.wcnf,1,0.05
b21-s_PathRelaxation_FS_14.wcnf,1,0.05
b21-s_PathRelaxation_FS_16.wcnf,1,0.05
b21-s_PathRelaxation_FS_18.wcnf,1,0.05
b21-s_PathRelaxation_FS_20.wcnf,1,0.06
b20-s_PathRelaxation_Set_FS_10.wcnf,1,0.17
b18-s_PathRelaxation_Set_FS_8.wcnf,1,1.06
b18-s_PathRelaxation_Set_FS_7.wcnf,1,1.05
b21-s_PathRelaxation_Set_FS_6.wcnf,1,0.17
b20-s_PathRelaxation_Set_FS_5.wcnf,1,0.18
b20-s_PathRelaxation_Set_FS_3.wcnf,1,0.17
b21-s_PathRelaxation_Set_FS_11.wcnf,1,0.17
b20-s_PathRelaxation_Set_FS_4.wcnf,1,0.17
b18-s_PathRelaxation_Set_FS_1.wcnf,1,1.05
b18-s_PathRelaxation_Set_FS_2.wcnf,1,1.06
b21-s_PathRelaxation_Set_FS_5.wcnf,1,0.16
b18-s_PathRelaxation_Set_FS_3.wcnf,1,1.06
b18-s_PathRelaxation_Set_FS_10.wcnf,1,1.06
b21-s_PathRelaxation_Set_FS_10.wcnf,1,0.16
b20-s_PathRelaxation_Set_FS_6.wcnf,1,0.17
b20-s_PathRelaxation_Set_FS_1.wcnf,1,0.16
b21-s_PathRelaxation_Set_FS_2.wcnf,1,0.16
b20-s_PathRelaxation_Set_FS_9.wcnf,1,0.17
b20-s_PathRelaxation_Set_FS_12.wcnf,1,0.17
b20-s_PathRelaxation_Set_FS_8.wcnf,1,0.17
b20-s_PathRelaxation_Set_FS_7.wcnf,1,0.17
b20-s_PathRelaxation_Set_FS_2.wcnf,1,0.17
b18-s_PathRelaxation_Set_FS_6.wcnf,1,1.06
b21-s_PathRelaxation_Set_FS_3.wcnf,1,0.16
b18-s_PathRelaxation_Set_FS_12.wcnf,1,1.07
b18-s_PathRelaxation_Set_FS_9.wcnf,1,1.06
b18-s_PathRelaxation_Set_FS_4.wcnf,1,1.06
b21-s_PathRelaxation_Set_FS_9.wcnf,1,0.16
b20-s_PathRelaxation_Set_FS_11.wcnf,1,0.17
b21-s_PathRelaxation_Set_FS_4.wcnf,1,0.16
b21-s_PathRelaxation_Set_FS_1.wcnf,1,0.16
b21-s_PathRelaxation_Set_FS_7.wcnf,1,0.17
b21-s_PathRelaxation_Set_FS_12.wcnf,1,0.17
b18-s_PathRelaxation_Set_FS_11.wcnf,1,1.06
b21-s_PathRelaxation_Set_FS_8.wcnf,1,0.16
b18-s_PathRelaxation_Set_FS_5.wcnf,1,1.06
splitedReads_0.matrix.wcnf,1,0.06
splitedReads_160.matrix.wcnf,1,0.07
splitedReads_137.matrix.wcnf,1,0.04
splitedReads_414.matrix.wcnf,1,0.05
splitedReads_158.matrix.wcnf,1,0.06
splitedReads_18.matrix.wcnf,1,0.05
sbox_8.wcnf,1,12.74
mul_8_9.wcnf,1,0.76
mul_8_3.wcnf,1,0.53
sbox_4.wcnf,1,0.0
mul_8_14.wcnf,1,1.1
mul_8_13.wcnf,1,1.15
mul_8_11.wcnf,1,1.15
normalized-s4-4-3-5pb.wcnf,1,0.01
normalized-s3-3-3-5pb.wcnf,1,0.0
normalized-s4-4-3-10pb.wcnf,1,0.01
normalized-s4-4-3-3pb.wcnf,1,0.01
normalized-s3-3-3-2pb.wcnf,1,0.0
normalized-s4-4-3-9pb.wcnf,1,0.01
normalized-s4-4-3-1pb.wcnf,1,0.01
normalized-s4-4-3-7pb.wcnf,1,0.01
normalized-s3-3-3-4pb.wcnf,1,0.0
normalized-s4-4-3-2pb.wcnf,1,0.01
normalized-s4-4-3-8pb.wcnf,1,0.0
normalized-s3-3-3-1pb.wcnf,1,0.0
normalized-s3-3-3-3pb.wcnf,1,0.0
normalized-s4-4-3-6pb.wcnf,1,0.01
normalized-s4-4-3-4pb.wcnf,1,0.01
10tree515p.wcnf,1,0.03
10tree120p.wcnf,1,0.03
10tree420p.wcnf,1,0.03
10tree225p.wcnf,1,0.03
10tree410p.wcnf,1,0.03
10tree505posib.wcnf,1,0.03
15tree401p.wcnf,1,0.2
15tree601p.wcnf,1,0.18
10tree305p.wcnf,1,0.02
15tree701p.wcnf,1,0.18
10tree430p.wcnf,1,0.03
15tree201p.wcnf,1,0.18
10tree325p.wcnf,1,0.03
15tree301p.wcnf,1,0.18
15tree501p.wcnf,1,0.2
10tree130p.wcnf,1,0.03
10tree110p.wcnf,1,0.03
10tree525p.wcnf,1,0.03
15tree901p.wcnf,1,0.18
10tree315p.wcnf,1,0.03
10tree405p.wcnf,1,0.03
15tree101p.wcnf,1,0.18
15tree1001p.wcnf,1,0.18
15tree801p.wcnf,1,0.18
10tree215p.wcnf,1,0.03
10tree220p.wcnf,1,0.01
15tree101posib.wcnf,1,0.09
10tree310p.wcnf,1,0.02
15tree501posib.wcnf,1,0.09
10tree530p.wcnf,1,0.01
15tree301posib.wcnf,1,0.09
15tree1001posib.wcnf,1,0.09
10tree505p.wcnf,1,0.02
15tree901posib.wcnf,1,0.09
10tree415p.wcnf,1,0.02
10tree210p.wcnf,1,0.01
15tree601posib.wcnf,1,0.09
10tree330p.wcnf,1,0.02
10tree520p.wcnf,1,0.01
10tree510p.wcnf,1,0.01
10tree405posib.wcnf,1,0.01
10tree425p.wcnf,1,0.02
15tree801posib.wcnf,1,0.09
10tree115p.wcnf,1,0.01
10tree320p.wcnf,1,0.02
15tree401posib.wcnf,1,0.09
15tree701posib.wcnf,1,0.09
15tree201posib.wcnf,1,0.09
10tree125p.wcnf,1,0.02
10tree230p.wcnf,1,0.01
rand425_l2.wcnf,1,0.09
rand794_l2.wcnf,1,0.09
rand242_l2.wcnf,1,0.09
1aabfc32-d491-11df-9a24-00163e3d3b7c_l3.wcnf,1,0.16
rand30_l2.wcnf,1,0.09
rand289_l2.wcnf,1,0.09
rand179_l2.wcnf,1,0.09
ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l3.wcnf,1,0.16
rand172_l2.wcnf,1,0.09
rand869_l2.wcnf,1,0.09
rand874_l2.wcnf,1,0.09
rand954_l2.wcnf,1,0.09
rand414_l2.wcnf,1,0.05
rand208_l2.wcnf,1,0.09
rand484_l2.wcnf,1,0.08
7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l3.wcnf,1,0.06
rand118_l2.wcnf,1,0.09
rand695_l2.wcnf,1,0.05
rand308_l2.wcnf,1,0.06
rand507_l2.wcnf,1,0.06
4ede8d96-c17a-11df-a7c5-00163e3d3b7c_l3.wcnf,1,0.11
rand717_l2.wcnf,1,0.09
rand813_l2.wcnf,1,0.06
rand377_l2.wcnf,1,0.06
rand196_l2.wcnf,1,0.09
rand943_l2.wcnf,1,0.1
2c3aece6-c8b2-11df-a040-00163e3d3b7c_l3.wcnf,1,0.12
rand21_l2.wcnf,1,0.09
rand313_l2.wcnf,1,0.09
rand96_l2.wcnf,1,0.09
rand411_l2.wcnf,1,0.09
rand937_l2.wcnf,1,0.09
rand290_l2.wcnf,1,0.09
rand984_l2.wcnf,1,0.09
rand209_l2.wcnf,1,0.09
rand7_l2.wcnf,1,0.09
rand892_l2.wcnf,1,0.05
rand446_l2.wcnf,1,0.09
rand736_l2.wcnf,1,0.06
rand736_l3.wcnf,1,0.12
GreeceWesternGreeceUniversityInstance4.xml.wcnf,1,0.6
SouthAfricaWoodlands2009.xml.wcnf,1,0.58
1knt_.1bpi_.g.wcnf.t.wcnf,1,2.56
1knt_.2knt_.g.wcnf.t.wcnf,1,1.33
3ebx_.6ebx_.g.wcnf.t.wcnf,1,1.27
2knt_.5pti_.g.wcnf.t.wcnf,1,1.94
1vii_.1cph_.g.wcnf.t.wcnf,1,0.01
1bpi_.2knt_.g.wcnf.t.wcnf,1,2.42
1knt_.5pti_.g.wcnf.t.wcnf,1,2.03
3ebx_.1era_.g.wcnf.t.wcnf,1,2.67
1bpi_.5pti_.g.wcnf.t.wcnf,1,3.72
p1.wcnf.t.wcnf,1,2.42
6ebx_.1era_.g.wcnf.t.wcnf,1,1.13
sandiaprotein.g.wcnf.t.wcnf,1,2.13
mrisc_mem2wire.wcnf,1,1.09
ctrl.wcnf,1,0.04
sudoku.wcnf,1,2.86
spi.wcnf,1,0.38
b21_C-mbd14-0217.wcnf,1,0.07
b22_C-mbd14-0215.wcnf,1,0.1
b14_C-mbd14-0218.wcnf,1,0.03
b17_C-mbd14-0224.wcnf,1,0.11
b17_C-mbd14-0229.wcnf,1,0.11
b22_C-mbd14-0207.wcnf,1,0.1
b20_C-mbd14-0213.wcnf,1,0.07
b17_C-mbd14-0206.wcnf,1,0.11
b21_C-mbd14-0203.wcnf,1,0.07
b15_C-mbd14-0305.wcnf,1,0.03
b20_C-mbd14-0216.wcnf,1,0.06
b17_C-mbd14-0205.wcnf,1,0.11
b15_C-mbd14-0259.wcnf,1,0.03
b21_C-mbd14-0224.wcnf,1,0.07
b22_C-mbd14-0210.wcnf,1,0.1
b21_C-mbd14-0205.wcnf,1,0.07
b22_C-mbd14-0205.wcnf,1,0.1
b20_C-mbd14-0221.wcnf,1,0.06
b20_C-mbd14-0217.wcnf,1,0.07
b22_C-mbd14-0208.wcnf,1,0.1
b20_C-mbd14-0222.wcnf,1,0.06
b14_C-mbd14-0248.wcnf,1,0.03
b20_C-mbd14-0214.wcnf,1,0.06
b20_C-mbd14-0211.wcnf,1,0.06
b15_C-mbd14-0330.wcnf,1,0.03
b14_C-mbd14-0256.wcnf,1,0.03
b14_C-mbd14-0209.wcnf,1,0.03
b15_C-mbd14-0256.wcnf,1,0.03
b22_C-mbd14-0204.wcnf,1,0.1
b14_C-mbd14-0225.wcnf,1,0.03
b21_C-mbd14-0227.wcnf,1,0.07
b14_C-mbd14-0213.wcnf,1,0.03
b17_C-mbd14-0220.wcnf,1,0.11
b15_C-mbd14-0240.wcnf,1,0.03
b22_C-mbd14-0211.wcnf,1,0.1
b17_C-mbd14-0218.wcnf,1,0.11
b17_C-mbd14-0230.wcnf,1,0.11
b22_C-mbd14-0213.wcnf,1,0.1
b21_C-mbd14-0221.wcnf,1,0.07
b15_C-mbd14-0288.wcnf,1,0.03
b14_C-mbd14-0259.wcnf,1,0.03
b17_C-mbd14-0217.wcnf,1,0.11
b21_C-mbd14-0204.wcnf,1,0.07
b14_C-mbd14-0231.wcnf,1,0.03
b20_C-mbd14-0202.wcnf,1,0.06
b21_C-mbd14-0218.wcnf,1,0.07
TWComp_barley-pp_N26.wcnf,1,0.05
TWComp_miles500_N128.wcnf,1,6.06
TWComp_huck_N74.wcnf,1,1.16
TWComp_queen5_5_N25.wcnf,1,0.04
TWComp_celar09pp_N67.wcnf,1,0.86
TWComp_barley2_N48.wcnf,1,0.32
TWComp_hepar2_N70.wcnf,1,0.98
TWComp_myciel4_N23.wcnf,1,0.03
TWComp_jean_N77.wcnf,1,1.36
TWComp_water_N32.wcnf,1,0.09
TWComp_1dj7_N73.wcnf,1,1.12
TWComp_myciel5_N47.wcnf,1,0.3
TWComp_oesoca+_N67.wcnf,1,0.86
TWComp_queen7_7_N49.wcnf,1,0.34
TWComp_eil51.tsp_N51.wcnf,1,0.38
TWComp_pathfinder_N109.wcnf,1,3.68
TWComp_mildew_35.wcnf,1,0.13
TWComp_mulsol.i.5-pp_N119.wcnf,1,4.91
TWComp_oesoca_N39.wcnf,1,0.17
TWComp_1en2_N69.wcnf,1,0.94
TWComp_david-pp_N29.wcnf,1,0.07
TWComp_david_N87.wcnf,1,1.87
TWComp_ship-ship-pp_N30.wcnf,1,0.08
TWComp_barle_N48.wcnf,1,0.32
TWComp_queen6_6_N36.wcnf,1,0.14
TWComp_1dp_N76.wcnf,1,1.27
TWComp_hailfinder_N56.wcnf,1,0.51
TWComp_alarm_N37.wcnf,1,0.15
TWComp_win95pts_N76.wcnf,1,1.25
TWComp_1c75_N69.wcnf,1,0.94
TWComp_mainuk_N48.wcnf,1,0.32
TWComp_oesoca4_N42.wcnf,1,0.22
TWComp_celar02_N100.wcnf,1,2.86
atcoss_sugar_19.wcnf,1,4.68
atcoss_sugar_10.wcnf,1,0.54
atcoss_sugar_07.wcnf,1,1.13
atcoss_sugar_17.wcnf,1,1.05
atcoss_sugar_12.wcnf,1,0.53
atcoss_sugar_04.wcnf,1,1.04
atcoss_sugar_08.wcnf,1,1.09
atcoss_sugar_09.wcnf,1,1.07
atcoss_sugar_18.wcnf,1,1.05
atcoss_sugar_15.wcnf,1,0.99
atcoss_sugar_01.wcnf,1,0.48
atcoss_sugar_13.wcnf,1,1.05
atcoss_sugar_06.wcnf,1,0.97
atcoss_sugar_05.wcnf,1,1.07
atcoss_sugar_16.wcnf,1,1.09
atcoss_sugar_11.wcnf,1,0.52
atcoss_sugar_02.wcnf,1,0.49
atcoss_sugar_03.wcnf,1,0.49
atcoss_sugar_14.wcnf,1,1.0
atcoss_mesat_15.wcnf,1,2.11
atcoss_mesat_02.wcnf,1,1.31
atcoss_mesat_14.wcnf,1,2.07
atcoss_mesat_16.wcnf,1,2.13
atcoss_mesat_18.wcnf,1,2.13
atcoss_mesat_13.wcnf,1,2.09
atcoss_mesat_03.wcnf,1,1.23
atcoss_mesat_01.wcnf,1,1.23
atcoss_mesat_11.wcnf,1,1.38
atcoss_mesat_05.wcnf,1,1.9
atcoss_mesat_08.wcnf,1,1.99
atcoss_mesat_06.wcnf,1,1.89
atcoss_mesat_07.wcnf,1,1.98
atcoss_mesat_09.wcnf,1,1.91
atcoss_mesat_12.wcnf,1,1.39
atcoss_mesat_10.wcnf,1,1.4
atcoss_mesat_04.wcnf,1,1.97
atcoss_mesat_17.wcnf,1,2.2
simp-ibd_50.07.wcnf,1,0.05
simp-ibd_50.05.wcnf,1,0.03
simp-test_chr21_YRI_75.wcnf,1,0.05
simp-ibd_50.03.wcnf,1,0.03
simp-ibd_50.02.wcnf,1,0.04
simp-ibd_50.04.wcnf,1,0.05
simp-ibd_50.08.wcnf,1,0.04
simp-ibd_50.06.wcnf,1,0.03
simp-ibd_50.01.wcnf,1,0.03
simp-ibd_50.09.wcnf,1,0.04
SU3__simp-genos.haps.64.wcnf,1,0.13
SU1__simp-genos.haps.58.wcnf,1,0.09
SU3__simp-genos.haps.74.wcnf,1,0.09
SU1__simp-genos.haps.19.wcnf,1,0.13
SU1__simp-genos.haps.29.wcnf,1,0.12
SU3__simp-genos.haps.38.wcnf,1,0.13
SU1__simp-genos.haps.1.wcnf,1,0.09
SU1__simp-genos.haps.85.wcnf,1,0.11
SU3__simp-genos.haps.72.wcnf,1,0.14
SU3__simp-genos.haps.60.wcnf,1,0.11
SU1__simp-genos.haps.32.wcnf,1,0.1
SU1__simp-genos.haps.62.wcnf,1,0.09
SU1__simp-genos.haps.27.wcnf,1,0.09
SU3__simp-genos.haps.53.wcnf,1,0.1
SU3__simp-genos.haps.80.wcnf,1,0.2
SU1__simp-genos.haps.26.wcnf,1,0.12
SU1__simp-genos.haps.8.wcnf,1,0.09
SU1__simp-genos.haps.70.wcnf,1,0.11
SU3__simp-genos.haps.9.wcnf,1,0.11
SU1__simp-genos.haps.18.wcnf,1,0.1
SU3__simp-genos.haps.86.wcnf,1,0.1
SU1__simp-genos.haps.30.wcnf,1,0.09
SU3__simp-genos.haps.88.wcnf,1,0.19
SU3__simp-genos.haps.63.wcnf,1,0.22
SU1__simp-genos.haps.7.wcnf,1,0.12
SU1__simp-genos.haps.54.wcnf,1,0.14
SU3__simp-genos.haps.27.wcnf,1,0.11
SU3__simp-genos.haps.58.wcnf,1,0.11
SU1__simp-genos.haps.37.wcnf,1,0.09
SU3__simp-genos.haps.21.wcnf,1,0.11
SU1__simp-genos.haps.69.wcnf,1,0.1
SU3__simp-genos.haps.23.wcnf,1,0.08
SU1__simp-genos.haps.38.wcnf,1,0.09
SU1__simp-genos.haps.86.wcnf,1,0.14
SU3__simp-genos.haps.33.wcnf,1,0.09
SU1__simp-genos.haps.50.wcnf,1,0.14
SU1__simp-genos.haps.10.wcnf,1,0.1
SU1__simp-genos.haps.34.wcnf,1,0.12
normalized-jac3.wcnf,1,0.0
normalized-max512.r.wcnf,1,0.0
normalized-C499.a.wcnf,1,0.01
normalized-apex6.b.wcnf,1,0.03
normalized-duke2.b.wcnf,1,0.01
normalized-addm4.r.wcnf,1,0.0
normalized-m100_300_10_15.r.wcnf,1,0.0
normalized-rd84.b.wcnf,1,0.04
normalized-saucier.r.wcnf,1,0.09
normalized-max1024.pi.wcnf,1,0.0
normalized-test4.pi.wcnf,1,0.02
normalized-m200_500_10_10.r.wcnf,1,0.0
normalized-m4.r.wcnf,1,0.0
normalized-exam.pi.wcnf,1,0.0
normalized-prom2.r.wcnf,1,0.0
normalized-des.a.wcnf,1,0.01
normalized-lin.rom.r.wcnf,1,0.0
normalized-bench1.r.wcnf,1,0.0
normalized-ex1010.pi.wcnf,1,0.02
normalized-m100_100_10_15.r.wcnf,1,0.0
normalized-sao2.b.wcnf,1,0.0
normalized-max1024.r.wcnf,1,0.0
normalized-m100_100_10_10.r.wcnf,1,0.0
normalized-test1.r.wcnf,1,0.0
normalized-fout.r.wcnf,1,0.0
normalized-pdc.r.wcnf,1,0.0
normalized-maincont.r.wcnf,1,0.0
normalized-m100_300_10_10.r.wcnf,1,0.0
normalized-prom2.pi.wcnf,1,0.0
normalized-m100_300_10_20.r.wcnf,1,0.0
normalized-rot.b.wcnf,1,0.0
normalized-m100_100_10_30.r.wcnf,1,0.0
normalized-f51m.b.wcnf,1,0.0
normalized-m100_300_10_14.r.wcnf,1,0.0
normalized-ex5.r.wcnf,1,0.0
normalized-m100_100_30_30.r.wcnf,1,0.0
normalized-alu4.b.wcnf,1,0.0
normalized-mlp4.r.wcnf,1,0.0
normalized-ii8a4.wcnf,1,0.0
normalized-ii8b4.wcnf,1,0.01
normalized-ii32c2.wcnf,1,0.0
normalized-ii16d1.wcnf,1,0.02
normalized-f600.wcnf,1,0.0
normalized-par32-2-c.wcnf,1,0.01
normalized-ii16b1.wcnf,1,0.03
normalized-ii8a3.wcnf,1,0.0
normalized-par32-2.wcnf,1,0.02
normalized-ii32e5.wcnf,1,0.01
normalized-ii8e1.wcnf,1,0.0
normalized-ii16c1.wcnf,1,0.02
normalized-ii16a2.wcnf,1,0.02
normalized-ii16e1.wcnf,1,0.02
normalized-ii32b1.wcnf,1,0.0
normalized-ii8d1.wcnf,1,0.0
normalized-ii8b2.wcnf,1,0.0
normalized-f1000.wcnf,1,0.0
normalized-hanoi5.wcnf,1,0.02
normalized-ii32d1.wcnf,1,0.0
normalized-ii8b3.wcnf,1,0.0
normalized-ii32d2.wcnf,1,0.0
normalized-ii16d2.wcnf,1,0.01
normalized-g250.29.wcnf,1,0.45
normalized-f2000.wcnf,1,0.02
normalized-par32-1-c.wcnf,1,0.01
normalized-ii32d3.wcnf,1,0.03
normalized-g250.15.wcnf,1,0.23
normalized-ii32c3.wcnf,1,0.0
normalized-ii32c1.wcnf,1,0.0
normalized-ii16a1.wcnf,1,0.02
normalized-ii8c2.wcnf,1,0.01
normalized-ii8d2.wcnf,1,0.01
normalized-g125.17.wcnf,1,0.07
normalized-ii8e2.wcnf,1,0.0
normalized-par32-1.wcnf,1,0.02
normalized-ii32c4.wcnf,1,0.03
normalized-ii16c2.wcnf,1,0.01
normalized-g125.18.wcnf,1,0.07
normalized-ii8a2.wcnf,1,0.0
c6288_F137gat@1.wcnf,1,0.05
c3540_F41@1.wcnf,1,0.03
c1355_F543gat@1.wcnf,1,0.01
c1355_F1229gat@1.wcnf,1,0.0
c1355_F106gat@0.wcnf,1,0.01
c1355_F1gat@0.wcnf,1,0.01
c1355_F120gat-414gat@1.wcnf,1,0.01
c1355_F197gat-308gat@1.wcnf,1,0.01
c1355_F43gat@1.wcnf,1,0.01
c3540_F20@1.wcnf,1,0.05
c1355_F113gat-1260gat@1.wcnf,1,0.0
c1355_F141gat@0.wcnf,1,0.01
c1355_F71gat@1.wcnf,1,0.01
c1355_F127gat-418gat@1.wcnf,1,0.01
c1355_F50gat@1.wcnf,1,0.01
c1355_F1036gat-1229gat@1.wcnf,1,0.0
c6288_F69gat@1.wcnf,1,0.04
c6288_F205gat@1.wcnf,1,0.06
c1355_F1001gat-1048gat@1.wcnf,1,0.0
c1355_F1150gat@0.wcnf,1,0.0
c1355_F106gat-409gat@1.wcnf,1,0.01
c3540_F45@0.wcnf,1,0.03
c6288_F35gat@1.wcnf,1,0.03
c1355_F183gat@0.wcnf,1,0.01
c1355_F176gat-1278gat@1.wcnf,1,0.0
c1355_F1183gat-1262gat@1.wcnf,1,0.0
c3540_F45@1.wcnf,1,0.03
c1355_F155gat@1.wcnf,1,0.01
c1355_F57gat@1.wcnf,1,0.01
c1355_F1001gat@1.wcnf,1,0.0
normalized-f20c10b_015_area_delay.wcnf,1,0.03
normalized-fir09_area_opers.wcnf,1,0.08
normalized-f20c10b_021_area_delay.wcnf,1,0.03
normalized-f20c10b_010_area_delay.wcnf,1,0.04
normalized-f20c10b_019_area_delay.wcnf,1,0.02
normalized-f20c10b_018_area_delay.wcnf,1,0.01
normalized-f20c10b_014_area_delay.wcnf,1,0.02
normalized-f20c10b_003_area_delay.wcnf,1,0.02
normalized-f20c10b_005_area_delay.wcnf,1,0.15
normalized-f20c10b_004_area_delay.wcnf,1,0.02
normalized-f20c10b_025_area_delay.wcnf,1,0.14
normalized-fir07_area_delay.wcnf,1,0.06
normalized-f20c10b_013_area_delay.wcnf,1,0.18
normalized-f20c10b_008_area_delay.wcnf,1,0.01
normalized-f20c10b_012_area_delay.wcnf,1,0.06
normalized-f20c10b_023_area_delay.wcnf,1,0.16
normalized-f20c10b_006_area_delay.wcnf,1,0.01
normalized-f20c10b_009_area_delay.wcnf,1,0.02
normalized-fir08_area_delay.wcnf,1,0.68
normalized-f20c10b_022_area_delay.wcnf,1,0.03
normalized-fir06_area_delay.wcnf,1,0.02
normalized-f20c10b_001_area_delay.wcnf,1,0.04
normalized-f20c10b_011_area_delay.wcnf,1,0.05
normalized-fir08_area_partials.wcnf,1,0.2
normalized-f20c10b_024_area_delay.wcnf,1,0.01
normalized-f20c10b_016_area_delay.wcnf,1,0.03
normalized-fir09_area_delay.wcnf,1,0.07
normalized-fir08_area_opers.wcnf,1,0.63
normalized-f20c10b_002_area_delay.wcnf,1,0.02
normalized-f20c10b_007_area_delay.wcnf,1,0.04
normalized-f20c10b_020_area_delay.wcnf,1,0.01
normalized-f20c10b_017_area_delay.wcnf,1,0.03
SAT04__industrial__vangelder__cnf-color__abb313GPIA-9-tr.used-as.sat04-321.cnf.wcnf.6.wcnf,1,0.49
SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.10.wcnf,1,6.25
SAT11__application__fuhs__AProVE11__AProVE11-12.cnf.wcnf.4.wcnf,1,0.2
SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.1.wcnf,1,5.96
SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.2.wcnf,1,10.85
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-18-step16.cnf.wcnf.1.wcnf,1,3.03
SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.10.wcnf,1,0.32
SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.8.wcnf,1,0.32
SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.8.wcnf,1,5.84
SAT11__application__fuhs__AProVE11__AProVE11-16.cnf.wcnf.1.wcnf,1,0.39
SAT11__application__fuhs__AProVE11__AProVE11-10.cnf.wcnf.3.wcnf,1,1.39
teams20_l2a.cnf.wcnf,1,0.19
SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.4.wcnf,1,18.21
SAT04__industrial__vangelder__cnf-color__abb313GPIA-9-tr.used-as.sat04-321.cnf.wcnf.3.wcnf,1,0.48
SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-TPP-30-step11.cnf.wcnf.1.wcnf,1,3.31
