@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute ALL numeric

@data
petri-net-alignment_p03.pddl,1,3.8
petri-net-alignment_p04.pddl,1,3.73
petri-net-alignment_p05.pddl,1,3.24
petri-net-alignment_p06.pddl,1,3.74
petri-net-alignment_p07.pddl,1,3.5
petri-net-alignment_p08.pddl,1,3.75
petri-net-alignment_p09.pddl,1,3.81
petri-net-alignment_p10.pddl,1,4.34
petri-net-alignment_p11.pddl,1,3.96
petri-net-alignment_p12.pddl,1,5.16
petri-net-alignment_p13.pddl,1,4.41
petri-net-alignment_p14.pddl,1,4.53
petri-net-alignment_p15.pddl,1,4.35
petri-net-alignment_p16.pddl,1,4.75
petri-net-alignment_p17.pddl,1,5.01
petri-net-alignment_p18.pddl,1,4.81
petri-net-alignment_p19.pddl,1,4.87
petri-net-alignment_p20.pddl,1,4.9
settlers_p01.pddl,1,29.08
settlers_p02.pddl,1,29.28
settlers_p03.pddl,1,29.5
settlers_p04.pddl,1,30.05
settlers_p05.pddl,1,31.2
settlers_p06.pddl,1,30.26
settlers_p07.pddl,1,32.73
settlers_p08.pddl,1,34.05
settlers_p09.pddl,1,33.96
settlers_p10.pddl,1,33.7
settlers_p11.pddl,1,35.27
settlers_p12.pddl,1,35.12
settlers_p13.pddl,1,34.65
settlers_p14.pddl,1,35.96
settlers_p15.pddl,1,36.93
settlers_p16.pddl,1,37
settlers_p17.pddl,1,41.27
settlers_p18.pddl,1,40.12
settlers_p19.pddl,1,43.92
settlers_p20.pddl,1,43.86
snake_p01.pddl,1,9.14
snake_p02.pddl,1,9.69
snake_p03.pddl,1,10.1
snake_p04.pddl,1,39.92
snake_p05.pddl,1,39.58
snake_p06.pddl,1,13.44
snake_p07.pddl,1,14.07
snake_p08.pddl,1,15.01
snake_p09.pddl,1,55.1
snake_p10.pddl,1,12.83
snake_p11.pddl,1,18.23
snake_p12.pddl,1,20.17
snake_p13.pddl,1,21.31
snake_p14.pddl,1,22.92
snake_p15.pddl,1,74.34
snake_p16.pddl,1,27.09
snake_p17.pddl,1,28.46
snake_p18.pddl,1,29.84
snake_p19.pddl,1,32.84
snake_p20.pddl,1,25.99
spider_p01.pddl,1,11.24
spider_p02.pddl,1,20.7
spider_p03.pddl,1,157.71
spider_p04.pddl,1,284.49
spider_p05.pddl,1,959.79
spider_p06.pddl,1,1870.37
spider_p07.pddl,1,8.83
spider_p08.pddl,1,18.87
spider_p09.pddl,1,86.14
spider_p10.pddl,1,171.89
spider_p11.pddl,1,740.14
spider_p12.pddl,1,1839.6
spider_p13.pddl,1,1877.71
spider_p14.pddl,1,8.28
spider_p15.pddl,1,15.33
spider_p16.pddl,1,71.45
spider_p17.pddl,1,109.7
spider_p18.pddl,1,444.47
spider_p19.pddl,1,1451.88
spider_p20.pddl,1,1874.69
termes_p01.pddl,1,5.5
termes_p02.pddl,1,5.49
termes_p03.pddl,1,5.53
termes_p04.pddl,1,2.29
termes_p05.pddl,1,2.28
termes_p06.pddl,1,2.22
termes_p07.pddl,1,2.32
termes_p08.pddl,1,2.36
termes_p09.pddl,1,2.5
termes_p10.pddl,1,2.39
termes_p11.pddl,1,5.72
termes_p12.pddl,1,6.14
termes_p13.pddl,1,5.17
termes_p14.pddl,1,6.71
termes_p15.pddl,1,2.23
termes_p16.pddl,1,2.29
termes_p17.pddl,1,5.56
termes_p18.pddl,1,6.03
termes_p19.pddl,1,8.39
termes_p20.pddl,1,6.46
