@RELATION FEATURES_RUNSTATUS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ALL {ok, timeout, memout, not_applicable, crash, other}

@DATA
organic-synthesis-split_p18.pddl,1,ok
nurikabe_p04.pddl,1,ok
agricola_p11.pddl,1,ok
snake_p15.pddl,1,ok
nurikabe_p05.pddl,1,ok
snake_p19.pddl,1,ok
settlers_p18.pddl,1,ok
petri-net-alignment_p07.pddl,1,ok
caldera_p16.pddl,1,ok
organic-synthesis-split_p17.pddl,1,ok
snake_p16.pddl,1,ok
data-network_p02.pddl,1,ok
termes_p16.pddl,1,ok
data-network_p20.pddl,1,ok
petri-net-alignment_p13.pddl,1,ok
organic-synthesis-split_p06.pddl,1,ok
data-network_p19.pddl,1,ok
caldera-split_p15.pddl,1,ok
organic-synthesis_p07.pddl,1,ok
termes_p06.pddl,1,ok
settlers_p03.pddl,1,ok
petri-net-alignment_p15.pddl,1,ok
organic-synthesis-split_p13.pddl,1,ok
caldera-split_p02.pddl,1,ok
data-network_p18.pddl,1,ok
caldera_p01.pddl,1,ok
spider_p01.pddl,1,ok
organic-synthesis_p16.pddl,1,ok
petri-net-alignment_p18.pddl,1,ok
agricola_p12.pddl,1,ok
agricola_p07.pddl,1,ok
data-network_p12.pddl,1,ok
nurikabe_p07.pddl,1,ok
organic-synthesis-split_p01.pddl,1,ok
spider_p18.pddl,1,ok
agricola_p01.pddl,1,ok
organic-synthesis-split_p11.pddl,1,ok
spider_p07.pddl,1,ok
caldera-split_p08.pddl,1,ok
data-network_p04.pddl,1,ok
settlers_p09.pddl,1,ok
organic-synthesis-split_p09.pddl,1,ok
caldera_p04.pddl,1,ok
spider_p16.pddl,1,ok
spider_p02.pddl,1,ok
termes_p12.pddl,1,ok
termes_p19.pddl,1,ok
petri-net-alignment_p05.pddl,1,ok
termes_p15.pddl,1,ok
caldera-split_p16.pddl,1,ok
organic-synthesis_p10.pddl,1,ok
settlers_p10.pddl,1,ok
caldera-split_p07.pddl,1,ok
settlers_p01.pddl,1,ok
nurikabe_p02.pddl,1,ok
agricola_p18.pddl,1,ok
data-network_p01.pddl,1,ok
termes_p07.pddl,1,ok
nurikabe_p11.pddl,1,ok
snake_p12.pddl,1,ok
snake_p06.pddl,1,ok
settlers_p06.pddl,1,ok
organic-synthesis-split_p14.pddl,1,ok
caldera_p09.pddl,1,ok
organic-synthesis_p18.pddl,1,ok
snake_p07.pddl,1,ok
agricola_p16.pddl,1,ok
spider_p10.pddl,1,ok
organic-synthesis-split_p12.pddl,1,ok
caldera_p06.pddl,1,ok
snake_p18.pddl,1,ok
spider_p09.pddl,1,ok
snake_p10.pddl,1,ok
petri-net-alignment_p17.pddl,1,ok
data-network_p06.pddl,1,ok
settlers_p12.pddl,1,ok
caldera-split_p03.pddl,1,ok
spider_p17.pddl,1,ok
data-network_p09.pddl,1,ok
caldera-split_p05.pddl,1,ok
organic-synthesis_p19.pddl,1,ok
caldera_p11.pddl,1,ok
organic-synthesis_p09.pddl,1,ok
organic-synthesis_p01.pddl,1,ok
settlers_p05.pddl,1,ok
caldera-split_p12.pddl,1,ok
snake_p09.pddl,1,ok
agricola_p08.pddl,1,ok
snake_p20.pddl,1,ok
petri-net-alignment_p04.pddl,1,ok
agricola_p14.pddl,1,ok
caldera_p10.pddl,1,ok
organic-synthesis-split_p07.pddl,1,ok
agricola_p15.pddl,1,ok
nurikabe_p06.pddl,1,ok
snake_p04.pddl,1,ok
termes_p10.pddl,1,ok
caldera_p05.pddl,1,ok
organic-synthesis_p04.pddl,1,ok
snake_p01.pddl,1,ok
data-network_p11.pddl,1,ok
agricola_p19.pddl,1,ok
nurikabe_p08.pddl,1,ok
organic-synthesis-split_p15.pddl,1,ok
data-network_p10.pddl,1,ok
data-network_p13.pddl,1,ok
petri-net-alignment_p06.pddl,1,ok
organic-synthesis_p20.pddl,1,ok
petri-net-alignment_p20.pddl,1,ok
agricola_p05.pddl,1,ok
termes_p04.pddl,1,ok
settlers_p15.pddl,1,ok
termes_p14.pddl,1,ok
data-network_p07.pddl,1,ok
spider_p05.pddl,1,ok
organic-synthesis_p06.pddl,1,ok
agricola_p17.pddl,1,ok
nurikabe_p14.pddl,1,ok
nurikabe_p12.pddl,1,ok
caldera-split_p11.pddl,1,ok
spider_p12.pddl,1,ok
agricola_p20.pddl,1,ok
data-network_p17.pddl,1,ok
snake_p13.pddl,1,ok
organic-synthesis_p11.pddl,1,ok
petri-net-alignment_p10.pddl,1,ok
organic-synthesis_p17.pddl,1,ok
caldera_p02.pddl,1,ok
