@RELATION feature_costs_TSP_LION2015

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ubc_cheap NUMERIC
@ATTRIBUTE ubc_all NUMERIC
@ATTRIBUTE tspmeta NUMERIC
@ATTRIBUTE eax_probing NUMERIC

@DATA
rue_1000-102,7,0.53,6.63,4.06,1.9
rue_1000-102,8,0.53,6.63,4.06,1.86
rue_1000-102,9,0.53,6.63,4.06,1.93
rue_1000-102,10,0.53,6.63,4.06,1.95
rue_1000-103,1,0.33,7.28,3.97,1.9
rue_1000-103,2,0.33,7.28,3.97,1.98
rue_1000-103,3,0.33,7.28,3.97,1.91
rue_1000-103,4,0.33,7.28,3.97,1.89
rue_1000-103,5,0.33,7.28,3.97,1.94
rue_1000-103,6,0.33,7.28,3.97,1.83
rue_1000-103,7,0.33,7.28,3.97,2.01
rue_1000-103,8,0.33,7.28,3.97,1.83
rue_1000-103,9,0.33,7.28,3.97,1.85
rue_1000-103,10,0.33,7.28,3.97,1.81
rue_1000-104,1,0.7,5.3,4.39,1.92
rue_1000-104,2,0.7,5.3,4.39,1.85
rue_1000-104,3,0.7,5.3,4.39,1.86
rue_1000-104,4,0.7,5.3,4.39,1.81
rue_1000-104,5,0.7,5.3,4.39,1.63
rue_1000-104,6,0.7,5.3,4.39,1.79
rue_1000-104,7,0.7,5.3,4.39,1.95
rue_1000-104,8,0.7,5.3,4.39,1.87
rue_1000-104,9,0.7,5.3,4.39,1.88
rue_1000-104,10,0.7,5.3,4.39,1.84
rue_1000-105,1,0.51,6.26,3.77,1.95
rue_1000-105,2,0.51,6.26,3.77,1.84
rue_1000-105,3,0.51,6.26,3.77,1.92
rue_1000-105,4,0.51,6.26,3.77,1.83
rue_1000-105,5,0.51,6.26,3.77,1.8
rue_1000-105,6,0.51,6.26,3.77,1.97
rue_1000-105,7,0.51,6.26,3.77,1.71
rue_1000-105,8,0.51,6.26,3.77,1.91
rue_1000-105,9,0.51,6.26,3.77,1.74
rue_1000-105,10,0.51,6.26,3.77,1.88
rue_1000-106,1,0.37,6.07,3.55,1.67
rue_1000-106,2,0.37,6.07,3.55,1.83
rue_1000-106,3,0.37,6.07,3.55,1.99
rue_1000-106,4,0.37,6.07,3.55,1.68
rue_1000-106,5,0.37,6.07,3.55,2.08
rue_1000-106,6,0.37,6.07,3.55,1.95
rue_1000-106,7,0.37,6.07,3.55,1.76
rue_1000-106,8,0.37,6.07,3.55,1.79
rue_1000-106,9,0.37,6.07,3.55,1.86
rue_1000-106,10,0.37,6.07,3.55,1.88
rue_1000-107,1,0.43,6.97,3.54,1.93
rue_1000-107,2,0.43,6.97,3.54,1.71
rue_1000-107,3,0.43,6.97,3.54,1.88
rue_1000-107,4,0.43,6.97,3.54,1.87
rue_1000-107,5,0.43,6.97,3.54,1.84
rue_1000-107,6,0.43,6.97,3.54,1.83
rue_1000-107,7,0.43,6.97,3.54,1.63
rue_1000-107,8,0.43,6.97,3.54,1.63
rue_1000-107,9,0.43,6.97,3.54,1.79
rue_1000-107,10,0.43,6.97,3.54,1.84
rue_1000-108,1,0.38,5.76,3.54,1.89
rue_1000-108,2,0.38,5.76,3.54,1.85
rue_1000-108,3,0.38,5.76,3.54,1.84
rue_1000-108,4,0.38,5.76,3.54,1.84
rue_1000-108,5,0.38,5.76,3.54,1.94
rue_1000-108,6,0.38,5.76,3.54,1.69
rue_1000-108,7,0.38,5.76,3.54,1.95
rue_1000-108,8,0.38,5.76,3.54,1.79
rue_1000-108,9,0.38,5.76,3.54,1.72
rue_1000-108,10,0.38,5.76,3.54,1.8
rue_1000-109,1,0.43,6.67,3.34,1.76
rue_1000-109,2,0.43,6.67,3.34,1.9
rue_1000-109,3,0.43,6.67,3.34,2.01
rue_1000-109,4,0.43,6.67,3.34,1.97
rue_1000-109,5,0.43,6.67,3.34,1.89
rue_1000-109,6,0.43,6.67,3.34,1.75
rue_1000-109,7,0.43,6.67,3.34,1.55
rue_1000-109,8,0.43,6.67,3.34,1.7
rue_1000-109,9,0.43,6.67,3.34,1.7
rue_1000-109,10,0.43,6.67,3.34,1.95
rue_1000-11,1,0.75,5.65,4.13,1.88
rue_1000-11,2,0.75,5.65,4.13,1.78
rue_1000-11,3,0.75,5.65,4.13,1.78
rue_1000-11,4,0.75,5.65,4.13,1.76
rue_1000-11,5,0.75,5.65,4.13,1.9
rue_1000-11,6,0.75,5.65,4.13,2
rue_1000-11,7,0.75,5.65,4.13,1.87
rue_1000-11,8,0.75,5.65,4.13,1.83
rue_1000-11,9,0.75,5.65,4.13,1.81
rue_1000-11,10,0.75,5.65,4.13,1.73
rue_1000-110,1,0.65,7.03,3.44,1.69
rue_1000-110,2,0.65,7.03,3.44,1.82
rue_1000-110,3,0.65,7.03,3.44,1.82
rue_1000-110,4,0.65,7.03,3.44,1.7
rue_1000-110,5,0.65,7.03,3.44,1.76
rue_1000-110,6,0.65,7.03,3.44,1.75
rue_1000-110,7,0.65,7.03,3.44,1.95
rue_1000-110,8,0.65,7.03,3.44,1.69
rue_1000-110,9,0.65,7.03,3.44,1.75
rue_1000-110,10,0.65,7.03,3.44,1.88
rue_1000-111,1,0.54,7.07,3.4,1.85
rue_1000-111,2,0.54,7.07,3.4,1.71
rue_1000-111,3,0.54,7.07,3.4,1.85
rue_1000-111,4,0.54,7.07,3.4,1.9
rue_1000-111,5,0.54,7.07,3.4,1.65
rue_1000-111,6,0.54,7.07,3.4,1.8
rue_1000-111,7,0.54,7.07,3.4,1.81
rue_1000-111,8,0.54,7.07,3.4,1.85
rue_1000-111,9,0.54,7.07,3.4,1.92
rue_1000-111,10,0.54,7.07,3.4,1.66
rue_1000-112,1,0.62,5.93,3.49,1.92
rue_1000-112,2,0.62,5.93,3.49,1.78
rue_1000-112,3,0.62,5.93,3.49,1.97
rue_1000-112,4,0.62,5.93,3.49,1.85
rue_1000-112,5,0.62,5.93,3.49,1.8
rue_1000-112,6,0.62,5.93,3.49,1.8
rue_1000-112,7,0.62,5.93,3.49,1.97
rue_1000-112,8,0.62,5.93,3.49,1.85
rue_1000-112,9,0.62,5.93,3.49,1.76
rue_1000-112,10,0.62,5.93,3.49,1.82
rue_1000-113,1,0.57,6.11,3.68,1.85
rue_1000-113,2,0.57,6.11,3.68,1.96
rue_1000-113,3,0.57,6.11,3.68,1.8
rue_1000-113,4,0.57,6.11,3.68,1.76
rue_1000-113,5,0.57,6.11,3.68,1.92
rue_1000-113,6,0.57,6.11,3.68,1.94
rue_1000-113,7,0.57,6.11,3.68,1.82
rue_1000-113,8,0.57,6.11,3.68,1.87
rue_1000-113,9,0.57,6.11,3.68,1.83
rue_1000-113,10,0.57,6.11,3.68,1.9
rue_1000-114,1,0.95,7.45,3.5,1.81
rue_1000-114,2,0.95,7.45,3.5,1.9
rue_1000-114,3,0.95,7.45,3.5,1.78
rue_1000-114,4,0.95,7.45,3.5,1.69
rue_1000-114,5,0.95,7.45,3.5,1.84
rue_1000-114,6,0.95,7.45,3.5,1.85
rue_1000-114,7,0.95,7.45,3.5,1.81
rue_1000-114,8,0.95,7.45,3.5,1.61
rue_1000-114,9,0.95,7.45,3.5,1.85
rue_1000-114,10,0.95,7.45,3.5,1.97
rue_1000-115,1,0.57,6.62,3.76,1.9
rue_1000-115,2,0.57,6.62,3.76,1.71
rue_1000-115,3,0.57,6.62,3.76,1.92
rue_1000-115,4,0.57,6.62,3.76,1.87
rue_1000-115,5,0.57,6.62,3.76,1.94
rue_1000-115,6,0.57,6.62,3.76,1.71
rue_1000-115,7,0.57,6.62,3.76,1.77
rue_1000-115,8,0.57,6.62,3.76,1.88
rue_1000-115,9,0.57,6.62,3.76,1.76
rue_1000-115,10,0.57,6.62,3.76,1.88
rue_1000-116,1,0.92,5.59,4.11,1.81
rue_1000-116,2,0.92,5.59,4.11,1.8
rue_1000-116,3,0.92,5.59,4.11,1.87
rue_1000-116,4,0.92,5.59,4.11,1.9
rue_1000-116,5,0.92,5.59,4.11,1.82
rue_1000-116,6,0.92,5.59,4.11,1.76
rue_1000-116,7,0.92,5.59,4.11,1.71
rue_1000-116,8,0.92,5.59,4.11,1.65
rue_1000-116,9,0.92,5.59,4.11,1.95
rue_1000-116,10,0.92,5.59,4.11,1.8
rue_1000-117,1,0.57,8.05,3.93,1.85
rue_1000-117,2,0.57,8.05,3.93,1.76
rue_1000-117,3,0.57,8.05,3.93,1.83
rue_1000-117,4,0.57,8.05,3.93,1.92
rue_1000-117,5,0.57,8.05,3.93,1.8
rue_1000-117,6,0.57,8.05,3.93,1.88
rue_1000-117,7,0.57,8.05,3.93,1.76
rue_1000-117,8,0.57,8.05,3.93,1.92
rue_1000-117,9,0.57,8.05,3.93,1.99
rue_1000-117,10,0.57,8.05,3.93,1.81
rue_1000-118,1,1.01,7.86,3.88,1.86
rue_1000-118,2,1.01,7.86,3.88,1.72
rue_1000-118,3,1.01,7.86,3.88,1.81
rue_1000-118,4,1.01,7.86,3.88,1.92
rue_1000-118,5,1.01,7.86,3.88,1.95
rue_1000-118,6,1.01,7.86,3.88,1.88
rue_1000-118,7,1.01,7.86,3.88,1.75
rue_1000-118,8,1.01,7.86,3.88,1.76
rue_1000-118,9,1.01,7.86,3.88,1.9
rue_1000-118,10,1.01,7.86,3.88,2.05
rue_1000-119,1,0.71,6.86,3.92,1.69
rue_1000-119,2,0.71,6.86,3.92,1.89
rue_1000-119,3,0.71,6.86,3.92,1.63
rue_1000-119,4,0.71,6.86,3.92,1.9
rue_1000-119,5,0.71,6.86,3.92,1.75
rue_1000-119,6,0.71,6.86,3.92,1.92
rue_1000-119,7,0.71,6.86,3.92,1.71
rue_1000-119,8,0.71,6.86,3.92,1.83
rue_1000-119,9,0.71,6.86,3.92,1.83
rue_1000-119,10,0.71,6.86,3.92,1.75
rue_1000-12,1,0.68,7.72,3.4,1.94
rue_1000-12,2,0.68,7.72,3.4,1.63
rue_1000-12,3,0.68,7.72,3.4,1.92
rue_1000-12,4,0.68,7.72,3.4,1.84
rue_1000-12,5,0.68,7.72,3.4,1.78
rue_1000-12,6,0.68,7.72,3.4,1.7
rue_1000-12,7,0.68,7.72,3.4,1.85
rue_1000-12,8,0.68,7.72,3.4,1.87
rue_1000-12,9,0.68,7.72,3.4,1.8
rue_1000-12,10,0.68,7.72,3.4,1.82
rue_1000-120,1,0.78,5.91,3.45,1.74
rue_1000-120,2,0.78,5.91,3.45,1.78
rue_1000-120,3,0.78,5.91,3.45,1.83
rue_1000-120,4,0.78,5.91,3.45,1.7
rue_1000-120,5,0.78,5.91,3.45,1.95
rue_1000-120,6,0.78,5.91,3.45,1.87
rue_1000-120,7,0.78,5.91,3.45,1.75
rue_1000-120,8,0.78,5.91,3.45,1.76
rue_1000-120,9,0.78,5.91,3.45,1.98
rue_1000-120,10,0.78,5.91,3.45,1.79
rue_1000-121,1,0.66,8.15,4.61,1.86
rue_1000-121,2,0.66,8.15,4.61,1.7
rue_1000-121,3,0.66,8.15,4.61,1.77
rue_1000-121,4,0.66,8.15,4.61,1.83
rue_1000-121,5,0.66,8.15,4.61,1.81
rue_1000-121,6,0.66,8.15,4.61,1.78
rue_1000-121,7,0.66,8.15,4.61,1.71
rue_1000-121,8,0.66,8.15,4.61,1.68
rue_1000-121,9,0.66,8.15,4.61,1.77
rue_1000-121,10,0.66,8.15,4.61,1.95
rue_1000-122,1,0.87,5.84,3.81,1.88
rue_1000-122,2,0.87,5.84,3.81,1.91
rue_1000-122,3,0.87,5.84,3.81,1.89
rue_1000-122,4,0.87,5.84,3.81,1.78
rue_1000-122,5,0.87,5.84,3.81,1.89
rue_1000-122,6,0.87,5.84,3.81,1.94
rue_1000-122,7,0.87,5.84,3.81,1.91
rue_1000-122,8,0.87,5.84,3.81,1.81
rue_1000-122,9,0.87,5.84,3.81,1.69
rue_1000-122,10,0.87,5.84,3.81,1.58
rue_1000-123,1,0.62,5.71,3.65,1.66
rue_1000-123,2,0.62,5.71,3.65,1.78
rue_1000-123,3,0.62,5.71,3.65,1.75
rue_1000-123,4,0.62,5.71,3.65,1.88
rue_1000-123,5,0.62,5.71,3.65,1.92
rue_1000-123,6,0.62,5.71,3.65,1.9
rue_1000-123,7,0.62,5.71,3.65,1.88
rue_1000-123,8,0.62,5.71,3.65,1.86
rue_1000-123,9,0.62,5.71,3.65,1.94
rue_1000-123,10,0.62,5.71,3.65,1.68
rue_1000-124,1,0.61,7.57,4.27,1.84
rue_1000-124,2,0.61,7.57,4.27,1.72
rue_1000-124,3,0.61,7.57,4.27,1.74
rue_1000-124,4,0.61,7.57,4.27,1.76
rue_1000-124,5,0.61,7.57,4.27,1.96
rue_1000-124,6,0.61,7.57,4.27,1.7
rue_1000-124,7,0.61,7.57,4.27,1.85
rue_1000-124,8,0.61,7.57,4.27,1.85
rue_1000-124,9,0.61,7.57,4.27,1.85
rue_1000-124,10,0.61,7.57,4.27,1.88
rue_1000-125,1,0.65,8.41,4.32,1.83
rue_1000-125,2,0.65,8.41,4.32,1.9
rue_1000-125,3,0.65,8.41,4.32,1.91
rue_1000-125,4,0.65,8.41,4.32,1.76
rue_1000-125,5,0.65,8.41,4.32,1.83
rue_1000-125,6,0.65,8.41,4.32,1.8
rue_1000-125,7,0.65,8.41,4.32,1.86
rue_1000-125,8,0.65,8.41,4.32,1.89
rue_1000-125,9,0.65,8.41,4.32,1.89
rue_1000-125,10,0.65,8.41,4.32,1.88
rue_1000-126,1,0.6,6.57,3.99,1.94
rue_1000-126,2,0.6,6.57,3.99,1.65
rue_1000-126,3,0.6,6.57,3.99,2
rue_1000-126,4,0.6,6.57,3.99,1.79
rue_1000-126,5,0.6,6.57,3.99,1.9
rue_1000-126,6,0.6,6.57,3.99,2.01
rue_1000-126,7,0.6,6.57,3.99,1.81
rue_1000-126,8,0.6,6.57,3.99,1.9
rue_1000-126,9,0.6,6.57,3.99,1.78
rue_1000-126,10,0.6,6.57,3.99,1.85
rue_1000-127,1,0.7,5.61,3.07,1.65
rue_1000-127,2,0.7,5.61,3.07,1.81
rue_1000-127,3,0.7,5.61,3.07,1.7
rue_1000-127,4,0.7,5.61,3.07,1.86
rue_1000-127,5,0.7,5.61,3.07,2.09
rue_1000-127,6,0.7,5.61,3.07,1.57
rue_1000-127,7,0.7,5.61,3.07,1.81
rue_1000-127,8,0.7,5.61,3.07,2.04
rue_1000-127,9,0.7,5.61,3.07,1.8
rue_1000-127,10,0.7,5.61,3.07,1.7
rue_1000-128,1,0.64,6.42,3.52,1.88
rue_1000-128,2,0.64,6.42,3.52,1.84
rue_1000-128,3,0.64,6.42,3.52,1.98
rue_1000-128,4,0.64,6.42,3.52,1.94
rue_1000-128,5,0.64,6.42,3.52,1.81
rue_1000-128,6,0.64,6.42,3.52,1.7
rue_1000-128,7,0.64,6.42,3.52,1.84
rue_1000-128,8,0.64,6.42,3.52,1.78
rue_1000-128,9,0.64,6.42,3.52,1.75
rue_1000-128,10,0.64,6.42,3.52,1.71
rue_1000-129,1,0.78,5.79,3.17,1.9
rue_1000-129,2,0.78,5.79,3.17,1.73
rue_1000-129,3,0.78,5.79,3.17,1.65
rue_1000-129,4,0.78,5.79,3.17,1.82
rue_1000-129,5,0.78,5.79,3.17,1.97
rue_1000-129,6,0.78,5.79,3.17,1.77
rue_1000-129,7,0.78,5.79,3.17,1.62
rue_1000-129,8,0.78,5.79,3.17,1.77
rue_1000-129,9,0.78,5.79,3.17,1.89
rue_1000-129,10,0.78,5.79,3.17,1.77
rue_1000-13,1,0.7,6.54,3.89,1.95
rue_1000-13,2,0.7,6.54,3.89,1.84
rue_1000-13,3,0.7,6.54,3.89,1.88
rue_1000-13,4,0.7,6.54,3.89,1.89
rue_1000-13,5,0.7,6.54,3.89,1.96
rue_1000-13,6,0.7,6.54,3.89,1.83
rue_1000-13,7,0.7,6.54,3.89,1.9
rue_1000-13,8,0.7,6.54,3.89,1.87
rue_1000-13,9,0.7,6.54,3.89,1.78
rue_1000-13,10,0.7,6.54,3.89,1.75
rue_1000-130,1,0.64,7.36,3.66,1.65
rue_1000-130,2,0.64,7.36,3.66,1.72
rue_1000-130,3,0.64,7.36,3.66,1.84
rue_1000-130,4,0.64,7.36,3.66,1.93
rue_1000-130,5,0.64,7.36,3.66,2.07
rue_1000-130,6,0.64,7.36,3.66,1.87
rue_1000-130,7,0.64,7.36,3.66,1.91
rue_1000-130,8,0.64,7.36,3.66,1.93
rue_1000-130,9,0.64,7.36,3.66,1.75
rue_1000-130,10,0.64,7.36,3.66,1.89
rue_1000-131,1,0.69,6.94,3.6,1.85
rue_1000-131,2,0.69,6.94,3.6,1.77
rue_1000-131,3,0.69,6.94,3.6,1.98
rue_1000-131,4,0.69,6.94,3.6,1.81
rue_1000-131,5,0.69,6.94,3.6,1.7
rue_1000-131,6,0.69,6.94,3.6,1.83
rue_1000-131,7,0.69,6.94,3.6,1.77
rue_1000-131,8,0.69,6.94,3.6,1.74
rue_1000-131,9,0.69,6.94,3.6,1.91
rue_1000-131,10,0.69,6.94,3.6,1.96
rue_1000-132,1,0.61,6.05,3.34,1.81
rue_1000-132,2,0.61,6.05,3.34,1.95
rue_1000-132,3,0.61,6.05,3.34,1.94
rue_1000-132,4,0.61,6.05,3.34,1.84
rue_1000-132,5,0.61,6.05,3.34,1.86
rue_1000-132,6,0.61,6.05,3.34,1.96
rue_1000-132,7,0.61,6.05,3.34,1.78
rue_1000-132,8,0.61,6.05,3.34,1.77
rue_1000-132,9,0.61,6.05,3.34,1.97
rue_1000-132,10,0.61,6.05,3.34,1.78
rue_1000-133,1,0.77,4.57,3.5,1.64
rue_1000-133,2,0.77,4.57,3.5,1.79
rue_1000-133,3,0.77,4.57,3.5,1.64
rue_1000-133,4,0.77,4.57,3.5,1.95
rue_1000-133,5,0.77,4.57,3.5,1.59
rue_1000-133,6,0.77,4.57,3.5,1.83
rue_1000-133,7,0.77,4.57,3.5,1.83
rue_1000-133,8,0.77,4.57,3.5,1.89
rue_1000-133,9,0.77,4.57,3.5,1.58
rue_1000-133,10,0.77,4.57,3.5,1.75
rue_1000-134,1,0.65,5.89,3.61,1.81
rue_1000-134,2,0.65,5.89,3.61,1.95
rue_1000-134,3,0.65,5.89,3.61,1.8
rue_1000-134,4,0.65,5.89,3.61,1.62
rue_1000-134,5,0.65,5.89,3.61,1.84
rue_1000-134,6,0.65,5.89,3.61,1.72
rue_1000-134,7,0.65,5.89,3.61,1.76
rue_1000-134,8,0.65,5.89,3.61,1.82
rue_1000-134,9,0.65,5.89,3.61,1.63
rue_1000-134,10,0.65,5.89,3.61,1.84
rue_1000-135,1,0.66,9,3.61,1.81
rue_1000-135,2,0.66,9,3.61,1.7
rue_1000-135,3,0.66,9,3.61,1.88
rue_1000-135,4,0.66,9,3.61,1.93
rue_1000-135,5,0.66,9,3.61,2.04
rue_1000-135,6,0.66,9,3.61,1.86
rue_1000-135,7,0.66,9,3.61,1.76
rue_1000-135,8,0.66,9,3.61,1.95
rue_1000-135,9,0.66,9,3.61,1.76
rue_1000-135,10,0.66,9,3.61,1.81
rue_1000-136,1,0.58,7.71,3.48,1.72
rue_1000-136,2,0.58,7.71,3.48,1.91
rue_1000-136,3,0.58,7.71,3.48,1.81
rue_1000-136,4,0.58,7.71,3.48,1.82
rue_1000-136,5,0.58,7.71,3.48,1.94
rue_1000-136,6,0.58,7.71,3.48,1.61
rue_1000-136,7,0.58,7.71,3.48,1.87
rue_1000-136,8,0.58,7.71,3.48,1.79
rue_1000-136,9,0.58,7.71,3.48,1.72
rue_1000-136,10,0.58,7.71,3.48,1.96
rue_1000-137,1,0.73,5.86,3.26,1.91
rue_1000-137,2,0.73,5.86,3.26,1.94
rue_1000-137,3,0.73,5.86,3.26,1.75
rue_1000-137,4,0.73,5.86,3.26,1.79
rue_1000-137,5,0.73,5.86,3.26,1.87
rue_1000-137,6,0.73,5.86,3.26,1.91
rue_1000-137,7,0.73,5.86,3.26,1.73
rue_1000-137,8,0.73,5.86,3.26,1.75
rue_1000-137,9,0.73,5.86,3.26,1.77
rue_1000-137,10,0.73,5.86,3.26,1.92
rue_1000-138,1,0.66,5.32,3.18,1.77
rue_1000-138,2,0.66,5.32,3.18,1.75
rue_1000-138,3,0.66,5.32,3.18,1.84
rue_1000-138,4,0.66,5.32,3.18,1.82
rue_1000-138,5,0.66,5.32,3.18,1.66
rue_1000-138,6,0.66,5.32,3.18,1.83
rue_1000-138,7,0.66,5.32,3.18,1.77
rue_1000-138,8,0.66,5.32,3.18,1.79
rue_1000-138,9,0.66,5.32,3.18,1.99
rue_1000-138,10,0.66,5.32,3.18,1.83
rue_1000-139,1,0.62,7.3,3.95,1.6
rue_1000-139,2,0.62,7.3,3.95,1.8
rue_1000-139,3,0.62,7.3,3.95,1.71
rue_1000-139,4,0.62,7.3,3.95,1.71
rue_1000-139,5,0.62,7.3,3.95,1.85
rue_1000-139,6,0.62,7.3,3.95,1.85
rue_1000-139,7,0.62,7.3,3.95,1.75
rue_1000-139,8,0.62,7.3,3.95,1.85
rue_1000-139,9,0.62,7.3,3.95,1.83
rue_1000-139,10,0.62,7.3,3.95,1.62
rue_1000-14,1,0.74,5.84,3.95,1.52
