@RELATION feature_runstatus_TSP_LION2015

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ubc_cheap {ok, timeout, memout, presolved, crash, other}
@ATTRIBUTE ubc_all {ok, timeout, memout, presolved, crash, other}
@ATTRIBUTE tspmeta {ok, timeout, memout, presolved, crash, other}
@ATTRIBUTE eax_probing {ok, timeout, memout, presolved, crash, other}

@DATA
national_nu3496,6,ok,ok,ok,ok
national_nu3496,7,ok,ok,ok,ok
national_nu3496,8,ok,ok,ok,ok
national_nu3496,9,ok,ok,ok,ok
national_nu3496,10,ok,ok,ok,ok
national_rw1621,1,ok,ok,ok,ok
national_rw1621,2,ok,ok,ok,ok
national_rw1621,3,ok,ok,ok,ok
national_rw1621,4,ok,ok,ok,ok
national_rw1621,5,ok,ok,ok,ok
national_rw1621,6,ok,ok,ok,ok
national_rw1621,7,ok,ok,ok,ok
national_rw1621,8,ok,ok,ok,ok
national_rw1621,9,ok,ok,ok,ok
national_rw1621,10,ok,ok,ok,ok
national_uy734,1,ok,ok,ok,ok
national_uy734,2,ok,ok,ok,ok
national_uy734,3,ok,ok,ok,ok
national_uy734,4,ok,ok,ok,ok
national_uy734,5,ok,ok,ok,ok
national_uy734,6,ok,ok,ok,ok
national_uy734,7,ok,ok,ok,ok
national_uy734,8,ok,ok,ok,ok
national_uy734,9,ok,ok,ok,ok
national_uy734,10,ok,ok,ok,ok
national_zi929,1,ok,ok,ok,ok
national_zi929,2,ok,ok,ok,ok
national_zi929,3,ok,ok,ok,ok
national_zi929,4,ok,ok,ok,ok
national_zi929,5,ok,ok,ok,ok
national_zi929,6,ok,ok,ok,ok
national_zi929,7,ok,ok,ok,ok
national_zi929,8,ok,ok,ok,ok
national_zi929,9,ok,ok,ok,ok
national_zi929,10,ok,ok,ok,ok
rue_1000-1,1,ok,ok,ok,ok
rue_1000-1,2,ok,ok,ok,ok
rue_1000-1,3,ok,ok,ok,ok
rue_1000-1,4,ok,ok,ok,ok
rue_1000-1,5,ok,ok,ok,ok
rue_1000-1,6,ok,ok,ok,ok
rue_1000-1,7,ok,ok,ok,ok
rue_1000-1,8,ok,ok,ok,ok
rue_1000-1,9,ok,ok,ok,ok
rue_1000-1,10,ok,ok,ok,ok
rue_1000-10,1,ok,ok,ok,ok
rue_1000-10,2,ok,ok,ok,ok
rue_1000-10,3,ok,ok,ok,ok
rue_1000-10,4,ok,ok,ok,ok
rue_1000-10,5,ok,ok,ok,ok
rue_1000-10,6,ok,ok,ok,ok
rue_1000-10,7,ok,ok,ok,ok
rue_1000-10,8,ok,ok,ok,ok
rue_1000-10,9,ok,ok,ok,ok
rue_1000-10,10,ok,ok,ok,ok
rue_1000-1000,1,ok,ok,ok,ok
rue_1000-1000,2,ok,ok,ok,ok
rue_1000-1000,3,ok,ok,ok,ok
rue_1000-1000,4,ok,ok,ok,ok
rue_1000-1000,5,ok,ok,ok,ok
rue_1000-1000,6,ok,ok,ok,ok
rue_1000-1000,7,ok,ok,ok,ok
rue_1000-1000,8,ok,ok,ok,ok
rue_1000-1000,9,ok,ok,ok,ok
rue_1000-1000,10,ok,ok,ok,ok
rue_1000-101,1,ok,ok,ok,ok
rue_1000-101,2,ok,ok,ok,ok
rue_1000-101,3,ok,ok,ok,ok
rue_1000-101,4,ok,ok,ok,ok
rue_1000-101,5,ok,ok,ok,ok
rue_1000-101,6,ok,ok,ok,ok
rue_1000-101,7,ok,ok,ok,ok
rue_1000-101,8,ok,ok,ok,ok
rue_1000-101,9,ok,ok,ok,ok
rue_1000-101,10,ok,ok,ok,ok
rue_1000-102,1,ok,ok,ok,ok
rue_1000-102,2,ok,ok,ok,ok
rue_1000-102,3,ok,ok,ok,ok
rue_1000-102,4,ok,ok,ok,ok
rue_1000-102,5,ok,ok,ok,ok
rue_1000-102,6,ok,ok,ok,ok
rue_1000-102,7,ok,ok,ok,ok
rue_1000-102,8,ok,ok,ok,ok
rue_1000-102,9,ok,ok,ok,ok
rue_1000-102,10,ok,ok,ok,ok
rue_1000-103,1,ok,ok,ok,ok
rue_1000-103,2,ok,ok,ok,ok
rue_1000-103,3,ok,ok,ok,ok
rue_1000-103,4,ok,ok,ok,ok
rue_1000-103,5,ok,ok,ok,ok
rue_1000-103,6,ok,ok,ok,ok
rue_1000-103,7,ok,ok,ok,ok
rue_1000-103,8,ok,ok,ok,ok
rue_1000-103,9,ok,ok,ok,ok
rue_1000-103,10,ok,ok,ok,ok
rue_1000-104,1,ok,ok,ok,ok
rue_1000-104,2,ok,ok,ok,ok
rue_1000-104,3,ok,ok,ok,ok
rue_1000-104,4,ok,ok,ok,ok
rue_1000-104,5,ok,ok,ok,ok
rue_1000-104,6,ok,ok,ok,ok
rue_1000-104,7,ok,ok,ok,ok
rue_1000-104,8,ok,ok,ok,ok
rue_1000-104,9,ok,ok,ok,ok
rue_1000-104,10,ok,ok,ok,ok
rue_1000-105,1,ok,ok,ok,ok
rue_1000-105,2,ok,ok,ok,ok
rue_1000-105,3,ok,ok,ok,ok
rue_1000-105,4,ok,ok,ok,ok
rue_1000-105,5,ok,ok,ok,ok
rue_1000-105,6,ok,ok,ok,ok
rue_1000-105,7,ok,ok,ok,ok
rue_1000-105,8,ok,ok,ok,ok
rue_1000-105,9,ok,ok,ok,ok
rue_1000-105,10,ok,ok,ok,ok
rue_1000-106,1,ok,ok,ok,ok
rue_1000-106,2,ok,ok,ok,ok
rue_1000-106,3,ok,ok,ok,ok
rue_1000-106,4,ok,ok,ok,ok
rue_1000-106,5,ok,ok,ok,ok
rue_1000-106,6,ok,ok,ok,ok
rue_1000-106,7,ok,ok,ok,ok
rue_1000-106,8,ok,ok,ok,ok
rue_1000-106,9,ok,ok,ok,ok
rue_1000-106,10,ok,ok,ok,ok
rue_1000-107,1,ok,ok,ok,ok
rue_1000-107,2,ok,ok,ok,ok
rue_1000-107,3,ok,ok,ok,ok
rue_1000-107,4,ok,ok,ok,ok
rue_1000-107,5,ok,ok,ok,ok
rue_1000-107,6,ok,ok,ok,ok
rue_1000-107,7,ok,ok,ok,ok
rue_1000-107,8,ok,ok,ok,ok
rue_1000-107,9,ok,ok,ok,ok
rue_1000-107,10,ok,ok,ok,ok
rue_1000-108,1,ok,ok,ok,ok
rue_1000-108,2,ok,ok,ok,ok
rue_1000-108,3,ok,ok,ok,ok
rue_1000-108,4,ok,ok,ok,ok
rue_1000-108,5,ok,ok,ok,ok
rue_1000-108,6,ok,ok,ok,ok
rue_1000-108,7,ok,ok,ok,ok
rue_1000-108,8,ok,ok,ok,ok
rue_1000-108,9,ok,ok,ok,ok
rue_1000-108,10,ok,ok,ok,ok
rue_1000-109,1,ok,ok,ok,ok
rue_1000-109,2,ok,ok,ok,ok
rue_1000-109,3,ok,ok,ok,ok
rue_1000-109,4,ok,ok,ok,ok
rue_1000-109,5,ok,ok,ok,ok
rue_1000-109,6,ok,ok,ok,ok
rue_1000-109,7,ok,ok,ok,ok
rue_1000-109,8,ok,ok,ok,ok
rue_1000-109,9,ok,ok,ok,ok
rue_1000-109,10,ok,ok,ok,ok
rue_1000-11,1,ok,ok,ok,ok
rue_1000-11,2,ok,ok,ok,ok
rue_1000-11,3,ok,ok,ok,ok
rue_1000-11,4,ok,ok,ok,ok
rue_1000-11,5,ok,ok,ok,ok
rue_1000-11,6,ok,ok,ok,ok
rue_1000-11,7,ok,ok,ok,ok
rue_1000-11,8,ok,ok,ok,ok
rue_1000-11,9,ok,ok,ok,ok
rue_1000-11,10,ok,ok,ok,ok
rue_1000-110,1,ok,ok,ok,ok
rue_1000-110,2,ok,ok,ok,ok
rue_1000-110,3,ok,ok,ok,ok
rue_1000-110,4,ok,ok,ok,ok
rue_1000-110,5,ok,ok,ok,ok
rue_1000-110,6,ok,ok,ok,ok
rue_1000-110,7,ok,ok,ok,ok
rue_1000-110,8,ok,ok,ok,ok
rue_1000-110,9,ok,ok,ok,ok
rue_1000-110,10,ok,ok,ok,ok
rue_1000-111,1,ok,ok,ok,ok
rue_1000-111,2,ok,ok,ok,ok
rue_1000-111,3,ok,ok,ok,ok
rue_1000-111,4,ok,ok,ok,ok
rue_1000-111,5,ok,ok,ok,ok
rue_1000-111,6,ok,ok,ok,ok
rue_1000-111,7,ok,ok,ok,ok
rue_1000-111,8,ok,ok,ok,ok
rue_1000-111,9,ok,ok,ok,ok
rue_1000-111,10,ok,ok,ok,ok
rue_1000-112,1,ok,ok,ok,ok
rue_1000-112,2,ok,ok,ok,ok
rue_1000-112,3,ok,ok,ok,ok
rue_1000-112,4,ok,ok,ok,ok
rue_1000-112,5,ok,ok,ok,ok
rue_1000-112,6,ok,ok,ok,ok
rue_1000-112,7,ok,ok,ok,ok
rue_1000-112,8,ok,ok,ok,ok
rue_1000-112,9,ok,ok,ok,ok
rue_1000-112,10,ok,ok,ok,ok
rue_1000-113,1,ok,ok,ok,ok
rue_1000-113,2,ok,ok,ok,ok
rue_1000-113,3,ok,ok,ok,ok
rue_1000-113,4,ok,ok,ok,ok
rue_1000-113,5,ok,ok,ok,ok
rue_1000-113,6,ok,ok,ok,ok
rue_1000-113,7,ok,ok,ok,ok
rue_1000-113,8,ok,ok,ok,ok
rue_1000-113,9,ok,ok,ok,ok
rue_1000-113,10,ok,ok,ok,ok
rue_1000-114,1,ok,ok,ok,ok
rue_1000-114,2,ok,ok,ok,ok
rue_1000-114,3,ok,ok,ok,ok
rue_1000-114,4,ok,ok,ok,ok
rue_1000-114,5,ok,ok,ok,ok
rue_1000-114,6,ok,ok,ok,ok
rue_1000-114,7,ok,ok,ok,ok
rue_1000-114,8,ok,ok,ok,ok
rue_1000-114,9,ok,ok,ok,ok
rue_1000-114,10,ok,ok,ok,ok
rue_1000-115,1,ok,ok,ok,ok
rue_1000-115,2,ok,ok,ok,ok
rue_1000-115,3,ok,ok,ok,ok
rue_1000-115,4,ok,ok,ok,ok
rue_1000-115,5,ok,ok,ok,ok
rue_1000-115,6,ok,ok,ok,ok
rue_1000-115,7,ok,ok,ok,ok
rue_1000-115,8,ok,ok,ok,ok
rue_1000-115,9,ok,ok,ok,ok
rue_1000-115,10,ok,ok,ok,ok
rue_1000-116,1,ok,ok,ok,ok
rue_1000-116,2,ok,ok,ok,ok
rue_1000-116,3,ok,ok,ok,ok
rue_1000-116,4,ok,ok,ok,ok
rue_1000-116,5,ok,ok,ok,ok
rue_1000-116,6,ok,ok,ok,ok
rue_1000-116,7,ok,ok,ok,ok
rue_1000-116,8,ok,ok,ok,ok
rue_1000-116,9,ok,ok,ok,ok
rue_1000-116,10,ok,ok,ok,ok
rue_1000-117,1,ok,ok,ok,ok
rue_1000-117,2,ok,ok,ok,ok
rue_1000-117,3,ok,ok,ok,ok
rue_1000-117,4,ok,ok,ok,ok
rue_1000-117,5,ok,ok,ok,ok
rue_1000-117,6,ok,ok,ok,ok
rue_1000-117,7,ok,ok,ok,ok
rue_1000-117,8,ok,ok,ok,ok
rue_1000-117,9,ok,ok,ok,ok
rue_1000-117,10,ok,ok,ok,ok
rue_1000-118,1,ok,ok,ok,ok
rue_1000-118,2,ok,ok,ok,ok
rue_1000-118,3,ok,ok,ok,ok
rue_1000-118,4,ok,ok,ok,ok
rue_1000-118,5,ok,ok,ok,ok
rue_1000-118,6,ok,ok,ok,ok
rue_1000-118,7,ok,ok,ok,ok
rue_1000-118,8,ok,ok,ok,ok
rue_1000-118,9,ok,ok,ok,ok
rue_1000-118,10,ok,ok,ok,ok
rue_1000-119,1,ok,ok,ok,ok
rue_1000-119,2,ok,ok,ok,ok
rue_1000-119,3,ok,ok,ok,ok
rue_1000-119,4,ok,ok,ok,ok
rue_1000-119,5,ok,ok,ok,ok
rue_1000-119,6,ok,ok,ok,ok
rue_1000-119,7,ok,ok,ok,ok
rue_1000-119,8,ok,ok,ok,ok
rue_1000-119,9,ok,ok,ok,ok
rue_1000-119,10,ok,ok,ok,ok
rue_1000-12,1,ok,ok,ok,ok
rue_1000-12,2,ok,ok,ok,ok
rue_1000-12,3,ok,ok,ok,ok
rue_1000-12,4,ok,ok,ok,ok
rue_1000-12,5,ok,ok,ok,ok
rue_1000-12,6,ok,ok,ok,ok
rue_1000-12,7,ok,ok,ok,ok
rue_1000-12,8,ok,ok,ok,ok
rue_1000-12,9,ok,ok,ok,ok
rue_1000-12,10,ok,ok,ok,ok
rue_1000-120,1,ok,ok,ok,ok
rue_1000-120,2,ok,ok,ok,ok
rue_1000-120,3,ok,ok,ok,ok
rue_1000-120,4,ok,ok,ok,ok
rue_1000-120,5,ok,ok,ok,ok
rue_1000-120,6,ok,ok,ok,ok
rue_1000-120,7,ok,ok,ok,ok
rue_1000-120,8,ok,ok,ok,ok
rue_1000-120,9,ok,ok,ok,ok
rue_1000-120,10,ok,ok,ok,ok
rue_1000-121,1,ok,ok,ok,ok
rue_1000-121,2,ok,ok,ok,ok
rue_1000-121,3,ok,ok,ok,ok
rue_1000-121,4,ok,ok,ok,ok
rue_1000-121,5,ok,ok,ok,ok
rue_1000-121,6,ok,ok,ok,ok
rue_1000-121,7,ok,ok,ok,ok
rue_1000-121,8,ok,ok,ok,ok
rue_1000-121,9,ok,ok,ok,ok
rue_1000-121,10,ok,ok,ok,ok
rue_1000-122,1,ok,ok,ok,ok
rue_1000-122,2,ok,ok,ok,ok
rue_1000-122,3,ok,ok,ok,ok
rue_1000-122,4,ok,ok,ok,ok
rue_1000-122,5,ok,ok,ok,ok
rue_1000-122,6,ok,ok,ok,ok
rue_1000-122,7,ok,ok,ok,ok
rue_1000-122,8,ok,ok,ok,ok
rue_1000-122,9,ok,ok,ok,ok
rue_1000-122,10,ok,ok,ok,ok
rue_1000-123,1,ok,ok,ok,ok
rue_1000-123,2,ok,ok,ok,ok
rue_1000-123,3,ok,ok,ok,ok
rue_1000-123,4,ok,ok,ok,ok
rue_1000-123,5,ok,ok,ok,ok
rue_1000-123,6,ok,ok,ok,ok
rue_1000-123,7,ok,ok,ok,ok
rue_1000-123,8,ok,ok,ok,ok
rue_1000-123,9,ok,ok,ok,ok
rue_1000-123,10,ok,ok,ok,ok
rue_1000-124,1,ok,ok,ok,ok
rue_1000-124,2,ok,ok,ok,ok
rue_1000-124,3,ok,ok,ok,ok
rue_1000-124,4,ok,ok,ok,ok
rue_1000-124,5,ok,ok,ok,ok
rue_1000-124,6,ok,ok,ok,ok
rue_1000-124,7,ok,ok,ok,ok
rue_1000-124,8,ok,ok,ok,ok
rue_1000-124,9,ok,ok,ok,ok
rue_1000-124,10,ok,ok,ok,ok
rue_1000-125,1,ok,ok,ok,ok
rue_1000-125,2,ok,ok,ok,ok
rue_1000-125,3,ok,ok,ok,ok
rue_1000-125,4,ok,ok,ok,ok
rue_1000-125,5,ok,ok,ok,ok
rue_1000-125,6,ok,ok,ok,ok
rue_1000-125,7,ok,ok,ok,ok
rue_1000-125,8,ok,ok,ok,ok
rue_1000-125,9,ok,ok,ok,ok
rue_1000-125,10,ok,ok,ok,ok
rue_1000-126,1,ok,ok,ok,ok
rue_1000-126,2,ok,ok,ok,ok
rue_1000-126,3,ok,ok,ok,ok
rue_1000-126,4,ok,ok,ok,ok
rue_1000-126,5,ok,ok,ok,ok
rue_1000-126,6,ok,ok,ok,ok
rue_1000-126,7,ok,ok,ok,ok
rue_1000-126,8,ok,ok,ok,ok
rue_1000-126,9,ok,ok,ok,ok
rue_1000-126,10,ok,ok,ok,ok
rue_1000-127,1,ok,ok,ok,ok
rue_1000-127,2,ok,ok,ok,ok
rue_1000-127,3,ok,ok,ok,ok
rue_1000-127,4,ok,ok,ok,ok
rue_1000-127,5,ok,ok,ok,ok
rue_1000-127,6,ok,ok,ok,ok
rue_1000-127,7,ok,ok,ok,ok
rue_1000-127,8,ok,ok,ok,ok
rue_1000-127,9,ok,ok,ok,ok
rue_1000-127,10,ok,ok,ok,ok
rue_1000-128,1,ok,ok,ok,ok
rue_1000-128,2,ok,ok,ok,ok
rue_1000-128,3,ok,ok,ok,ok
rue_1000-128,4,ok,ok,ok,ok
rue_1000-128,5,ok,ok,ok,ok
rue_1000-128,6,ok,ok,ok,ok
rue_1000-128,7,ok,ok,ok,ok
rue_1000-128,8,ok,ok,ok,ok
rue_1000-128,9,ok,ok,ok,ok
rue_1000-128,10,ok,ok,ok,ok
rue_1000-129,1,ok,ok,ok,ok
rue_1000-129,2,ok,ok,ok,ok
rue_1000-129,3,ok,ok,ok,ok
rue_1000-129,4,ok,ok,ok,ok
rue_1000-129,5,ok,ok,ok,ok
rue_1000-129,6,ok,ok,ok,ok
rue_1000-129,7,ok,ok,ok,ok
rue_1000-129,8,ok,ok,ok,ok
rue_1000-129,9,ok,ok,ok,ok
rue_1000-129,10,ok,ok,ok,ok
rue_1000-13,1,ok,ok,ok,ok
rue_1000-13,2,ok,ok,ok,ok
rue_1000-13,3,ok,ok,ok,ok
rue_1000-13,4,ok,ok,ok,ok
rue_1000-13,5,ok,ok,ok,ok
rue_1000-13,6,ok,ok,ok,ok
rue_1000-13,7,ok,ok,ok,ok
rue_1000-13,8,ok,ok,ok,ok
rue_1000-13,9,ok,ok,ok,ok
rue_1000-13,10,ok,ok,ok,ok
rue_1000-130,1,ok,ok,ok,ok
rue_1000-130,2,ok,ok,ok,ok
rue_1000-130,3,ok,ok,ok,ok
rue_1000-130,4,ok,ok,ok,ok
rue_1000-130,5,ok,ok,ok,ok
rue_1000-130,6,ok,ok,ok,ok
rue_1000-130,7,ok,ok,ok,ok
rue_1000-130,8,ok,ok,ok,ok
rue_1000-130,9,ok,ok,ok,ok
rue_1000-130,10,ok,ok,ok,ok
rue_1000-131,1,ok,ok,ok,ok
rue_1000-131,2,ok,ok,ok,ok
rue_1000-131,3,ok,ok,ok,ok
rue_1000-131,4,ok,ok,ok,ok
rue_1000-131,5,ok,ok,ok,ok
rue_1000-131,6,ok,ok,ok,ok
rue_1000-131,7,ok,ok,ok,ok
rue_1000-131,8,ok,ok,ok,ok
rue_1000-131,9,ok,ok,ok,ok
rue_1000-131,10,ok,ok,ok,ok
rue_1000-132,1,ok,ok,ok,ok
rue_1000-132,2,ok,ok,ok,ok
rue_1000-132,3,ok,ok,ok,ok
rue_1000-132,4,ok,ok,ok,ok
rue_1000-132,5,ok,ok,ok,ok
rue_1000-132,6,ok,ok,ok,ok
rue_1000-132,7,ok,ok,ok,ok
rue_1000-132,8,ok,ok,ok,ok
rue_1000-132,9,ok,ok,ok,ok
rue_1000-132,10,ok,ok,ok,ok
rue_1000-133,1,ok,ok,ok,ok
rue_1000-133,2,ok,ok,ok,ok
rue_1000-133,3,ok,ok,ok,ok
rue_1000-133,4,ok,ok,ok,ok
rue_1000-133,5,ok,ok,ok,ok
rue_1000-133,6,ok,ok,ok,ok
rue_1000-133,7,ok,ok,ok,ok
rue_1000-133,8,ok,ok,ok,ok
rue_1000-133,9,ok,ok,ok,ok
rue_1000-133,10,ok,ok,ok,ok
rue_1000-134,1,ok,ok,ok,ok
rue_1000-134,2,ok,ok,ok,ok
rue_1000-134,3,ok,ok,ok,ok
rue_1000-134,4,ok,ok,ok,ok
rue_1000-134,5,ok,ok,ok,ok
rue_1000-134,6,ok,ok,ok,ok
rue_1000-134,7,ok,ok,ok,ok
rue_1000-134,8,ok,ok,ok,ok
rue_1000-134,9,ok,ok,ok,ok
rue_1000-134,10,ok,ok,ok,ok
rue_1000-135,1,ok,ok,ok,ok
rue_1000-135,2,ok,ok,ok,ok
rue_1000-135,3,ok,ok,ok,ok
rue_1000-135,4,ok,ok,ok,ok
rue_1000-135,5,ok,ok,ok,ok
rue_1000-135,6,ok,ok,ok,ok
rue_1000-135,7,ok,ok,ok,ok
rue_1000-135,8,ok,ok,ok,ok
rue_1000-135,9,ok,ok,ok,ok
rue_1000-135,10,ok,ok,ok,ok
rue_1000-136,1,ok,ok,ok,ok
rue_1000-136,2,ok,ok,ok,ok
rue_1000-136,3,ok,ok,ok,ok
rue_1000-136,4,ok,ok,ok,ok
rue_1000-136,5,ok,ok,ok,ok
rue_1000-136,6,ok,ok,ok,ok
rue_1000-136,7,ok,ok,ok,ok
rue_1000-136,8,ok,ok,ok,ok
rue_1000-136,9,ok,ok,ok,ok
rue_1000-136,10,ok,ok,ok,ok
rue_1000-137,1,ok,ok,ok,ok
rue_1000-137,2,ok,ok,ok,ok
rue_1000-137,3,ok,ok,ok,ok
rue_1000-137,4,ok,ok,ok,ok
rue_1000-137,5,ok,ok,ok,ok
rue_1000-137,6,ok,ok,ok,ok
rue_1000-137,7,ok,ok,ok,ok
rue_1000-137,8,ok,ok,ok,ok
rue_1000-137,9,ok,ok,ok,ok
rue_1000-137,10,ok,ok,ok,ok
rue_1000-138,1,ok,ok,ok,ok
rue_1000-138,2,ok,ok,ok,ok
rue_1000-138,3,ok,ok,ok,ok
rue_1000-138,4,ok,ok,ok,ok
rue_1000-138,5,ok,ok,ok,ok
rue_1000-138,6,ok,ok,ok,ok
rue_1000-138,7,ok,ok,ok,ok
rue_1000-138,8,ok,ok,ok,ok
rue_1000-138,9,ok,ok,ok,ok
rue_1000-138,10,ok,ok,ok,ok
rue_1000-139,1,ok,ok,ok,ok
rue_1000-139,2,ok,ok,ok,ok
rue_1000-139,3,ok,ok,ok,ok
rue_1000-139,4,ok,ok,ok,ok
rue_1000-139,5,ok,ok,ok,ok
rue_1000-139,6,ok,ok,ok,ok
rue_1000-139,7,ok,ok,ok,ok
rue_1000-139,8,ok,ok,ok,ok
rue_1000-139,9,ok,ok,ok,ok
rue_1000-139,10,ok,ok,ok,ok
rue_1000-14,1,ok,ok,ok,ok
rue_1000-14,2,ok,ok,ok,ok
rue_1000-14,3,ok,ok,ok,ok
rue_1000-14,4,ok,ok,ok,ok
rue_1000-14,5,ok,ok,ok,ok
rue_1000-14,6,ok,ok,ok,ok
rue_1000-14,7,ok,ok,ok,ok
rue_1000-14,8,ok,ok,ok,ok
rue_1000-14,9,ok,ok,ok,ok
rue_1000-14,10,ok,ok,ok,ok
rue_1000-140,1,ok,ok,ok,ok
rue_1000-140,2,ok,ok,ok,ok
rue_1000-140,3,ok,ok,ok,ok
rue_1000-140,4,ok,ok,ok,ok
rue_1000-140,5,ok,ok,ok,ok
rue_1000-140,6,ok,ok,ok,ok
rue_1000-140,7,ok,ok,ok,ok
rue_1000-140,8,ok,ok,ok,ok
rue_1000-140,9,ok,ok,ok,ok
rue_1000-140,10,ok,ok,ok,ok
rue_1000-141,1,ok,ok,ok,ok
rue_1000-141,2,ok,ok,ok,ok
rue_1000-141,3,ok,ok,ok,ok
rue_1000-141,4,ok,ok,ok,ok
rue_1000-141,5,ok,ok,ok,ok
rue_1000-141,6,ok,ok,ok,ok
rue_1000-141,7,ok,ok,ok,ok
rue_1000-141,8,ok,ok,ok,ok
rue_1000-141,9,ok,ok,ok,ok
rue_1000-141,10,ok,ok,ok,ok
rue_1000-142,1,ok,ok,ok,ok
rue_1000-142,2,ok,ok,ok,ok
rue_1000-142,3,ok,ok,ok,ok
rue_1000-142,4,ok,ok,ok,ok
rue_1000-142,5,ok,ok,ok,ok
rue_1000-142,6,ok,ok,ok,ok
rue_1000-142,7,ok,ok,ok,ok
rue_1000-142,8,ok,ok,ok,ok
rue_1000-142,9,ok,ok,ok,ok
rue_1000-142,10,ok,ok,ok,ok
rue_1000-143,1,ok,ok,ok,ok
rue_1000-143,2,ok,ok,ok,ok
rue_1000-143,3,ok,ok,ok,ok
rue_1000-143,4,ok,ok,ok,ok
rue_1000-143,5,ok,ok,ok,ok
rue_1000-143,6,ok,ok,ok,ok
rue_1000-143,7,ok,ok,ok,ok
rue_1000-143,8,ok,ok,ok,ok
rue_1000-143,9,ok,ok,ok,ok
rue_1000-143,10,ok,ok,ok,ok
rue_1000-144,1,ok,ok,ok,ok
rue_1000-144,2,ok,ok,ok,ok
rue_1000-144,3,ok,ok,ok,ok
rue_1000-144,4,ok,ok,ok,ok
rue_1000-144,5,ok,ok,ok,ok
rue_1000-144,6,ok,ok,ok,ok
rue_1000-144,7,ok,ok,ok,ok
rue_1000-144,8,ok,ok,ok,ok
rue_1000-144,9,ok,ok,ok,ok
rue_1000-144,10,ok,ok,ok,ok
rue_1000-145,1,ok,ok,ok,ok
rue_1000-145,2,ok,ok,ok,ok
rue_1000-145,3,ok,ok,ok,ok
rue_1000-145,4,ok,ok,ok,ok
rue_1000-145,5,ok,ok,ok,ok
rue_1000-145,6,ok,ok,ok,ok
rue_1000-145,7,ok,ok,ok,ok
rue_1000-145,8,ok,ok,ok,ok
rue_1000-145,9,ok,ok,ok,ok
rue_1000-145,10,ok,ok,ok,ok
rue_1000-146,1,ok,ok,ok,ok
rue_1000-146,2,ok,ok,ok,ok
rue_1000-146,3,ok,ok,ok,ok
rue_1000-146,4,ok,ok,ok,ok
rue_1000-146,5,ok,ok,ok,ok
rue_1000-146,6,ok,ok,ok,ok
rue_1000-146,7,ok,ok,ok,ok
rue_1000-146,8,ok,ok,ok,ok
rue_1000-146,9,ok,ok,ok,ok
rue_1000-146,10,ok,ok,ok,ok
rue_1000-147,1,ok,ok,ok,ok
rue_1000-147,2,ok,ok,ok,ok
rue_1000-147,3,ok,ok,ok,ok
rue_1000-147,4,ok,ok,ok,ok
rue_1000-147,5,ok,ok,ok,ok
rue_1000-147,6,ok,ok,ok,ok
rue_1000-147,7,ok,ok,ok,ok
rue_1000-147,8,ok,ok,ok,ok
rue_1000-147,9,ok,ok,ok,ok
rue_1000-147,10,ok,ok,ok,ok
rue_1000-148,1,ok,ok,ok,ok
