@RELATION ALGORITHM_RUNS_CSP-Minizinc-Obj-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE obj NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
handball17,1,SICStus-Prolog-fd,0.0,118.053,ok
handball17,1,Picat-CP-fd,1,1200,timeout
handball17,1,Picat-SAT-free,0.9,1200.0,ok
handball17,1,MZN/Gurobi-free,1,1200,timeout
handball17,1,MZN/CPLEX-free,1,1200,timeout
handball17,1,LCG-Glucose-free,0.0,5.045,ok
handball17,1,MZN/Cbc-free,1,1200,timeout
handball17,1,Yuck-free,1,1200,timeout
handball17,1,Choco-free,0.0,111.09700000000001,ok
handball17,1,MinisatID-free,1,1200,timeout
handball17,1,G12FD-free,1,1200,timeout
handball5,1,iZplus-free,1,1200,timeout
handball5,1,MZN/SCIP-free,1,1200,timeout
handball5,1,Chuffed-free,0.0,1.569,ok
handball5,1,LCG-Glucose-UC-free,0.0,1.219,ok
handball5,1,Concrete-free,1,1200,timeout
handball5,1,JaCoP-fd,0.0,220.376,ok
handball5,1,Mistral-free,0.9,1200.0,ok
handball5,1,OscaR/CBLS-free,1,1200,timeout
handball5,1,HaifaCSP-free,0.0,49.627,ok
handball5,1,Gecode-free,0.0,397.92400000000004,ok
handball5,1,OR-Tools-free,1,1200,timeout
handball5,1,SICStus-Prolog-fd,0.0,160.044,ok
handball5,1,Picat-CP-fd,1,1200,timeout
handball5,1,Picat-SAT-free,1,1200,timeout
handball5,1,MZN/Gurobi-free,1,1200,timeout
handball5,1,MZN/CPLEX-free,1,1200,timeout
handball5,1,LCG-Glucose-free,0.0,7.582,ok
handball5,1,MZN/Cbc-free,1,1200,timeout
handball5,1,Yuck-free,1,1200,timeout
handball5,1,Choco-free,0.0,110.745,ok
handball5,1,MinisatID-free,1,1200,timeout
handball5,1,G12FD-free,0.18,1200.0,ok
handball20,1,iZplus-free,1,1200,timeout
handball20,1,MZN/SCIP-free,1,1200,timeout
handball20,1,Chuffed-free,0.0,0.847,ok
handball20,1,LCG-Glucose-UC-free,0.0,1.316,ok
handball20,1,Concrete-free,1,1200,timeout
handball20,1,JaCoP-fd,0.0,39.376,ok
handball20,1,Mistral-free,1,1200,timeout
handball20,1,OscaR/CBLS-free,1,1200,timeout
handball20,1,HaifaCSP-free,0.0,23.036,ok
handball20,1,Gecode-free,0.0,19.267,ok
handball20,1,OR-Tools-free,1,1200,timeout
handball20,1,SICStus-Prolog-fd,0.0,29.891000000000002,ok
handball20,1,Picat-CP-fd,1,1200,timeout
handball20,1,Picat-SAT-free,1,1200,timeout
handball20,1,MZN/Gurobi-free,1,1200,timeout
handball20,1,MZN/CPLEX-free,1,1200,timeout
handball20,1,LCG-Glucose-free,0.0,3.607,ok
handball20,1,MZN/Cbc-free,1,1200,timeout
handball20,1,Yuck-free,1,1200,timeout
handball20,1,Choco-free,1,1200,timeout
handball20,1,MinisatID-free,1,1200,timeout
handball20,1,G12FD-free,0.9,1200.0,ok
handball7,1,iZplus-free,1,1200,timeout
handball7,1,MZN/SCIP-free,1,1200,timeout
handball7,1,Chuffed-free,0.0,0.923,ok
handball7,1,LCG-Glucose-UC-free,0.0,4.127,ok
handball7,1,Concrete-free,1,1200,timeout
handball7,1,JaCoP-fd,0.0,72.428,ok
handball7,1,Mistral-free,1,1200,timeout
handball7,1,OscaR/CBLS-free,1,1200,timeout
handball7,1,HaifaCSP-free,0.0,79.516,ok
handball7,1,Gecode-free,0.0,44.644,ok
handball7,1,OR-Tools-free,1,1200,timeout
handball7,1,SICStus-Prolog-fd,0.0,52.996,ok
handball7,1,Picat-CP-fd,1,1200,timeout
handball7,1,Picat-SAT-free,1,1200,timeout
handball7,1,MZN/Gurobi-free,1,1200,timeout
handball7,1,MZN/CPLEX-free,1,1200,timeout
handball7,1,LCG-Glucose-free,0.0,10.367,ok
handball7,1,MZN/Cbc-free,1,1200,timeout
handball7,1,Yuck-free,1,1200,timeout
handball7,1,Choco-free,0.0,36.585,ok
handball7,1,MinisatID-free,1,1200,timeout
handball7,1,G12FD-free,0.9,1200.0,ok
sb_15_15_7_3,1,iZplus-free,1,917.241,ok
sb_15_15_7_3,1,MZN/SCIP-free,1,1200,timeout
sb_15_15_7_3,1,Chuffed-free,1,1.622,ok
sb_15_15_7_3,1,LCG-Glucose-UC-free,1,0.5690000000000001,ok
sb_15_15_7_3,1,Concrete-free,1,32.306,ok
sb_15_15_7_3,1,JaCoP-fd,1,263.25100000000003,ok
sb_15_15_7_3,1,Mistral-free,1,56.215,ok
sb_15_15_7_3,1,OscaR/CBLS-free,1,1200,timeout
sb_15_15_7_3,1,HaifaCSP-free,1,24.233,ok
sb_15_15_7_3,1,Gecode-free,1,229.61700000000002,ok
sb_15_15_7_3,1,OR-Tools-free,1,45.153,ok
sb_15_15_7_3,1,SICStus-Prolog-fd,1,237.07,ok
sb_15_15_7_3,1,Picat-CP-fd,1,439.07800000000003,ok
sb_15_15_7_3,1,Picat-SAT-free,1,3.576,ok
sb_15_15_7_3,1,MZN/Gurobi-free,1,1200,timeout
sb_15_15_7_3,1,MZN/CPLEX-free,1,111.47500000000001,ok
sb_15_15_7_3,1,LCG-Glucose-free,1,0.5740000000000001,ok
sb_15_15_7_3,1,MZN/Cbc-free,1,1200,timeout
sb_15_15_7_3,1,Yuck-free,1,1200,timeout
sb_15_15_7_3,1,Choco-free,1,113.23400000000001,ok
sb_15_15_7_3,1,MinisatID-free,1,12.036,ok
sb_15_15_7_3,1,G12FD-free,1,36.705,ok
sb_13_13_5_5,1,iZplus-free,1,1200,timeout
sb_13_13_5_5,1,MZN/SCIP-free,1,8.172,ok
sb_13_13_5_5,1,Chuffed-free,1,3.733,ok
sb_13_13_5_5,1,LCG-Glucose-UC-free,1,1.331,ok
sb_13_13_5_5,1,Concrete-free,1,1200,timeout
sb_13_13_5_5,1,JaCoP-fd,1,157.763,ok
sb_13_13_5_5,1,Mistral-free,1,326.17400000000004,ok
sb_13_13_5_5,1,OscaR/CBLS-free,1,1200,timeout
sb_13_13_5_5,1,HaifaCSP-free,1,2.962,ok
sb_13_13_5_5,1,Gecode-free,1,102.637,ok
sb_13_13_5_5,1,OR-Tools-free,1,29.643,ok
sb_13_13_5_5,1,SICStus-Prolog-fd,1,152.416,ok
sb_13_13_5_5,1,Picat-CP-fd,1,285.196,ok
sb_13_13_5_5,1,Picat-SAT-free,1,2.935,ok
sb_13_13_5_5,1,MZN/Gurobi-free,1,1.682,ok
sb_13_13_5_5,1,MZN/CPLEX-free,1,1.951,ok
sb_13_13_5_5,1,LCG-Glucose-free,1,1.336,ok
sb_13_13_5_5,1,MZN/Cbc-free,1,2.439,ok
sb_13_13_5_5,1,Yuck-free,1,1200,timeout
sb_13_13_5_5,1,Choco-free,1,68.657,ok
sb_13_13_5_5,1,MinisatID-free,1,93.018,ok
sb_13_13_5_5,1,G12FD-free,1,380.343,ok
sb_15_15_6_0,1,iZplus-free,1,65.973,ok
sb_15_15_6_0,1,MZN/SCIP-free,1,829.466,ok
sb_15_15_6_0,1,Chuffed-free,1,8.445,ok
sb_15_15_6_0,1,LCG-Glucose-UC-free,1,0.5750000000000001,ok
sb_15_15_6_0,1,Concrete-free,1,113.28,ok
sb_15_15_6_0,1,JaCoP-fd,1,936.667,ok
sb_15_15_6_0,1,Mistral-free,1,48.277,ok
sb_15_15_6_0,1,OscaR/CBLS-free,1,1200,timeout
sb_15_15_6_0,1,HaifaCSP-free,1,146.109,ok
sb_15_15_6_0,1,Gecode-free,1,678.1080000000001,ok
sb_15_15_6_0,1,OR-Tools-free,1,137.238,ok
sb_15_15_6_0,1,SICStus-Prolog-fd,1,879.999,ok
sb_15_15_6_0,1,Picat-CP-fd,1,1200,timeout
sb_15_15_6_0,1,Picat-SAT-free,1,4.518,ok
sb_15_15_6_0,1,MZN/Gurobi-free,1,62.963,ok
sb_15_15_6_0,1,MZN/CPLEX-free,1,236.54500000000002,ok
sb_15_15_6_0,1,LCG-Glucose-free,1,0.5640000000000001,ok
sb_15_15_6_0,1,MZN/Cbc-free,1,1200,timeout
sb_15_15_6_0,1,Yuck-free,1,1200,timeout
sb_15_15_6_0,1,Choco-free,1,490.639,ok
sb_15_15_6_0,1,MinisatID-free,1,279.795,ok
sb_15_15_6_0,1,G12FD-free,1,451.129,ok
sb_15_15_7_5,1,iZplus-free,1,476.072,ok
sb_15_15_7_5,1,MZN/SCIP-free,1,340.14,ok
sb_15_15_7_5,1,Chuffed-free,1,1.461,ok
sb_15_15_7_5,1,LCG-Glucose-UC-free,1,0.628,ok
sb_15_15_7_5,1,Concrete-free,1,1200,timeout
sb_15_15_7_5,1,JaCoP-fd,1,269.377,ok
sb_15_15_7_5,1,Mistral-free,1,1200,timeout
sb_15_15_7_5,1,OscaR/CBLS-free,1,1200,timeout
sb_15_15_7_5,1,HaifaCSP-free,1,10.449,ok
sb_15_15_7_5,1,Gecode-free,1,162.311,ok
sb_15_15_7_5,1,OR-Tools-free,1,55.328,ok
sb_15_15_7_5,1,SICStus-Prolog-fd,1,208.362,ok
sb_15_15_7_5,1,Picat-CP-fd,1,494.223,ok
sb_15_15_7_5,1,Picat-SAT-free,1,2.861,ok
sb_15_15_7_5,1,MZN/Gurobi-free,1,1200,timeout
sb_15_15_7_5,1,MZN/CPLEX-free,1,48.225,ok
sb_15_15_7_5,1,LCG-Glucose-free,1,0.627,ok
sb_15_15_7_5,1,MZN/Cbc-free,1,1200,timeout
sb_15_15_7_5,1,Yuck-free,1,1200,timeout
sb_15_15_7_5,1,Choco-free,1,239.437,ok
sb_15_15_7_5,1,MinisatID-free,1,9.672,ok
sb_15_15_7_5,1,G12FD-free,1,1200,timeout
sb_13_13_5_1,1,iZplus-free,1,4.2,ok
sb_13_13_5_1,1,MZN/SCIP-free,1,73.012,ok
sb_13_13_5_1,1,Chuffed-free,1,3.852,ok
sb_13_13_5_1,1,LCG-Glucose-UC-free,1,0.508,ok
sb_13_13_5_1,1,Concrete-free,1,13.481,ok
sb_13_13_5_1,1,JaCoP-fd,1,185.8,ok
sb_13_13_5_1,1,Mistral-free,1,11.765,ok
sb_13_13_5_1,1,OscaR/CBLS-free,1,1200,timeout
sb_13_13_5_1,1,HaifaCSP-free,1,2.717,ok
sb_13_13_5_1,1,Gecode-free,1,131.987,ok
sb_13_13_5_1,1,OR-Tools-free,1,34.772,ok
sb_13_13_5_1,1,SICStus-Prolog-fd,1,190.08,ok
sb_13_13_5_1,1,Picat-CP-fd,1,293.677,ok
sb_13_13_5_1,1,Picat-SAT-free,1,2.233,ok
sb_13_13_5_1,1,MZN/Gurobi-free,1,62.378,ok
sb_13_13_5_1,1,MZN/CPLEX-free,1,23.635,ok
sb_13_13_5_1,1,LCG-Glucose-free,1,0.512,ok
sb_13_13_5_1,1,MZN/Cbc-free,1,1200,timeout
sb_13_13_5_1,1,Yuck-free,1,1200,timeout
sb_13_13_5_1,1,Choco-free,1,111.94,ok
sb_13_13_5_1,1,MinisatID-free,1,7.814,ok
sb_13_13_5_1,1,G12FD-free,1,5.69,ok
mesh2x2_1,1,iZplus-free,0.0,8.88,ok
mesh2x2_1,1,MZN/SCIP-free,0.0,0.41400000000000003,ok
mesh2x2_1,1,Chuffed-free,0.0,0.126,ok
mesh2x2_1,1,LCG-Glucose-UC-free,0.0,3.583,ok
mesh2x2_1,1,Concrete-free,0.0,4.07,ok
mesh2x2_1,1,JaCoP-fd,0.0,0.355,ok
mesh2x2_1,1,Mistral-free,0.0,0.126,ok
mesh2x2_1,1,OscaR/CBLS-free,1,1200,timeout
mesh2x2_1,1,HaifaCSP-free,0.0,0.091,ok
mesh2x2_1,1,Gecode-free,0.3698630136986301,1200.0,ok
mesh2x2_1,1,OR-Tools-free,0.3698630136986301,1200.0,ok
mesh2x2_1,1,SICStus-Prolog-fd,0.9,1200.0,ok
mesh2x2_1,1,Picat-CP-fd,0.3698630136986301,1200.0,ok
mesh2x2_1,1,Picat-SAT-free,0.0,11.931000000000001,ok
mesh2x2_1,1,MZN/Gurobi-free,0.0,0.188,ok
mesh2x2_1,1,MZN/CPLEX-free,0.0,0.158,ok
mesh2x2_1,1,LCG-Glucose-free,0.0,0.492,ok
mesh2x2_1,1,MZN/Cbc-free,0.0,0.996,ok
mesh2x2_1,1,Yuck-free,1,1200,timeout
mesh2x2_1,1,Choco-free,0.0,7.824,ok
mesh2x2_1,1,MinisatID-free,0.0,20.513,ok
mesh2x2_1,1,G12FD-free,0.0,0.127,ok
mesh4x4_1,1,iZplus-free,0.3369982158786798,1200.0,ok
mesh4x4_1,1,MZN/SCIP-free,0.0,36.789,ok
mesh4x4_1,1,Chuffed-free,0.9,1200.0,ok
mesh4x4_1,1,LCG-Glucose-UC-free,0.0,6.617,ok
mesh4x4_1,1,Concrete-free,0.3117082961641392,1200.0,ok
mesh4x4_1,1,JaCoP-fd,0.0,1.318,ok
mesh4x4_1,1,Mistral-free,0.15254237288135594,1200.0,ok
mesh4x4_1,1,OscaR/CBLS-free,1,1200,timeout
mesh4x4_1,1,HaifaCSP-free,0.0,23.511,ok
mesh4x4_1,1,Gecode-free,1,1200,timeout
mesh4x4_1,1,OR-Tools-free,1,1200,timeout
mesh4x4_1,1,SICStus-Prolog-fd,1,1200,timeout
mesh4x4_1,1,Picat-CP-fd,1,1200,timeout
mesh4x4_1,1,Picat-SAT-free,1,1200,timeout
mesh4x4_1,1,MZN/Gurobi-free,0.0,1.497,ok
mesh4x4_1,1,MZN/CPLEX-free,0.0,0.65,ok
mesh4x4_1,1,LCG-Glucose-free,0.0,546.98,ok
mesh4x4_1,1,MZN/Cbc-free,0.0,405.06600000000003,ok
mesh4x4_1,1,Yuck-free,1,1200,timeout
mesh4x4_1,1,Choco-free,1,1200,timeout
mesh4x4_1,1,MinisatID-free,1,1200,timeout
mesh4x4_1,1,G12FD-free,0.15254237288135594,1200.0,ok
ring_1,1,iZplus-free,0.0,1200.0,ok
ring_1,1,MZN/SCIP-free,0.0,4.078,ok
ring_1,1,Chuffed-free,0.0,1200.0,ok
ring_1,1,LCG-Glucose-UC-free,0.0,80.601,ok
ring_1,1,Concrete-free,0.06825568797399784,1200.0,ok
ring_1,1,JaCoP-fd,0.0,0.556,ok
ring_1,1,Mistral-free,0.054604550379198265,1200.0,ok
ring_1,1,OscaR/CBLS-free,1,1200,timeout
ring_1,1,HaifaCSP-free,0.0,0.3,ok
ring_1,1,Gecode-free,1,1200,timeout
ring_1,1,OR-Tools-free,1,1200,timeout
ring_1,1,SICStus-Prolog-fd,1,1200,timeout
ring_1,1,Picat-CP-fd,1,1200,timeout
ring_1,1,Picat-SAT-free,0.0,234.59,ok
ring_1,1,MZN/Gurobi-free,0.0,0.662,ok
ring_1,1,MZN/CPLEX-free,0.0,0.331,ok
ring_1,1,LCG-Glucose-free,0.0,23.475,ok
ring_1,1,MZN/Cbc-free,0.0,5.601,ok
ring_1,1,Yuck-free,1,1200,timeout
ring_1,1,Choco-free,1,1200,timeout
ring_1,1,MinisatID-free,0.9,1200.0,ok
ring_1,1,G12FD-free,0.05850487540628386,1200.0,ok
mesh3x3_mp3,1,iZplus-free,0.0,47.023,ok
mesh3x3_mp3,1,MZN/SCIP-free,0.0,8.423,ok
mesh3x3_mp3,1,Chuffed-free,0.0,56.607,ok
mesh3x3_mp3,1,LCG-Glucose-UC-free,0.0,22.286,ok
mesh3x3_mp3,1,Concrete-free,0.1951497860199715,1200.0,ok
mesh3x3_mp3,1,JaCoP-fd,0.21697574893009985,1200.0,ok
mesh3x3_mp3,1,Mistral-free,0.0,3.56,ok
mesh3x3_mp3,1,OscaR/CBLS-free,1,1200,timeout
mesh3x3_mp3,1,HaifaCSP-free,0.0,0.514,ok
mesh3x3_mp3,1,Gecode-free,0.48915834522111273,1200.0,ok
mesh3x3_mp3,1,OR-Tools-free,0.48915834522111273,1200.0,ok
mesh3x3_mp3,1,SICStus-Prolog-fd,0.6329529243937232,1200.0,ok
mesh3x3_mp3,1,Picat-CP-fd,0.48915834522111273,1200.0,ok
mesh3x3_mp3,1,Picat-SAT-free,0.08088445078459344,1200.0,ok
mesh3x3_mp3,1,MZN/Gurobi-free,0.0,1.024,ok
mesh3x3_mp3,1,MZN/CPLEX-free,0.0,0.8200000000000001,ok
mesh3x3_mp3,1,LCG-Glucose-free,0.0,334.261,ok
mesh3x3_mp3,1,MZN/Cbc-free,0.0,10.274000000000001,ok
mesh3x3_mp3,1,Yuck-free,1,1200,timeout
mesh3x3_mp3,1,Choco-free,0.48915834522111273,1200.0,ok
mesh3x3_mp3,1,MinisatID-free,0.9,1200.0,ok
mesh3x3_mp3,1,G12FD-free,0.5148359486447932,1200.0,ok
mesh2x2_mp3,1,iZplus-free,0.0,0.404,ok
mesh2x2_mp3,1,MZN/SCIP-free,0.0,11.438,ok
mesh2x2_mp3,1,Chuffed-free,0.0,0.523,ok
mesh2x2_mp3,1,LCG-Glucose-UC-free,0.0,26.108,ok
mesh2x2_mp3,1,Concrete-free,0.0,6.408,ok
mesh2x2_mp3,1,JaCoP-fd,0.0,1.847,ok
mesh2x2_mp3,1,Mistral-free,0.0,0.554,ok
mesh2x2_mp3,1,OscaR/CBLS-free,1,1200,timeout
mesh2x2_mp3,1,HaifaCSP-free,0.0,0.384,ok
mesh2x2_mp3,1,Gecode-free,0.9,1200.0,ok
mesh2x2_mp3,1,OR-Tools-free,0.9,1200.0,ok
mesh2x2_mp3,1,SICStus-Prolog-fd,1,1200,timeout
mesh2x2_mp3,1,Picat-CP-fd,0.9,1200.0,ok
mesh2x2_mp3,1,Picat-SAT-free,0.0,27.559,ok
mesh2x2_mp3,1,MZN/Gurobi-free,0.0,0.388,ok
mesh2x2_mp3,1,MZN/CPLEX-free,0.0,0.47000000000000003,ok
mesh2x2_mp3,1,LCG-Glucose-free,0.0,1.135,ok
mesh2x2_mp3,1,MZN/Cbc-free,0.0,8.318,ok
mesh2x2_mp3,1,Yuck-free,1,1200,timeout
mesh2x2_mp3,1,Choco-free,0.9,1200.0,ok
mesh2x2_mp3,1,MinisatID-free,0.0,20.133,ok
mesh2x2_mp3,1,G12FD-free,0.0,0.649,ok
n35f5d20m10k3,1,iZplus-free,0.0,1200.0,ok
n35f5d20m10k3,1,MZN/SCIP-free,0.0,92.738,ok
n35f5d20m10k3,1,Chuffed-free,0.0,0.8200000000000001,ok
n35f5d20m10k3,1,LCG-Glucose-UC-free,0.0,0.748,ok
n35f5d20m10k3,1,Concrete-free,0.503559510567297,1200.0,ok
n35f5d20m10k3,1,JaCoP-fd,1,1200,timeout
n35f5d20m10k3,1,Mistral-free,0.0,1200.0,ok
n35f5d20m10k3,1,OscaR/CBLS-free,0.7007786429365962,1200.0,ok
n35f5d20m10k3,1,HaifaCSP-free,0.0,3.162,ok
n35f5d20m10k3,1,Gecode-free,1,1200,timeout
n35f5d20m10k3,1,OR-Tools-free,1,1200,timeout
n35f5d20m10k3,1,SICStus-Prolog-fd,1,1200,timeout
n35f5d20m10k3,1,Picat-CP-fd,1,1200,timeout
n35f5d20m10k3,1,Picat-SAT-free,0.0,19.425,ok
n35f5d20m10k3,1,MZN/Gurobi-free,0.0,11.144,ok
n35f5d20m10k3,1,MZN/CPLEX-free,0.0,17.746,ok
n35f5d20m10k3,1,LCG-Glucose-free,0.0,1.716,ok
n35f5d20m10k3,1,MZN/Cbc-free,0.0,375.97700000000003,ok
n35f5d20m10k3,1,Yuck-free,0.6286985539488321,1200.0,ok
n35f5d20m10k3,1,Choco-free,0.9,1200.0,ok
n35f5d20m10k3,1,MinisatID-free,0.0,11.1,ok
n35f5d20m10k3,1,G12FD-free,1,1200,timeout
