@RELATION FEATURE_VALUES_MIP-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE probtype NUMERIC
@ATTRIBUTE n_vars NUMERIC
@ATTRIBUTE n_constr NUMERIC
@ATTRIBUTE n_nzcnt NUMERIC
@ATTRIBUTE nq_vars NUMERIC
@ATTRIBUTE nq_constr NUMERIC
@ATTRIBUTE nq_nzcnt NUMERIC
@ATTRIBUTE lp_avg NUMERIC
@ATTRIBUTE lp_l2_avg NUMERIC
@ATTRIBUTE lp_linf NUMERIC
@ATTRIBUTE lp_objval NUMERIC
@ATTRIBUTE num_b_variables NUMERIC
@ATTRIBUTE num_i_variables NUMERIC
@ATTRIBUTE num_c_variables NUMERIC
@ATTRIBUTE num_s_variables NUMERIC
@ATTRIBUTE num_n_variables NUMERIC
@ATTRIBUTE ratio_b_variables NUMERIC
@ATTRIBUTE ratio_i_variables NUMERIC
@ATTRIBUTE ratio_c_variables NUMERIC
@ATTRIBUTE ratio_s_variables NUMERIC
@ATTRIBUTE ratio_n_variables NUMERIC
@ATTRIBUTE num_i+_variables NUMERIC
@ATTRIBUTE ratio_i+_variables NUMERIC
@ATTRIBUTE num_unbounded_disc NUMERIC
@ATTRIBUTE ratio_unbounded_disc NUMERIC
@ATTRIBUTE support_size_avg NUMERIC
@ATTRIBUTE support_size_median NUMERIC
@ATTRIBUTE support_size_varcoef NUMERIC
@ATTRIBUTE support_size_q90mq10 NUMERIC
@ATTRIBUTE rhs_c_0_avg NUMERIC
@ATTRIBUTE rhs_c_0_varcoef NUMERIC
@ATTRIBUTE rhs_c_1_avg NUMERIC
@ATTRIBUTE rhs_c_1_varcoef NUMERIC
@ATTRIBUTE rhs_c_2_avg NUMERIC
@ATTRIBUTE rhs_c_2_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg0_avg NUMERIC
@ATTRIBUTE vcg_constr_deg0_median NUMERIC
@ATTRIBUTE vcg_constr_deg0_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg0_q90mq10 NUMERIC
@ATTRIBUTE vcg_var_deg0_avg NUMERIC
@ATTRIBUTE vcg_var_deg0_median NUMERIC
@ATTRIBUTE vcg_var_deg0_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg0_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight0_avg NUMERIC
@ATTRIBUTE vcg_constr_weight0_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight0_avg NUMERIC
@ATTRIBUTE vcg_var_weight0_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized0_avg NUMERIC
@ATTRIBUTE A_ij_normalized0_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs0_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs0_varcoef NUMERIC
@ATTRIBUTE obj_coefs0_avg NUMERIC
@ATTRIBUTE obj_coefs0_std NUMERIC
@ATTRIBUTE obj_coef_per_constr0_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr0_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr0_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr0_std NUMERIC
@ATTRIBUTE vcg_constr_deg1_avg NUMERIC
@ATTRIBUTE vcg_constr_deg1_median NUMERIC
@ATTRIBUTE vcg_constr_deg1_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg1_q90mq10 NUMERIC
@ATTRIBUTE vcg_var_deg1_avg NUMERIC
@ATTRIBUTE vcg_var_deg1_median NUMERIC
@ATTRIBUTE vcg_var_deg1_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg1_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight1_avg NUMERIC
@ATTRIBUTE vcg_constr_weight1_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight1_avg NUMERIC
@ATTRIBUTE vcg_var_weight1_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized1_avg NUMERIC
@ATTRIBUTE A_ij_normalized1_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs1_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs1_varcoef NUMERIC
@ATTRIBUTE obj_coefs1_avg NUMERIC
@ATTRIBUTE obj_coefs1_std NUMERIC
@ATTRIBUTE obj_coef_per_constr1_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr1_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr1_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr1_std NUMERIC
@ATTRIBUTE vcg_constr_deg2_avg NUMERIC
@ATTRIBUTE vcg_constr_deg2_median NUMERIC
@ATTRIBUTE vcg_constr_deg2_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg2_q90mq10 NUMERIC
@ATTRIBUTE vcg_var_deg2_avg NUMERIC
@ATTRIBUTE vcg_var_deg2_median NUMERIC
@ATTRIBUTE vcg_var_deg2_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg2_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight2_avg NUMERIC
@ATTRIBUTE vcg_constr_weight2_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight2_avg NUMERIC
@ATTRIBUTE vcg_var_weight2_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized2_avg NUMERIC
@ATTRIBUTE A_ij_normalized2_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs2_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs2_varcoef NUMERIC
@ATTRIBUTE obj_coefs2_avg NUMERIC
@ATTRIBUTE obj_coefs2_std NUMERIC
@ATTRIBUTE obj_coef_per_constr2_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr2_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr2_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr2_std NUMERIC
@ATTRIBUTE mipgap NUMERIC
@ATTRIBUTE nodecnt NUMERIC
@ATTRIBUTE clqcnt NUMERIC
@ATTRIBUTE covcnt NUMERIC
@ATTRIBUTE itcnt_max NUMERIC
@ATTRIBUTE numnewsolution_sum NUMERIC
@ATTRIBUTE newin_sum NUMERIC
@ATTRIBUTE nodeleft_avg NUMERIC
@ATTRIBUTE nodeleft_varcoef NUMERIC
@ATTRIBUTE diffObj_avg NUMERIC
@ATTRIBUTE diffObj_median NUMERIC
@ATTRIBUTE diffObj_varcoef NUMERIC
@ATTRIBUTE diffObj_q90mq10 NUMERIC
@ATTRIBUTE numfeas NUMERIC
@ATTRIBUTE iinf_avg NUMERIC
@ATTRIBUTE iinf_median NUMERIC
@ATTRIBUTE iinf_varcoef NUMERIC
@ATTRIBUTE iinf_q90mq10 NUMERIC
@ATTRIBUTE diffBestInt_avg NUMERIC
@ATTRIBUTE diffBestInt_median NUMERIC
@ATTRIBUTE diffBestInt_varcoef NUMERIC
@ATTRIBUTE diffBestInt_q90mq10 NUMERIC
@ATTRIBUTE diffBestObjUp_avg NUMERIC
@ATTRIBUTE diffBestObjUp_median NUMERIC
@ATTRIBUTE diffBestObjUp_varcoef NUMERIC
@ATTRIBUTE diffBestObjUp_q90mq10 NUMERIC
@ATTRIBUTE numcuts_sum NUMERIC
@ATTRIBUTE diffGap_avg NUMERIC
@ATTRIBUTE diffGap_median NUMERIC
@ATTRIBUTE diffGap_varcoef NUMERIC
@ATTRIBUTE diffGap_q90mq10 NUMERIC
@ATTRIBUTE pre_t NUMERIC
@ATTRIBUTE rel_t NUMERIC
@ATTRIBUTE new_row NUMERIC
@ATTRIBUTE new_col NUMERIC
@ATTRIBUTE new_nonzero NUMERIC
@ATTRIBUTE clique_table NUMERIC
@ATTRIBUTE cliqueCuts NUMERIC
@ATTRIBUTE impliedBoundCuts NUMERIC
@ATTRIBUTE flowCuts NUMERIC
@ATTRIBUTE mixedIntegerRoundingCuts NUMERIC
@ATTRIBUTE gomoryFractionalCuts NUMERIC

@DATA
ash608gpia-3col,1,1,3651,24748,74244,0,0,0,0.333059,0.408081,0.5,2,3651,0,0,0,0,1,0,0,0,0,3651,1,0,0,2,2,0,0,0,0,1,0,-512,-512,3,3,0,0,20.3353,14,11.0338,6,1.09827,0.39362,7.44454,30.2465,1,0,0,0,0.000821693,0.0286534,1.04754e-07,3.65291e-06,9.27771e-06,0.000323525,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,3,3,0,0,20.3353,14,11.0338,6,1.09827,0.39362,7.44454,30.2465,1,0,0,0,0.000821693,0.0286534,1.04754e-07,3.65291e-06,9.27771e-06,0.000323525,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.66,-512,21208,3651,65394,-512,0,0,0,0,0
atlanta-ip,1,1,48738,21732,257532,0,0,0,6.42008,800.727,99999,81.2432,46667,106,1965,0,0,0.957507,0.00217489,0.0403176,0,0,46773,0.959682,0,0,4.82085e+06,2,21.0821,0,30.3456,54.4939,0.0846045,3.28933,-0.448276,-1.1094,10.8841,5,2.30373,17,5.05704,2,3.94144,2,4.8921,3.7831,2.273,20.4837,0.264289,1.52967,0.685305,1.21052,0.0174077,0.438261,0.000236253,0.00733633,0.00190236,0.0523975,0.966271,1,1.48338,2,10.6865,4,2.8702,11,-0.683261,-1.98537,-7.55655,-4.07583,-0.415513,-1.03268,0.0941111,3.1943,0,0,0,0,0,0,11.8504,6,2.1937,18,5.28401,2,3.88044,2,4.20884,4.15397,1.8767,24.548,0.181163,2.56284,0.750455,1.02327,0.0167059,0.429349,0.000226728,0.00718707,0.00182566,0.0513317,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.44,-512,19391,17288,178761,57646,0,0,0,0,0
bab5,1,1,21600,4964,155520,0,0,0,0.00834696,0.0555468,0.5,-124658,21600,0,0,0,0,1,0,0,0,0,21600,1,0,0,2,2,0,0,0.143934,27.9716,0.0158014,7.89213,-512,-512,31.3296,8,10.3065,25,7.2,3,0.820038,13,-0.724899,-409.343,-0.166593,-5.2804,0.235371,0.765431,0.188684,5.82311,198.423,276.568,55.2389,138.043,94.7259,191.56,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,31.3296,8,10.3065,25,7.2,3,0.820038,13,-0.724899,-409.343,-0.166593,-5.2804,0.235371,0.765431,0.188684,5.82311,198.423,276.568,55.2389,138.043,94.7259,191.56,1,0,57,39,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.14,-512,4665,21379,91629,58193,57,0,0,46,19
beasleyC3,1,1,2500,1750,5000,0,0,0,0.00541463,0.0283284,0.463415,40.4268,1250,0,1250,0,0,0.5,0,0.5,0,0,1250,0.5,0,0,2,2,0,0,0,0,0,3.68944e+10,-512,-512,0.714286,1,0.632456,1,1,1,0,0,-58.5714,-0.632456,-82,-0,-512,-512,0,0,5.4752,2.92735,5.4752,2.92735,5.4752,2.92735,2.14286,1,1.13886,5,3,3,0,0,0.714286,0.632456,1,0,0,1e+10,0.132668,3.10749,0,0,0,0,0,0,2.85714,2,0.744688,4,2,3,0.5,2,-57.8571,-0.632456,-40.5,-1.02469,0,1e+10,0.829742,0.510421,2.7376,3.43208,2.7376,3.43208,2.7376,3.43208,0.0405865,957,0,51,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,1153,1704,3408,31,0,18,565,49,31
berlin_5_8_0,1,1,1083,1532,4507,0,0,0,0.147894,0.238987,0.5,52,794,0,289,0,0,0.733149,0,0.266851,0,0,794,0.733149,0,0,2,2,0,0,-512,-512,100,0,-23.9745,-2.15292,1.34595,1,1.1469,4,2.59698,2,1.02089,0,-26.3342,-1.8325,-50.8111,-1.10596,-512,-512,0.00812647,8.40594,0.0604534,0.238325,0.00774956,0.0423508,0.0201117,0.0857034,1.59595,2,0.502905,2,8.46021,8,0.38259,10,0.000652742,39.128,0.00346021,1450.59,3.02115e-05,10988.9,0.000652742,39.128,0.00346021,0.0587217,0.00346021,0.0587217,0.00346021,0.0587217,2.94191,3,0.280042,2,4.16159,2,0.920504,8,-26.3336,-1.83255,-37.2512,-1.42735,3.02115e-05,10988.9,0.576515,1.04519,0.0452447,0.20784,0.00660494,0.0473153,0.0156682,0.0797461,0.169811,4395,0,66,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,1316,965,4053,3,0,0,104,207,55
biella1,1,1,7328,1203,71489,0,0,0,0.0161136,0.0688699,0.5,3.06004e+06,6110,0,1218,0,0,0.833788,0,0.166212,0,0,6110,0.833788,0,0,2,2,0,0,2e+09,2,1,0,-138,-0,57.4148,36,4.42347,70,11.3044,10,0.453265,9,114069,34.6981,22459.1,0.0458654,0.853552,0.41093,0.252487,1.81578,22477.3,1028.35,2292.32,790.312,7071.78,1316.05,2.01081,1,17.4424,0,1.98604,2,0.0590691,0,370022,34.67,365465,15.7276,-0.49507,-1.00985,0.0130736,34.6699,365466,5.74787e+06,352400,5.7326e+06,357812,5.73763e+06,59.4256,37,4.69908,70,9.75559,9,0.597057,13,484090,34.6766,79470.6,29.5308,0.803596,0.546127,0.271992,3.51158,79486,2.34683e+06,60484.4,2.34076e+06,65369,2.34282e+06,0.154612,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.03,-512,1208,6876,66911,-512,0,0,0,0,2
bienst2,1,1,505,576,2184,0,0,0,0.153555,0.174843,0.355735,11.7241,35,0,470,0,0,0.0693069,0,0.930693,0,0,35,0.0693069,0,0,2,2,0,0,0,0,4.5625,1.11246,0,0,0.546875,0,1.65657,1,9,9,0,0,-25.6632,-1.18762,-422.343,-0.0177632,0.5,0,0.000868056,23.9792,0,0,0,0,0,0,3.24479,2,1.16596,7,3.9766,4,0.687093,2,-15.1562,-1.73102,-18.5745,-4.68959,0.0353767,4.50102,0.253921,1.71228,0.00212766,0.0460775,3.79939e-05,0.000822812,0.00028432,0.00615736,3.79167,2,0.941663,6,4.32475,4,0.677133,7,-40.8194,-0.687719,-46.5584,-2.84794,0.0740953,2.69017,0.662868,0.686164,0.0019802,0.0444553,3.53607e-05,0.000793845,0.000264615,0.00594059,1,250,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,520,449,2072,-512,0,33,76,156,14
binkar10_1,1,1,2298,1026,4496,0,0,0,0.0534401,0.12473,0.365491,6637.19,170,0,2128,0,0,0.0739774,0,0.926023,0,0,170,0.0739774,0,0,2,2,0,0,84.34,0,0.0885827,3.57736,-512,-512,0.331384,0,5.11457,1,2,2,0,0,3.42758,9.58824,20.6865,0.293036,0.233418,0.307921,0.00300118,10.0797,19.6865,6.06188,9.84324,3.03094,13.9204,4.2864,4.05068,5,0.590162,3,1.95301,2,0.439427,2,-0.0974659,-30.9101,-0.0469925,-18.2626,1,0,0.0277168,4.3674,42332.3,201249,42308.6,201254,42317.2,201252,4.38207,5,0.584731,3,1.95648,2,0.422156,2,3.33012,9.91027,1.48681,3.85482,0.85616,0.35146,0.0300288,4.07265,39202.1,193979,39179.4,193983,39187.8,193981,9.82527e-05,2904,0,243,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,823,2019,4012,10,0,0,0,29,0
bley_xl1,1,1,5831,175620,869391,0,0,0,0.0605064,0.144932,0.5,154.39,5831,0,0,0,0,1,0,0,0,0,5831,1,0,0,2,2,0,0,0.99955,0.0212254,0,3.84353e+09,-0.176471,-3.49603,4.95041,5,0.366945,2,149.098,160,0.255996,96,7473.92,115.389,225102,21.7683,0.574814,1.25825,0.204428,1.62103,4.15966,60.0711,0.390156,5.65043,1.2731,18.3974,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,4.95041,5,0.366945,2,149.098,160,0.255996,96,7473.92,115.389,225102,21.7683,0.574814,1.25825,0.204428,1.62103,4.15966,60.0711,0.390156,5.65043,1.2731,18.3974,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,2.15,-512,158897,5367,774481,-512,0,0,0,0,0
blp-ar98,1,1,16021,1128,200601,0,0,0,0.00165691,0.021401,0.5,5891.23,15806,0,215,0,0,0.98658,0,0.0134199,0,0,15806,0.98658,0,0,2,2,0,0,1,0,0,0,-512,-512,177.647,21,3.67248,446,12.6778,12,0.390148,14,-2728.53,-43.8355,-194.722,-0.652208,1,0,0.469182,2.92548,0,0,0,0,0,0,0.190603,0,2.06071,1,1,1,0,0,-0.18883,-2.08459,-0.990698,-0.137359,-512,-512,0,0,0.00465116,0.0680406,0.00465116,0.0680406,0.00465116,0.0680406,177.838,21,3.66967,447,12.5211,12,0.406782,14,-2728.72,-43.8325,-192.122,-0.666756,1,0,0.470252,3.02109,6.24181e-05,0.00790026,6.24181e-05,0.00790026,6.24181e-05,0.00790026,0.0481688,0,0,23,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.15,-512,1110,14117,164106,906,0,52,1,102,32
blp-ic97,1,1,9845,923,118149,0,0,0,0.00134376,0.0192255,0.477778,3846.36,9753,0,92,0,0,0.990655,0,0.00934485,0,0,9753,0.990655,0,0,2,2,0,0,1,0,0,0,-512,-512,127.906,13,3.94848,6,12.1047,12,0.310247,10,-2996.14,-35.3118,-283.547,-0.509481,1,0,0.251815,6.122,0,0,0,0,0,0,0.099675,0,3.00543,0,1,1,0,0,-0.0975081,-3.07952,-0.978261,-0.211986,-512,-512,0,0,0.0108696,0.103689,0.0108696,0.103689,0.0108696,0.103689,128.005,13,3.94702,6,12.0009,12,0.323939,10,-2996.23,-35.3107,-280.906,-0.520932,1,0,0.257131,6.60269,0.000101574,0.0100779,0.000101574,0.0100779,0.000101574,0.0100779,0.0786642,398,0,15,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.06,-512,784,7800,84087,702,0,0,0,22,5
bnatt350,1,1,3150,4923,19061,0,0,0,0.0343679,0.103682,0.5,0,3150,0,0,0,0,1,0,0,0,0,3150,1,0,0,2,2,0,0,0.485945,0.725615,0,0,-0.386915,-2.05838,3.87183,4,0.635573,8,6.05111,4,1.47608,5,0.373956,6.08957,0.584439,2.3527,0.439637,4.68175,0.608846,1.20471,0.00031746,0.0178146,6.90131e-06,0.000387274,4.6807e-05,0.00262662,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,3.87183,4,0.635573,8,6.05111,4,1.47608,5,0.373956,6.08957,0.584439,2.3527,0.439637,4.68175,0.608846,1.20471,0.00031746,0.0178146,6.90131e-06,0.000387274,4.6807e-05,0.00262662,1,15,29,62,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.02,-512,3527,1763,14891,9232,29,368,8,18,1
bnatt400,1,1,3600,5614,21698,0,0,0,0.0364054,0.111202,0.5,0,3600,0,0,0,0,1,0,0,0,0,3600,1,0,0,2,2,0,0,0.48126,0.732652,0,0,-0.398213,-2.01339,3.86498,4,0.638336,8,6.02722,4,1.44879,5,0.36112,6.30566,0.563147,2.28452,0.438429,4.75159,0.602846,1.2115,0.000277778,0.0166644,9.92063e-06,0.000595155,5.24951e-05,0.00314927,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,3.86498,4,0.638336,8,6.02722,4,1.44879,5,0.36112,6.30566,0.563147,2.28452,0.438429,4.75159,0.602846,1.2115,0.000277778,0.0166644,9.92063e-06,0.000595155,5.24951e-05,0.00314927,1,0,59,90,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.03,-512,3904,1949,16371,10163,59,134,5,29,0
buildingenergy,1,1,154978,277594,788969,0,0,0,0.656893,1.73941,7.74585,33246.2,0,26287,128691,0,0,0,0.169618,0.830382,0,0,26287,0.169618,26287,1,-512,-512,-512,-512,0,0,18.2964,1.96162,0,0,0.847108,1,0.666591,1,8.94556,3,46.5211,0,-8.01823,-1.64701,-84.6735,-72.0239,-512,-512,3.60238e-06,526.871,0.426234,45.6668,0.000103476,0.0123009,0.00648028,0.748511,1.99506,1,1.34784,2,4.30346,3,1.77131,8,0.500001,0.978321,1.07853,6.63787,0.00165202,18.5426,0.0460871,2.47818,0.035562,1.67512,0.0146473,1.67255,0.0210126,1.67258,2.84217,2,0.852,1,5.09085,3,33.6963,8,-7.51823,-1.7707,-13.4665,-186.527,0.00165202,18.5426,0.536621,0.81303,0.101827,18.8701,0.0121804,1.52413,0.0185477,1.55501,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.29,-512,277589,154973,788964,-512,0,0,0,0,0
co-100,1,1,48417,2187,1.99582e+06,0,0,0,0.000211417,0.0077738,0.5,917102,48417,0,0,0,0,1,0,0,0,0,48417,1,0,0,2,2,0,0,0.0109344,40.8672,0.924855,0.285044,22,0.818182,912.582,163,2.1018,2680,41.2214,39,0.505428,54,20147.2,14.4653,910.052,0.980555,0.999946,0.00691546,9.16294,1.79889,18489.1,247191,5449.37,123707,8583.71,174918,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,912.582,163,2.1018,2680,41.2214,39,0.505428,54,20147.2,14.4653,910.052,0.980555,0.999946,0.00691546,9.16294,1.79889,18489.1,247191,5449.37,123707,8583.71,174918,1,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,4.92,-512,1130,22842,714556,-512,0,0,0,0,0
core2536-691,1,1,15293,2539,177739,0,0,0,0.0139965,0.070018,0.496606,688.476,15284,0,9,0,0,0.999411,0,0.000588505,0,0,15284,0.999411,0,0,2,2,0,0,5e+09,0.999998,-512,-512,0.826961,10.5374,70,40,5.87111,101,11.6285,12,0.183604,5,75.4309,8.47848,12.5307,0.186473,0.836025,0.44286,0.461563,1.65927,1.90219,0.297064,0.166515,0.0297036,0.559793,0.0756121,0.0035447,0,50.3786,0,1,1,0,0,0.0791256,50.3786,22.3222,1.86005,2.23222e-09,1.86005,0.000732593,50.3786,22.3222,41.5205,22.3222,41.5205,22.3222,41.5205,70.0035,40,5.87269,101,11.6222,12,0.184983,5,75.51,8.51714,12.5364,0.203799,0.835982,0.442928,0.461741,1.6586,1.9142,1.16103,0.179554,1.14199,0.5726,1.13966,0.0266651,0,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.08,-512,1893,11178,87029,5,0,0,0,0,1
cov1075,1,1,120,637,14280,0,0,0,0.142857,0.142857,0.142857,17.1429,120,0,0,0,0,1,0,0,0,0,120,1,0,0,2,2,0,0,-512,-512,-512,-512,2.75039,0.863541,22.4176,20,0.679384,25,119,119,0,0,22.4176,0.679384,119,0,0.409314,0.762443,0.00427048,25.219,1,0,0.00840336,0,0.0916698,0,0,0,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,0,0,-512,-512,-512,-512,-512,-512,22.4176,20,0.679384,25,119,119,0,0,22.4176,0.679384,119,0,0.409314,0.762443,0.00427048,25.219,1,0,0.00840336,0,0.0916698,0,0,1221,0,0,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0,-512,637,120,14280,-512,0,0,0,0,4
csched007,1,1,1758,351,6379,0,0,0,0.015227,0.0722772,0.495238,269.252,1457,0,301,0,0,0.828783,0,0.171217,0,0,1457,0.828783,0,0,2,2,0,0,-512,-512,0.166113,2.24054,-72.96,-0.6394,16.604,16,0.8011,32,4,4,0,0,-337.584,-3.04923,-81.326,-0.507871,1,0,0.411354,1.17279,0,0,0,0,0,0,1.5698,2,0.463772,2,1.83056,2,0.204929,1,0.145299,2.42536,0.169435,2.21404,-512,-512,0.00569801,13.2098,0.166113,0.372182,0.166113,0.372182,0.166113,0.372182,18.1738,17,0.710727,30,3.62856,4,0.229247,2,-337.439,-3.0497,-67.3726,-0.720501,1,0,0.480388,0.916082,0.0284414,0.16623,0.0284414,0.16623,0.0284414,0.16623,0.2975,1125,0,2,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,276,1682,6208,50,0,0,15,130,3
csched008,1,1,1536,351,5687,0,0,0,0.0162862,0.0733845,0.5,171,1284,0,252,0,0,0.835938,0,0.164062,0,0,1284,0.835938,0,0,2,2,0,0,-512,-512,0.166113,2.24054,26.5,0.458844,14.6325,14,0.75891,29,4,4,0,0,-316.672,-3.20215,-86.567,-0.529916,1,0,0.401517,0.965774,0,0,0,0,0,0,1.5698,2,0.463772,2,2.18651,2,1.38056,0,0.145299,2.42536,0.202381,15.5342,0,6.33047e+08,0.00569801,13.2098,0.00396825,0.062869,7.93651e-05,0.00125738,0.000561196,0.00889101,16.2023,16,0.66039,27,3.70247,4,0.376771,2,-316.527,-3.20276,-72.3314,-0.730687,0.927746,0.279675,0.455876,0.833604,0.000651042,0.0255072,1.30208e-05,0.000510144,9.20712e-05,0.00360726,0.0701754,2707,0,3,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,266,1492,5288,50,0,49,5,35,3
csched010,1,1,1758,351,6376,0,0,0,0.0138915,0.0669604,0.481061,332.423,1457,0,301,0,0,0.828783,0,0.171217,0,0,1457,0.828783,0,0,2,2,0,0,-512,-512,0.166113,2.24054,-64.74,-0.664467,16.5954,16,0.822461,31,3.99794,4,0.0113383,0,-302.704,-3.01531,-72.9231,-0.548339,1,0,0.385463,1.07866,0,0,0,0,0,0,1.5698,2,0.463772,2,1.83056,2,0.204929,1,0.145299,2.42536,0.169435,2.21404,-512,-512,0.00569801,13.2098,0.166113,0.372182,0.166113,0.372182,0.166113,0.372182,18.1652,17,0.730739,31,3.62685,4,0.229427,2,-302.558,-3.0158,-60.4084,-0.755577,1,0,0.45186,0.859891,0.0284414,0.16623,0.0284414,0.16623,0.0284414,0.16623,0.376773,912,0,1,-512,0,0,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,0,-512,-512,-512,-512,0.01,-512,271,1677,6210,50,0,0,39,149,5
