@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute EXIST_VARS numeric
@attribute FORALL_VARS numeric
@attribute TOTAL_VARS numeric
@attribute CLAUSES numeric
@attribute LITERALS numeric
@attribute EXIST_SET numeric
@attribute FORALL_SET numeric
@attribute TOTAL_SET numeric
@attribute UNARY_CLAUSES numeric
@attribute BINARY_CLAUSES numeric
@attribute TERNARY_MORE_CLAUSES numeric
@attribute POS_HORN numeric
@attribute NEG_HORN numeric
@attribute EXIST_LIT_PER_CLAUSE numeric
@attribute FORALL_LIT_PER_CLAUSE numeric
@attribute EXIST_VARS_PER_SET numeric
@attribute FORALL_POS_LITS_PER_CLAUSE numeric
@attribute FORALL_NEG_LITS_PER_CLAUSE numeric
@attribute OCCS_POS_NO_PER_VAR numeric
@attribute OCCS_FORALL_NO_PER_VAR numeric
@attribute OCCS_FORALL_POS_NO_PER_VAR numeric
@attribute W_OCCS_POS_NO_PER_VAR numeric
@attribute W_OCCS_FORALL_NO_PER_VAR numeric
@attribute W_OCCS_FORALL_POS_NO_PER_VAR numeric
@attribute W_PRODUCTS numeric
@attribute LITN_LIT numeric
@attribute LITEP_LIT numeric
@attribute LITEN_LITE numeric
@attribute LITEN_LITN numeric
@attribute LITFN_LIT numeric
@attribute LITFP_LITFN numeric
@attribute OCCP_OCCN numeric
@attribute OCCE_OCC numeric
@attribute OCCEN_OCC numeric
@attribute OCCFP_OCCF numeric
@attribute OCCEN_OCCE numeric
@attribute OCCEN_OCCN numeric
@attribute OCCFP_OCCFN numeric
@attribute TERMORE_CLAUSE numeric
@attribute NEG_HORN_CLAUSE numeric
@attribute WOCCN_WOCC numeric
@attribute WOCCEP_WOCC numeric
@attribute WOCCFN_WOCC numeric
@attribute WOCCEP_WOCCE numeric
@attribute WOCCEP_WOCCP numeric
@attribute WOCCFN_WOCCN numeric

@data
eval2012r2/ii8a3-90,1,1856,264,2120,5531,13459,2,1,3,0,5382,149,5454,3777,1.721208,0.712168,928,0.416742,0.295426,2.608962,14.920455,8.731061,5.173585,29.840909,17.462121,14.690733,0.589048,0.239691,0.661134,0.793895,0.121406,1.410649,0.697654,0.807945,0.534161,0.585174,0.661134,0.90682,1.410649,0.026939,0.682878,0.61459,0.255196,0.922167,0.308941,0.662142,1.500459
eval2012r2/s820_d7_s,1,7865,1723,9588,26960,71243,2,1,3,5,19451,7504,15848,20583,1.60701,1.035534,3932.5,0.517767,0.517767,3.861702,16.203134,8.101567,8.298811,32.406268,16.203134,28.590337,0.480286,0.323779,0.467582,0.592045,0.195935,1,1.082094,0.741354,0.346644,0.5,0.467582,0.721745,1,0.278338,0.763464,0.473475,0.416661,1.028022,0.542069,0.791342,2.171227
eval2012r2/C5315.blif_0.10_1.00_0_0_inp_exact,1,5605,2,5607,15230,35163,2,1,3,0,11966,3264,11925,8911,2.308536,0.000263,2802.5,0.000131,0.000131,2.774924,2,1,8.323703,4,2,58.398394,0.557518,0.442425,0.557524,0.999898,0.000057,1,0.793665,1.000243,0.55766,0.5,0.557524,1.000255,1,0.214314,0.585095,0.557524,0.442596,0.106317,0.442471,1.000271,0.190695
eval2012r2/uclid-pipe2,1,1357,115,1472,3814,8786,2,2,4,1,2654,1159,3327,2806,1.973256,0.330362,678.5,0.165181,0.165181,2.807745,10.956522,5.478261,10.599185,28.347826,14.173913,33.874724,0.529593,0.398702,0.534547,0.864603,0.071705,1,0.888244,0.929182,0.496692,0.5,0.534547,0.937875,1,0.30388,0.735711,0.531246,0.455356,0.626848,0.465361,0.971418,1.179957
eval2012r2/C6288.blif_0.10_0.20_0_0_out_exact,1,4570,66,4636,13583,31766,2,1,3,0,9012,4571,9458,5081,2.32629,0.012368,2285,0.006184,0.006184,2.950388,2.545455,1.272727,8.420621,5.090909,2.545455,39.054705,0.569414,0.427942,0.569783,0.995356,0.002644,1,0.756192,1.009077,0.574955,0.5,0.569783,1.009731,1,0.336524,0.374071,0.572449,0.431859,0.129244,0.427284,1.010076,0.225773
eval2012r2/C880.blif_0.10_0.20_0_1_inp_exact,1,1030,16,1046,2644,6067,11,10,21,0,1988,656,2054,1558,2.274206,0.020424,93.636364,0.010212,0.010212,2.602294,3.375,1.6875,54.016252,44.25,22.125,240.473786,0.551343,0.444206,0.551804,0.991928,0.00445,1,0.813752,1.006495,0.555388,0.5,0.551804,1.007337,1,0.248109,0.589259,0.551882,0.452228,0.183549,0.447825,1.009171,0.332587
eval2012r2/s1269_d8_s,1,15833,4009,19842,49654,128753,2,1,3,37,34956,14661,29849,36075,1.5723,1.020703,7916.5,0.510352,0.510352,3.28475,12.642055,6.321028,7.149934,25.284111,12.642055,14.017811,0.49379,0.309391,0.489759,0.601412,0.196819,1,1.025151,0.759897,0.372167,0.5,0.489759,0.753693,1,0.295263,0.726528,0.485002,0.414833,0.910586,0.523729,0.805504,1.877488
eval2012r2/k_branch_n-21,1,15028,133,15161,88626,243696,24,23,47,1,77535,11090,71377,41299,2.499447,0.250265,626.166667,0.125133,0.125133,7.026911,166.766917,83.383459,216.913198,4168.481203,2084.240602,3861.812084,0.562836,0.391656,0.569128,0.919146,0.045508,1,0.776715,0.91703,0.521907,0.5,0.569128,0.927281,1,0.125133,0.465992,0.589878,0.378875,3.940712,0.403446,0.923812,6.680551
eval2012r2/adder-10-sat,1,1095,400,1495,3641,26333,2,2,4,0,20,3621,1630,40,5.249382,1.982972,547.5,1.053282,0.92969,3.882943,18.05,9.5875,8.182609,30.49,16.4825,72.600913,0.779554,0.074811,0.896929,0.835103,0.128546,1.132939,0.282784,0.990959,0.888819,0.531163,0.896929,1.140164,1.132939,0.994507,0.010986,0.854035,0.09188,0.249871,0.078758,0.629467,0.292577
eval2012r2/k_ph_p-17,1,6675,11,6686,145544,426410,3,2,5,1,140433,5110,130634,32487,2.705477,0.22429,2225,0.112145,0.112145,24.728537,2967.636364,1483.818182,86.013611,11869.818182,5934.909091,7348.095281,0.612263,0.349459,0.62157,0.937482,0.038278,1,0.633285,0.924966,0.574931,0.5,0.62157,0.939026,1,0.03511,0.223211,0.646944,0.313493,24.360759,0.340251,0.887941,37.655144
eval2012r2/C6288.blif_0.10_0.20_0_1_inp_exact,1,4740,68,4808,14005,32692,8,7,15,0,9352,4653,9806,5348,2.321885,0.012424,592.5,0.006212,0.006212,2.93282,2.558824,1.279412,43.72213,20.882353,10.441176,261.272363,0.568671,0.428668,0.569039,0.99532,0.002661,1,0.758485,1.008947,0.57413,0.5,0.569039,1.009599,1,0.332238,0.381864,0.569037,0.435669,0.102917,0.430761,1.01092,0.180862
eval2012r2/ev-pr-4x4-7-3-0-0-1-s,1,4400,144,4544,43447,137483,4,3,7,32,8281,35134,29003,12299,2.832946,0.331438,1100,0.165719,0.165719,13.872139,100,50,81.059199,400,200,258.483182,0.541507,0.406123,0.546363,0.903288,0.05237,1,0.846698,0.924559,0.505145,0.5,0.546363,0.93285,1,0.808663,0.283081,0.472808,0.501876,1.300759,0.529636,0.951978,2.751138
eval2012r2/s820_d6_s,1,6603,1435,8038,22630,59767,2,1,3,5,16332,6293,13318,17267,1.617897,1.023155,3301.5,0.511578,0.511578,3.863648,16.135192,8.067596,8.267355,32.270383,16.135192,29.781614,0.480382,0.325916,0.467976,0.596775,0.193702,1,1.081676,0.745728,0.348983,0.5,0.467976,0.726469,1,0.278082,0.763014,0.473519,0.417593,1.027521,0.541827,0.793177,2.169968
eval2012r2/lights3_021_0_013,1,726,21,747,2023,4982,22,21,43,19,1251,753,1553,1408,2.441918,0.020761,33,0.010381,0.010381,3.14324,2,1,70.825971,44,22,363.944904,0.528703,0.467081,0.528947,0.992027,0.004215,1,0.89142,1.020251,0.539659,0.5,0.528947,1.020722,1,0.372219,0.695996,0.528794,0.480602,0.146366,0.470967,1.019941,0.276792
eval2012r2/c4_Debug_s3_f1_e1_v3,1,50313,12,50325,574443,7817609,2,1,3,8,568,573867,1388,1072,1.629977,11.979048,25156.5,5.989524,5.989524,76.384183,573440,286720,153.620864,1146880,573440,72727.98724,0.508285,0.051601,0.569175,0.13412,0.440114,1,0.967399,0.1198,0.068187,0.5,0.569175,0.134152,1,0.998997,0.001866,0.512259,0.053619,1820.651635,0.406938,0.109934,3554.160851
eval2012r2/b14_C_3_105,1,2059,31,2090,122853,251979,2,1,3,1393,117452,4008,121756,2592,2.019088,0.031973,1029.5,0.015987,0.015987,3.828708,126.709677,63.354839,6.867943,253.419355,126.709677,415.251093,0.968243,0.023962,0.975658,0.99195,0.007794,1,0.032798,0.999233,0.974909,0.5,0.975658,1.006885,1,0.032624,0.021098,0.94581,0.039953,0.999774,0.040564,0.737284,1.057056
eval2012r2/ev-pr-6x6-15-5-0-1-2-lg,1,6341,49,6390,51632,204669,8,7,15,72,4138,47422,19870,24855,3.722943,0.241052,792.625,0.120526,0.120526,18.071049,254,127,200.803912,2032,1016,15948.213373,0.435801,0.533794,0.431644,0.930232,0.030405,1,1.294624,0.946447,0.408529,0.5,0.431644,0.93742,1,0.918461,0.481388,0.385266,0.595449,3.110346,0.620481,0.968629,8.073238
eval2012r2/tlc02-uniform-depth-168,1,38028,169,38197,102068,234202,2,1,3,186,71630,30252,59816,61674,2.291257,0.003312,19014,0.001656,0.001656,3.096474,2,1,9.25845,4,2,31.773588,0.494983,0.504295,0.494976,0.998542,0.000722,1,1.020272,1.002994,0.496458,0.5,0.494976,1.00298,1,0.296391,0.604244,0.494966,0.506794,0.109097,0.505039,1.003484,0.220413
eval2012r2/ev-pr-8x8-5-7-0-1-2-lg,1,4045,16,4061,37358,140965,3,2,5,128,8600,28630,18966,17637,3.554928,0.218427,1348.333333,0.109214,0.109214,18.242305,510,255,66.974144,1530,765,14936.225711,0.474465,0.496591,0.472896,0.938998,0.028943,1,1.107636,0.94584,0.447284,0.5,0.472896,0.942712,1,0.766369,0.472108,0.442471,0.534544,6.36827,0.560568,0.958775,14.392503
eval2012r2/k_branch_p-10,1,3764,56,3820,16170,42982,13,12,25,1,13406,2763,12220,9686,2.385776,0.272356,289.538462,0.136178,0.136178,5.258377,78.642857,39.321429,92.326963,1100.142857,550.071429,716.536663,0.532665,0.416104,0.536394,0.903822,0.051231,1,0.877353,0.910892,0.488597,0.5,0.536394,0.917269,1,0.170872,0.599011,0.545554,0.420925,2.707526,0.450518,0.926238,4.96289
eval2012r2/audio_ddksynth_voice.cpp,1,48123,256,48379,163800,422523,2,1,3,2,75406,88392,116199,121382,2.48417,0.095336,24061.5,0.047668,0.047668,4.217842,61,30.5,12.384568,122,61,91.141305,0.517056,0.464465,0.51771,0.96426,0.018479,1,0.934027,0.968164,0.501229,0.5,0.51771,0.96939,1,0.539634,0.741038,0.517413,0.472509,2.376973,0.482137,0.979118,4.593954
eval2012r2/biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-009,1,31193,403,31596,90553,211289,10,9,19,1,60368,30184,67938,45246,2.087319,0.246,3119.3,0.123,0.123,2.865964,55.275434,27.637717,44.535163,498.282878,249.141439,246.159459,0.571426,0.37586,0.579844,0.907749,0.052715,1,0.750008,0.906128,0.525413,0.5,0.579844,0.919477,1,0.33333,0.499663,0.58464,0.390706,2.323633,0.410027,0.940644,3.974469
eval2012r2/cube_c9_par---10_,1,837,10,847,24106,228276,2,1,3,3,1950,22153,3897,2530,1.304489,8.165187,418.5,4.43653,3.728657,134.659976,19683,10694.7,275.305785,39366,21389.4,5572.795699,0.500355,0.031147,0.773898,0.213064,0.393747,1.189847,0.998582,0.1394,0.107881,0.543347,0.773898,0.21561,1.189847,0.918983,0.104953,0.516214,0.040499,31.589717,0.218366,0.083713,61.19503
eval2012r2/s298_d24_u,1,10871,2654,13525,35533,93071,2,1,3,14,25645,9874,20823,26458,1.560887,1.058396,5435.5,0.529198,0.529198,3.526063,14.170309,7.085154,7.729094,28.340618,14.170309,15.888511,0.487595,0.310365,0.479184,0.585642,0.202039,1,1.05088,0.741407,0.355271,0.5,0.479184,0.728618,1,0.277883,0.744604,0.479954,0.414239,0.953438,0.532032,0.796544,1.986519
eval2012r2/ring_r6_ser--opt-17_,1,800,13,813,82019,1110890,2,1,3,6,1632,80381,2872,2065,1.06529,12.479011,400,6.785086,5.693925,726.651907,78732,42808.153846,1493.773678,157464,85616.307692,252357.5325,0.468203,0.030842,0.60787,0.102115,0.420393,1.191636,1.135826,0.07993,0.048587,0.54372,0.60787,0.103774,1.191636,0.980029,0.025177,0.473115,0.044719,25.342189,0.393267,0.084874,53.564579
eval2012r2/ev-pr-4x4-9-3-0-0-1-lg,1,1582,24,1606,10664,39502,5,4,9,32,1312,9320,4143,5546,3.420668,0.283571,316.4,0.141785,0.141785,14.117061,126,63,94.784558,630,315,1889.6378,0.426054,0.535669,0.419924,0.91016,0.038277,1,1.347118,0.937456,0.393661,0.5,0.419924,0.923968,1,0.873968,0.520068,0.387985,0.590443,2.033925,0.619265,0.964754,5.242275
eval2012r2/sortnetsort10.AE.stepl.010,1,8331,1890,10221,17080,45277,1,1,2,450,13698,2932,15538,10371,1.928981,0.721897,8331,0.474239,0.247658,1.970355,6.52381,4.285714,3.148224,6.52381,4.285714,23.385668,0.555205,0.265897,0.634595,0.831729,0.093425,1.914894,0.801138,0.89276,0.566541,0.656934,0.634595,1.020418,1.914894,0.171663,0.607201,0.588643,0.377639,0.292437,0.365405,0.918032,0.496798
eval2012r2/filesys_fastfat_easup.c,1,24374,208,24582,82890,213789,2,1,3,2,38250,44638,58766,61413,2.479587,0.099602,12187,0.049801,0.049801,4.198153,39.692308,19.846154,12.299609,79.384615,39.692308,91.675597,0.517286,0.463406,0.51798,0.962673,0.019309,1,0.933168,0.969587,0.502227,0.5,0.51798,0.970888,1,0.538521,0.740898,0.517685,0.473148,1.556487,0.481836,0.980994,3.006626
eval2012r2/lights3_035_0_002,1,1274,35,1309,3523,8638,36,35,71,21,2231,1271,2731,2488,2.432018,0.019869,35.388889,0.009935,0.009935,3.119939,2,1,113.925898,72,36,576.186813,0.527205,0.468743,0.527428,0.992314,0.004052,1,0.896794,1.019146,0.537526,0.5,0.527428,1.019576,1,0.360772,0.706216,0.527166,0.481719,0.149413,0.472615,1.018791,0.283427
eval2012r2/k_ph_n-18,1,7198,11,7209,170041,499040,3,2,5,1,164534,5506,154002,35313,2.724378,0.210443,2399.333333,0.105222,0.105222,26.582744,3253.090909,1626.545455,91.700791,13011.636364,6505.818182,8790.342873,0.615993,0.348154,0.624953,0.941797,0.035853,1,0.623396,0.929713,0.581026,0.5,0.624953,0.943236,1,0.03238,0.207673,0.652276,0.310555,24.669668,0.335326,0.893108,37.820895
eval2012r2/s38584_3_238,1,1362,35,1397,45089,94417,2,1,3,619,41852,2618,44963,873,2.037459,0.056555,681,0.028277,0.028277,3.723694,72.857143,36.428571,6.750895,145.714286,72.857143,230.548458,0.944904,0.041592,0.957253,0.985709,0.013504,1,0.058309,0.997996,0.955335,0.5,0.957253,1.011039,1,0.058063,0.019362,0.908496,0.068478,0.987527,0.070238,0.748364,1.08699
eval2012r2/test4_quant_squaring4,1,518,72,590,1540,4032,4,3,7,1,586,953,1262,726,1.950649,0.667532,129.5,0.333766,0.333766,3.169492,14.277778,7.138889,15.762712,61.666667,30.833333,47.222008,0.53621,0.33631,0.548602,0.762257,0.12748,1,0.86494,0.848597,0.465542,0.5,0.548602,0.868208,1,0.618831,0.471429,0.542458,0.396738,0.894995,0.445675,0.867107,1.649888
eval2012r2/Umbrella_tbm_25.tex.module.000099,1,1446,230,1676,4541,12598,10,10,20,0,2212,2329,2538,2224,2.087205,0.687073,144.6,0.491081,0.195992,2.981504,13.565217,9.695652,39.200477,139.565217,113.26087,80.276625,0.60335,0.219638,0.708061,0.88291,0.070646,2.505618,0.657413,0.872009,0.617435,0.714744,0.708061,1.023345,2.505618,0.512883,0.48976,0.545832,0.317688,0.304757,0.352257,0.699493,0.558334
eval2012r2/adder-12-sat,1,1590,576,2166,5294,40370,2,2,4,0,24,5270,2364,48,5.643748,1.981866,795,1.053268,0.928598,3.89843,18.215278,9.680556,8.21422,30.756944,16.638889,78.161006,0.790835,0.071043,0.90401,0.846019,0.121774,1.134255,0.264487,1.008217,0.911438,0.531453,0.90401,1.152501,1.134255,0.995467,0.009067,0.863319,0.085898,0.234918,0.072989,0.628455,0.27211
eval2012r2/s298_d22_u,1,9937,2422,12359,32475,85051,2,1,3,14,23439,9022,19035,24178,1.562771,1.056197,4968.5,0.528099,0.528099,3.526013,14.16185,7.080925,7.724088,28.323699,14.16185,15.944853,0.487625,0.310731,0.479261,0.586478,0.201644,1,1.050756,0.742153,0.355685,0.5,0.479261,0.729423,1,0.277814,0.744511,0.479967,0.414391,0.953463,0.531987,0.796855,1.98652
eval2012r2/b22_PR_8_20,1,16402,332,16734,48764,115147,2,1,3,3,32082,16679,36612,39076,2.347695,0.013617,8201,0.006808,0.006808,3.538724,2,1,5.339249,4,2,22.969333,0.485727,0.51139,0.485644,0.994064,0.002883,1,1.05877,1.014358,0.492617,0.5,0.485644,1.014185,1,0.342035,0.801329,0.470803,0.535896,0.198229,0.529429,1.012659,0.421045
eval2012r2/incrementer-enc03-uniform-depth-24,1,14831,50,14881,39072,89902,2,1,3,46,27222,11804,22569,23167,2.298372,0.002559,7415.5,0.00128,0.00128,3.061152,2,1,8.682817,4,2,28.887937,0.493304,0.50614,0.493296,0.998873,0.000556,1,1.027148,1.002255,0.494409,0.5,0.493296,1.00224,1,0.302109,0.592931,0.492912,0.508404,0.116803,0.507093,1.002595,0.236964
eval2012r2/stmt17_94_98,1,12772,537,13309,52415,132736,1,1,2,1,40183,12231,43581,37158,2.238291,0.294114,12772,0.147057,0.147057,4.433992,28.707635,14.353818,8.288827,28.707635,14.353818,91.489978,0.555418,0.386512,0.5627,0.895448,0.05807,1,0.800445,0.921022,0.518259,0.5,0.5627,0.933097,1,0.233349,0.708919,0.558835,0.427593,0.763969,0.4373,0.969235,1.367074
eval2012r2/Core1108_tbm_09.tex.moduleQ3.2S.000010,1,2944,205,3149,10274,30387,10,10,20,0,2630,7644,8666,2658,2.548861,0.408799,294.4,0.245766,0.163033,3.078438,20.487805,12.317073,32.799301,160.731707,111.585366,166.779891,0.680982,0.235923,0.726238,0.919055,0.055122,1.507463,0.468468,0.921792,0.66944,0.60119,0.726238,0.983051,1.507463,0.744014,0.258711,0.664376,0.279487,0.502898,0.292623,0.832737,0.756948
eval2012r2/vis.prodcell.23.E-f4,1,17404,61,17465,52030,121402,2,1,3,1,34686,17343,38018,27329,2.289602,0.043706,8702,0.021853,0.021853,2.979101,37.278689,18.639344,8.741884,74.557377,37.278689,69.402206,0.571424,0.419211,0.572787,0.98361,0.009366,1,0.750014,0.984708,0.564028,0.5,0.572787,0.987058,1,0.333327,0.525255,0.572788,0.422324,1.821793,0.426274,0.988559,3.18057
eval2012r2/counter_r_8,1,468,8,476,1249,3713,9,8,17,10,42,1197,650,643,2.05044,0.922338,52,0.461169,0.461169,3.892857,144,72,37.102941,1296,648,97.948718,0.500943,0.343927,0.501367,0.690323,0.155131,1,0.996237,0.701529,0.351723,0.5,0.501367,0.702123,1,0.958367,0.514812,0.499873,0.359366,8.734687,0.50018,0.718548,17.473827
eval2012r2/adder-12-unsat,1,1834,354,2188,5305,63811,2,1,3,0,1,5304,2364,4,11.347597,0.680867,917,0.377757,0.30311,3.869287,10.20339,5.661017,5.935101,20.40678,11.322034,117.424755,0.867327,0.101268,0.892656,0.970946,0.025199,1.246269,0.152968,1.12549,1.004676,0.554817,0.892656,1.158359,1.246269,0.999811,0.000754,0.922242,0.064135,0.119023,0.056189,0.824807,0.129058
eval2012r2/C5315.blif_0.10_0.20_0_1_inp_exact,1,5401,97,5498,14589,33648,16,15,31,0,11499,3090,11469,8648,2.249366,0.057029,337.5625,0.028515,0.028515,2.71335,8.57732,4.28866,82.842852,151.587629,75.793814,537.781522,0.556645,0.430991,0.558081,0.97779,0.012363,1,0.796476,0.992789,0.554057,0.5,0.558081,0.99535,1,0.211803,0.592775,0.557415,0.443262,0.404926,0.441753,1.001528,0.726436
eval2012r2/C6288.blif_0.10_1.00_0_1_out_exact,1,4621,34,4655,13735,32120,2,1,3,0,9114,4621,9554,5128,2.332144,0.006407,2310.5,0.003203,0.003203,2.971214,2.588235,1.294118,8.497744,5.176471,2.588235,39.174638,0.569396,0.429234,0.569587,0.997594,0.00137,1,0.756247,1.004598,0.572206,0.5,0.569587,1.004934,1,0.33644,0.373353,0.572301,0.429887,0.130268,0.427561,1.005117,0.227622
eval2012r2/stmt27_149_224,1,2403,178,2581,8330,20535,1,1,2,1,5963,2366,6398,4894,2.190276,0.27491,2403,0.137455,0.137455,3.420767,12.865169,6.432584,6.397908,12.865169,6.432584,69.191011,0.570051,0.37419,0.578844,0.902187,0.055758,1,0.754229,0.954297,0.552388,0.5,0.578844,0.969016,1,0.284034,0.587515,0.574188,0.425641,0.42812,0.421156,0.999599,0.74561
eval2012r2/s298_d21_u,1,9470,2306,11776,30946,81041,2,1,3,14,22336,8596,18141,23038,1.563853,1.054934,4735,0.527467,0.527467,3.525985,14.156982,7.078491,7.721213,28.313964,14.156982,15.977191,0.487642,0.310941,0.479306,0.586958,0.201417,1,1.050684,0.74258,0.355923,0.5,0.479306,0.729886,1,0.277774,0.744458,0.479974,0.414478,0.953477,0.531961,0.797034,1.986519
eval2012r2/lut4_AND_f1,1,67,8,75,675,4679,2,1,3,0,2,673,56,51,3.708148,3.223704,33.5,1.611852,1.611852,30.226667,272,136,52.28,544,272,1212.477612,0.515495,0.251977,0.528965,0.548922,0.232528,1,0.939884,0.598817,0.316753,0.5,0.528965,0.614465,1,0.997037,0.075556,0.526278,0.235998,2.464661,0.444586,0.498179,4.683196
