@relation FEATURE_COST_GRAPHS-2015

@attribute instance_id string
@attribute repetition numeric
@attribute cheap_pattern numeric
@attribute cheap_target numeric
@attribute distance_pattern numeric
@attribute distance_target numeric
@attribute lad_features numeric

@data
g12-g74,1,0,0,19,19,0
g12-g75,1,0,0,32,32,4
g12-g76,1,0,0,154,154,16
g12-g77,1,0,0,318,318,19
g12-g78,1,0,0,67,67,0
g12-g79,1,0,0,42,42,0
g12-g80,1,0,1,22,22,0
g12-g81,1,0,1,207,207,1
g12-g82-normed,1,0,1,206,206,1
g12-g83,1,0,1,163,163,1
g12-g84,1,0,1,789,789,14
g12-g85,1,0,1,88,88,0
g12-g86-normed,1,0,1,88,88,0
g12-g87,1,0,1,128,128,0
g12-g88,1,0,1,141,141,1
g12-g89,1,0,1,110,110,1
g12-g90,1,0,2,263,263,0
g12-g91,1,0,2,161,161,0
g12-g92,1,0,3,228,228,1
g12-g93-normed,1,0,3,5592,5592,48
g12-g94,1,0,4,468,468,1
g12-g95,1,0,5,151,151,0
g12-g96,1,0,5,174,174,1
g12-g97,1,0,5,178,178,0
g12-g98,1,0,5,269,269,1
g12-g99,1,0,5,267,267,0
g13-g100,1,0,5,126,126,0
g13-g101,1,0,6,701,701,2
g13-g102,1,0,6,825,825,2
g13-g103,1,0,6,1139,1139,2
g13-g104,1,0,14,1395,1395,5
g13-g105,1,0,14,1403,1403,5
g13-g106,1,0,25,4936,4936,8
g13-g107,1,0,25,2991,2991,6
g13-g108,1,0,29,3669,3669,6
g13-g109,1,0,31,4228,4228,5
g13-g110,1,0,36,9916,9916,19
g13-g111,1,0,40,5749,5749,10
g13-g112,1,0,54,5994,5994,85
g13-g15,1,0,0,0,0,0
g13-g20,1,0,0,0,0,0
g13-g21,1,0,0,0,0,0
g13-g23,1,0,0,0,0,0
g13-g25,1,0,0,0,0,0
g13-g26,1,0,0,0,0,0
g13-g27,1,0,0,0,0,0
g13-g29,1,0,0,1,1,0
g13-g30,1,0,0,1,1,0
g13-g31,1,0,0,1,1,0
g13-g32,1,0,0,3,3,0
g13-g38,1,0,0,0,0,0
g13-g40,1,0,0,3,3,0
g13-g43,1,0,0,1,1,0
g13-g44,1,0,0,1,1,0
g13-g45,1,0,0,1,1,0
g13-g46,1,0,0,1,1,0
g13-g47,1,0,0,2,2,0
g13-g48,1,0,0,2,2,0
g13-g49,1,0,0,1,1,0
g13-g50,1,0,0,3,3,0
g13-g51,1,0,0,1,1,0
g13-g52,1,0,0,1,1,0
g13-g53,1,0,0,2,2,0
g13-g54,1,0,0,5,5,0
g13-g55,1,0,0,5,5,0
g13-g56,1,0,0,5,5,0
g13-g57,1,0,0,1,1,0
g13-g58-normed,1,0,0,3,3,0
g13-g59-normed,1,0,0,3,3,0
g13-g60-normed,1,0,0,6,6,0
g13-g61,1,0,0,5,5,0
g13-g62,1,0,0,8,8,0
g13-g63,1,0,0,23,23,0
g13-g64,1,0,0,51,51,4
g13-g65,1,0,0,27,27,0
g13-g66-normed,1,0,0,27,27,0
g13-g67,1,0,0,12,12,0
g13-g68,1,0,0,57,57,1
g13-g69,1,0,0,23,23,0
g13-g70,1,0,0,17,17,0
g13-g71,1,0,0,22,22,0
g13-g72,1,0,0,7,7,0
g13-g73-normed,1,0,0,29,29,1
g13-g74,1,0,0,19,19,1
g13-g75,1,0,0,32,32,4
g13-g76,1,0,0,155,155,14
g13-g77,1,0,0,319,319,19
g13-g78,1,0,0,67,67,1
g13-g79,1,0,0,42,42,0
g13-g80,1,0,1,21,21,0
g13-g81,1,0,1,205,205,0
g13-g82-normed,1,0,1,206,206,1
g13-g83,1,0,1,164,164,0
g13-g84,1,0,1,772,772,14
g13-g85,1,0,1,91,91,0
g13-g86-normed,1,0,1,88,88,0
g13-g87,1,0,1,130,130,1
g13-g88,1,0,1,142,142,0
g13-g89,1,0,1,110,110,0
g13-g90,1,0,2,266,266,0
g13-g91,1,0,2,164,164,0
g13-g92,1,0,3,228,228,0
g13-g93-normed,1,0,3,5643,5643,47
g13-g94,1,0,4,469,469,0
g13-g95,1,0,5,150,150,0
g13-g96,1,0,5,175,175,0
g13-g97,1,0,5,181,181,0
g13-g98,1,0,5,267,267,0
g13-g99,1,0,5,269,269,0
g14-g100,1,0,5,129,129,0
g14-g101,1,0,6,702,702,2
g14-g102,1,0,6,826,826,4
g14-g103,1,0,6,1146,1146,4
g14-g104,1,0,14,1405,1405,3
g14-g105,1,0,14,1402,1402,3
g14-g106,1,0,25,4963,4963,7
g14-g107,1,0,25,2997,2997,7
g14-g108,1,0,29,3679,3679,9
g14-g109,1,0,31,4232,4232,4
g14-g110,1,0,36,9871,9871,22
g14-g111,1,0,40,5778,5778,13
g14-g112,1,0,54,5960,5960,89
g14-g15,1,0,0,0,0,0
g14-g20,1,0,0,0,0,0
g14-g21,1,0,0,0,0,0
g14-g23,1,0,0,0,0,0
g14-g25,1,0,0,0,0,0
g14-g26,1,0,0,0,0,0
g14-g27,1,0,0,0,0,0
g14-g29,1,0,0,1,1,0
g14-g30,1,0,0,1,1,0
g14-g31,1,0,0,1,1,0
g14-g32,1,0,0,3,3,0
g14-g38,1,0,0,0,0,0
g14-g40,1,0,0,3,3,0
g14-g43,1,0,0,1,1,0
g14-g44,1,0,0,1,1,0
g14-g45,1,0,0,1,1,0
g14-g46,1,0,0,2,2,0
g14-g47,1,0,0,2,2,0
g14-g48,1,0,0,2,2,0
g14-g49,1,0,0,1,1,0
g14-g50,1,0,0,3,3,0
g14-g51,1,0,0,1,1,0
g14-g52,1,0,0,1,1,0
g14-g53,1,0,0,2,2,0
g14-g54,1,0,0,5,5,0
g14-g55,1,0,0,5,5,0
g14-g56,1,0,0,5,5,0
g14-g57,1,0,0,1,1,0
g14-g58-normed,1,0,0,3,3,0
g14-g59-normed,1,0,0,3,3,0
g14-g60-normed,1,0,0,5,5,0
g14-g61,1,0,0,5,5,0
g14-g62,1,0,0,8,8,0
g14-g63,1,0,0,24,24,0
g14-g64,1,0,0,50,50,6
g14-g65,1,0,0,27,27,0
g14-g66-normed,1,0,0,27,27,0
g14-g67,1,0,0,12,12,0
g14-g68,1,0,0,59,59,1
g14-g69,1,0,0,23,23,0
g14-g70,1,0,0,17,17,0
g14-g71,1,0,0,22,22,0
g14-g72,1,0,0,7,7,0
g14-g73-normed,1,0,0,30,30,2
g14-g74,1,0,0,19,19,1
g14-g75,1,0,0,32,32,4
g14-g76,1,0,0,155,155,15
g14-g77,1,0,0,319,319,18
g14-g78,1,0,0,68,68,1
g14-g79,1,0,0,42,42,0
g14-g80,1,0,1,21,21,0
g14-g81,1,0,1,206,206,0
g14-g82-normed,1,0,1,208,208,1
g14-g83,1,0,1,162,162,1
g14-g84,1,0,1,791,791,14
g14-g85,1,0,1,88,88,0
g14-g86-normed,1,0,1,88,88,0
g14-g87,1,0,1,128,128,1
g14-g88,1,0,1,141,141,1
g14-g89,1,0,1,110,110,0
g14-g90,1,0,2,264,264,2
g14-g91,1,0,2,161,161,0
g14-g92,1,0,3,193,193,1
g14-g93-normed,1,0,3,5657,5657,45
g14-g94,1,0,4,470,470,2
g14-g95,1,0,5,151,151,0
g14-g96,1,0,5,175,175,1
g14-g97,1,0,5,180,180,0
g14-g98,1,0,5,266,266,0
g14-g99,1,0,5,270,270,1
g15-g100,1,0,5,125,125,0
g15-g101,1,0,6,704,704,1
g15-g102,1,0,6,824,824,3
g15-g103,1,0,6,1136,1136,3
g15-g104,1,0,14,1399,1399,2
g15-g105,1,0,14,1404,1404,3
g15-g106,1,0,25,4903,4903,7
g15-g107,1,0,25,2994,2994,6
g15-g108,1,0,29,3681,3681,8
g15-g109,1,0,31,4140,4140,5
g15-g110,1,0,36,9883,9883,21
g15-g111,1,0,40,5778,5778,9
g15-g112,1,0,54,5924,5924,82
g15-g20,1,0,0,0,0,0
g15-g21,1,0,0,0,0,0
g15-g23,1,0,0,0,0,0
g15-g25,1,0,0,0,0,0
g15-g26,1,0,0,0,0,0
g15-g27,1,0,0,0,0,0
g15-g29,1,0,0,1,1,0
g15-g30,1,0,0,1,1,0
g15-g31,1,0,0,1,1,0
g15-g32,1,0,0,3,3,0
g15-g38,1,0,0,0,0,0
g15-g40,1,0,0,3,3,0
g15-g43,1,0,0,1,1,0
g15-g44,1,0,0,1,1,0
g15-g45,1,0,0,1,1,0
g15-g46,1,0,0,1,1,0
g15-g47,1,0,0,2,2,0
g15-g48,1,0,0,2,2,0
g15-g49,1,0,0,1,1,0
g15-g50,1,0,0,3,3,0
g15-g51,1,0,0,1,1,0
g15-g52,1,0,0,1,1,0
g15-g53,1,0,0,2,2,0
g15-g54,1,0,0,5,5,0
g15-g55,1,0,0,5,5,0
g15-g56,1,0,0,5,5,0
g15-g57,1,0,0,1,1,0
g15-g58-normed,1,0,0,3,3,0
g15-g59-normed,1,0,0,3,3,0
g15-g60-normed,1,0,0,6,6,0
g15-g61,1,0,0,5,5,0
g15-g62,1,0,0,8,8,0
g15-g63,1,0,0,23,23,0
g15-g64,1,0,0,50,50,5
g15-g65,1,0,0,27,27,0
g15-g66-normed,1,0,0,27,27,0
g15-g67,1,0,0,13,13,0
g15-g68,1,0,0,57,57,1
g15-g69,1,0,0,23,23,0
g15-g70,1,0,0,17,17,0
g15-g71,1,0,0,22,22,0
g15-g72,1,0,0,8,8,0
g15-g73-normed,1,0,0,29,29,1
g15-g74,1,0,0,19,19,1
g15-g75,1,0,0,31,31,4
g15-g76,1,0,0,155,155,17
g15-g77,1,0,0,318,318,18
g15-g78,1,0,0,67,67,0
g15-g79,1,0,0,41,41,0
g15-g80,1,0,1,21,21,0
g15-g81,1,0,1,206,206,1
g15-g82-normed,1,0,1,208,208,0
g15-g83,1,0,1,162,162,1
g15-g84,1,0,1,790,790,14
g15-g85,1,0,1,88,88,0
g15-g86-normed,1,0,1,88,88,0
g15-g87,1,0,1,129,129,0
g15-g88,1,0,1,141,141,1
g15-g89,1,0,1,109,109,0
g15-g90,1,0,2,263,263,1
g15-g91,1,0,2,162,162,0
g15-g92,1,0,3,225,225,2
g15-g93-normed,1,0,3,5647,5647,46
g15-g94,1,0,4,467,467,1
g15-g95,1,0,5,152,152,1
g15-g96,1,0,5,176,176,0
g15-g97,1,0,5,182,182,2
g15-g98,1,0,5,268,268,0
g15-g99,1,0,5,249,249,0
g16-g100,1,0,5,130,130,0
g16-g101,1,0,6,705,705,2
g16-g102,1,0,6,823,823,2
g16-g103,1,0,6,1152,1152,4
g16-g104,1,0,14,1395,1395,4
g16-g105,1,0,14,1406,1406,3
g16-g106,1,0,25,4939,4939,8
g16-g107,1,0,25,2987,2987,5
g16-g108,1,0,29,3667,3667,6
g16-g109,1,0,31,4189,4189,5
g16-g110,1,0,36,9914,9914,21
g16-g111,1,0,41,5745,5745,9
g16-g112,1,0,54,5926,5926,30
g16-g20,1,0,0,0,0,0
g16-g21,1,0,0,0,0,0
g16-g22,1,0,0,0,0,0
g16-g23,1,0,0,0,0,0
g16-g25,1,0,0,0,0,0
g16-g26,1,0,0,0,0,0
g16-g27,1,0,0,0,0,0
g16-g28,1,0,0,0,0,0
g16-g29,1,0,0,1,1,0
g16-g30,1,0,0,1,1,0
g16-g31,1,0,0,1,1,0
g16-g32,1,0,0,3,3,0
g16-g33,1,0,0,0,0,0
g16-g37,1,0,0,1,1,0
g16-g38,1,0,0,0,0,0
g16-g40,1,0,0,3,3,0
g16-g43,1,0,0,1,1,0
g16-g44,1,0,0,1,1,0
g16-g45,1,0,0,1,1,0
g16-g46,1,0,0,1,1,0
g16-g47,1,0,0,2,2,0
g16-g48,1,0,0,2,2,0
g16-g49,1,0,0,1,1,0
g16-g50,1,0,0,3,3,0
g16-g51,1,0,0,1,1,0
g16-g52,1,0,0,1,1,0
g16-g53,1,0,0,2,2,0
g16-g54,1,0,0,5,5,0
g16-g55,1,0,0,5,5,0
g16-g56,1,0,0,5,5,0
g16-g57,1,0,0,1,1,0
g16-g58-normed,1,0,0,3,3,0
g16-g59-normed,1,0,0,3,3,0
g16-g60-normed,1,0,0,6,6,0
g16-g61,1,0,0,5,5,0
g16-g62,1,0,0,8,8,0
g16-g63,1,0,0,23,23,1
g16-g64,1,0,0,51,51,5
g16-g65,1,0,0,27,27,0
g16-g66-normed,1,0,0,27,27,0
g16-g67,1,0,0,13,13,0
g16-g68,1,0,0,56,56,1
g16-g69,1,0,0,23,23,0
g16-g70,1,0,0,17,17,0
g16-g71,1,0,0,22,22,0
g16-g72,1,0,0,7,7,0
g16-g73-normed,1,0,0,29,29,0
g16-g74,1,0,0,19,19,0
g16-g75,1,0,0,32,32,4
g16-g76,1,0,0,154,154,17
g16-g77,1,0,0,317,317,19
g16-g78,1,0,0,68,68,1
g16-g79,1,0,0,43,43,1
g16-g80,1,0,1,21,21,0
g16-g81,1,0,1,205,205,0
g16-g82-normed,1,0,1,207,207,1
g16-g83,1,0,1,162,162,1
g16-g84,1,0,1,789,789,15
g16-g85,1,0,1,89,89,0
g16-g86-normed,1,0,1,89,89,0
g16-g87,1,0,1,128,128,0
g16-g88,1,0,1,141,141,1
g16-g89,1,0,1,109,109,0
g16-g90,1,0,2,264,264,1
g16-g91,1,0,2,162,162,0
g16-g92,1,0,3,229,229,0
g16-g93-normed,1,0,3,5721,5721,48
g16-g94,1,0,4,468,468,2
g16-g95,1,0,5,152,152,0
g16-g96,1,0,5,172,172,0
g16-g97,1,0,5,179,179,0
g16-g98,1,0,5,269,269,1
g16-g99,1,0,5,269,269,2
g17-g100,1,0,5,132,132,0
g17-g101,1,0,6,706,706,2
g17-g102,1,0,6,791,791,1
g17-g103,1,0,6,1147,1147,2
g17-g104,1,0,14,1393,1393,6
g17-g105,1,0,14,1402,1402,5
g17-g106,1,0,25,4957,4957,12
g17-g107,1,0,25,2932,2932,9
g17-g108,1,0,29,3660,3660,11
g17-g109,1,0,31,4218,4218,5
g17-g110,1,0,36,9874,9874,27
g17-g111,1,0,40,5753,5753,13
g17-g112,1,0,54,5935,5935,131
g17-g18,1,0,0,0,0,0
g17-g19,1,0,0,0,0,0
g17-g20,1,0,0,0,0,0
g17-g21,1,0,0,0,0,0
g17-g22,1,0,0,0,0,0
g17-g23,1,0,0,0,0,0
g17-g24,1,0,0,0,0,0
g17-g25,1,0,0,0,0,0
g17-g26,1,0,0,0,0,0
g17-g27,1,0,0,0,0,0
g17-g28,1,0,0,0,0,0
g17-g29,1,0,0,1,1,0
g17-g30,1,0,0,1,1,0
g17-g31,1,0,0,1,1,0
g17-g32,1,0,0,3,3,0
g17-g33,1,0,0,0,0,0
g17-g34,1,0,0,0,0,0
g17-g35,1,0,0,0,0,0
g17-g36,1,0,0,1,1,0
g17-g37,1,0,0,1,1,0
g17-g38,1,0,0,0,0,0
g17-g39,1,0,0,0,0,0
g17-g40,1,0,0,3,3,0
g17-g41,1,0,0,1,1,0
g17-g42,1,0,0,1,1,0
g17-g43,1,0,0,1,1,0
g17-g44,1,0,0,1,1,0
g17-g45,1,0,0,1,1,0
g17-g46,1,0,0,2,2,0
g17-g47,1,0,0,1,1,0
g17-g48,1,0,0,2,2,0
g17-g49,1,0,0,1,1,0
g17-g50,1,0,0,3,3,0
g17-g51,1,0,0,1,1,0
g17-g52,1,0,0,1,1,0
g17-g53,1,0,0,2,2,0
g17-g54,1,0,0,5,5,0
g17-g55,1,0,0,5,5,0
g17-g56,1,0,0,5,5,0
g17-g57,1,0,0,1,1,0
g17-g58-normed,1,0,0,3,3,0
g17-g59-normed,1,0,0,3,3,0
