@relation FEATURE_RUNSTATUS_GRAPHS-2015

@attribute instance_id string
@attribute repetition numeric
@attribute cheap_pattern {ok, timeout, memout, presolved, crash, other}
@attribute cheap_target {ok, timeout, memout, presolved, crash, other}
@attribute distance_pattern {ok, timeout, memout, presolved, crash, other}
@attribute distance_target {ok, timeout, memout, presolved, crash, other}
@attribute lad_features {ok, timeout, memout, presolved, crash, other}

@data
g10-g21,1,ok,ok,ok,ok,ok
g10-g22,1,ok,ok,ok,ok,ok
g10-g23,1,ok,ok,ok,ok,ok
g10-g25,1,ok,ok,ok,ok,ok
g10-g26,1,ok,ok,ok,ok,ok
g10-g27,1,ok,ok,ok,ok,ok
g10-g28,1,ok,ok,ok,ok,presolved
g10-g29,1,ok,ok,ok,ok,ok
g10-g30,1,ok,ok,ok,ok,ok
g10-g31,1,ok,ok,ok,ok,ok
g10-g32,1,ok,ok,ok,ok,ok
g10-g33,1,ok,ok,ok,ok,ok
g10-g37,1,ok,ok,ok,ok,ok
g10-g38,1,ok,ok,ok,ok,ok
g10-g40,1,ok,ok,ok,ok,ok
g10-g41,1,ok,ok,ok,ok,ok
g10-g42,1,ok,ok,ok,ok,ok
g10-g43,1,ok,ok,ok,ok,ok
g10-g44,1,ok,ok,ok,ok,ok
g10-g45,1,ok,ok,ok,ok,ok
g10-g46,1,ok,ok,ok,ok,ok
g10-g47,1,ok,ok,ok,ok,ok
g10-g48,1,ok,ok,ok,ok,ok
g10-g49,1,ok,ok,ok,ok,ok
g10-g50,1,ok,ok,ok,ok,ok
g10-g51,1,ok,ok,ok,ok,ok
g10-g52,1,ok,ok,ok,ok,ok
g10-g53,1,ok,ok,ok,ok,ok
g10-g54,1,ok,ok,ok,ok,ok
g10-g55,1,ok,ok,ok,ok,ok
g10-g56,1,ok,ok,ok,ok,ok
g10-g57,1,ok,ok,ok,ok,presolved
g10-g58-normed,1,ok,ok,ok,ok,ok
g10-g59-normed,1,ok,ok,ok,ok,ok
g10-g60-normed,1,ok,ok,ok,ok,ok
g10-g61,1,ok,ok,ok,ok,presolved
g10-g62,1,ok,ok,ok,ok,ok
g10-g63,1,ok,ok,ok,ok,ok
g10-g64,1,ok,ok,ok,ok,ok
g10-g65,1,ok,ok,ok,ok,ok
g10-g66-normed,1,ok,ok,ok,ok,ok
g10-g67,1,ok,ok,ok,ok,presolved
g10-g68,1,ok,ok,ok,ok,ok
g10-g69,1,ok,ok,ok,ok,ok
g10-g70,1,ok,ok,ok,ok,presolved
g10-g71,1,ok,ok,ok,ok,ok
g10-g72,1,ok,ok,ok,ok,ok
g10-g73-normed,1,ok,ok,ok,ok,ok
g10-g74,1,ok,ok,ok,ok,ok
g10-g75,1,ok,ok,ok,ok,ok
g10-g76,1,ok,ok,ok,ok,ok
g10-g77,1,ok,ok,ok,ok,ok
g10-g78,1,ok,ok,ok,ok,ok
g10-g79,1,ok,ok,ok,ok,ok
g10-g80,1,ok,ok,ok,ok,presolved
g10-g81,1,ok,ok,ok,ok,ok
g10-g82-normed,1,ok,ok,ok,ok,ok
g10-g83,1,ok,ok,ok,ok,ok
g10-g84,1,ok,ok,ok,ok,ok
g10-g85,1,ok,ok,ok,ok,presolved
g10-g86-normed,1,ok,ok,ok,ok,presolved
g10-g87,1,ok,ok,ok,ok,ok
g10-g88,1,ok,ok,ok,ok,ok
g10-g89,1,ok,ok,ok,ok,presolved
g10-g90,1,ok,ok,ok,ok,presolved
g10-g91,1,ok,ok,ok,ok,ok
g10-g92,1,ok,ok,ok,ok,ok
g10-g93-normed,1,ok,ok,ok,ok,ok
g10-g94,1,ok,ok,ok,ok,ok
g10-g95,1,ok,ok,ok,ok,ok
g10-g96,1,ok,ok,ok,ok,ok
g10-g97,1,ok,ok,ok,ok,ok
g10-g98,1,ok,ok,ok,ok,ok
g10-g99,1,ok,ok,ok,ok,ok
g11-g100,1,ok,ok,ok,ok,presolved
g11-g101,1,ok,ok,ok,ok,presolved
g11-g102,1,ok,ok,ok,ok,presolved
g11-g103,1,ok,ok,ok,ok,ok
g11-g104,1,ok,ok,ok,ok,ok
g11-g105,1,ok,ok,ok,ok,ok
g11-g106,1,ok,ok,ok,ok,ok
g11-g107,1,ok,ok,ok,ok,ok
g11-g108,1,ok,ok,ok,ok,ok
g11-g109,1,ok,ok,ok,ok,presolved
g11-g110,1,ok,ok,ok,ok,ok
g11-g111,1,ok,ok,ok,ok,ok
g11-g112,1,ok,ok,ok,ok,ok
g11-g12,1,ok,ok,ok,ok,ok
g11-g13,1,ok,ok,ok,ok,ok
g11-g14,1,ok,ok,ok,ok,ok
g11-g15,1,ok,ok,ok,ok,ok
g11-g16,1,ok,ok,ok,ok,ok
g11-g20,1,ok,ok,ok,ok,ok
g11-g21,1,ok,ok,ok,ok,ok
g11-g22,1,ok,ok,ok,ok,ok
g11-g23,1,ok,ok,ok,ok,ok
g11-g25,1,ok,ok,ok,ok,ok
g11-g26,1,ok,ok,ok,ok,ok
g11-g27,1,ok,ok,ok,ok,ok
g11-g28,1,ok,ok,ok,ok,presolved
g11-g29,1,ok,ok,ok,ok,ok
g11-g30,1,ok,ok,ok,ok,ok
g11-g31,1,ok,ok,ok,ok,ok
g11-g32,1,ok,ok,ok,ok,ok
g11-g33,1,ok,ok,ok,ok,presolved
g11-g37,1,ok,ok,ok,ok,ok
g11-g38,1,ok,ok,ok,ok,ok
g11-g40,1,ok,ok,ok,ok,ok
g11-g41,1,ok,ok,ok,ok,presolved
g11-g42,1,ok,ok,ok,ok,ok
g11-g43,1,ok,ok,ok,ok,ok
g11-g44,1,ok,ok,ok,ok,ok
g11-g45,1,ok,ok,ok,ok,ok
g11-g46,1,ok,ok,ok,ok,ok
g11-g47,1,ok,ok,ok,ok,ok
g11-g48,1,ok,ok,ok,ok,ok
g11-g49,1,ok,ok,ok,ok,ok
g11-g50,1,ok,ok,ok,ok,ok
g11-g51,1,ok,ok,ok,ok,ok
g11-g52,1,ok,ok,ok,ok,presolved
g11-g53,1,ok,ok,ok,ok,ok
g11-g54,1,ok,ok,ok,ok,ok
g11-g55,1,ok,ok,ok,ok,ok
g11-g56,1,ok,ok,ok,ok,ok
g11-g57,1,ok,ok,ok,ok,presolved
g11-g58-normed,1,ok,ok,ok,ok,ok
g11-g59-normed,1,ok,ok,ok,ok,ok
g11-g60-normed,1,ok,ok,ok,ok,ok
g11-g61,1,ok,ok,ok,ok,presolved
g11-g62,1,ok,ok,ok,ok,ok
g11-g63,1,ok,ok,ok,ok,ok
g11-g64,1,ok,ok,ok,ok,ok
g11-g65,1,ok,ok,ok,ok,ok
g11-g66-normed,1,ok,ok,ok,ok,ok
g11-g67,1,ok,ok,ok,ok,presolved
g11-g68,1,ok,ok,ok,ok,ok
g11-g69,1,ok,ok,ok,ok,presolved
g11-g70,1,ok,ok,ok,ok,presolved
g11-g71,1,ok,ok,ok,ok,ok
g11-g72,1,ok,ok,ok,ok,presolved
g11-g73-normed,1,ok,ok,ok,ok,ok
g11-g74,1,ok,ok,ok,ok,ok
g11-g75,1,ok,ok,ok,ok,ok
g11-g76,1,ok,ok,ok,ok,ok
g11-g77,1,ok,ok,ok,ok,ok
g11-g78,1,ok,ok,ok,ok,ok
g11-g79,1,ok,ok,ok,ok,ok
g11-g80,1,ok,ok,ok,ok,presolved
g11-g81,1,ok,ok,ok,ok,ok
g11-g82-normed,1,ok,ok,ok,ok,ok
g11-g83,1,ok,ok,ok,ok,ok
g11-g84,1,ok,ok,ok,ok,ok
g11-g85,1,ok,ok,ok,ok,presolved
g11-g86-normed,1,ok,ok,ok,ok,presolved
g11-g87,1,ok,ok,ok,ok,ok
g11-g88,1,ok,ok,ok,ok,ok
g11-g89,1,ok,ok,ok,ok,presolved
g11-g90,1,ok,ok,ok,ok,presolved
g11-g91,1,ok,ok,ok,ok,ok
g11-g92,1,ok,ok,ok,ok,ok
g11-g93-normed,1,ok,ok,ok,ok,ok
g11-g94,1,ok,ok,ok,ok,presolved
g11-g95,1,ok,ok,ok,ok,ok
g11-g96,1,ok,ok,ok,ok,ok
g11-g97,1,ok,ok,ok,ok,presolved
g11-g98,1,ok,ok,ok,ok,ok
g11-g99,1,ok,ok,ok,ok,ok
g12-g100,1,ok,ok,ok,ok,presolved
g12-g101,1,ok,ok,ok,ok,presolved
g12-g102,1,ok,ok,ok,ok,presolved
g12-g103,1,ok,ok,ok,ok,presolved
g12-g104,1,ok,ok,ok,ok,presolved
g12-g105,1,ok,ok,ok,ok,presolved
g12-g106,1,ok,ok,ok,ok,ok
g12-g107,1,ok,ok,ok,ok,ok
g12-g108,1,ok,ok,ok,ok,ok
g12-g109,1,ok,ok,ok,ok,presolved
g12-g110,1,ok,ok,ok,ok,ok
g12-g111,1,ok,ok,ok,ok,ok
g12-g112,1,ok,ok,ok,ok,presolved
g12-g20,1,ok,ok,ok,ok,ok
g12-g21,1,ok,ok,ok,ok,ok
g12-g23,1,ok,ok,ok,ok,presolved
g12-g26,1,ok,ok,ok,ok,presolved
g12-g27,1,ok,ok,ok,ok,ok
g12-g29,1,ok,ok,ok,ok,ok
g12-g30,1,ok,ok,ok,ok,ok
g12-g31,1,ok,ok,ok,ok,ok
g12-g32,1,ok,ok,ok,ok,ok
g12-g38,1,ok,ok,ok,ok,presolved
g12-g40,1,ok,ok,ok,ok,ok
g12-g43,1,ok,ok,ok,ok,ok
g12-g44,1,ok,ok,ok,ok,ok
g12-g45,1,ok,ok,ok,ok,ok
g12-g46,1,ok,ok,ok,ok,ok
g12-g47,1,ok,ok,ok,ok,ok
g12-g48,1,ok,ok,ok,ok,ok
g12-g50,1,ok,ok,ok,ok,ok
g12-g51,1,ok,ok,ok,ok,ok
g12-g52,1,ok,ok,ok,ok,presolved
g12-g53,1,ok,ok,ok,ok,presolved
g12-g54,1,ok,ok,ok,ok,presolved
g12-g55,1,ok,ok,ok,ok,presolved
g12-g56,1,ok,ok,ok,ok,presolved
g12-g57,1,ok,ok,ok,ok,presolved
g12-g58-normed,1,ok,ok,ok,ok,presolved
g12-g59-normed,1,ok,ok,ok,ok,presolved
g12-g60-normed,1,ok,ok,ok,ok,ok
g12-g61,1,ok,ok,ok,ok,presolved
g12-g62,1,ok,ok,ok,ok,presolved
g12-g63,1,ok,ok,ok,ok,ok
g12-g64,1,ok,ok,ok,ok,ok
g12-g65,1,ok,ok,ok,ok,presolved
g12-g66-normed,1,ok,ok,ok,ok,presolved
g12-g67,1,ok,ok,ok,ok,presolved
g12-g68,1,ok,ok,ok,ok,ok
g12-g69,1,ok,ok,ok,ok,presolved
g12-g70,1,ok,ok,ok,ok,presolved
g12-g71,1,ok,ok,ok,ok,presolved
g12-g72,1,ok,ok,ok,ok,presolved
g12-g73-normed,1,ok,ok,ok,ok,ok
g12-g74,1,ok,ok,ok,ok,ok
g12-g75,1,ok,ok,ok,ok,ok
g12-g76,1,ok,ok,ok,ok,ok
g12-g77,1,ok,ok,ok,ok,ok
g12-g78,1,ok,ok,ok,ok,presolved
g12-g79,1,ok,ok,ok,ok,presolved
g12-g80,1,ok,ok,ok,ok,presolved
g12-g81,1,ok,ok,ok,ok,presolved
g12-g82-normed,1,ok,ok,ok,ok,presolved
g12-g83,1,ok,ok,ok,ok,presolved
g12-g84,1,ok,ok,ok,ok,ok
g12-g85,1,ok,ok,ok,ok,presolved
g12-g86-normed,1,ok,ok,ok,ok,presolved
g12-g87,1,ok,ok,ok,ok,presolved
g12-g88,1,ok,ok,ok,ok,presolved
g12-g89,1,ok,ok,ok,ok,presolved
g12-g90,1,ok,ok,ok,ok,presolved
g12-g91,1,ok,ok,ok,ok,presolved
g12-g92,1,ok,ok,ok,ok,presolved
g12-g93-normed,1,ok,ok,ok,ok,ok
g12-g94,1,ok,ok,ok,ok,presolved
g12-g95,1,ok,ok,ok,ok,presolved
g12-g96,1,ok,ok,ok,ok,presolved
g12-g97,1,ok,ok,ok,ok,presolved
g12-g98,1,ok,ok,ok,ok,presolved
g12-g99,1,ok,ok,ok,ok,presolved
g13-g100,1,ok,ok,ok,ok,presolved
g13-g101,1,ok,ok,ok,ok,presolved
g13-g102,1,ok,ok,ok,ok,presolved
g13-g103,1,ok,ok,ok,ok,presolved
g13-g104,1,ok,ok,ok,ok,ok
g13-g105,1,ok,ok,ok,ok,ok
g13-g106,1,ok,ok,ok,ok,ok
g13-g107,1,ok,ok,ok,ok,ok
g13-g108,1,ok,ok,ok,ok,ok
g13-g109,1,ok,ok,ok,ok,presolved
g13-g110,1,ok,ok,ok,ok,ok
g13-g111,1,ok,ok,ok,ok,ok
g13-g112,1,ok,ok,ok,ok,ok
g13-g15,1,ok,ok,ok,ok,ok
g13-g20,1,ok,ok,ok,ok,ok
g13-g21,1,ok,ok,ok,ok,ok
g13-g23,1,ok,ok,ok,ok,ok
g13-g25,1,ok,ok,ok,ok,presolved
g13-g26,1,ok,ok,ok,ok,presolved
g13-g27,1,ok,ok,ok,ok,ok
g13-g29,1,ok,ok,ok,ok,ok
g13-g30,1,ok,ok,ok,ok,ok
g13-g31,1,ok,ok,ok,ok,ok
g13-g32,1,ok,ok,ok,ok,ok
g13-g38,1,ok,ok,ok,ok,presolved
g13-g40,1,ok,ok,ok,ok,ok
g13-g43,1,ok,ok,ok,ok,ok
g13-g44,1,ok,ok,ok,ok,ok
g13-g45,1,ok,ok,ok,ok,ok
g13-g46,1,ok,ok,ok,ok,ok
g13-g47,1,ok,ok,ok,ok,ok
g13-g48,1,ok,ok,ok,ok,ok
g13-g49,1,ok,ok,ok,ok,ok
g13-g50,1,ok,ok,ok,ok,ok
g13-g51,1,ok,ok,ok,ok,ok
g13-g52,1,ok,ok,ok,ok,presolved
g13-g53,1,ok,ok,ok,ok,presolved
g13-g54,1,ok,ok,ok,ok,presolved
g13-g55,1,ok,ok,ok,ok,presolved
g13-g56,1,ok,ok,ok,ok,ok
g13-g57,1,ok,ok,ok,ok,presolved
g13-g58-normed,1,ok,ok,ok,ok,presolved
g13-g59-normed,1,ok,ok,ok,ok,presolved
g13-g60-normed,1,ok,ok,ok,ok,ok
g13-g61,1,ok,ok,ok,ok,presolved
g13-g62,1,ok,ok,ok,ok,presolved
g13-g63,1,ok,ok,ok,ok,ok
g13-g64,1,ok,ok,ok,ok,ok
g13-g65,1,ok,ok,ok,ok,presolved
g13-g66-normed,1,ok,ok,ok,ok,presolved
g13-g67,1,ok,ok,ok,ok,presolved
g13-g68,1,ok,ok,ok,ok,ok
g13-g69,1,ok,ok,ok,ok,presolved
g13-g70,1,ok,ok,ok,ok,presolved
g13-g71,1,ok,ok,ok,ok,presolved
g13-g72,1,ok,ok,ok,ok,presolved
g13-g73-normed,1,ok,ok,ok,ok,ok
g13-g74,1,ok,ok,ok,ok,ok
g13-g75,1,ok,ok,ok,ok,ok
g13-g76,1,ok,ok,ok,ok,ok
g13-g77,1,ok,ok,ok,ok,ok
g13-g78,1,ok,ok,ok,ok,ok
g13-g79,1,ok,ok,ok,ok,presolved
g13-g80,1,ok,ok,ok,ok,presolved
g13-g81,1,ok,ok,ok,ok,presolved
g13-g82-normed,1,ok,ok,ok,ok,presolved
g13-g83,1,ok,ok,ok,ok,presolved
g13-g84,1,ok,ok,ok,ok,ok
g13-g85,1,ok,ok,ok,ok,presolved
g13-g86-normed,1,ok,ok,ok,ok,presolved
g13-g87,1,ok,ok,ok,ok,presolved
g13-g88,1,ok,ok,ok,ok,presolved
g13-g89,1,ok,ok,ok,ok,presolved
g13-g90,1,ok,ok,ok,ok,presolved
g13-g91,1,ok,ok,ok,ok,presolved
g13-g92,1,ok,ok,ok,ok,presolved
g13-g93-normed,1,ok,ok,ok,ok,ok
g13-g94,1,ok,ok,ok,ok,presolved
g13-g95,1,ok,ok,ok,ok,presolved
g13-g96,1,ok,ok,ok,ok,presolved
g13-g97,1,ok,ok,ok,ok,presolved
g13-g98,1,ok,ok,ok,ok,presolved
g13-g99,1,ok,ok,ok,ok,presolved
g14-g100,1,ok,ok,ok,ok,presolved
g14-g101,1,ok,ok,ok,ok,presolved
g14-g102,1,ok,ok,ok,ok,presolved
g14-g103,1,ok,ok,ok,ok,presolved
g14-g104,1,ok,ok,ok,ok,ok
g14-g105,1,ok,ok,ok,ok,ok
g14-g106,1,ok,ok,ok,ok,ok
g14-g107,1,ok,ok,ok,ok,ok
g14-g108,1,ok,ok,ok,ok,ok
g14-g109,1,ok,ok,ok,ok,presolved
g14-g110,1,ok,ok,ok,ok,ok
g14-g111,1,ok,ok,ok,ok,ok
g14-g112,1,ok,ok,ok,ok,ok
g14-g15,1,ok,ok,ok,ok,ok
g14-g20,1,ok,ok,ok,ok,ok
g14-g21,1,ok,ok,ok,ok,ok
g14-g23,1,ok,ok,ok,ok,ok
g14-g25,1,ok,ok,ok,ok,presolved
g14-g26,1,ok,ok,ok,ok,ok
g14-g27,1,ok,ok,ok,ok,ok
g14-g29,1,ok,ok,ok,ok,ok
g14-g30,1,ok,ok,ok,ok,ok
g14-g31,1,ok,ok,ok,ok,ok
g14-g32,1,ok,ok,ok,ok,ok
g14-g38,1,ok,ok,ok,ok,ok
g14-g40,1,ok,ok,ok,ok,ok
g14-g43,1,ok,ok,ok,ok,ok
g14-g44,1,ok,ok,ok,ok,ok
g14-g45,1,ok,ok,ok,ok,ok
g14-g46,1,ok,ok,ok,ok,ok
g14-g47,1,ok,ok,ok,ok,ok
g14-g48,1,ok,ok,ok,ok,ok
g14-g49,1,ok,ok,ok,ok,ok
g14-g50,1,ok,ok,ok,ok,ok
g14-g51,1,ok,ok,ok,ok,ok
g14-g52,1,ok,ok,ok,ok,presolved
g14-g53,1,ok,ok,ok,ok,presolved
g14-g54,1,ok,ok,ok,ok,ok
g14-g55,1,ok,ok,ok,ok,presolved
g14-g56,1,ok,ok,ok,ok,ok
g14-g57,1,ok,ok,ok,ok,presolved
g14-g58-normed,1,ok,ok,ok,ok,ok
g14-g59-normed,1,ok,ok,ok,ok,ok
g14-g60-normed,1,ok,ok,ok,ok,ok
g14-g61,1,ok,ok,ok,ok,presolved
g14-g62,1,ok,ok,ok,ok,presolved
g14-g63,1,ok,ok,ok,ok,ok
g14-g64,1,ok,ok,ok,ok,ok
g14-g65,1,ok,ok,ok,ok,presolved
g14-g66-normed,1,ok,ok,ok,ok,presolved
g14-g67,1,ok,ok,ok,ok,presolved
g14-g68,1,ok,ok,ok,ok,ok
g14-g69,1,ok,ok,ok,ok,presolved
g14-g70,1,ok,ok,ok,ok,presolved
g14-g71,1,ok,ok,ok,ok,presolved
g14-g72,1,ok,ok,ok,ok,presolved
g14-g73-normed,1,ok,ok,ok,ok,ok
g14-g74,1,ok,ok,ok,ok,ok
g14-g75,1,ok,ok,ok,ok,ok
g14-g76,1,ok,ok,ok,ok,ok
g14-g77,1,ok,ok,ok,ok,ok
g14-g78,1,ok,ok,ok,ok,ok
g14-g79,1,ok,ok,ok,ok,presolved
g14-g80,1,ok,ok,ok,ok,presolved
g14-g81,1,ok,ok,ok,ok,presolved
g14-g82-normed,1,ok,ok,ok,ok,presolved
g14-g83,1,ok,ok,ok,ok,presolved
g14-g84,1,ok,ok,ok,ok,ok
g14-g85,1,ok,ok,ok,ok,presolved
g14-g86-normed,1,ok,ok,ok,ok,presolved
g14-g87,1,ok,ok,ok,ok,ok
g14-g88,1,ok,ok,ok,ok,ok
g14-g89,1,ok,ok,ok,ok,presolved
g14-g90,1,ok,ok,ok,ok,presolved
g14-g91,1,ok,ok,ok,ok,presolved
g14-g92,1,ok,ok,ok,ok,presolved
g14-g93-normed,1,ok,ok,ok,ok,ok
g14-g94,1,ok,ok,ok,ok,presolved
g14-g95,1,ok,ok,ok,ok,presolved
g14-g96,1,ok,ok,ok,ok,presolved
g14-g97,1,ok,ok,ok,ok,presolved
g14-g98,1,ok,ok,ok,ok,presolved
g14-g99,1,ok,ok,ok,ok,presolved
g15-g100,1,ok,ok,ok,ok,presolved
g15-g101,1,ok,ok,ok,ok,presolved
g15-g102,1,ok,ok,ok,ok,presolved
g15-g103,1,ok,ok,ok,ok,presolved
g15-g104,1,ok,ok,ok,ok,presolved
g15-g105,1,ok,ok,ok,ok,presolved
g15-g106,1,ok,ok,ok,ok,ok
g15-g107,1,ok,ok,ok,ok,ok
g15-g108,1,ok,ok,ok,ok,ok
g15-g109,1,ok,ok,ok,ok,presolved
g15-g110,1,ok,ok,ok,ok,ok
g15-g111,1,ok,ok,ok,ok,ok
g15-g112,1,ok,ok,ok,ok,ok
g15-g20,1,ok,ok,ok,ok,ok
g15-g21,1,ok,ok,ok,ok,ok
g15-g23,1,ok,ok,ok,ok,presolved
g15-g25,1,ok,ok,ok,ok,presolved
g15-g26,1,ok,ok,ok,ok,presolved
g15-g27,1,ok,ok,ok,ok,ok
g15-g29,1,ok,ok,ok,ok,ok
g15-g30,1,ok,ok,ok,ok,ok
g15-g31,1,ok,ok,ok,ok,ok
g15-g32,1,ok,ok,ok,ok,ok
g15-g38,1,ok,ok,ok,ok,presolved
g15-g40,1,ok,ok,ok,ok,ok
g15-g43,1,ok,ok,ok,ok,ok
g15-g44,1,ok,ok,ok,ok,ok
g15-g45,1,ok,ok,ok,ok,ok
g15-g46,1,ok,ok,ok,ok,ok
g15-g47,1,ok,ok,ok,ok,ok
g15-g48,1,ok,ok,ok,ok,ok
g15-g49,1,ok,ok,ok,ok,ok
g15-g50,1,ok,ok,ok,ok,ok
g15-g51,1,ok,ok,ok,ok,ok
g15-g52,1,ok,ok,ok,ok,presolved
g15-g53,1,ok,ok,ok,ok,presolved
g15-g54,1,ok,ok,ok,ok,presolved
g15-g55,1,ok,ok,ok,ok,presolved
g15-g56,1,ok,ok,ok,ok,presolved
g15-g57,1,ok,ok,ok,ok,presolved
g15-g58-normed,1,ok,ok,ok,ok,presolved
g15-g59-normed,1,ok,ok,ok,ok,presolved
g15-g60-normed,1,ok,ok,ok,ok,ok
g15-g61,1,ok,ok,ok,ok,presolved
g15-g62,1,ok,ok,ok,ok,presolved
g15-g63,1,ok,ok,ok,ok,ok
g15-g64,1,ok,ok,ok,ok,ok
g15-g65,1,ok,ok,ok,ok,presolved
g15-g66-normed,1,ok,ok,ok,ok,presolved
g15-g67,1,ok,ok,ok,ok,presolved
g15-g68,1,ok,ok,ok,ok,ok
g15-g69,1,ok,ok,ok,ok,presolved
