@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE f_1 NUMERIC
@ATTRIBUTE f_2 NUMERIC
@ATTRIBUTE f_3 NUMERIC
@ATTRIBUTE f_4 NUMERIC
@ATTRIBUTE f_5 NUMERIC
@ATTRIBUTE f_6 NUMERIC
@ATTRIBUTE f_7 NUMERIC
@ATTRIBUTE f_8 NUMERIC
@ATTRIBUTE f_9 NUMERIC
@ATTRIBUTE f_10 NUMERIC
@ATTRIBUTE f_11 NUMERIC
@ATTRIBUTE f_12 NUMERIC
@ATTRIBUTE f_13 NUMERIC
@ATTRIBUTE f_14 NUMERIC
@ATTRIBUTE f_15 NUMERIC
@ATTRIBUTE f_16 NUMERIC
@ATTRIBUTE f_17 NUMERIC
@ATTRIBUTE f_18 NUMERIC
@ATTRIBUTE f_19 NUMERIC
@ATTRIBUTE f_20 NUMERIC
@ATTRIBUTE f_21 NUMERIC
@ATTRIBUTE f_22 NUMERIC
@ATTRIBUTE f_23 NUMERIC
@ATTRIBUTE f_24 NUMERIC
@ATTRIBUTE f_25 NUMERIC
@ATTRIBUTE f_26 NUMERIC
@ATTRIBUTE f_27 NUMERIC
@ATTRIBUTE f_28 NUMERIC
@ATTRIBUTE f_29 NUMERIC
@ATTRIBUTE f_30 NUMERIC
@ATTRIBUTE f_31 NUMERIC
@ATTRIBUTE f_32 NUMERIC
@ATTRIBUTE f_33 NUMERIC
@ATTRIBUTE f_34 NUMERIC
@ATTRIBUTE f_35 NUMERIC
@ATTRIBUTE f_36 NUMERIC
@ATTRIBUTE f_37 NUMERIC

@DATA
pms_industrial/protein_ins/p1.wcnf.t.wcnf,1,2436,2519247,0.00003,1.00000,0.00000,1.00000,1.00000,0.00097,0.00082,0.13007,0.00015,0.00097,0.00082,0.00083,0.09058,0.00082,0.01724,0.01642,0.00050,0.25544,0.00041,0.00262,0.00221,0.00003,198.39929,0.00000,1.00000,1.00000,0.00000,0.99997,0.99997,0.00082,0.00000,0.00015,0.00097,0.00082,0.99997
pms_industrial/protein_ins/1knt_.1bpi_.g.wcnf.t.wcnf,1,2494,2646744,0.00002,1.00000,0.00000,1.00000,1.00000,0.00094,0.00080,0.12746,0.00018,0.00094,0.00076,0.00082,0.09063,0.00080,0.01724,0.01644,0.00048,0.22992,0.00040,0.00205,0.00165,0.00002,201.78728,0.00000,1.00000,1.00000,0.00000,0.99998,0.99998,0.00080,0.00000,0.00018,0.00094,0.00076,0.99998
pms_industrial/des/cnf.9.p.10.wcnf,1,60556,273683,0.01198,1.00000,0.00000,1.00000,1.00000,0.22126,0.00004,0.64602,0.00001,0.00012,0.00010,0.00004,0.36570,0.00002,0.00012,0.00010,0.35529,0.28320,0.22222,0.88889,0.66667,0.30911,0.96903,0.00000,1.00000,1.00000,0.03395,0.78193,0.95206,0.00003,0.00000,0.00001,0.00010,0.00009,0.78193
pms_industrial/des/cnf.17.p.10.wcnf,1,113692,514091,0.01198,1.00000,0.00000,1.00000,1.00000,0.22115,0.00002,0.64619,0.00001,0.00006,0.00005,0.00002,0.36742,0.00001,0.00006,0.00005,0.35532,0.28302,0.22222,0.88889,0.66667,0.30960,0.96894,0.00000,1.00000,1.00000,0.03378,0.78192,0.95207,0.00001,0.00000,0.00000,0.00005,0.00005,0.78192
pms_industrial/des/cnf.20.d.9.wcnf,1,97640,444480,0.01219,1.00000,0.00000,1.00000,1.00000,0.21967,0.00002,0.64768,0.00001,0.00007,0.00006,0.00002,0.37104,0.00001,0.00007,0.00006,0.35224,0.27324,0.22222,0.71429,0.49206,0.30559,0.98390,0.00000,1.00000,1.00000,0.03667,0.78051,0.95122,0.00002,0.00000,0.00000,0.00006,0.00005,0.78051
pms_industrial/des/cnf.12.p.8.wcnf,1,79744,360497,0.01198,1.00000,0.00000,1.00000,1.00000,0.22121,0.00003,0.64611,0.00001,0.00009,0.00008,0.00003,0.36786,0.00001,0.00009,0.00008,0.35536,0.28311,0.22222,0.88889,0.66667,0.30911,0.96884,0.00000,1.00000,1.00000,0.03384,0.78194,0.95207,0.00002,0.00000,0.00001,0.00007,0.00007,0.78194
pms_industrial/des/cnf.16.p.10.wcnf,1,109264,494057,0.01198,1.00000,0.00000,1.00000,1.00000,0.22116,0.00002,0.64581,0.00001,0.00006,0.00006,0.00002,0.36703,0.00001,0.00006,0.00005,0.35534,0.28301,0.22222,0.88889,0.66667,0.30947,0.96954,0.00000,1.00000,1.00000,0.03381,0.78190,0.95207,0.00001,0.00000,0.00000,0.00005,0.00005,0.78190
pms_industrial/des/cnf.17.d.9.wcnf,1,84680,385440,0.01219,1.00000,0.00000,1.00000,1.00000,0.21970,0.00003,0.64722,0.00001,0.00008,0.00007,0.00003,0.36850,0.00001,0.00008,0.00007,0.35225,0.27334,0.22222,0.71429,0.49206,0.30550,0.98436,0.00000,1.00000,1.00000,0.03669,0.78051,0.95122,0.00002,0.00000,0.00001,0.00007,0.00006,0.78051
pms_industrial/des/cnf.11.p.10.wcnf,1,77530,350480,0.01198,1.00000,0.00000,1.00000,1.00000,0.22121,0.00003,0.64604,0.00001,0.00009,0.00008,0.00003,0.36670,0.00001,0.00009,0.00008,0.35535,0.28307,0.22222,0.88889,0.66667,0.30911,0.96888,0.00000,1.00000,1.00000,0.03386,0.78194,0.95207,0.00002,0.00000,0.00001,0.00007,0.00007,0.78194
pms_industrial/des/cnf.12.p.9.wcnf,1,81220,367175,0.01198,1.00000,0.00000,1.00000,1.00000,0.22120,0.00003,0.64663,0.00001,0.00009,0.00008,0.00003,0.36647,0.00001,0.00009,0.00007,0.35536,0.28310,0.22222,0.88889,0.66667,0.30910,0.96885,0.00000,1.00000,1.00000,0.03387,0.78192,0.95207,0.00002,0.00000,0.00001,0.00007,0.00007,0.78192
pms_industrial/des/cnf.15.p.10.wcnf,1,99670,450650,0.01198,1.00000,0.00000,1.00000,1.00000,0.22117,0.00002,0.64625,0.00001,0.00007,0.00006,0.00002,0.36678,0.00001,0.00007,0.00006,0.35536,0.28305,0.22222,0.88889,0.66667,0.30918,0.96673,0.00000,1.00000,1.00000,0.03384,0.78190,0.95207,0.00002,0.00000,0.00000,0.00006,0.00005,0.78190
pms_industrial/des/cnf.16.p.9.wcnf,1,110740,500735,0.01198,1.00000,0.00000,1.00000,1.00000,0.22115,0.00002,0.64541,0.00001,0.00006,0.00006,0.00002,0.36644,0.00001,0.00006,0.00005,0.35533,0.28305,0.22222,0.88889,0.66667,0.30952,0.96930,0.00000,1.00000,1.00000,0.03378,0.78193,0.95207,0.00001,0.00000,0.00000,0.00005,0.00005,0.78193
pms_industrial/des/cnf.19.t.7.wcnf,1,119600,544520,0.01219,1.00000,0.00000,1.00000,1.00000,0.21964,0.00002,0.64736,0.00001,0.00006,0.00005,0.00002,0.36852,0.00001,0.00006,0.00005,0.35208,0.27284,0.22222,0.71429,0.49206,0.30589,0.98343,0.00000,1.00000,1.00000,0.03666,0.78050,0.95122,0.00001,0.00000,0.00000,0.00005,0.00004,0.78050
pms_industrial/des/cnf.18.d.7.wcnf,1,83240,378880,0.01219,1.00000,0.00000,1.00000,1.00000,0.21970,0.00003,0.64745,0.00001,0.00008,0.00007,0.00003,0.36961,0.00001,0.00008,0.00007,0.35225,0.27342,0.22222,0.71429,0.49206,0.30552,0.98432,0.00000,1.00000,1.00000,0.03669,0.78051,0.95122,0.00002,0.00000,0.00001,0.00007,0.00006,0.78051
pms_industrial/des/cnf.10.p.9.wcnf,1,64246,290388,0.01198,1.00000,0.00000,1.00000,1.00000,0.22124,0.00004,0.64623,0.00001,0.00011,0.00010,0.00004,0.36643,0.00002,0.00011,0.00009,0.35528,0.28327,0.18182,0.88889,0.70707,0.30909,0.96911,0.00000,1.00000,1.00000,0.03394,0.78192,0.95206,0.00002,0.00000,0.00001,0.00009,0.00008,0.78192
pms_industrial/des/cnf.20.p.10.wcnf,1,142474,644312,0.01198,1.00000,0.00000,1.00000,1.00000,0.22113,0.00002,0.64607,0.00001,0.00005,0.00004,0.00002,0.36656,0.00001,0.00005,0.00004,0.35527,0.28308,0.22222,0.88889,0.66667,0.30963,0.96788,0.00000,1.00000,1.00000,0.03372,0.78194,0.95207,0.00001,0.00000,0.00000,0.00004,0.00004,0.78194
pms_industrial/des/cnf.18.t.9.wcnf,1,118160,537960,0.01219,1.00000,0.00000,1.00000,1.00000,0.21964,0.00002,0.64741,0.00001,0.00006,0.00005,0.00002,0.36967,0.00001,0.00006,0.00005,0.35209,0.27287,0.22222,0.71429,0.49206,0.30589,0.98326,0.00000,1.00000,1.00000,0.03666,0.78050,0.95122,0.00001,0.00000,0.00000,0.00005,0.00004,0.78050
pms_industrial/des/cnf.16.t.9.wcnf,1,104480,475640,0.01219,1.00000,0.00000,1.00000,1.00000,0.21966,0.00002,0.64749,0.00001,0.00007,0.00006,0.00002,0.37080,0.00001,0.00007,0.00006,0.35214,0.27304,0.22222,0.71429,0.49206,0.30569,0.98288,0.00000,1.00000,1.00000,0.03667,0.78051,0.95122,0.00001,0.00000,0.00000,0.00005,0.00005,0.78051
pms_industrial/des/cnf.13.p.10.wcnf,1,84172,380531,0.01198,1.00000,0.00000,1.00000,1.00000,0.22120,0.00003,0.64654,0.00001,0.00008,0.00007,0.00003,0.36567,0.00001,0.00008,0.00007,0.35536,0.28315,0.22222,0.88889,0.66667,0.30910,0.96841,0.00000,1.00000,1.00000,0.03384,0.78193,0.95207,0.00002,0.00000,0.00001,0.00007,0.00006,0.78193
pms_industrial/des/cnf.17.t.8.wcnf,1,108800,495320,0.01219,1.00000,0.00000,1.00000,1.00000,0.21966,0.00002,0.64713,0.00001,0.00006,0.00006,0.00002,0.36936,0.00001,0.00006,0.00006,0.35212,0.27307,0.22222,0.71429,0.49206,0.30581,0.98222,0.00000,1.00000,1.00000,0.03666,0.78051,0.95122,0.00001,0.00000,0.00000,0.00005,0.00005,0.78051
pms_industrial/des/cnf.13.p.9.wcnf,1,87124,393887,0.01198,1.00000,0.00000,1.00000,1.00000,0.22119,0.00003,0.64596,0.00001,0.00008,0.00007,0.00003,0.36725,0.00001,0.00008,0.00007,0.35538,0.28302,0.22222,0.88889,0.66667,0.30908,0.96819,0.00000,1.00000,1.00000,0.03386,0.78190,0.95207,0.00002,0.00000,0.00001,0.00007,0.00006,0.78190
pms_industrial/des/cnf.14.p.9.wcnf,1,88600,400577,0.01198,1.00000,0.00000,1.00000,1.00000,0.22118,0.00003,0.64588,0.00001,0.00008,0.00007,0.00003,0.36546,0.00001,0.00008,0.00007,0.35537,0.28307,0.20000,0.88889,0.68889,0.30907,0.96810,0.00000,1.00000,1.00000,0.03386,0.78191,0.95207,0.00002,0.00000,0.00000,0.00006,0.00006,0.78191
pms_industrial/des/cnf.20.t.10.wcnf,1,136160,619960,0.01219,1.00000,0.00000,1.00000,1.00000,0.21963,0.00002,0.64763,0.00001,0.00005,0.00005,0.00002,0.36912,0.00001,0.00005,0.00004,0.35204,0.27277,0.22222,0.71429,0.49206,0.30588,0.98307,0.00000,1.00000,1.00000,0.03665,0.78050,0.95122,0.00001,0.00000,0.00000,0.00004,0.00004,0.78050
pms_industrial/des/cnf.13.p.8.wcnf,1,79744,360497,0.01198,1.00000,0.00000,1.00000,1.00000,0.22121,0.00003,0.64612,0.00001,0.00009,0.00008,0.00003,0.36788,0.00001,0.00009,0.00008,0.35534,0.28322,0.22222,0.88889,0.66667,0.30910,0.96892,0.00000,1.00000,1.00000,0.03388,0.78190,0.95207,0.00002,0.00000,0.00001,0.00007,0.00007,0.78190
pms_industrial/des/cnf.15.p.8.wcnf,1,93766,423938,0.01198,1.00000,0.00000,1.00000,1.00000,0.22118,0.00002,0.64601,0.00001,0.00008,0.00007,0.00002,0.36730,0.00001,0.00007,0.00006,0.35536,0.28317,0.22222,0.88889,0.66667,0.30907,0.96761,0.00000,1.00000,1.00000,0.03385,0.78190,0.95207,0.00002,0.00000,0.00000,0.00006,0.00006,0.78190
pms_industrial/des/cnf.9.p.9.wcnf,1,59080,267005,0.01198,1.00000,0.00000,1.00000,1.00000,0.22127,0.00004,0.64626,0.00001,0.00012,0.00010,0.00004,0.36693,0.00002,0.00012,0.00010,0.35527,0.28329,0.22222,0.88889,0.66667,0.30911,0.96883,0.00000,1.00000,1.00000,0.03395,0.78193,0.95206,0.00003,0.00000,0.00001,0.00010,0.00009,0.78193
pms_industrial/des/cnf.14.t.9.wcnf,1,94400,429720,0.01219,1.00000,0.00000,1.00000,1.00000,0.21968,0.00002,0.64750,0.00001,0.00007,0.00007,0.00002,0.37102,0.00001,0.00007,0.00006,0.35219,0.27299,0.22222,0.71429,0.49206,0.30537,0.98381,0.00000,1.00000,1.00000,0.03668,0.78051,0.95122,0.00002,0.00000,0.00000,0.00006,0.00006,0.78051
pms_industrial/des/cnf.18.p.8.wcnf,1,118120,534135,0.01198,1.00000,0.00000,1.00000,1.00000,0.22114,0.00002,0.64598,0.00001,0.00006,0.00005,0.00002,0.36491,0.00001,0.00006,0.00005,0.35529,0.28319,0.18182,0.88889,0.70707,0.30962,0.96809,0.00000,1.00000,1.00000,0.03378,0.78192,0.95207,0.00001,0.00000,0.00000,0.00005,0.00004,0.78192
pms_industrial/des/cnf.18.p.9.wcnf,1,121072,547481,0.01198,1.00000,0.00000,1.00000,1.00000,0.22114,0.00002,0.64598,0.00001,0.00006,0.00005,0.00002,0.36640,0.00001,0.00006,0.00005,0.35531,0.28304,0.22222,0.88889,0.66667,0.30963,0.96762,0.00000,1.00000,1.00000,0.03376,0.78194,0.95207,0.00001,0.00000,0.00000,0.00005,0.00004,0.78194
pms_industrial/des/cnf.15.p.9.wcnf,1,95980,433965,0.01198,1.00000,0.00000,1.00000,1.00000,0.22117,0.00002,0.64603,0.00001,0.00007,0.00006,0.00002,0.36498,0.00001,0.00007,0.00006,0.35536,0.28309,0.18182,0.88889,0.70707,0.30907,0.96742,0.00000,1.00000,1.00000,0.03384,0.78190,0.95207,0.00002,0.00000,0.00000,0.00006,0.00006,0.78190
pms_industrial/des/cnf.8.p.9.wcnf,1,51700,233615,0.01199,1.00000,0.00000,1.00000,1.00000,0.22130,0.00004,0.64631,0.00002,0.00014,0.00012,0.00004,0.36636,0.00002,0.00014,0.00012,0.35521,0.28355,0.22222,0.88889,0.66667,0.30925,0.96827,0.00000,1.00000,1.00000,0.03404,0.78189,0.95206,0.00003,0.00000,0.00001,0.00011,0.00010,0.78189
pms_industrial/des/cnf.17.d.10.wcnf,1,83240,378880,0.01219,1.00000,0.00000,1.00000,1.00000,0.21970,0.00003,0.64745,0.00001,0.00008,0.00007,0.00003,0.36961,0.00001,0.00008,0.00007,0.35225,0.27338,0.22222,0.71429,0.49206,0.30551,0.98432,0.00000,1.00000,1.00000,0.03669,0.78051,0.95122,0.00002,0.00000,0.00001,0.00007,0.00006,0.78051
pms_industrial/des/cnf.14.t.7.wcnf,1,82880,377240,0.01219,1.00000,0.00000,1.00000,1.00000,0.21970,0.00003,0.64777,0.00001,0.00008,0.00007,0.00003,0.36913,0.00001,0.00008,0.00007,0.35218,0.27314,0.22222,0.71429,0.49206,0.30541,0.98456,0.00000,1.00000,1.00000,0.03669,0.78051,0.95122,0.00002,0.00000,0.00001,0.00007,0.00006,0.78051
pms_industrial/des/cnf.19.p.9.wcnf,1,129190,584210,0.01198,1.00000,0.00000,1.00000,1.00000,0.22114,0.00002,0.64579,0.00001,0.00005,0.00005,0.00002,0.36952,0.00001,0.00005,0.00005,0.35528,0.28310,0.22222,0.88889,0.66667,0.30961,0.96769,0.00000,1.00000,1.00000,0.03377,0.78191,0.95207,0.00001,0.00000,0.00000,0.00004,0.00004,0.78191
pms_industrial/des/cnf.12.p.10.wcnf,1,82696,373853,0.01198,1.00000,0.00000,1.00000,1.00000,0.22120,0.00003,0.64616,0.00001,0.00009,0.00007,0.00003,0.36624,0.00001,0.00008,0.00007,0.35537,0.28305,0.22222,0.88889,0.66667,0.30910,0.96863,0.00000,1.00000,1.00000,0.03384,0.78194,0.95207,0.00002,0.00000,0.00001,0.00007,0.00006,0.78194
pms_industrial/des/cnf.17.t.10.wcnf,1,112400,511720,0.01219,1.00000,0.00000,1.00000,1.00000,0.21965,0.00002,0.64700,0.00001,0.00006,0.00005,0.00002,0.37000,0.00001,0.00006,0.00005,0.35211,0.27286,0.22222,0.71429,0.49206,0.30590,0.98239,0.00000,1.00000,1.00000,0.03666,0.78050,0.95122,0.00001,0.00000,0.00000,0.00005,0.00005,0.78050
pms_industrial/des/cnf.19.d.10.wcnf,1,94760,431360,0.01219,1.00000,0.00000,1.00000,1.00000,0.21968,0.00002,0.64766,0.00001,0.00007,0.00006,0.00002,0.37098,0.00001,0.00007,0.00006,0.35226,0.27322,0.22222,0.71429,0.49206,0.30548,0.98436,0.00000,1.00000,1.00000,0.03667,0.78051,0.95122,0.00002,0.00000,0.00000,0.00006,0.00006,0.78051
pms_industrial/des/cnf.15.t.10.wcnf,1,102320,465800,0.01219,1.00000,0.00000,1.00000,1.00000,0.21967,0.00002,0.64764,0.00001,0.00007,0.00006,0.00002,0.37070,0.00001,0.00007,0.00006,0.35215,0.27302,0.22222,0.71429,0.49206,0.30563,0.98320,0.00000,1.00000,1.00000,0.03667,0.78051,0.95122,0.00001,0.00000,0.00000,0.00006,0.00005,0.78051
pms_industrial/des/cnf.19.p.8.wcnf,1,125500,567515,0.01198,1.00000,0.00000,1.00000,1.00000,0.22114,0.00002,0.64544,0.00001,0.00006,0.00005,0.00002,0.36721,0.00001,0.00006,0.00005,0.35528,0.28315,0.22222,0.88889,0.66667,0.30962,0.96756,0.00000,1.00000,1.00000,0.03376,0.78192,0.95207,0.00001,0.00000,0.00000,0.00005,0.00004,0.78192
pms_industrial/des/cnf.16.p.8.wcnf,1,104098,470694,0.01198,1.00000,0.00000,1.00000,1.00000,0.22116,0.00002,0.64621,0.00001,0.00007,0.00006,0.00002,0.36730,0.00001,0.00007,0.00006,0.35534,0.28310,0.18182,0.88889,0.70707,0.30932,0.96648,0.00000,1.00000,1.00000,0.03381,0.78192,0.95207,0.00001,0.00000,0.00000,0.00006,0.00005,0.78192
pms_industrial/des/cnf.14.d.10.wcnf,1,72440,329680,0.01219,1.00000,0.00000,1.00000,1.00000,0.21973,0.00003,0.64756,0.00001,0.00010,0.00008,0.00003,0.36924,0.00001,0.00010,0.00008,0.35223,0.27346,0.22222,0.71429,0.49206,0.30555,0.98416,0.00000,1.00000,1.00000,0.03670,0.78051,0.95123,0.00002,0.00000,0.00001,0.00008,0.00007,0.78051
pms_industrial/des/cnf.12.t.9.wcnf,1,74960,341160,0.01219,1.00000,0.00000,1.00000,1.00000,0.21972,0.00003,0.64763,0.00001,0.00009,0.00008,0.00003,0.36924,0.00001,0.00009,0.00008,0.35216,0.27322,0.22222,0.71429,0.49206,0.30544,0.98441,0.00000,1.00000,1.00000,0.03670,0.78051,0.95123,0.00002,0.00000,0.00001,0.00008,0.00007,0.78051
pms_industrial/des/cnf.20.d.10.wcnf,1,97640,444480,0.01219,1.00000,0.00000,1.00000,1.00000,0.21967,0.00002,0.64768,0.00001,0.00007,0.00006,0.00002,0.37104,0.00001,0.00007,0.00006,0.35224,0.27324,0.22222,0.71429,0.49206,0.30559,0.98390,0.00000,1.00000,1.00000,0.03667,0.78051,0.95122,0.00002,0.00000,0.00000,0.00006,0.00005,0.78051
pms_industrial/des/cnf.19.p.10.wcnf,1,132880,600905,0.01198,1.00000,0.00000,1.00000,1.00000,0.22113,0.00002,0.64499,0.00001,0.00005,0.00005,0.00002,0.36491,0.00001,0.00005,0.00005,0.35529,0.28303,0.22222,0.88889,0.66667,0.30962,0.96771,0.00000,1.00000,1.00000,0.03374,0.78194,0.95207,0.00001,0.00000,0.00000,0.00004,0.00004,0.78194
pms_industrial/des/cnf.8.p.10.wcnf,1,53176,240293,0.01199,1.00000,0.00000,1.00000,1.00000,0.22130,0.00004,0.64624,0.00002,0.00013,0.00012,0.00004,0.36681,0.00002,0.00013,0.00011,0.35524,0.28332,0.22222,0.88889,0.66667,0.30921,0.96828,0.00000,1.00000,1.00000,0.03402,0.78190,0.95206,0.00003,0.00000,0.00001,0.00011,0.00010,0.78190
pms_industrial/des/cnf.18.p.10.wcnf,1,124024,560857,0.01198,1.00000,0.00000,1.00000,1.00000,0.22113,0.00002,0.64501,0.00001,0.00006,0.00005,0.00002,0.36627,0.00001,0.00006,0.00005,0.35529,0.28308,0.18182,0.88889,0.70707,0.30962,0.96752,0.00000,1.00000,1.00000,0.03376,0.78194,0.95207,0.00001,0.00000,0.00000,0.00005,0.00004,0.78194
pms_industrial/des/cnf.17.p.9.wcnf,1,112954,510752,0.01198,1.00000,0.00000,1.00000,1.00000,0.22115,0.00002,0.64604,0.00001,0.00006,0.00005,0.00002,0.36590,0.00001,0.00006,0.00005,0.35531,0.28311,0.22222,0.88889,0.66667,0.30957,0.96916,0.00000,1.00000,1.00000,0.03379,0.78192,0.95207,0.00001,0.00000,0.00000,0.00005,0.00005,0.78192
pms_industrial/des/cnf.10.p.10.wcnf,1,65722,297056,0.01198,1.00000,0.00000,1.00000,1.00000,0.22124,0.00003,0.64646,0.00001,0.00011,0.00009,0.00003,0.36659,0.00002,0.00011,0.00009,0.35530,0.28325,0.22222,0.88889,0.66667,0.30911,0.96901,0.00000,1.00000,1.00000,0.03392,0.78193,0.95206,0.00002,0.00000,0.00001,0.00009,0.00008,0.78193
