@RELATION Feature_CSP_2010

@attribute instance_id string
@attribute repetition numeric
@attribute stats_varcount numeric
@attribute stats_var_bool numeric
@attribute stats_var_discrete numeric
@attribute stats_var_bound numeric
@attribute stats_var_sparsebound numeric
@attribute stats_dom_0 numeric
@attribute stats_dom_25 numeric
@attribute stats_dom_50 numeric
@attribute stats_dom_75 numeric
@attribute stats_dom_100 numeric
@attribute stats_dom_mean numeric
@attribute stats_dom_not2_2_ratio numeric
@attribute stats_discrete_bool_ratio numeric
@attribute stats_branchingvars numeric
@attribute stats_auxvars numeric
@attribute stats_auxvar_branching_ratio numeric
@attribute stats_conscount numeric
@attribute stats_arity_0 numeric
@attribute stats_arity_25 numeric
@attribute stats_arity_50 numeric
@attribute stats_arity_75 numeric
@attribute stats_arity_100 numeric
@attribute stats_arity_mean numeric
@attribute stats_arity_mean_normalised numeric
@attribute stats_cts_per_var_mean numeric
@attribute stats_cts_per_var_mean_normalised numeric
@attribute stats_alldiff_count numeric
@attribute stats_alldiff_proportion numeric
@attribute stats_sums_count numeric
@attribute stats_sums_proportion numeric
@attribute stats_or_atleastk_count numeric
@attribute stats_or_atleastk_proportion numeric
@attribute stats_ternary_count numeric
@attribute stats_ternary_proportion numeric
@attribute stats_binary_count numeric
@attribute stats_binary_proportion numeric
@attribute stats_reify_count numeric
@attribute stats_reify_proportion numeric
@attribute stats_table_count numeric
@attribute stats_table_proportion numeric
@attribute stats_lex_count numeric
@attribute stats_lex_proportion numeric
@attribute stats_unary_count numeric
@attribute stats_unary_proportion numeric
@attribute stats_nullary_count numeric
@attribute stats_nullary_proportion numeric
@attribute stats_element_count numeric
@attribute stats_element_proportion numeric
@attribute stats_minmax_count numeric
@attribute stats_minmax_proportion numeric
@attribute stats_occurrence_count numeric
@attribute stats_occurrence_proportion numeric
@attribute stats_multi_shared_vars numeric
@attribute stats_edge_density numeric
@attribute stats_Local_Variance numeric
@attribute stats_tightness_0 numeric
@attribute stats_tightness_25 numeric
@attribute stats_tightness_50 numeric
@attribute stats_tightness_75 numeric
@attribute stats_tightness_100 numeric
@attribute stats_tightness_mean numeric
@attribute stats_tightness_mean_normalised numeric
@attribute standard_deviation_of_node_degree numeric
@attribute normalised_standard_deviation_of_node_degree numeric
@attribute clustering_coefficient numeric
@attribute minimum_degree numeric
@attribute normalised_minimum_degree numeric
@attribute maximum_degree numeric
@attribute normalised_maximum_degree numeric
@attribute median_degree numeric
@attribute normalised_median_degree numeric
@attribute mean_degree numeric
@attribute normalised_mean_degree numeric
@attribute width_of_ordering numeric
@attribute normalised_width_of_ordering numeric
@attribute width_of_graph numeric
@attribute normalised_width_of_graph numeric
@attribute SAC_literals numeric
@attribute normalised_SAC_literals numeric
@attribute stats_literal_tightness_0 numeric
@attribute stats_literal_tightness_25 numeric
@attribute stats_literal_tightness_50 numeric
@attribute stats_literal_tightness_75 numeric
@attribute stats_literal_tightness_100 numeric
@attribute stats_literal_tightness_mean numeric
@attribute stats_literal_tightness_coeff_of_variation numeric

@DATA
1-insertions-5-5.xml.watchless.minion.gz,1,202,0,202,0,0,5,5,5,5,5,5.000000,0,0,202,0,0.000000,1227,2,2,2,2,2,2.000000,0.009901,12.148515,0.009901,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1227,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.060440,0.243809,184,184,184,184,184,184.000000,0.149959,6.657663102947888,.03295872823241528,0.0,5,.02475247524752475,67,.3316831683168317,10.0,.04950495049504951,12.14851485148515,0.0601411626311146,67,.3316831683168317,8,0.0396039603960396,0,0.0,16.000000,17.000000,21.000000,23.000000,23.000000,20.000000,0.148324
1-insertions-5-6.xml.watchless.minion.gz,1,202,0,202,0,0,6,6,6,6,6,6.000000,0,0,202,0,0.000000,1227,2,2,2,2,2,2.000000,0.009901,12.148515,0.009901,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1227,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.060440,0.243809,169,169,169,169,169,169.000000,0.137734,6.657663102947888,.03295872823241528,0.0,5,.02475247524752475,67,.3316831683168317,10.0,.04950495049504951,12.14851485148515,0.0601411626311146,67,.3316831683168317,8,0.0396039603960396,0,0.0,13.000000,14.000000,18.000000,19.000000,20.000000,16.666667,0.153623
1-insertions-6-4.xml.watchless.minion.gz,1,607,0,607,0,0,4,4,4,4,4,4.000000,0,0,607,0,0.000000,6337,2,2,2,2,2,2.000000,0.003295,20.879736,0.003295,0,0.000000,0,0.000000,0,0.000000,0,0.000000,6337,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.034455,0.159787,263,263,263,263,263,263.000000,0.041502,14.64450916538123,.02412604475351108,0.0,6,.009884678747940691,202,.3327841845140033,18.0,.02965403624382208,20.87973640856672,0.0343982477900605,202,.3327841845140033,14,.02306425041186162,0,0.0,20.000000,26.000000,27.000000,27.000000,27.000000,25.000000,0.116619
1-insertions-6-5.xml.watchless.minion.gz,1,607,0,607,0,0,5,5,5,5,5,5.000000,0,0,607,0,0.000000,6337,2,2,2,2,2,2.000000,0.003295,20.879736,0.003295,0,0.000000,0,0.000000,0,0.000000,0,0.000000,6337,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.034455,0.159787,184,184,184,184,184,184.000000,0.029036,14.64450916538123,.02412604475351108,0.0,6,.009884678747940691,202,.3327841845140033,18.0,.02965403624382208,20.87973640856672,0.0343982477900605,202,.3327841845140033,14,.02306425041186162,0,0.0,16.000000,17.000000,21.000000,23.000000,23.000000,20.000000,0.148324
1-insertions-6-6.xml.watchless.minion.gz,1,607,0,607,0,0,6,6,6,6,6,6.000000,0,0,607,0,0.000000,6337,2,2,2,2,2,2.000000,0.003295,20.879736,0.003295,0,0.000000,0,0.000000,0,0.000000,0,0.000000,6337,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.034455,0.159787,169,169,169,169,169,169.000000,0.026669,14.64450916538123,.02412604475351108,0.0,6,.009884678747940691,202,.3327841845140033,18.0,.02965403624382208,20.87973640856672,0.0343982477900605,202,.3327841845140033,14,.02306425041186162,0,0.0,13.000000,14.000000,18.000000,19.000000,20.000000,16.666667,0.153623
1-insertions-6-7.xml.watchless.minion.gz,1,607,0,607,0,0,7,7,7,7,7,7.000000,0,0,607,0,0.000000,6337,2,2,2,2,2,2.000000,0.003295,20.879736,0.003295,0,0.000000,0,0.000000,0,0.000000,0,0.000000,6337,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.034455,0.159787,154,154,154,154,154,154.000000,0.024302,14.64450916538123,.02412604475351108,0.0,6,.009884678747940691,202,.3327841845140033,18.0,.02965403624382208,20.87973640856672,0.0343982477900605,202,.3327841845140033,14,.02306425041186162,0,0.0,12.000000,13.000000,13.000000,16.000000,19.000000,14.285714,0.157480
2-fullins-3-4.xml.watchless.minion.gz,1,52,0,52,0,0,4,4,4,4,4,4.000000,0,0,52,0,0.000000,201,2,2,2,2,2,2.000000,0.038462,7.730769,0.038462,0,0.000000,0,0.000000,0,0.000000,0,0.000000,201,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.151584,0.331856,263,263,263,263,263,263.000000,1.308458,3.0199043834544,0.0580750842972,.06383616383616383,4,.07692307692307693,15,.2884615384615384,7.0,.1346153846153846,7.730769230769231,.1486686390532544,15,.2884615384615384,5,.09615384615384616,0,0.0,20.000000,26.000000,27.000000,27.000000,27.000000,25.000000,0.116619
2-fullins-3-5.xml.watchless.minion.gz,1,52,0,52,0,0,5,5,5,5,5,5.000000,0,0,52,0,0.000000,201,2,2,2,2,2,2.000000,0.038462,7.730769,0.038462,0,0.000000,0,0.000000,0,0.000000,0,0.000000,201,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.151584,0.331856,184,184,184,184,184,184.000000,0.915423,3.0199043834544,0.0580750842972,.06383616383616383,4,.07692307692307693,15,.2884615384615384,7.0,.1346153846153846,7.730769230769231,.1486686390532544,15,.2884615384615384,5,.09615384615384616,0,0.0,16.000000,17.000000,21.000000,23.000000,23.000000,20.000000,0.148324
2-fullins-4-4.xml.watchless.minion.gz,1,212,0,212,0,0,4,4,4,4,4,4.000000,0,0,212,0,0.000000,1621,2,2,2,2,2,2.000000,0.009434,15.292453,0.009434,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1621,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.072476,0.205428,263,263,263,263,263,263.000000,0.162246,8.191075425433068,.03863714823317485,.02188210371668959,6,.02830188679245283,55,.2594339622641509,13.0,.06132075471698113,15.29245283018868,.07213421146315414,55,.2594339622641509,10,.04716981132075472,0,0.0,20.000000,26.000000,27.000000,27.000000,27.000000,25.000000,0.116619
2-fullins-4-5.xml.watchless.minion.gz,1,212,0,212,0,0,5,5,5,5,5,5.000000,0,0,212,0,0.000000,1621,2,2,2,2,2,2.000000,0.009434,15.292453,0.009434,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1621,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.072476,0.205428,184,184,184,184,184,184.000000,0.113510,8.191075425433068,.03863714823317485,.02188210371668959,6,.02830188679245283,55,.2594339622641509,13.0,.06132075471698113,15.29245283018868,.07213421146315414,55,.2594339622641509,10,.04716981132075472,0,0.0,16.000000,17.000000,21.000000,23.000000,23.000000,20.000000,0.148324
2-fullins-4-6.xml.watchless.minion.gz,1,212,0,212,0,0,6,6,6,6,6,6.000000,0,0,212,0,0.000000,1621,2,2,2,2,2,2.000000,0.009434,15.292453,0.009434,0,0.000000,0,0.000000,0,0.000000,0,0.000000,1621,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.072476,0.205428,169,169,169,169,169,169.000000,0.104257,8.191075425433068,.03863714823317485,.02188210371668959,6,.02830188679245283,55,.2594339622641509,13.0,.06132075471698113,15.29245283018868,.07213421146315414,55,.2594339622641509,10,.04716981132075472,0,0.0,13.000000,14.000000,18.000000,19.000000,20.000000,16.666667,0.153623
2-fullins-5-4.xml.watchless.minion.gz,1,852,0,852,0,0,4,4,4,4,4,4.000000,0,0,852,0,0.000000,12201,2,2,2,2,2,2.000000,0.002347,28.640845,0.002347,0,0.000000,0,0.000000,0,0.000000,0,0.000000,12201,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.033656,0.122158,263,263,263,263,263,263.000000,0.021556,20.42988980410619,.02397874390153308,.007850991884943074,8,.009389671361502348,215,.2523474178403756,25.0,.02934272300469484,28.64084507042254,.03361601534087152,215,.2523474178403756,18,.02112676056338028,0,0.0,20.000000,26.000000,27.000000,27.000000,27.000000,25.000000,0.116619
2-fullins-5-5.xml.watchless.minion.gz,1,852,0,852,0,0,5,5,5,5,5,5.000000,0,0,852,0,0.000000,12201,2,2,2,2,2,2.000000,0.002347,28.640845,0.002347,0,0.000000,0,0.000000,0,0.000000,0,0.000000,12201,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.033656,0.122158,184,184,184,184,184,184.000000,0.015081,20.42988980410619,.02397874390153308,.007850991884943074,8,.009389671361502348,215,.2523474178403756,25.0,.02934272300469484,28.64084507042254,.03361601534087152,215,.2523474178403756,18,.02112676056338028,0,0.0,16.000000,17.000000,21.000000,23.000000,23.000000,20.000000,0.148324
2-fullins-5-6.xml.watchless.minion.gz,1,852,0,852,0,0,6,6,6,6,6,6.000000,0,0,852,0,0.000000,12201,2,2,2,2,2,2.000000,0.002347,28.640845,0.002347,0,0.000000,0,0.000000,0,0.000000,0,0.000000,12201,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.033656,0.122158,169,169,169,169,169,169.000000,0.013851,20.42988980410619,.02397874390153308,.007850991884943074,8,.009389671361502348,215,.2523474178403756,25.0,.02934272300469484,28.64084507042254,.03361601534087152,215,.2523474178403756,18,.02112676056338028,0,0.0,13.000000,14.000000,18.000000,19.000000,20.000000,16.666667,0.153623
2-fullins-5-7.xml.watchless.minion.gz,1,852,0,852,0,0,7,7,7,7,7,7.000000,0,0,852,0,0.000000,12201,2,2,2,2,2,2.000000,0.002347,28.640845,0.002347,0,0.000000,0,0.000000,0,0.000000,0,0.000000,12201,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.033656,0.122158,154,154,154,154,154,154.000000,0.012622,20.42988980410619,.02397874390153308,.007850991884943074,8,.009389671361502348,215,.2523474178403756,25.0,.02934272300469484,28.64084507042254,.03361601534087152,215,.2523474178403756,18,.02112676056338028,0,0.0,12.000000,13.000000,13.000000,16.000000,19.000000,14.285714,0.157480
2-insertions-3-3.xml.watchless.minion.gz,1,37,0,37,0,0,3,3,3,3,3,3.000000,0,0,37,0,0.000000,72,2,2,2,2,2,2.000000,0.054054,3.891892,0.054054,0,0.000000,0,0.000000,0,0.000000,0,0.000000,72,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.108108,0.458347,324,324,324,324,324,324.000000,4.500000,.9524870371192484,.02574289289511482,0.0,3,.08108108108108109,9,.2432432432432433,4.0,.1081081081081081,3.891891891891892,.1051862673484295,9,.2432432432432433,3,.08108108108108109,0,0.0,32.000000,32.000000,33.000000,35.000000,35.000000,33.333333,0.037417
2-insertions-3-4.xml.watchless.minion.gz,1,37,0,37,0,0,4,4,4,4,4,4.000000,0,0,37,0,0.000000,72,2,2,2,2,2,2.000000,0.054054,3.891892,0.054054,0,0.000000,0,0.000000,0,0.000000,0,0.000000,72,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.108108,0.458347,263,263,263,263,263,263.000000,3.652778,.9524870371192484,.02574289289511482,0.0,3,.08108108108108109,9,.2432432432432433,4.0,.1081081081081081,3.891891891891892,.1051862673484295,9,.2432432432432433,3,.08108108108108109,0,0.0,20.000000,26.000000,27.000000,27.000000,27.000000,25.000000,0.116619
2-insertions-4-3.xml.watchless.minion.gz,1,149,0,149,0,0,3,3,3,3,3,3.000000,0,0,149,0,0.000000,541,2,2,2,2,2,2.000000,0.013423,7.261745,0.013423,0,0.000000,0,0.000000,0,0.000000,0,0.000000,541,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.049066,0.340533,324,324,324,324,324,324.000000,0.598891,3.234453727420391,0.0217077431370496,0.0,4,.02684563758389262,37,.2483221476510067,8.0,.05369127516778523,7.261744966442953,.04873654339894599,37,.2483221476510067,5,.03355704697986577,0,0.0,32.000000,32.000000,33.000000,35.000000,35.000000,33.333333,0.037417
2-insertions-4-4.xml.watchless.minion.gz,1,149,0,149,0,0,4,4,4,4,4,4.000000,0,0,149,0,0.000000,541,2,2,2,2,2,2.000000,0.013423,7.261745,0.013423,0,0.000000,0,0.000000,0,0.000000,0,0.000000,541,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.049066,0.340533,263,263,263,263,263,263.000000,0.486137,3.234453727420391,0.0217077431370496,0.0,4,.02684563758389262,37,.2483221476510067,8.0,.05369127516778523,7.261744966442953,.04873654339894599,37,.2483221476510067,5,.03355704697986577,0,0.0,20.000000,26.000000,27.000000,27.000000,27.000000,25.000000,0.116619
2-insertions-4-5.xml.watchless.minion.gz,1,149,0,149,0,0,5,5,5,5,5,5.000000,0,0,149,0,0.000000,541,2,2,2,2,2,2.000000,0.013423,7.261745,0.013423,0,0.000000,0,0.000000,0,0.000000,0,0.000000,541,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0.000000,0.049066,0.340533,184,184,184,184,184,184.000000,0.340111,3.234453727420391,0.0217077431370496,0.0,4,.02684563758389262,37,.2483221476510067,8.0,.05369127516778523,7.261744966442953,.04873654339894599,37,.2483221476510067,5,.03355704697986577,0,0.0,16.000000,17.000000,21.000000,23.000000,23.000000,20.000000,0.148324
