@RELATION SAT11-HAND-Ground-Truth

@ATTRIBUTE instance_id STRING
@ATTRIBUTE satunsat {SAT,UNSAT}

@DATA
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,UNSAT
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,UNSAT
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,SAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,?
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,UNSAT
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,?
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,UNSAT
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,UNSAT
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,?
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,SAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,UNSAT
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,SAT
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,SAT
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,UNSAT
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,UNSAT
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,?
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,SAT
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,UNSAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,SAT
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,UNSAT
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,SAT
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,?
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,?
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,SAT
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,?
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,SAT
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,SAT
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,SAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,?
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,SAT
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,SAT
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,UNSAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,?
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,SAT
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,SAT
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,SAT
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,SAT
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,SAT
./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,SAT
./SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,?
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,SAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,SAT
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,?
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,UNSAT
./SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,?
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,UNSAT
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,SAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,?
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,SAT
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,UNSAT
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,UNSAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,?
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,UNSAT
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,SAT
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,?
./SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,UNSAT
./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,SAT
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,UNSAT
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,UNSAT
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,SAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,SAT
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,SAT
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,UNSAT
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,UNSAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,?
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,UNSAT
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,SAT
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,SAT
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,?
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,SAT
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,SAT
./SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,?
./SAT03/handmade/anton/UNSAT/SGI_30_80_17_90_7-log.shuffled-as.sat03-190.cnf,?
./SAT07/crafted/spence/hard/s113-100.cnf,?
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,SAT
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,?
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,SAT
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,UNSAT
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,SAT
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,SAT
./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,?
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,UNSAT
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,?
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,?
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,UNSAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,SAT
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,SAT
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,UNSAT
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,SAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,?
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,?
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,SAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,UNSAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,UNSAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,?
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,?
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,?
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf,?
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,UNSAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,?
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,SAT
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,?
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,?
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,SAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,SAT
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,SAT
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,?
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,UNSAT
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,SAT
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,UNSAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,?
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,SAT
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,UNSAT
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,SAT
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,SAT
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,UNSAT
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,?
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,UNSAT
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,?
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,SAT
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,?
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,SAT
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,UNSAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,?
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,SAT
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,UNSAT
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,?
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,UNSAT
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,SAT
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,?
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,UNSAT
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,SAT
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,SAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,?
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,?
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,?
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,UNSAT
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,SAT
./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,?
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,UNSAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,UNSAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,SAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,UNSAT
./SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf,UNSAT
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,?
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,?
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,SAT
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,?
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,SAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,UNSAT
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,?
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,SAT
./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,SAT
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,SAT
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,SAT
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,SAT
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,?
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,SAT
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,?
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,?
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,SAT
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,SAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,SAT
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,UNSAT
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,SAT
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,?
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,UNSAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,SAT
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,SAT
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,UNSAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,SAT
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,SAT
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,UNSAT
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,SAT
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,UNSAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,SAT
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,SAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,?
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,SAT
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,?
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,UNSAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,SAT
./SAT09/CRAFTED/ramseycube/Q3inK10.cnf,SAT
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,SAT
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,?
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_60_24_40_2-log.shuffled-as.sat03-119.cnf,UNSAT
./SAT11/crafted/mosoi/289/289-sat-5x8.cnf,SAT
./SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf,SAT
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,?
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,SAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,SAT
./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,?
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,?
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,SAT
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,UNSAT
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,SAT
./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,SAT
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,UNSAT
./SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,?
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,?
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,SAT
./SAT11/crafted/mosoi/289/289-sat-11x9.cnf,SAT
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,SAT
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,UNSAT
./SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf,SAT
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,SAT
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,?
./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,SAT
./SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf,UNSAT
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,SAT
./SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,?
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,SAT
