@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC

@DATA
11pipe_k.cnf,1,89315.000000000,5584003.000000000,79604.000000000,5548259.000000000,0.121991357,0.006442381,24.180000000,0.014347564,0.939245786,0.242616790,0.000000000,1.000000000,0.416040455,0.000036075,2.970654382,0.000025124,0.003705844,0.254164819,0.000000000,0.967923992,0.971648404,0.400000000,0.000036075,6.636063687,0.000000541,0.007762075,5.232507728,0.569973188,0.282789780,0.000000000,1.000000000,4.226605472,0.000024458,6.463624009,0.000000000,0.005047529,4.954114687,0.971555401,0.000053764,4.060701120,0.000000541,0.006432649,9.720000000,0.000000000,0.000000000,0.000000000,0.000000000,-512.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,20.580000000
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-NOTKNOWN.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
dated-10-13-u.cnf,1,180608.000000000,815261.000000000,49204.000000000,286487.000000000,2.670595887,1.845717258,1.960000000,0.171749503,0.355383258,1.069977295,0.000000000,1.000000000,1.335210242,0.000052707,0.404143137,0.000040647,0.000243883,0.974263884,0.000000000,0.610404661,0.917095715,0.020000000,0.000052707,0.452465520,0.000020943,0.000136132,2.762578341,0.246477397,0.157733031,0.000000000,0.777777778,3.105696693,0.000034049,0.442951638,0.000010472,0.000097736,2.523741395,0.761612220,0.000051702,0.466756794,0.000013962,0.000139622,2.820000000,0.000070953,0.579002186,0.000010472,0.000286226,3.493019581,0.153771596,0.636017782,0.026851852,0.611111111,3.243823013,4.220000000
complete-500-0.1-1-9876543215001.cnf,1,1000.000000000,73331.000000000,1000.000000000,73331.000000000,0.000000000,0.000000000,0.360000000,0.013636798,0.642837033,0.725116200,0.000000000,1.000000000,1.391010625,0.017410972,1.313666648,0.002000000,0.072000000,1.671505380,0.000000000,0.681812603,0.681812603,0.000000000,0.017410972,0.938540382,0.000940939,0.046446932,5.478246047,0.457455906,0.385060637,0.000000000,0.874010554,3.072050552,0.001707941,0.219571237,0.000927302,0.002631902,4.479497292,0.688631002,0.007471656,0.013443816,0.007145682,0.007759338,0.220000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,29.040000000
atco_enc2_opt2_10_21.cnf,1,9824.000000000,160531.000000000,6638.000000000,144050.000000000,0.479963845,0.114411663,0.460000000,0.046081222,0.583607797,0.467126468,0.000000000,1.000000000,1.965209700,0.000680400,0.429101792,0.000301296,0.003314251,1.881995972,0.000000000,0.092530371,0.354529677,0.020000000,0.000680400,1.773231677,0.000013884,0.007247484,4.369508933,0.365437654,0.279965776,0.000000000,1.000000000,4.114560472,0.000410689,1.931067146,0.000006942,0.004401250,3.922019040,0.589934051,0.000331034,0.668570446,0.000013884,0.000951059,0.080000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.040000000
manthey_DimacsSorter_36_4.cnf,1,4965.000000000,16282.000000000,2873.000000000,14058.000000000,0.728158719,0.158201736,0.040000000,0.204367620,0.289723470,1.178485955,0.000000000,1.000000000,1.389466392,0.000932366,0.438340155,0.000696136,0.008701706,1.104117819,0.000000000,0.589344146,0.858941528,-0.000000000,0.000932366,0.505722125,0.000497937,0.011594821,2.515127933,0.188600779,0.149778770,0.000000000,0.741935484,2.897490943,0.000605071,0.616897128,0.000071134,0.008678333,2.208511574,0.761843790,0.000819934,0.481811022,0.000426803,0.007326789,0.020000000,0.001195260,0.935002081,0.000355669,0.029733959,3.274420412,0.177106176,0.434219964,0.004807528,0.571428571,3.278212803,0.160000000
atco_enc1_opt2_20_12.cnf,1,171148.000000000,6595658.000000000,143059.000000000,6141803.000000000,0.196345564,0.073896053,11.480000000,0.023292672,0.555138600,0.599357502,0.000000000,1.000000000,1.131795457,0.000022877,0.458109490,0.000013980,0.000174753,0.732693642,0.000000000,0.064823310,0.900171660,0.480000000,0.000022877,1.051275742,0.000000326,0.000297958,4.978546160,0.356480161,0.338626140,0.000000000,1.000000000,3.916912744,0.000012076,1.531256880,0.000000163,0.000290306,4.420344965,0.515429590,0.000030473,0.879322876,0.000000326,0.000120649,24.360000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.180000000
mrpp_8x8#24_16.cnf,1,14534.000000000,115034.000000000,6946.000000000,81265.000000000,1.092427296,0.415541746,0.400000000,0.085473451,0.399092680,0.740578462,0.000000000,1.000000000,1.831588391,0.000570735,0.242175442,0.000287936,0.000863807,1.349486588,0.000000000,0.042515228,0.353583954,-0.000000000,0.000570735,0.608446492,0.000073833,0.001316680,3.905041067,0.273341719,0.172154758,0.000000000,0.782178218,3.838158950,0.000144432,0.470337308,0.000024611,0.000381468,2.693676753,0.321343752,0.000531394,0.308285163,0.000061527,0.000849074,0.080000000,0.001026619,0.402650006,0.000036916,0.002448779,4.769545205,0.362971888,0.314945884,0.036236119,0.733333333,3.635985124,14.260000000
mrpp_4x4#12_12.cnf,1,2672.000000000,16408.000000000,1197.000000000,11737.000000000,1.232247285,0.397972225,0.040000000,0.101985175,0.411294766,0.743889005,0.000000000,1.000000000,1.822695346,0.003252572,0.238199939,0.001670844,0.005012531,1.317697098,0.000000000,0.047030757,0.370452415,-0.000000000,0.003252572,0.623308978,0.000596405,0.007497657,3.524239449,0.272509024,0.155289928,0.000000000,0.724137931,3.489881242,0.000846810,0.486953368,0.000170401,0.001874414,2.607450066,0.327170486,0.002991489,0.330410413,0.000426003,0.004856437,-0.000000000,0.005945142,0.404696998,0.000255602,0.013802505,4.501647297,0.369863746,0.290393921,0.076576577,0.888888889,3.623906067,1.500000000
manthey_single-ordered-initialized-w42-b9.cnf,1,10395.000000000,83904.000000000,6651.000000000,70440.000000000,0.562922869,0.191141397,0.180000000,0.094420784,0.550995427,0.566058704,0.000000000,1.000000000,0.857875905,0.000550862,0.891412556,0.000300707,0.007367313,0.857956346,0.000000000,0.216638274,0.908546281,0.000000000,0.000550862,2.544459903,0.000127768,0.013586031,1.319665240,0.617429051,0.156451088,0.000000000,0.842931937,1.221568458,0.000262666,3.435789081,0.000014196,0.009199319,0.791362424,0.654542873,0.000609520,2.200698041,0.000141965,0.013032368,0.060000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.040000000
005-80-12.cnf,1,13408.000000000,478488.000000000,12701.000000000,307265.000000000,0.055664908,0.557248629,0.600000000,0.041335655,0.375467782,0.589605958,0.000000000,1.000000000,2.189775839,0.000453151,0.201208404,0.000157468,0.001102275,1.443605422,0.000000000,0.001129318,0.038061608,0.040000000,0.000453151,0.439955426,0.000039054,0.000881975,3.714489086,0.117450989,0.068599409,0.000000000,0.672727273,2.813350324,0.000073724,0.497324673,0.000006509,0.000188762,3.281839884,0.193543033,0.000063503,0.418343534,0.000016273,0.000139944,0.240000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.020000000
gss-22-s100.cnf,1,31616.000000000,95110.000000000,13864.000000000,57628.000000000,1.280438546,0.650412994,0.440000000,0.240577497,0.191856769,1.539877830,0.000000000,1.000000000,1.142642169,0.000215569,1.085142492,0.000144259,0.002380265,0.990912479,0.000000000,0.658603457,0.938588880,-0.000000000,0.000215569,0.796914174,0.000121469,0.001787326,2.479568604,0.184227521,0.154298082,0.000000000,0.777777778,2.382623290,0.000146712,0.933394634,0.000052058,0.001509683,1.878670981,0.890938433,0.000398668,0.759519280,0.000069411,0.002099674,0.240000000,0.000435972,0.913729009,0.000086763,0.003626709,3.787387851,0.172921625,0.463596014,0.018378002,0.527777778,3.230321500,1.780000000
6s9.cnf,1,34320.000000000,100384.000000000,11472.000000000,56459.000000000,1.991631799,0.777998193,0.320000000,0.203191697,0.485794533,0.775269516,0.000000000,1.000000000,1.602015419,0.000288161,0.579443995,0.000174338,0.004271269,1.421501681,0.000000000,0.259710586,0.724632034,0.020000000,0.000288161,1.595750914,0.000053136,0.034325794,2.995257110,0.158885786,0.138290301,0.000000000,1.000000000,3.088529277,0.000120874,1.858667252,0.000017712,0.019323757,2.462077333,0.530615137,0.000317031,1.369801368,0.000053136,0.025948033,0.160000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.020000000
manthey_DimacsSorter_30_6.cnf,1,3638.000000000,11677.000000000,1941.000000000,9247.000000000,0.874291602,0.262787931,0.020000000,0.209905915,0.278889936,1.182985735,0.000000000,1.000000000,1.319897383,0.001348530,0.360819459,0.001030397,0.010303967,1.058067538,0.000000000,0.579755596,0.862766303,-0.000000000,0.001348530,0.531884890,0.000648859,0.019357630,2.260123965,0.185982439,0.145221992,0.000000000,0.692307692,2.724667534,0.000905539,0.620588478,0.000108143,0.014491186,2.200478932,0.761003569,0.001142496,0.469447773,0.000432573,0.011895750,-0.000000000,0.001774802,1.000932869,0.000540716,0.031037093,3.201174160,0.181435761,0.448304204,0.006968641,0.527777778,3.286696456,0.120000000
jgiraldezlevy.2200.9086.08.40.41.cnf,1,2200.000000000,9086.000000000,2149.000000000,9026.000000000,0.023731968,0.006647463,0.000000000,0.238089962,0.494630327,0.585594808,0.000000000,1.000000000,0.695163841,0.001411104,0.062041852,0.001395998,0.002791996,0.143906736,0.000000000,0.000000000,0.969310880,0.000000000,0.001411104,0.284510172,0.000443164,0.003212940,2.678916098,0.235043614,0.175715426,0.000000000,1.000000000,3.365059809,0.000688925,0.399210180,0.000000000,0.001772657,2.310648064,0.490471970,0.002443074,0.255595516,0.000775537,0.004985597,0.000000000,0.002094547,0.242333362,0.000664746,0.004431642,2.925401622,0.141796611,0.273351757,0.056097561,0.400000000,2.685840209,0.100000000
48bits_13.dimacs.cnf,1,688.000000000,18146.000000000,688.000000000,18146.000000000,0.000000000,0.000000000,0.020000000,0.037914692,0.332879065,0.687362014,0.000000000,1.000000000,2.585137053,0.010306343,0.298988054,0.002906977,0.033430233,2.101355388,0.000000000,0.006227268,0.048826188,-0.000000000,0.010306343,1.246834903,0.000551086,0.059572358,5.193860379,0.086634609,0.104491393,0.000000000,0.785714286,3.035526467,0.000814453,0.622523874,0.000165326,0.002755428,3.328873145,0.107847459,0.001859273,0.416323218,0.000330651,0.004133142,0.020000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.100000000
mrpp_6x6#14_24.cnf,1,12197.000000000,77598.000000000,5746.000000000,61542.000000000,1.122694048,0.260894999,0.220000000,0.093367131,0.396532449,0.746744397,0.000000000,1.000000000,1.830332078,0.000699527,0.219666324,0.000348068,0.001044205,1.270861866,0.000000000,0.020815053,0.308586006,0.020000000,0.000699527,0.566990772,0.000113743,0.001462416,3.457067717,0.258447903,0.154101169,0.000000000,0.741176471,3.438966437,0.000160669,0.535696342,0.000032498,0.000373729,2.519126427,0.282684996,0.000643668,0.241723080,0.000081245,0.000942446,0.040000000,0.001249954,0.335949482,0.000064996,0.002713594,4.445977291,0.382137965,0.252576554,0.078991597,0.668016194,3.475637348,9.060000000
manthey_DimacsSorter_30_5.cnf,1,3843.000000000,12306.000000000,2058.000000000,9733.000000000,0.867346939,0.264358368,0.020000000,0.211445597,0.266625569,1.208070544,0.000000000,1.000000000,1.320720891,0.001275304,0.366959448,0.000971817,0.007774538,1.067871353,0.000000000,0.582348711,0.860680160,-0.000000000,0.001275304,0.542077337,0.000616459,0.020343162,2.281045982,0.183560234,0.139931802,0.000000000,0.666666667,2.702103102,0.000855395,0.628797340,0.000102743,0.016027946,2.200833100,0.762354875,0.001078455,0.464781776,0.000410973,0.012534676,-0.000000000,0.001726948,1.052442438,0.000513716,0.021987054,3.213472511,0.180380564,0.455365611,0.009389263,0.549450549,3.289731445,0.120000000
manthey_DimacsSorter_28_3.cnf,1,3553.000000000,11381.000000000,1942.000000000,9521.000000000,0.829557158,0.195357631,0.020000000,0.203970171,0.271142987,1.189442027,0.000000000,1.000000000,1.389967815,0.001401964,0.412079786,0.001029866,0.010298661,1.157552090,0.000000000,0.560655393,0.835836572,-0.000000000,0.001401964,0.553156571,0.000735217,0.019850856,2.492610670,0.184796140,0.146758947,0.000000000,0.714285714,2.884610109,0.000874970,0.657888558,0.000105031,0.014494276,2.169175877,0.738998004,0.001202827,0.493229679,0.000630186,0.012918811,-0.000000000,0.001974331,0.965903309,0.000525155,0.033294822,3.426309698,0.176955149,0.471260005,0.006388509,0.571428571,3.401908672,0.140000000
48bits_11.dimacs.cnf,1,687.000000000,18258.000000000,687.000000000,18258.000000000,0.000000000,0.000000000,0.020000000,0.037627341,0.331463493,0.686297371,0.000000000,1.000000000,2.582709644,0.010343176,0.299137393,0.002911208,0.033478894,2.102749643,0.000000000,0.006024756,0.047650345,-0.000000000,0.010343176,1.246321116,0.000547705,0.059206923,5.154577044,0.088701880,0.106280729,0.000000000,0.793103448,3.055291506,0.000795886,0.610226239,0.000164312,0.002738526,3.300164795,0.106254792,0.001859646,0.412125152,0.000328623,0.004107788,0.020000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.080000000
46bits_11.dimacs.cnf,1,689.000000000,16922.000000000,689.000000000,16922.000000000,0.000000000,0.000000000,0.020000000,0.040716227,0.337889724,0.678910299,0.000000000,1.000000000,2.575809417,0.010078257,0.304212357,0.002902758,0.031930334,2.107786278,0.000000000,0.006914076,0.055135327,-0.000000000,0.010078257,1.238947456,0.000531852,0.063881338,5.160658888,0.086171816,0.101912798,0.000000000,0.793103448,3.029593895,0.000852370,0.596656622,0.000177284,0.002954733,3.284870824,0.115589174,0.001971481,0.415855601,0.000354568,0.004313911,0.020000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,20.060000000
mrpp_8x8#8_9.cnf,1,7451.000000000,51322.000000000,2686.000000000,26671.000000000,1.774013403,0.924262307,0.120000000,0.100708635,0.422492208,0.780197247,0.000000000,1.000000000,1.817338329,0.001424503,0.251876202,0.000744602,0.003350707,1.372744887,0.000000000,0.081811706,0.368602602,0.020000000,0.001424503,0.521706967,0.000262457,0.003374452,4.055194590,0.268715501,0.178386487,0.000000000,0.750000000,4.011601279,0.000391816,0.470932985,0.000074988,0.000974842,2.836578467,0.351205429,0.001286965,0.320252880,0.000224963,0.002212141,-0.000000000,0.002381737,0.410745453,0.000187470,0.006186495,4.638998276,0.378011467,0.264392054,0.061561562,0.888888889,3.616905353,2.900000000
