@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute algorithm string
@attribute acc numeric
@attribute runstatus {ok,timeout,memout,not_applicable,crash,other}

@data
X474_analcatdata_marketing,1,1068_.trees.J48_1,0.574586,ok
X475_analcatdata_germangss,1,1068_.trees.J48_1,0.39,ok
X480_prnn_viruses,1,1068_.trees.J48_1,0.983607,ok
X481_biomed,1,1068_.trees.J48_1,0.875598,ok
X48_tae,1,1068_.trees.J48_1,0.562914,ok
X49_heart.c,1,1068_.trees.J48_1,0.79538,ok
X4_labor,1,1068_.trees.J48_1,0.789474,ok
X50_tic.tac.toe,1,1068_.trees.J48_1,0.853862,ok
X51_heart.h,1,1068_.trees.J48_1,0.802721,ok
X52_trains,1,1068_.trees.J48_1,0.9,ok
X53_heart.statlog,1,1068_.trees.J48_1,0.785185,ok
X54_vehicle,1,1068_.trees.J48_1,0.70331,ok
X554_mnist_784,1,1068_.trees.J48_1,0.889614,ok
X55_hepatitis,1,1068_.trees.J48_1,0.767742,ok
X56_vote,1,1068_.trees.J48_1,0.965517,ok
X57_hypothyroid,1,1068_.trees.J48_1,0.996023,ok
X59_ionosphere,1,1068_.trees.J48_1,0.894587,ok
X5_arrhythmia,1,1068_.trees.J48_1,0.634956,ok
X60_waveform.5000,1,1068_.trees.J48_1,0.7436,ok
X61_iris,1,1068_.trees.J48_1,0.946667,ok
X679_rmftsa_sleepdata,1,1068_.trees.J48_1,0.53125,ok
X682_sleuth_ex2016,1,1068_.trees.J48_1,0.666667,ok
X683_sleuth_ex2015,1,1068_.trees.J48_1,0.6,ok
X685_visualizing_livestock,1,1068_.trees.J48_1,0.446154,ok
X694_diggle_table_a2,1,1068_.trees.J48_1,0.967742,ok
X6_letter,1,1068_.trees.J48_1,0.87795,ok
X714_fruitfly,1,1068_.trees.J48_1,0.552,ok
X715_fri_c3_1000_25,1,1068_.trees.J48_1,0.869,ok
X716_fri_c3_100_50,1,1068_.trees.J48_1,0.67,ok
X717_rmftsa_ladata,1,1068_.trees.J48_1,0.866142,ok
X718_fri_c4_1000_100,1,1068_.trees.J48_1,0.883,ok
X719_veteran,1,1068_.trees.J48_1,0.686131,ok
X720_abalone,1,1068_.trees.J48_1,0.775198,ok
X721_pwLinear,1,1068_.trees.J48_1,0.87,ok
X722_pol,1,1068_.trees.J48_1,0.979333,ok
X723_fri_c4_1000_25,1,1068_.trees.J48_1,0.865,ok
X724_analcatdata_vineyard,1,1068_.trees.J48_1,0.837607,ok
X725_bank8FM,1,1068_.trees.J48_1,0.922363,ok
X726_fri_c2_100_5,1,1068_.trees.J48_1,0.75,ok
X727_2dplanes,1,1068_.trees.J48_1,0.930387,ok
X728_analcatdata_supreme,1,1068_.trees.J48_1,0.992103,ok
X729_visualizing_slope,1,1068_.trees.J48_1,0.886364,ok
X730_fri_c1_250_5,1,1068_.trees.J48_1,0.892,ok
X731_baskball,1,1068_.trees.J48_1,0.71875,ok
X732_fri_c0_250_50,1,1068_.trees.J48_1,0.78,ok
X733_machine_cpu,1,1068_.trees.J48_1,0.947368,ok
X734_ailerons,1,1068_.trees.J48_1,0.8584,ok
X735_cpu_small,1,1068_.trees.J48_1,0.90564,ok
X736_visualizing_environmental,1,1068_.trees.J48_1,0.702703,ok
X737_space_ga,1,1068_.trees.J48_1,0.797232,ok
X739_sleep,1,1068_.trees.J48_1,0.66129,ok
X740_fri_c3_1000_10,1,1068_.trees.J48_1,0.88,ok
X741_rmftsa_sleepdata,1,1068_.trees.J48_1,0.744141,ok
X742_fri_c4_500_100,1,1068_.trees.J48_1,0.84,ok
X743_fri_c1_1000_5,1,1068_.trees.J48_1,0.882,ok
X744_fri_c3_250_5,1,1068_.trees.J48_1,0.844,ok
X745_auto_price,1,1068_.trees.J48_1,0.943396,ok
X746_fri_c1_250_25,1,1068_.trees.J48_1,0.86,ok
X747_servo,1,1068_.trees.J48_1,0.928144,ok
X748_analcatdata_wildcat,1,1068_.trees.J48_1,0.754601,ok
X749_fri_c3_500_5,1,1068_.trees.J48_1,0.834,ok
X750_pm10,1,1068_.trees.J48_1,0.534,ok
X751_fri_c4_1000_10,1,1068_.trees.J48_1,0.86,ok
X752_puma32H,1,1068_.trees.J48_1,0.863037,ok
X753_wisconsin,1,1068_.trees.J48_1,0.57732,ok
X754_fri_c0_100_5,1,1068_.trees.J48_1,0.76,ok
X755_sleuth_ex1605,1,1068_.trees.J48_1,0.741935,ok
X756_autoPrice,1,1068_.trees.J48_1,0.943396,ok
X757_meta,1,1068_.trees.J48_1,0.897727,ok
X761_cpu_act,1,1068_.trees.J48_1,0.919067,ok
X762_fri_c2_100_10,1,1068_.trees.J48_1,0.75,ok
X763_fri_c0_250_10,1,1068_.trees.J48_1,0.8,ok
X764_analcatdata_apnea3,1,1068_.trees.J48_1,0.917778,ok
X765_analcatdata_apnea2,1,1068_.trees.J48_1,0.924211,ok
X766_fri_c1_500_50,1,1068_.trees.J48_1,0.816,ok
X767_analcatdata_apnea1,1,1068_.trees.J48_1,0.947368,ok
X768_fri_c3_100_25,1,1068_.trees.J48_1,0.72,ok
X769_fri_c1_250_50,1,1068_.trees.J48_1,0.88,ok
X770_strikes,1,1068_.trees.J48_1,0.9952,ok
X772_quake,1,1068_.trees.J48_1,0.555096,ok
X773_fri_c0_250_25,1,1068_.trees.J48_1,0.788,ok
X774_disclosure_x_bias,1,1068_.trees.J48_1,0.521148,ok
X775_fri_c2_100_25,1,1068_.trees.J48_1,0.68,ok
X776_fri_c0_250_5,1,1068_.trees.J48_1,0.828,ok
X777_sleuth_ex1714,1,1068_.trees.J48_1,0.851064,ok
X778_bodyfat,1,1068_.trees.J48_1,0.996032,ok
X779_fri_c1_500_25,1,1068_.trees.J48_1,0.808,ok
X780_rabe_265,1,1068_.trees.J48_1,0.607843,ok
X782_rabe_266,1,1068_.trees.J48_1,0.9,ok
X783_fri_c3_100_10,1,1068_.trees.J48_1,0.79,ok
X784_newton_hema,1,1068_.trees.J48_1,0.785714,ok
X785_wind_correlations,1,1068_.trees.J48_1,0.866667,ok
X786_cleveland,1,1068_.trees.J48_1,0.745875,ok
X788_triazines,1,1068_.trees.J48_1,0.790323,ok
X789_fri_c1_100_10,1,1068_.trees.J48_1,0.76,ok
X790_elusage,1,1068_.trees.J48_1,0.8,ok
X791_diabetes_numeric,1,1068_.trees.J48_1,0.627907,ok
X792_fri_c2_500_5,1,1068_.trees.J48_1,0.88,ok
X793_fri_c3_250_10,1,1068_.trees.J48_1,0.844,ok
X794_fri_c2_250_25,1,1068_.trees.J48_1,0.84,ok
X795_disclosure_x_tampered,1,1068_.trees.J48_1,0.504532,ok
X796_cpu,1,1068_.trees.J48_1,0.952153,ok
X797_fri_c4_1000_50,1,1068_.trees.J48_1,0.833,ok
X798_cholesterol,1,1068_.trees.J48_1,0.521452,ok
X799_fri_c0_1000_5,1,1068_.trees.J48_1,0.835,ok
X7_audiology,1,1068_.trees.J48_1,0.787611,ok
X800_pyrim,1,1068_.trees.J48_1,0.837838,ok
X802_pbcseq,1,1068_.trees.J48_1,0.682262,ok
X803_delta_ailerons,1,1068_.trees.J48_1,0.942488,ok
X804_hutsof99_logis,1,1068_.trees.J48_1,0.614286,ok
X805_fri_c4_500_50,1,1068_.trees.J48_1,0.81,ok
X806_fri_c3_1000_50,1,1068_.trees.J48_1,0.838,ok
X807_kin8nm,1,1068_.trees.J48_1,0.778442,ok
X808_fri_c0_100_10,1,1068_.trees.J48_1,0.73,ok
X809_mushroom,1,1068_.trees.J48_1,1,ok
X810_pbc,1,1068_.trees.J48_1,0.686603,ok
X811_rmftsa_ctoarrivals,1,1068_.trees.J48_1,0.935606,ok
X812_fri_c1_100_25,1,1068_.trees.J48_1,0.84,ok
X813_fri_c3_1000_5,1,1068_.trees.J48_1,0.88,ok
X814_chscase_vine2,1,1068_.trees.J48_1,0.848291,ok
X815_chscase_vine1,1,1068_.trees.J48_1,0.807692,ok
X816_puma8NH,1,1068_.trees.J48_1,0.825562,ok
X817_diggle_table_a1,1,1068_.trees.J48_1,0.666667,ok
X818_diggle_table_a2,1,1068_.trees.J48_1,0.996774,ok
X819_delta_elevators,1,1068_.trees.J48_1,0.871073,ok
X820_chatfield_4,1,1068_.trees.J48_1,0.885106,ok
X821_house_16H,1,1068_.trees.J48_1,0.860911,ok
X822_cal_housing,1,1068_.trees.J48_1,0.871948,ok
X823_houses,1,1068_.trees.J48_1,0.980523,ok
X824_fri_c1_500_10,1,1068_.trees.J48_1,0.84,ok
X825_boston_corrected,1,1068_.trees.J48_1,0.835968,ok
X826_sensory,1,1068_.trees.J48_1,0.717014,ok
X827_disclosure_x_noise,1,1068_.trees.J48_1,0.504532,ok
X828_fri_c4_100_100,1,1068_.trees.J48_1,0.75,ok
X829_fri_c1_100_5,1,1068_.trees.J48_1,0.76,ok
X830_fri_c2_250_10,1,1068_.trees.J48_1,0.888,ok
X831_autoMpg,1,1068_.trees.J48_1,0.927136,ok
X832_fri_c3_250_25,1,1068_.trees.J48_1,0.812,ok
X833_bank32nh,1,1068_.trees.J48_1,0.758301,ok
X834_fri_c4_250_100,1,1068_.trees.J48_1,0.748,ok
X835_analcatdata_vehicle,1,1068_.trees.J48_1,0.833333,ok
X836_sleuth_case1102,1,1068_.trees.J48_1,0.470588,ok
X837_fri_c1_1000_50,1,1068_.trees.J48_1,0.849,ok
X838_fri_c4_500_25,1,1068_.trees.J48_1,0.848,ok
X839_kdd_el_nino.small,1,1068_.trees.J48_1,0.936061,ok
X840_autoHorse,1,1068_.trees.J48_1,0.921951,ok
X841_stock,1,1068_.trees.J48_1,0.955789,ok
X842_analcatdata_runshoes,1,1068_.trees.J48_1,0.7,ok
X843_house_8L,1,1068_.trees.J48_1,0.872323,ok
X844_breastTumor,1,1068_.trees.J48_1,0.538462,ok
X845_fri_c0_1000_10,1,1068_.trees.J48_1,0.83,ok
X846_elevators,1,1068_.trees.J48_1,0.849027,ok
X847_wind,1,1068_.trees.J48_1,0.831305,ok
X848_schlvote,1,1068_.trees.J48_1,0.842105,ok
X849_fri_c0_1000_25,1,1068_.trees.J48_1,0.802,ok
X850_fri_c0_100_50,1,1068_.trees.J48_1,0.61,ok
X851_tecator,1,1068_.trees.J48_1,0.883333,ok
X852_analcatdata_gsssexsurvey,1,1068_.trees.J48_1,0.754717,ok
X853_housing,1,1068_.trees.J48_1,0.859684,ok
X854_fishcatch,1,1068_.trees.J48_1,0.943038,ok
X855_fri_c4_500_10,1,1068_.trees.J48_1,0.822,ok
X857_bolts,1,1068_.trees.J48_1,0.875,ok
X858_hungarian,1,1068_.trees.J48_1,0.802721,ok
X860_vinnie,1,1068_.trees.J48_1,0.847368,ok
X861_auto93,1,1068_.trees.J48_1,0.774194,ok
X862_sleuth_ex2016,1,1068_.trees.J48_1,0.655172,ok
X863_fri_c4_250_10,1,1068_.trees.J48_1,0.78,ok
X864_sleuth_ex2015,1,1068_.trees.J48_1,0.65,ok
X866_fri_c2_1000_50,1,1068_.trees.J48_1,0.856,ok
X867_visualizing_livestock,1,1068_.trees.J48_1,0.838462,ok
X868_fri_c4_100_25,1,1068_.trees.J48_1,0.76,ok
X869_fri_c2_500_10,1,1068_.trees.J48_1,0.92,ok
X870_fri_c1_500_5,1,1068_.trees.J48_1,0.854,ok
X871_pollen,1,1068_.trees.J48_1,0.49896,ok
X872_boston,1,1068_.trees.J48_1,0.853755,ok
X873_fri_c3_250_50,1,1068_.trees.J48_1,0.876,ok
X874_rabe_131,1,1068_.trees.J48_1,0.98,ok
X875_analcatdata_chlamydia,1,1068_.trees.J48_1,0.81,ok
X876_fri_c1_100_50,1,1068_.trees.J48_1,0.79,ok
X877_fri_c2_250_50,1,1068_.trees.J48_1,0.764,ok
X878_fri_c4_100_10,1,1068_.trees.J48_1,0.74,ok
X879_fri_c2_500_25,1,1068_.trees.J48_1,0.864,ok
X880_mu284,1,1068_.trees.J48_1,0.996479,ok
X881_mv,1,1068_.trees.J48_1,0.997253,ok
X882_pollution,1,1068_.trees.J48_1,0.633333,ok
X884_fri_c0_500_5,1,1068_.trees.J48_1,0.826,ok
X885_transplant,1,1068_.trees.J48_1,0.992366,ok
X886_no2,1,1068_.trees.J48_1,0.598,ok
X887_mbagrade,1,1068_.trees.J48_1,0.606557,ok
X888_fri_c0_500_50,1,1068_.trees.J48_1,0.786,ok
X889_fri_c0_100_25,1,1068_.trees.J48_1,0.64,ok
X890_cloud,1,1068_.trees.J48_1,0.916667,ok
X891_sleuth_case1202,1,1068_.trees.J48_1,0.83871,ok
X893_visualizing_hamster,1,1068_.trees.J48_1,0.60274,ok
X894_rabe_148,1,1068_.trees.J48_1,0.939394,ok
X895_chscase_geyser1,1,1068_.trees.J48_1,0.873874,ok
X896_fri_c3_500_25,1,1068_.trees.J48_1,0.838,ok
X898_hip,1,1068_.trees.J48_1,0.740741,ok
X899_analcatdata_negotiation,1,1068_.trees.J48_1,0.836957,ok
X900_chscase_census6,1,1068_.trees.J48_1,0.5875,ok
X901_fried,1,1068_.trees.J48_1,0.892931,ok
X902_sleuth_case2002,1,1068_.trees.J48_1,0.653061,ok
X903_fri_c2_1000_25,1,1068_.trees.J48_1,0.871,ok
X904_fri_c0_1000_50,1,1068_.trees.J48_1,0.794,ok
X906_chscase_census5,1,1068_.trees.J48_1,0.5075,ok
X907_chscase_census4,1,1068_.trees.J48_1,0.515,ok
X908_chscase_census3,1,1068_.trees.J48_1,0.52,ok
X909_chscase_census2,1,1068_.trees.J48_1,0.5025,ok
X910_fri_c1_1000_10,1,1068_.trees.J48_1,0.868,ok
X911_fri_c2_250_5,1,1068_.trees.J48_1,0.872,ok
X912_fri_c2_1000_5,1,1068_.trees.J48_1,0.909,ok
X913_fri_c2_1000_10,1,1068_.trees.J48_1,0.9,ok
X915_plasma_retinol,1,1068_.trees.J48_1,0.526984,ok
X916_fri_c3_100_5,1,1068_.trees.J48_1,0.79,ok
X917_fri_c1_1000_25,1,1068_.trees.J48_1,0.87,ok
X918_fri_c4_250_50,1,1068_.trees.J48_1,0.776,ok
X920_fri_c2_500_50,1,1068_.trees.J48_1,0.854,ok
X921_analcatdata_seropositive,1,1068_.trees.J48_1,0.962121,ok
X922_fri_c2_100_50,1,1068_.trees.J48_1,0.82,ok
X923_visualizing_soil,1,1068_.trees.J48_1,0.999769,ok
X925_visualizing_galaxy,1,1068_.trees.J48_1,0.944272,ok
X926_fri_c0_500_25,1,1068_.trees.J48_1,0.76,ok
X931_disclosure_z,1,1068_.trees.J48_1,0.52568,ok
X932_fri_c4_100_50,1,1068_.trees.J48_1,0.75,ok
X933_fri_c4_250_25,1,1068_.trees.J48_1,0.808,ok
X934_socmob,1,1068_.trees.J48_1,0.937716,ok
X935_fri_c1_250_10,1,1068_.trees.J48_1,0.836,ok
X936_fri_c3_500_10,1,1068_.trees.J48_1,0.882,ok
X937_fri_c3_500_50,1,1068_.trees.J48_1,0.802,ok
X941_lowbwt,1,1068_.trees.J48_1,0.830688,ok
X943_fri_c0_500_10,1,1068_.trees.J48_1,0.808,ok
X944_echoMonths,1,1068_.trees.J48_1,0.746154,ok
X945_kidney,1,1068_.trees.J48_1,0.723684,ok
X946_visualizing_ethanol,1,1068_.trees.J48_1,0.431818,ok
X947_arsenic.male.bladder,1,1068_.trees.J48_1,0.957066,ok
X948_quake,1,1068_.trees.J48_1,0.555096,ok
X949_arsenic.female.bladder,1,1068_.trees.J48_1,0.856887,ok
X950_arsenic.female.lung,1,1068_.trees.J48_1,0.966011,ok
X951_arsenic.male.lung,1,1068_.trees.J48_1,0.976744,ok
X952_prnn_fglass,1,1068_.trees.J48_1,0.714953,ok
X955_tae,1,1068_.trees.J48_1,0.728477,ok
X957_braziltourism,1,1068_.trees.J48_1,0.783981,ok
X958_segment,1,1068_.trees.J48_1,0.990909,ok
X959_nursery,1,1068_.trees.J48_1,1,ok
X960_postoperative.patient.data,1,1068_.trees.J48_1,0.7,ok
X961_analcatdata_broadwaymult,1,1068_.trees.J48_1,0.768421,ok
X962_mfeat.morphological,1,1068_.trees.J48_1,0.9985,ok
X963_heart.h,1,1068_.trees.J48_1,0.802721,ok
X964_pasture,1,1068_.trees.J48_1,0.833333,ok
X967_cars,1,1068_.trees.J48_1,0.832512,ok
X968_analcatdata_birthday,1,1068_.trees.J48_1,0.824658,ok
X969_iris,1,1068_.trees.J48_1,0.986667,ok
X970_analcatdata_authorship,1,1068_.trees.J48_1,0.967895,ok
X971_mfeat.fourier,1,1068_.trees.J48_1,0.994,ok
X972_squash.stored,1,1068_.trees.J48_1,0.75,ok
X973_wine,1,1068_.trees.J48_1,0.926966,ok
X974_hayes.roth,1,1068_.trees.J48_1,0.765152,ok
X975_autos,1,1068_.trees.J48_1,0.907317,ok
X976_kdd_JapaneseVowels,1,1068_.trees.J48_1,0.977512,ok
X977_letter,1,1068_.trees.J48_1,0.9952,ok
X978_mfeat.factors,1,1068_.trees.J48_1,0.989,ok
X979_waveform.5000,1,1068_.trees.J48_1,0.8226,ok
X980_optdigits,1,1068_.trees.J48_1,0.980071,ok
X981_kdd_internet_usage,1,1068_.trees.J48_1,0.894638,ok
X982_heart.c,1,1068_.trees.J48_1,0.79868,ok
X983_cmc,1,1068_.trees.J48_1,0.689749,ok
X985_squash.unstored,1,1068_.trees.J48_1,0.75,ok
