@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute ClassEntropy numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute EquivalentNumberOfAtts numeric
@attribute HoeffdingAdwin.changes numeric
@attribute HoeffdingAdwin.warnings numeric
@attribute HoeffdingDDM.changes numeric
@attribute HoeffdingDDM.warnings numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxMutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanMutualInformation numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinAttributeEntropy numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinMutualInformation numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinorityClassPerentage numeric
@attribute MinorityClassSize numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute NaiveBayesAdwin.changes numeric
@attribute NaiveBayesAdwin.warnings numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesDdm.changes numeric
@attribute NaiveBayesDdm.warnings numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NoiseToSignalRatio numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute StdvNominalAttDistinctValues numeric

@data
X32_pendigits,1,0.978271,0.050582,0.943786,0.978271,0.050582,0.943786,0.978271,0.050582,0.943786,3.320772,0.717337,0.795852,0.111762,0.104076,0.001547,?,42,0,0,2,0.981775,0.044396,0.950662,0.981775,0.044396,0.950662,0.981775,0.044396,0.950662,0.9956,0.007915,0.991204,10.407569,1144,?,4811.60739,3271.258,?,-1,67.400767,5210.102598,-1,105.496008,78.285523,?,-1,3.43979,118.51754,?,-1.685692,0,?,-1,9.597889,1055,-1.490912,0,30,0,0.979688,1,23,0.142558,0.841573,?,0,10,17,10992,0,0,16,1,0,0,0,94.117647,5.882353,?,-0.841929,2.421598,?,0.020426,2.592514,?,0.581244,9.719128,?,0.792702,5.973722,?,2.937533,54.050758,?,1.556766,32.329708,0.969898,0.05413,0.939841,0.969898,0.05413,0.939841,0.969898,0.05413,0.939841,0.986383,0.067777,0.924677,0.986383,0.067777,0.924677,0.986383,0.067777,0.924677,-1
X333_monks.problems.1,1,0.738575,0.253597,0.492806,0.738575,0.253597,0.492806,0.738575,0.253597,0.492806,1,0.745504,0.253597,0.492806,0.5,0.01259,19.28693,1,0,6,5,0.962916,0.104317,0.791367,0.962916,0.104317,0.791367,0.962916,0.104317,0.791367,0.98446,0.06295,0.874101,50,278,1.99987,0,0,0.305642,4,0,0,1.458923,0,0,0.051849,2.833333,0,0,0.999664,0,0,0.000037,2,50,278,0,0,0,0,0.742107,6,5,0.253597,0.492806,27.138145,3,2,7,556,0,0,0,7,42.857143,0,0,0,100,0.999853,0,0,0.000184,0,0,1.584593,0,0,0.000775,0,0,1.688644,0,0,0.079132,0,0,0.934598,0.07554,0.848921,0.934598,0.07554,0.848921,0.934598,0.07554,0.848921,0.934003,0.120504,0.758993,0.934003,0.120504,0.758993,0.934003,0.120504,0.758993,0.752773
X334_monks.problems.2,1,0.499367,0.342762,0,0.499367,0.342762,0,0.499367,0.342762,0,0.927437,0.498427,0.342762,0,0.657238,0.011647,255.348447,0,0,1,1,0.539327,0.356073,0.029328,0.539327,0.356073,0.029328,0.539327,0.356073,0.029328,0.759223,0.314476,0.267125,65.723794,395,1.999373,0,0,0.006842,4,0,0,1.458931,0,0,0.003632,2.833333,0,0,0.999982,0,0,0.000078,2,34.276206,206,0,0,0,0,0.512744,2,5,0.402662,-0.082238,400.682867,3,2,7,601,0,0,0,7,42.857143,0,0,0,100,0.999994,0,0,0.00126,0,0,1.584642,0,0,0.003758,0,0,1.688553,0,0,0.005986,0,0,0.623651,0.374376,0.166168,0.623651,0.374376,0.166168,0.623651,0.374376,0.166168,0.517119,0.381032,-0.011301,0.517119,0.381032,-0.011301,0.517119,0.381032,-0.011301,0.752773
X335_monks.problems.3,1,0.982091,0.025271,0.949408,0.982091,0.025271,0.949408,0.982091,0.025271,0.949408,0.998862,0.781087,0.222022,0.548184,0.519856,0.012635,9.435363,0,0,0,0,0.986542,0.01083,0.978293,0.986542,0.01083,0.978293,0.986542,0.01083,0.978293,0.976354,0.041516,0.91692,51.98556,288,1.999915,0,0,0.318104,4,0,0,1.458959,0,0,0.105864,2.833333,0,0,0.99985,0,0,0.000032,2,48.01444,266,0,0,0,0,0.981079,0,0,0.036101,0.927787,12.781491,3,2,7,554,0,0,0,7,42.857143,0,0,0,100,0.999934,0,0,0.000256,0,0,1.584549,0,0,0.002056,0,0,1.688676,0,0,0.313979,0,0,0.95321,0.055957,0.887926,0.95321,0.055957,0.887926,0.95321,0.055957,0.887926,0.985047,0.025271,0.949408,0.985047,0.025271,0.949408,0.985047,0.025271,0.949408,0.752773
X336_SPECT,1,0.702101,0.23221,0.359167,0.702101,0.23221,0.359167,0.702101,0.23221,0.359167,0.733752,0.705403,0.205993,0,0.794007,0.086142,17.022795,0,0,3,1,0.729674,0.209738,0.406761,0.729674,0.209738,0.406761,0.729674,0.209738,0.406761,0.726339,0.250936,0.365346,79.400749,212,0.999909,0,0,0.111126,2,0,0,0.863663,0,0,0.043104,2,0,0,0.560409,0,0,0.016129,2,20.599251,55,0,0,0,0,0.835806,3,1,0.224719,0.434801,19.036673,23,2,23,267,0,0,0,23,100,0,0,0,100,0.805278,0,0,0.031741,0,0,0.889769,0,0,0.036645,0,0,0.968532,0,0,0.05378,0,0,0.700943,0.213483,0.384668,0.700943,0.213483,0.384668,0.700943,0.213483,0.384668,0.613894,0.250936,0.171537,0.613894,0.250936,0.171537,0.613894,0.250936,0.171537,0
X337_SPECTF,1,0.753543,0.174785,0.535935,0.753543,0.174785,0.535935,0.753543,0.174785,0.535935,0.844613,0.701264,0.272206,0,0.727794,0.12894,?,0,0,3,2,0.735557,0.200573,0.490426,0.735557,0.200573,0.490426,0.735557,0.200573,0.490426,0.691587,0.272206,0.357449,72.77937,254,?,9549.454222,13207.129353,?,2,97.725134,7947.066342,-1,2749.983271,1.157425,?,2,45.983055,0.707272,?,-1.943629,0.000314,?,2,27.22063,95,-3.247038,0.017715,0,0,0.868183,3,2,0.272206,0.454876,?,1,2,45,349,0,0,44,1,2.222222,0,0,97.777778,2.222222,?,1139.671528,0.000628,?,30.865861,0.030679,?,2384.250628,0.001674,?,46.055534,0.059636,?,3701.056013,0.007324,?,57.373378,0.165428,0.776502,0.186246,0.540538,0.776502,0.186246,0.540538,0.776502,0.186246,0.540538,0.711189,0.246418,0.266986,0.711189,0.246418,0.266986,0.711189,0.246418,0.266986,0
X338_grub.damage,1,0.51481,0.690323,0.029038,0.543276,0.741935,-0.021958,0.599691,0.683871,0.04908,1.924028,0.527945,0.683871,0.057967,0.316129,0.058065,7.65221,0,0,1,1,0.517932,0.735484,-0.022984,0.517932,0.735484,-0.022984,0.517932,0.735484,-0.022984,0.568078,0.664516,0.090262,31.612903,49,4.309702,-0.025892,70.673421,0.588454,21,0.745695,14.299412,2.408958,-0.537922,16.52662,0.251434,7.666667,0.022577,3.357722,0.93583,-1.304589,0.50002,0.143236,3,12.258065,19,-0.659841,0.34343,0,0,0.682721,1,1,0.548387,0.256322,8.580864,0,4,9,155,0,0,2,7,0,0,0,22.222222,77.777778,1.386433,-1.05694,0.501098,0.160788,-0.014212,0.344357,2.444133,-0.248606,5.000721,0.182084,-0.001377,2.806465,3.164914,-0.060047,34.474852,0.331696,0.009257,5.215746,0.543234,0.670968,0.068262,0.543234,0.670968,0.068262,0.543234,0.670968,0.068262,0.537066,0.716129,0.008186,0.537066,0.716129,0.008186,0.537066,0.716129,0.008186,6.742897
X339_pasture,1,0.736111,0.472222,0.291667,0.875,0.166667,0.75,0.79919,0.25,0.625,1.584963,0.736111,0.472222,0.291667,0.333333,0.638889,2.015447,0,0,0,0,0.82581,0.25,0.625,0.82581,0.25,0.625,0.82581,0.25,0.625,0.8125,0.25,0.625,33.333333,12,1.991076,198.012487,2299.916667,0.786408,4,14.142711,839.574837,1.991076,77.283741,1.171599,0.786408,4,8.128505,2.409971,1.991076,-1.948626,0,0.786408,4,33.333333,12,-0.475261,0,0,0,0.803819,0,0,0.333333,0.5,1.531863,0,3,23,36,0,0,21,2,0,0,0,91.304348,8.695652,1.991076,44.776391,0.034314,0.786408,6.29661,0.24722,1.991076,63.812769,0.093137,0.786408,8.043396,0.571951,1.991076,97.758385,0.289216,0.786408,9.541711,1.522989,0.75,0.333333,0.5,0.75,0.333333,0.5,0.75,0.333333,0.5,0.674769,0.527778,0.208333,0.674769,0.527778,0.208333,0.674769,0.527778,0.208333,0
X340_squash.stored,1,0.686929,0.384615,0.33162,0.59891,0.5,0.189934,0.750245,0.403846,0.34689,1.464275,0.686929,0.384615,0.33162,0.442308,0.480769,3.885668,0,0,0,0,0.720904,0.365385,0.371901,0.720904,0.365385,0.371901,0.720904,0.365385,0.371901,0.636654,0.442308,0.288095,44.230769,23,4.243239,55.715324,43453.985075,0.627548,22,7.449086,75070.435056,2.685753,0.127557,104.320065,0.37684,10,0.407209,130.817844,1.576621,-2.065413,0,0.239627,3,15.384615,8,-1.972262,0,0,0,0.718473,0,0,0.384615,0.377246,6.127039,0,3,25,52,2,7,21,4,0,3.846154,0.538462,84,16,1.576621,-0.44167,0,0.239627,0,0,2.237397,0,0.142857,0.263344,0,0.319625,4.243239,0,0.349349,0.627548,0.963171,0.377964,0.584741,0.480769,0.212598,0.584741,0.480769,0.212598,0.584741,0.480769,0.212598,0.483315,0.557692,0,0.483315,0.557692,0,0.483315,0.557692,0,10.440307
X342_squash.unstored,1,0.71606,0.365385,0.321429,0.71875,0.326923,0.446115,0.78291,0.269231,0.532134,1.31432,0.71606,0.365385,0.321429,0.461538,0.461538,4.031729,0,0,0,0,0.728251,0.288462,0.511278,0.728251,0.288462,0.511278,0.728251,0.288462,0.511278,0.657738,0.384615,0.322917,46.153846,24,4.262094,0.784144,1735.980769,0.640868,24,1.010256,325.271862,2.692037,-0.342486,277.301982,0.325994,10.666667,0.281201,62.822343,1.576621,-0.95649,3.26468,0.154753,3,7.692308,4,-0.762486,2.061224,0,0,0.775641,0,0,0.307692,0.436314,7.257929,0,3,24,52,9,39,20,4,0,17.307692,3.125,83.333333,16.666667,1.576621,-0.641566,8.952094,0.154753,-0.051017,4.651306,2.237397,-0.424574,32.845148,0.182362,0.318819,9.485646,4.262094,-0.208345,444.716346,0.640868,0.584129,105.285305,0.6163,0.423077,0.255208,0.6163,0.423077,0.255208,0.6163,0.423077,0.255208,0.682349,0.423077,0.214286,0.682349,0.423077,0.214286,0.682349,0.423077,0.214286,11.590226
X343_white.clover,1,0.534017,0.52381,0.041494,0.517376,0.539683,-0.050515,0.583788,0.460317,0.116965,1.312839,0.534017,0.52381,0.041494,0.603175,0.507937,7.756242,0,0,0,2,0.582407,0.396825,0.127424,0.582407,0.396825,0.127424,0.582407,0.396825,0.127424,0.545877,0.492063,0.081805,60.31746,38,2.807355,38.369454,30.51746,0.334519,7,5.895244,20.706011,1.839016,4.551443,13.591969,0.169262,4,1.242317,9.669234,1.378783,-1.083941,0.426032,0.078655,3,1.587302,1,-0.422234,1.088535,0,0,0.768071,0,1,0.365079,0.271493,9.864894,0,4,32,63,0,0,27,5,0,0,0,84.375,15.625,1.430328,-0.43417,5.653175,0.080249,0.335707,5.377496,1.584963,0.728956,13.798095,0.131938,0.658046,9.403001,2.501757,4.202681,19.67381,0.2956,2.036972,13.408157,0.641837,0.428571,0.144796,0.710994,0.365079,0.301687,0.680195,0.31746,0.412313,0.563964,0.444444,-0.005128,0.563964,0.444444,-0.005128,0.563964,0.444444,-0.005128,2
X346_aids,1,0.424,0.56,-0.12,0.3512,0.62,-0.24,0.4676,0.54,-0.08,1,0.5576,0.42,0.16,0.5,0.1,-1,0,0,0,1,0.3728,0.62,-0.24,0.3728,0.62,-0.24,0.3728,0.62,-0.24,0.34,0.66,-0.32,50,25,2.321928,7544.179495,1328125.959839,0,5,74.160345,422019.426957,2.321928,214.649377,220.739749,0,4,12.473524,97.245792,2.321928,-2.004016,0,0,2,50,25,-3.050851,0,0,0,0.5232,1,1,0.4,0.2,-1,1,2,5,50,0,0,2,3,20,0,0,40,60,2.321928,88.357421,0.010145,0,8.770803,0.119913,2.321928,180.46947,0.027536,0,13.010003,0.260692,2.321928,300.518,0.127536,0,16.436484,0.532568,0.5136,0.48,0.04,0.5136,0.48,0.04,0.5136,0.48,0.04,0.368,0.6,-0.2,0.368,0.6,-0.2,0.368,0.6,-0.2,1.732051
X34_postoperative.patient.data,1,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.980308,0.468428,0.3,-0.021008,0.711111,0.1,43.453324,0,0,0,0,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.408812,0.355556,-0.066667,71.111111,64,1.487804,0,0,0.054468,4,0,0,1.111137,0,0,0.02256,2.875,0,0,0.440319,0,0,0,2,2.222222,2,0,0,0,0,0.399359,0,0,0.366667,-0.133588,48.252502,2,3,9,90,3,3,0,9,22.222222,3.333333,0.37037,0,100,0.998931,0,0,0.014523,0,0,1.112906,0,0,0.020798,0,0,1.409732,0,0,0.02775,0,0,0.461852,0.455556,-0.103469,0.461852,0.455556,-0.103469,0.461852,0.455556,-0.103469,0.5,0.288889,0,0.5,0.288889,0,0.5,0.288889,0,0.64087
X350_webdata_wXa,1,0.83384,0.175394,0.481108,0.83384,0.175394,0.481108,0.83384,0.175394,0.481108,0.795051,0.749418,0.240006,0,0.759994,0.003354,?,60,0,28,141,0.822505,0.182669,0.468627,0.822505,0.182669,0.468627,0.822505,0.182669,0.468627,0.784655,0.225916,0.390662,75.999351,28100,?,3692.300325,110.469649,?,2,60.780756,35.604248,-1,306.844553,2.267365,?,2,11.293966,1.080132,?,-1.964773,0,?,2,24.000649,8874,-3.804792,0,50,0,0.882217,11,126,0.193623,0.525201,?,1,2,124,36974,0,0,123,1,0.806452,0,0,99.193548,0.806452,?,2.814173,0.002813,?,1.765883,0.052961,?,20.698483,0.040136,?,4.685757,0.195457,?,345.465764,0.192311,?,18.640381,0.366234,0.680842,0.244577,0.348629,0.680842,0.244577,0.348629,0.680842,0.244577,0.348629,0.861448,0.176475,0.487587,0.861448,0.176475,0.487587,0.861448,0.176475,0.487587,0
X357_vehicle_sensIT,1,0.839767,0.162289,0.675422,0.839767,0.162289,0.675422,0.839767,0.162289,0.675422,1,0.789307,0.210296,0.579409,0.5,0.001025,?,10,0,0,0,0.81594,0.165445,0.669109,0.81594,0.165445,0.669109,0.81594,0.165445,0.669109,0.739323,0.260677,0.478646,50,49264,?,3692.300325,110.469649,?,2,60.780756,35.604248,-1,188.445035,1.129752,?,2,7.854418,1.045338,?,-1.964773,-1.465547,?,2,50,49264,-3.804792,0,0,0,0.852777,0,76,0.194229,0.611542,?,1,2,101,98528,0,0,100,1,0.990099,0,0,99.009901,0.990099,?,5.388233,-0.227791,?,1.846014,0.159541,?,19.245716,0.003354,?,3.356658,0.444567,?,95.268698,0.135845,?,7.240555,1,0.782617,0.21737,0.565261,0.782617,0.21737,0.565261,0.782617,0.21737,0.565261,0.89399,0.152637,0.694726,0.89399,0.152637,0.694726,0.89399,0.152637,0.694726,0
X35_dermatology,1,0.982738,0.065574,0.917895,0.982738,0.065574,0.917895,0.982738,0.065574,0.917895,2.432597,0.786872,0.497268,0.339717,0.306011,0.095628,5.416393,1,0,0,0,0.969618,0.065574,0.917568,0.969618,0.065574,0.917568,0.969618,0.065574,0.917568,0.960868,0.068306,0.914689,30.601093,112,1.970305,4811.60739,13207.129353,0.863127,4,67.400767,7947.066342,1.197873,27.345975,124.072364,0.449118,3.909091,1.28645,45.596891,0.39381,-1.816523,-23.499115,0.093281,2,5.464481,20,-21.16622,0,1,0,0.998014,0,0,0.035519,0.955509,1.667171,1,6,35,366,8,8,1,34,2.857143,2.185792,0.062451,2.857143,97.142857,0.927138,-0.201923,0.9,0.275454,-0.092172,2.141335,1.247561,0.708965,20.818363,0.449996,0.454272,7.982343,1.527945,7.973429,69.869565,0.657053,1.86389,19.512309,0.948439,0.101093,0.873556,0.948439,0.101093,0.873556,0.948439,0.101093,0.873556,0.975215,0.101093,0.871715,0.975215,0.101093,0.871715,0.975215,0.101093,0.871715,0.384353
X36_segment,1,0.981861,0.041991,0.95101,0.981861,0.041991,0.95101,0.981861,0.041991,0.95101,2.807355,0.774948,0.715584,0.165152,0.142857,0.008658,?,1,0,0,0,0.976954,0.046753,0.945455,0.976954,0.046753,0.945455,0.976954,0.046753,0.945455,0.97259,0.048485,0.943434,14.285714,330,?,4811.60739,37287.531481,?,-1,67.400767,8728.998307,-1,89.980794,261.995341,?,-1,3.194587,143.853791,?,-1.749179,-12.69086,?,-1,14.285714,330,-1.941555,0,1,0,0.970755,0,0,0.197403,0.769697,?,0,7,20,2310,0,0,19,1,0,0,0,95,5,?,-0.743779,2.367126,?,0.034703,2.347929,?,0.651476,9.76468,?,0.819598,6.061412,?,3.355416,51.008801,?,1.569887,33.391726,0.967677,0.055411,0.935354,0.967677,0.055411,0.935354,0.967677,0.055411,0.935354,0.978709,0.069264,0.919192,0.978709,0.069264,0.919192,0.978709,0.069264,0.919192,-1
X375_JapaneseVowels,1,0.699506,0.739886,0.141585,0.984733,0.027407,0.968954,0.978982,0.177392,0.799119,3.132069,0.699506,0.739886,0.141585,0.162032,0.001506,?,13,0,17,8,0.944638,0.161731,0.816582,0.943035,0.153599,0.825922,0.941381,0.145367,0.835326,0.989632,0.018372,0.979191,16.203192,1614,?,3.792059,20.364321,?,9,1.696545,15.878836,-1,-0.030996,2.204314,?,9,0.144858,1.826849,?,-0.864184,-0.528716,?,9,7.850617,782,-0.377769,0.097999,11,0,0.985117,17,15,0.142556,0.83843,?,0,9,15,9961,0,0,14,1,0,0,0,93.333333,6.666667,?,-0.519879,-0.219352,?,-0.215536,0.170276,?,-0.231245,-0.046302,?,0.076888,0.262541,?,-0.150175,0.516905,?,0.256451,0.440675,0.69163,0.737075,0.137408,0.770794,0.63086,0.272593,0.840054,0.539102,0.381299,0.698535,0.740388,0.141299,0.800061,0.60004,0.312824,0.865525,0.416123,0.529044,0
X378_ipums_la_99.small,1,0.94954,0.241972,0.547238,0.967783,0.2128,0.608697,0.975644,0.21133,0.610828,1.757754,0.94954,0.241972,0.547238,0.656151,0.006897,10.224376,1,0,0,31,0.974618,0.203528,0.624006,0.974618,0.203528,0.624006,0.974618,0.203528,0.624006,0.889128,0.252261,0.537792,65.615106,5803,10.598839,0,0,0.979543,3890,0,0,1.994587,0,0,0.171918,166.35,0,0,-0,0,0,0,1,2.227499,197,0,0,25,0,0.961434,0,27,0.272162,0.532698,10.60197,9,7,61,8844,8844,51515,0,61,14.754098,100,9.548939,0,100,0.990111,0,0,0.047596,0,0,1.30397,0,0,0.120395,0,0,2.465624,0,0,0.199894,0,0,0.94954,0.241972,0.547238,0.949901,0.241746,0.552796,0.932606,0.246156,0.544828,0.499828,0.343849,0,0.499828,0.343849,0,0.499828,0.343849,0,588.70832
X37_diabetes,1,0.718664,0.269531,0.381647,0.718664,0.269531,0.381647,0.718664,0.269531,0.381647,0.933134,0.711119,0.272135,0.391059,0.651042,0.011719,?,0,0,0,1,0.707437,0.276042,0.381774,0.707437,0.276042,0.381774,0.707437,0.276042,0.381774,0.643403,0.309896,0.296032,65.104167,500,?,4811.60739,37287.531481,?,-1,67.400767,8728.998307,-1,86.657413,253.728311,?,-1,3.092998,139.353979,?,-1.749179,-12.69086,?,-1,34.895833,268,-1.941555,0,0,0,0.808269,0,1,0.240885,0.458124,?,1,2,9,768,0,0,8,1,11.111111,0,0,88.888889,11.111111,?,-0.677723,2.394056,?,0.034703,2.470561,?,0.651476,10.403075,?,0.819598,6.184046,?,3.390183,51.497113,?,1.569887,32.94264,0.664448,0.307292,0.327196,0.664448,0.307292,0.327196,0.664448,0.307292,0.327196,0.762914,0.282552,0.351775,0.762914,0.282552,0.351775,0.762914,0.282552,0.351775,-1
X381_ipums_la_98.small,1,0.946133,0.243554,0.554933,0.96773,0.215898,0.61261,0.972886,0.210822,0.621211,1.762306,0.946133,0.243554,0.554933,0.64155,0.00815,9.620427,1,0,1,10,0.942933,0.244756,0.553938,0.942933,0.244756,0.553938,0.942933,0.244756,0.553938,0.884275,0.259051,0.536904,64.154977,4802,10.908634,0,0,1.061667,3594,0,0,2.017237,0,0,0.183184,155.733333,0,0,-0,0,0,0,1,0.948564,71,0,0,3,0,0.958551,0,2,0.272411,0.537966,10.012095,8,7,61,7485,7485,52048,0,61,13.114754,100,11.399411,0,100,0.915554,0,0,0.0441,0,0,1.346961,0,0,0.11681,0,0,2.376488,0,0,0.22391,0,0,0.659738,0.398664,0.099607,0.659738,0.398664,0.099607,0.659738,0.398664,0.099607,0.499826,0.35845,0,0.499826,0.35845,0,0.499826,0.35845,0,542.798238
X382_ipums_la_97.small,1,0.764996,0.55421,0.2772,0.754288,0.575581,0.283062,0.804901,0.570737,0.282398,2.758468,0.764996,0.55421,0.2772,0.276108,0.008691,28.226613,0,0,0,0,0.794717,0.552643,0.289829,0.794717,0.552643,0.289829,0.794717,0.552643,0.289829,0.639932,0.661918,0.193219,27.610771,1938,7.915127,0,0,0.80654,488,0,0,1.919954,0,0,0.097726,49.7,0,0,-0,0,0,0,1,3.675737,258,0,0,0,0,0.738351,0,16,0.681864,0.206854,18.646331,8,8,61,7019,7019,48089,0,61,13.114754,100,11.231575,0,100,0.918606,0,0,0.020641,0,0,1.297317,0,0,0.052036,0,0,2.433511,0,0,0.12726,0,0,0.585499,0.717054,0.10985,0.585499,0.717054,0.10985,0.585499,0.717054,0.10985,0.499858,0.723892,0,0.499858,0.723892,0,0.499858,0.723892,0,95.521459
X383_tr45.wc,1,0.696756,0.595652,0.258774,0.896684,0.182609,0.787462,0.947622,0.289855,0.66793,3.032582,0.696756,0.595652,0.258774,0.231884,11.973913,?,0,0,0,7,0.930103,0.134783,0.842993,0.930103,0.134783,0.842993,0.930103,0.134783,0.842993,0.635559,0.608696,0.27395,23.188406,160,?,7544.179495,452507.538462,?,-1,74.160345,64568.123896,-1,215.071619,48.925093,?,-1,12.497117,10.622078,?,-2.004016,0,?,-1,2.028986,14,-3.050851,0,0,0,0.870671,1,8,0.302899,0.649941,?,0,10,8262,690,0,0,8261,1,0,0,0,99.987896,0.012104,?,89.316052,0.010145,?,8.792561,0.119913,?,181.060105,0.027536,?,13.010003,0.260013,?,301.247042,0.124661,?,16.436484,0.530425,0.680085,0.550725,0.35909,0.680085,0.550725,0.35909,0.680085,0.550725,0.35909,0.932232,0.15942,0.814344,0.932232,0.15942,0.814344,0.932232,0.15942,0.814344,-1
X384_tr21.wc,1,0.751935,0.270833,0.208122,0.843401,0.145833,0.701458,0.887447,0.452381,0.381148,1.506996,0.751935,0.270833,0.208122,0.6875,23.520833,?,0,0,0,2,0.709874,0.247024,0.466146,0.709874,0.247024,0.466146,0.709874,0.247024,0.466146,0.619875,0.321429,0.244567,68.75,231,?,1533.022729,117603.636828,?,-1,39.142901,148018.685068,-1,83.074992,1956.392999,?,-1,6.67921,1191.401479,?,-1.997883,0,?,-1,1.190476,4,-0.107479,0,0,0,0.727487,0,2,0.511905,0.302248,?,0,6,7903,336,0,0,7902,1,0,0,0,99.987347,0.012653,?,9.699706,0.10119,?,2.258827,0.684663,?,44.462261,607.852071,?,5.704684,569.365314,?,113.12929,1766.582298,?,10.364288,1147.87891,0.628636,0.41369,0.228963,0.628636,0.41369,0.228963,0.628636,0.41369,0.228963,0.842789,0.166667,0.616595,0.842789,0.166667,0.616595,0.842789,0.166667,0.616595,-1
