@RELATION FEATURE_COSTS_BNSL-2016

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE basic NUMERIC
@ATTRIBUTE basic_extended NUMERIC
@ATTRIBUTE lower_bounding NUMERIC
@ATTRIBUTE greedy_probing NUMERIC
@ATTRIBUTE A*_probing NUMERIC
@ATTRIBUTE ILP_probing NUMERIC
@ATTRIBUTE CP_probing NUMERIC

@DATA
credit-g_bdeu-10-2,1,0,0,0,0,4,0,0
credit-g_bdeu-100,1,0,0,0,1,5,1,0
credit-g_bdeu-100-2,1,0,0,0,1,4,3,0
credit-g_bdeu-100-3,1,0,0,0,1,5,1,0
dermatology_bdeu-0.1-2,1,0,0,0,1,5,4,6
dermatology_bdeu-0.1-3,1,0,0,0,1,5,2,6
dermatology_bdeu-0.1-4,1,0,0,0,1,5,3,6
dermatology_bdeu-0.1-5,1,0,0,0,1,5,3,6
dermatology_bdeu-0.1-6,1,0,0,0,1,5,2,6
dermatology_bdeu-1-2,1,0,0,0,1,5,5,6
dermatology_bdeu-1-3,1,0,0,0,2,5,5,6
dermatology_bdeu-1-4,1,0,0,0,2,5,3,6
dermatology_bdeu-1-5,1,0,0,0,2,5,4,6
dermatology_bdeu-1-6,1,0,0,0,2,5,4,6
dermatology_bdeu-10-2,1,0,0,0,2,5,5,6
dermatology_bdeu-10-3,1,0,0,0,2,5,5,6
dermatology_bdeu-10-4,1,0,0,0,3,5,5,6
dermatology_bdeu-10-5,1,0,0,0,3,5,5,6
dermatology_bdeu-10-6,1,0,0,0,3,5,5,6
dermatology_bdeu-100-2,1,0,0,0,4,5,5,6
dermatology_bdeu-100-3,1,0,0,0,5,5,5,6
dermatology_bdeu-100-4,1,0,0,0,5,5,6,6
dermatology_bdeu-100-5,1,0,0,0,5,5,6,6
dermatology_bdeu-100-6,1,0,0,0,5,5,6,6
dermatology_bic,1,0,0,0,1,5,0,0
diabetes_bdeu-0.1-2,1,0,0,0,2,5,5,6
diabetes_bdeu-0.1-3,1,0,0,0,2,5,5,6
diabetes_bdeu-0.1-4,1,0,0,0,3,5,5,6
diabetes_bdeu-1-2,1,0,0,0,3,5,5,6
diabetes_bdeu-1-3,1,0,0,0,3,5,5,6
diabetes_bdeu-1-4,1,0,0,0,3,5,5,6
diabetes_bdeu-10-2,1,0,0,0,4,5,6,6
diabetes_bdeu-10-3,1,0,0,0,5,5,5,6
diabetes_bdeu-10-4,1,0,0,0,5,5,5,6
diabetes_bdeu-100-2,1,0,0,0,5,5,5,6
diabetes_bdeu-100-3,1,0,0,0,5,5,6,6
diabetes_bdeu-100-4,1,0,0,0,5,5,10,6
eucalyptus_bdeu-0.1,1,0,0,0,2,0,5,2
eucalyptus_bdeu-0.1-2,1,0,0,0,1,0,5,0
eucalyptus_bdeu-0.1-3,1,0,0,0,1,0,5,0
eucalyptus_bdeu-0.1-4,1,0,0,0,1,0,5,0
eucalyptus_bdeu-0.1-5,1,0,0,0,1,0,5,1
eucalyptus_bdeu-0.1-6,1,0,0,0,1,0,5,1
eucalyptus_bdeu-1,1,0,0,0,1,0,5,2
eucalyptus_bdeu-1-2,1,0,0,0,0,0,5,0
eucalyptus_bdeu-1-3,1,0,0,0,1,0,5,0
eucalyptus_bdeu-1-4,1,0,0,0,1,0,5,0
eucalyptus_bdeu-1-5,1,0,0,0,1,0,5,1
eucalyptus_bdeu-1-6,1,0,0,0,1,0,5,1
eucalyptus_bdeu-10,1,0,0,0,3,0,6,5
eucalyptus_bdeu-10-2,1,0,0,0,1,0,5,0
eucalyptus_bdeu-10-3,1,0,0,0,1,0,5,1
eucalyptus_bdeu-10-4,1,0,0,0,1,0,5,2
eucalyptus_bdeu-10-5,1,0,0,0,2,0,5,3
eucalyptus_bdeu-100,1,0,0,0,2,0,10,6
eucalyptus_bdeu-100-2,1,0,0,0,1,0,5,0
eucalyptus_bdeu-100-3,1,0,0,0,1,0,5,1
eucalyptus_bdeu-100-5,1,0,0,0,2,0,6,6
eucalyptus_bdeu-100-6,1,0,0,0,2,0,10,6
flag_bdeu-0.1-2,1,0,0,0,0,5,0,0
flag_bdeu-0.1-3,1,0,0,0,1,5,0,0
flag_bdeu-0.1-4,1,0,0,0,1,5,0,0
flag_bdeu-0.1-5,1,0,0,0,1,5,0,0
flag_bdeu-0.1-6,1,0,0,0,0,5,0,0
flag_bdeu-1-2,1,0,0,0,1,5,1,0
flag_bdeu-1-3,1,0,0,0,1,5,2,0
flag_bdeu-1-4,1,0,0,0,1,5,1,0
flag_bdeu-1-5,1,0,0,0,1,5,1,0
flag_bdeu-1-6,1,0,0,0,1,5,1,0
flag_bdeu-10-2,1,0,0,0,1,5,4,0
flag_bdeu-10-3,1,0,0,0,1,5,3,0
flag_bdeu-10-4,1,0,0,0,1,5,4,6
flag_bdeu-10-5,1,0,0,0,1,5,5,6
flag_bdeu-10-6,1,0,0,0,1,5,5,3
flag_bdeu-100-2,1,0,0,0,2,3,5,0
flag_bdeu-100-3,1,0,0,0,4,5,5,6
flag_bdeu-100-4,1,0,0,0,4,5,5,6
flag_bdeu-100-5,1,0,0,0,4,5,6,6
flag_bdeu-100-6,1,0,0,0,4,5,6,6
flag_bic,1,0,0,0,0,5,0,0
flag_bic-2,1,0,0,0,1,5,0,0
hailfinder_100_bdeu-0.1-2,1,0,0,0,1,5,0,0
hailfinder_100_bdeu-0.1-3,1,0,0,0,1,6,0,0
hailfinder_100_bdeu-0.1-4,1,0,0,0,2,5,5,6
hailfinder_100_bdeu-1-2,1,0,0,0,2,6,0,0
hailfinder_100_bdeu-1-3,1,0,0,0,2,5,0,0
hailfinder_100_bdeu-1-4,1,0,0,0,2,6,5,6
hailfinder_100_bdeu-10-2,1,0,0,0,3,5,1,6
hailfinder_100_bdeu-10-3,1,0,0,0,2,6,1,6
hailfinder_100_bdeu-10-4,1,0,0,0,2,5,5,6
hailfinder_100_bdeu-100-2,1,0,0,0,5,5,5,6
hailfinder_100_bic,1,0,0,0,1,5,0,0
hailfinder_1000_bdeu-0.1-2,1,0,0,0,3,6,5,6
hailfinder_1000_bdeu-0.1-3,1,0,0,0,3,7,5,6
hailfinder_1000_bdeu-0.1-4,1,0,0,0,2,6,2,6
hailfinder_1000_bdeu-1-2,1,0,0,0,3,5,0,6
hailfinder_1000_bdeu-1-3,1,0,0,0,4,5,5,6
hailfinder_1000_bdeu-1-4,1,0,0,0,3,6,5,6
hailfinder_1000_bdeu-10-2,1,0,0,0,3,5,5,6
hailfinder_1000_bdeu-10-3,1,0,0,0,4,5,5,6
hailfinder_1000_bdeu-10-4,1,0,0,0,4,5,3,6
hailfinder_1000_bdeu-100-2,1,0,0,0,4,5,5,6
hailfinder_1000_bdeu-100-3,1,0,0,0,5,6,5,6
hailfinder_1000_bdeu-100-4,1,0,0,0,5,6,5,6
hailfinder_1000_bic-4,1,0,0,0,3,5,0,6
hailfinder_10000_bdeu-0.1-2,1,0,0,0,5,5,5,6
hailfinder_10000_bdeu-0.1-3,1,0,0,0,5,5,5,6
hailfinder_10000_bdeu-0.1-4,1,0,0,0,5,5,5,6
hailfinder_10000_bdeu-1-2,1,0,0,0,5,6,5,6
hailfinder_10000_bdeu-1-3,1,0,0,0,5,5,5,6
hailfinder_10000_bdeu-1-4,1,0,0,0,5,6,5,6
hailfinder_10000_bdeu-10-2,1,0,0,0,5,5,5,6
hailfinder_10000_bdeu-10-3,1,0,0,0,5,5,5,6
hailfinder_10000_bdeu-10-4,1,0,0,0,5,5,5,6
hailfinder_10000_bdeu-100-2,1,0,0,0,5,6,5,6
hepatitis_bdeu-10,1,0,0,0,1,0,5,0
hepatitis_bdeu-10-2,1,0,0,0,1,0,3,0
hepatitis_bdeu-10-3,1,0,0,0,1,0,5,0
hepatitis_bdeu-10-4,1,0,0,0,1,0,5,0
hepatitis_bdeu-100,1,0,0,0,2,0,5,3
hepatitis_bdeu-100-2,1,0,0,0,1,0,5,0
hepatitis_bdeu-100-3,1,0,0,0,1,0,5,1
hepatitis_bdeu-100-4,1,0,0,0,2,0,5,2
hepatitis_bdeu-100-6,1,0,0,0,2,0,5,3
hypothyroid_bdeu-0.1,1,0,0,0,0,4,0,0
hypothyroid_bdeu-0.1-2,1,0,0,0,0,0,0,0
hypothyroid_bdeu-0.1-3,1,0,0,0,0,1,0,0
hypothyroid_bdeu-0.1-4,1,0,0,0,0,3,0,0
hypothyroid_bdeu-0.1-5,1,0,0,0,0,4,0,0
hypothyroid_bdeu-1,1,0,0,0,1,5,0,0
hypothyroid_bdeu-1-2,1,0,0,0,0,0,2,0
hypothyroid_bdeu-1-3,1,0,0,0,1,1,0,0
hypothyroid_bdeu-1-4,1,0,0,0,1,4,0,0
hypothyroid_bdeu-1-5,1,0,0,0,1,5,0,0
hypothyroid_bdeu-1-6,1,0,0,0,1,5,0,0
hypothyroid_bdeu-10,1,0,0,0,2,5,5,6
hypothyroid_bdeu-10-2,1,0,0,0,1,0,5,0
hypothyroid_bdeu-10-3,1,0,0,0,1,2,5,6
hypothyroid_bdeu-10-4,1,0,0,0,2,5,5,6
hypothyroid_bdeu-10-5,1,0,0,0,2,5,5,6
hypothyroid_bdeu-10-6,1,0,0,0,2,5,5,6
hypothyroid_bdeu-100-2,1,0,0,0,1,0,5,0
hypothyroid_bdeu-100-3,1,0,0,0,2,1,5,6
hypothyroid_bdeu-100-4,1,0,0,0,3,5,10,6
hypothyroid_bdeu-100-5,1,0,0,0,4,5,10,6
hypothyroid_bdeu-100-6,1,0,0,0,4,5,10,6
hypothyroid_bic,1,0,0,0,0,0,0,0
hypothyroid_bic-2,1,0,0,0,0,0,0,0
insurance_100_bdeu-0.1-2,1,0,0,0,2,5,0,0
insurance_100_bdeu-0.1-3,1,0,0,0,1,5,0,0
insurance_100_bdeu-0.1-4,1,0,0,0,0,5,0,6
insurance_100_bdeu-0.1-5,1,0,0,0,0,5,0,0
insurance_100_bdeu-0.1-6,1,0,0,0,0,5,0,6
insurance_100_bdeu-1-2,1,0,0,0,1,5,0,0
insurance_100_bdeu-1-3,1,0,0,0,1,5,0,0
insurance_100_bdeu-1-4,1,0,0,0,1,5,0,0
insurance_100_bdeu-1-5,1,0,0,0,1,5,0,0
insurance_100_bdeu-1-6,1,0,0,0,1,5,0,0
insurance_100_bdeu-10,1,0,0,0,1,5,5,6
insurance_100_bdeu-10-2,1,0,0,0,1,5,2,6
insurance_100_bdeu-10-3,1,0,0,0,3,5,4,6
insurance_100_bdeu-10-4,1,0,0,0,2,5,3,6
insurance_100_bdeu-10-5,1,0,0,0,1,5,3,6
insurance_100_bdeu-10-6,1,0,0,0,1,5,3,6
insurance_100_bdeu-100,1,0,0,0,3,5,6,6
insurance_100_bdeu-100-2,1,0,0,0,2,5,5,0
insurance_100_bdeu-100-3,1,0,0,0,3,5,5,6
insurance_100_bdeu-100-4,1,0,0,0,5,5,5,6
insurance_100_bdeu-100-5,1,0,0,0,5,5,6,6
insurance_100_bdeu-100-6,1,0,0,0,4,5,6,6
insurance_100_bic,1,0,0,0,0,5,0,0
insurance_1000_bdeu-0.1-2,1,0,0,0,1,5,0,6
insurance_1000_bdeu-0.1-3,1,0,0,0,1,5,0,6
insurance_1000_bdeu-0.1-6,1,0,0,0,1,5,0,6
insurance_1000_bdeu-1-2,1,0,0,0,1,5,0,6
insurance_1000_bdeu-1-3,1,0,0,0,1,5,1,6
insurance_1000_bdeu-1-6,1,0,0,0,1,5,1,6
insurance_1000_bdeu-10-2,1,0,0,0,1,5,2,6
insurance_1000_bdeu-10-3,1,0,0,0,2,5,5,6
insurance_1000_bdeu-10-4,1,0,0,0,2,5,5,6
insurance_1000_bdeu-10-6,1,0,0,0,2,5,5,6
insurance_1000_bdeu-100-2,1,0,0,0,2,5,5,6
insurance_1000_bdeu-100-3,1,0,0,0,3,5,5,6
insurance_1000_bdeu-100-4,1,0,0,0,3,5,5,6
insurance_1000_bdeu-100-5,1,0,0,0,3,5,5,6
insurance_1000_bdeu-100-6,1,0,0,0,3,5,5,6
insurance_1000_bic,1,0,0,0,1,5,0,6
insurance_1000_bic-2,1,0,0,0,1,5,0,6
insurance_10000_bdeu-0.1-2,1,0,0,0,1,5,2,6
insurance_10000_bdeu-0.1-3,1,0,0,0,2,5,3,6
insurance_10000_bdeu-0.1-4,1,0,0,0,2,5,4,6
insurance_10000_bdeu-0.1-6,1,0,0,0,2,5,4,6
insurance_10000_bdeu-1-2,1,0,0,0,1,5,5,6
insurance_10000_bdeu-1-3,1,0,0,0,2,5,5,6
insurance_10000_bdeu-1-4,1,0,0,0,2,5,5,6
insurance_10000_bdeu-1-5,1,0,0,0,2,5,5,6
insurance_10000_bdeu-1-6,1,0,0,0,2,5,5,6
insurance_10000_bdeu-10-2,1,0,0,0,2,5,5,6
insurance_10000_bdeu-10-3,1,0,0,0,2,5,5,6
insurance_10000_bdeu-10-4,1,0,0,0,3,5,5,6
insurance_10000_bdeu-10-5,1,0,0,0,3,5,5,6
insurance_10000_bdeu-10-6,1,0,0,0,3,5,5,6
insurance_10000_bdeu-100-2,1,0,0,0,2,5,5,6
insurance_10000_bdeu-100-3,1,0,0,0,3,5,5,6
insurance_10000_bdeu-100-4,1,0,0,0,3,5,5,6
insurance_10000_bdeu-100-5,1,0,0,0,3,5,5,6
insurance_10000_bdeu-100-6,1,0,0,0,3,5,5,6
insurance_10000_bic-2,1,0,0,0,1,5,4,6
insurance_10000_bic-3,1,0,0,0,2,5,4,6
insurance_10000_bic-5,1,0,0,0,2,5,4,6
kr-vs-kp_bdeu-0.1-2,1,0,0,0,3,5,5,6
kr-vs-kp_bdeu-0.1-3,1,0,0,0,5,5,5,6
kr-vs-kp_bdeu-1-2,1,0,0,0,4,5,5,6
kr-vs-kp_bdeu-1-3,1,0,0,0,5,5,5,6
kr-vs-kp_bdeu-10-2,1,0,0,0,4,5,5,6
kr-vs-kp_bdeu-10-3,1,0,0,0,5,5,6,6
kr-vs-kp_bdeu-100-2,1,0,0,0,4,5,5,6
kr-vs-kp_bdeu-100-3,1,0,0,0,5,5,10,6
kr-vs-kp_bic-2,1,0,0,0,3,5,5,6
kr-vs-kp_bic-3,1,0,0,0,4,5,5,6
kredit_bdeu-100,1,0,0,0,0,0,4,0
kredit_bdeu-100-2,1,0,0,0,0,0,5,0
kredit_bdeu-100-3,1,0,0,0,1,0,5,0
kredit_bdeu-100-4,1,0,0,0,0,0,5,0
letter_bdeu-100-2,1,0,0,0,0,0,2,0
letter_bdeu-100-4,1,0,0,0,0,0,3,0
letter_bdeu-100-5,1,0,0,0,0,0,2,0
lung-cancer_bdeu-0.1-2,1,0,0,0,2,5,5,6
lung-cancer_bdeu-0.1-3,1,0,0,0,3,5,6,6
lung-cancer_bdeu-1-2,1,0,0,0,4,5,5,6
lung-cancer_bdeu-1-3,1,0,0,0,5,5,6,6
lung-cancer_bdeu-10-2,1,0,0,0,5,5,5,6
lung-cancer_bdeu-100-2,1,0,0,0,5,5,5,6
lung-cancer_bic,1,0,0,0,2,5,0,1
lymph_bdeu-100,1,0,0,0,1,0,5,0
lymph_bdeu-100-2,1,0,0,0,1,0,5,0
lymph_bdeu-100-3,1,0,0,0,1,0,5,0
lymph_bdeu-100-4,1,0,0,0,1,0,5,0
lymph_bdeu-100-5,1,0,0,0,1,0,5,0
lymph_bdeu-100-6,1,0,0,0,1,0,5,0
marketing_bdeu-1-6,1,0,0,0,0,5,0,0
marketing_bdeu-10-6,1,0,0,0,0,5,0,0
marketing_bdeu-100-6,1,0,0,0,2,5,2,0
