@RELATION FEATURE_COSTS_SAT03-16_INDU

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE base NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE dia NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE ls NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE tud_base NUMERIC
@ATTRIBUTE tud_big NUMERIC
@ATTRIBUTE tud_clausesf NUMERIC
@ATTRIBUTE tud_const NUMERIC
@ATTRIBUTE tud_derivativef NUMERIC
@ATTRIBUTE tud_resf NUMERIC
@ATTRIBUTE tud_rwhf NUMERIC
@ATTRIBUTE tud_varf NUMERIC
@ATTRIBUTE tud_xor NUMERIC
@ATTRIBUTE unit NUMERIC

@DATA
SAT-Comp-2016-CNF/app16/barman-pfile09-036.sas.cr.33.cnf.gz,1,74.196,32.684,37.18,29.972,38.112,43.528,3.9,0.8119999999999998,?,1.576,0.2200000000000002,29.764000000000003,2.7760000000000002,3.3400000000000003,4.699999999999999,35.468
SAT-Comp-2016-CNF/app16/barman-pfile10-038.sas.cr.25.cnf.gz,1,71.824,29.176,34.72,26.536,34.82,36.868,3.552,0.3919999999999999,?,0.9440000000000004,0,25.092,1.9200000000000004,2.4679999999999995,2.916,31.316
SAT-Comp-2016-CNF/app16/barman-pfile10-040.sas.cr.17.cnf.gz,1,57.968,20.556,26.3,18.292,24.2,27.644,2.248,0.2679999999999998,?,0.6199999999999997,0.019999999999999574,16.076,1.3599999999999999,1.6919999999999997,2.0279999999999996,19.672
SAT-Comp-2016-CNF/app16/barman-pfile10-040.sas.cr.21.cnf.gz,1,64.956,25.16,30.4,23,29.248,34.684,2.652,0.3839999999999999,?,0.8879999999999999,0.04800000000000004,20.392,1.7480000000000002,2.0599999999999996,2.3839999999999995,25.736
SAT-Comp-2016-CNF/app16/countbitsarray04_32.cnf.gz,1,0.4,5.1,3.208,2.092,4.864,0.304,0.028,0.012,0.02,0.015999999999999997,0.0,0.023999999999999997,0.012,0.004,0.02,0.136
SAT-Comp-2016-CNF/app16/countbitssrl128.cnf.gz,1,46.268,10.856,15.976,7.88,10.7,12.12,0.744,0.4159999999999999,8.916,0.6000000000000001,0.016000000000000014,7.704000000000001,0.3680000000000001,0.19999999999999996,0.696,57.78
SAT-Comp-2016-CNF/app16/ctl_3791_556_unsat.cnf.gz,1,20.656,5.216,8.972,2.228,4.768,3.692,0.1,0.027999999999999997,0.744,0.032,0.00399999999999999,1.02,0.043999999999999984,0.068,0.05199999999999999,0.596
SAT-Comp-2016-CNF/app16/ctl_4291_567_8_unsat.cnf.gz,1,20.88,5.276,10.316,2.296,4.752,5.6,0.132,0.032,1.012,0.03999999999999998,0.0,1.2919999999999998,0.05199999999999999,0.07999999999999999,0.06,0.656
SAT-Comp-2016-CNF/app16/cube-11-h13-unsat.cnf.gz,1,57.968,15.58,20.696,12.996,16.1,18.072,1.268,0.6839999999999999,?,1.9720000000000002,0.040000000000000036,?,0.5760000000000001,0.43199999999999994,1.332,16.976
SAT-Comp-2016-CNF/app16/custmulsb2x32o.cnf.gz,1,0.444,5.04,0.684,2.04,4.824,0.136,0.016,0.008,0.019999999999999997,0.008,0.0,0.024,0.008,0.004,0.012,0.572
SAT-Comp-2016-CNF/app16/custmulun16x16o.cnf.gz,1,0.14,5.028,0.596,2.032,4.896,0.116,0.016,0.004,0.008,0.004,0.0,0.008,0.004,0.0,0.004,0.052
SAT-Comp-2016-CNF/app16/dated-10-19-u.cnf.gz,1,28.476,9.284,14.404,6.16,8.652,9.908,0.94,0.45999999999999996,2.08,0.52,0.008000000000000007,2.312,0.3880000000000001,0.3320000000000001,0.792,43.268
SAT-Comp-2016-CNF/app16/div2.c.20.smt2-stp212.cnf.gz,1,41.764,7.404,12.456,4.428,7.404,9.016,0.656,0.23199999999999998,7.308000000000001,0.252,0.0040000000000000036,8.091999999999999,0.22399999999999998,0.248,0.4640000000000001,10.172
SAT-Comp-2016-CNF/app16/e2_1.c.smt2-stp212.cnf.gz,1,20.876,0.84,10.44,2.436,4.84,3.464,0.104,0.032000000000000015,0.43200000000000005,0.039999999999999994,0,0.476,0.02800000000000001,0.024000000000000007,0.06000000000000001,4
SAT-Comp-2016-CNF/app16/e2_2.c.smt2-cvc4.cnf.gz,1,20.264,0.248,4.796,2.184,4.736,1.972,0.04,0.011999999999999997,0.224,0.016,0.0,0.26,0.011999999999999997,0.036,0.019999999999999997,1.06
SAT-Comp-2016-CNF/app16/e2a_2.c.smt2-cvc4.cnf.gz,1,20.26,0.216,3.92,2.168,4.632,2.304,0.04,0.008,0.216,0.011999999999999997,0,0.24399999999999997,0.008,0.031999999999999994,0.011999999999999997,0.964
SAT-Comp-2016-CNF/app16/eq.atree.braun.11.unsat.cnf.gz,1,0.072,4.992,0.136,2.028,4.96,0.048,0.012,0.004,0.004,0.0,0.0,0.004,0.0,0.0,0.004,0.024
SAT-Comp-2016-CNF/app16/eq.atree.braun.12.unsat.cnf.gz,1,0.084,5.136,0.196,2.024,4.852,0.064,0.012,0.0,0.008,0.004,0.0,0.008,0.004,0.0,0.004,0.024
SAT-Comp-2016-CNF/app16/eq.atree.braun.13.unsat.cnf.gz,1,0.1,5,0.272,2.02,4.832,0.076,0.012,0.004,0.008,0.004,0.0,0.008,0.004,0.0,0.008,0.028
SAT-Comp-2016-CNF/app16/f1000.cnf.gz,1,0.092,5.088,0.18,2.012,4.864,0.044,0.008,0.004,0.008,0.004,0.0,0.012,0.004,0.004,0.004,0.016
SAT-Comp-2016-CNF/app16/f600.cnf.gz,1,0.052,4.98,0.06,2.004,4.848,0.024,0.008,0.004,0.004,0.0,0.0,0.008,0.0,0.0,0.004,0.012
SAT-Comp-2016-CNF/app16/g250.29.cnf.gz,1,24.056,8.108,13.004,4.984,7.696,10.388,0.212,0.032,11.316,0.036000000000000004,0.0040000000000000036,0.404,0.152,0.060000000000000026,0.10800000000000001,10.296
SAT-Comp-2016-CNF/app16/gaussian.c.75.smt2-cvc4.cnf.gz,1,?,45.388,50.448,42.412,53.96,63.28,8.212,3.048,?,8.751999999999999,0.0519999999999996,?,2.944000000000001,3.9640000000000004,?,53.988
SAT-Comp-2016-CNF/app16/gripper14u.cnf.gz,1,0.932,5.104,3.584,2.104,4.7,0.424,0.032,0.008,0.188,0.011999999999999997,0.0,0.064,0.016,0.011999999999999997,0.016,0.18
SAT-Comp-2016-CNF/app16/gss-20-s100.cnf.gz,1,3.444,5.7,10.72,2.716,5.164,2.068,0.092,0.048000000000000015,0.132,0.048000000000000015,0.0,0.168,0.036000000000000004,0.020000000000000004,0.07200000000000001,0.748
SAT-Comp-2016-CNF/app16/gss-24-s100.cnf.gz,1,3.624,5.696,10.728,2.692,5.08,2.124,0.092,0.04400000000000001,0.132,0.05199999999999999,0.0,0.164,0.04000000000000001,0.016,0.068,0.784
SAT-Comp-2016-CNF/app16/gss-26-s100.cnf.gz,1,3.696,5.712,10.736,2.724,5.156,2.16,0.088,0.05200000000000002,0.132,0.055999999999999994,0.0040000000000000036,0.168,0.04000000000000001,0.024000000000000007,0.07600000000000001,0.792
SAT-Comp-2016-CNF/app16/gss-27-s100.cnf.gz,1,3.568,5.684,10.728,2.704,5.096,2.112,0.092,0.04400000000000001,0.132,0.05199999999999999,0.0,0.164,0.04000000000000001,0.016,0.068,0.788
SAT-Comp-2016-CNF/app16/gss-28-s100.cnf.gz,1,3.644,5.716,10.748,2.724,5.052,2.144,0.088,0.05200000000000002,0.136,0.055999999999999994,0.0040000000000000036,0.168,0.04000000000000001,0.024000000000000007,0.07600000000000001,0.8
SAT-Comp-2016-CNF/app16/gss-29-s100.cnf.gz,1,3.604,5.692,10.692,2.704,5.108,2.048,0.096,0.04000000000000001,0.132,0.04799999999999999,0,0.164,0.036000000000000004,0.016,0.068,0.788
SAT-Comp-2016-CNF/app16/gus-md5-10.cnf.gz,1,11.916,5.764,10.784,2.788,5.2,2.552,0.224,0.11200000000000002,0.30400000000000005,0.11999999999999997,0.011999999999999983,0.364,0.08399999999999999,0.05999999999999997,0.17200000000000001,1.048
SAT-Comp-2016-CNF/app16/gus-md5-12.cnf.gz,1,11.7,5.784,10.784,2.808,5.244,2.408,0.236,0.10799999999999998,0.30800000000000005,0.11599999999999999,0.0,0.364,0.07600000000000001,0.04799999999999999,0.16400000000000003,0.952
SAT-Comp-2016-CNF/app16/hitag2-8-60-0-0xb2021557d918860-94.cnf.gz,1,20.196,5.056,2.704,2.068,4.332,0.928,0.04,0.008,3.496,0.011999999999999997,0.0,2.628,0.011999999999999997,0.04,0.011999999999999997,0.088
SAT-Comp-2016-CNF/app16/homer17.cnf.gz,1,0.264,5,0.008,2.004,4.58,0.024,0.012,0,0.0,0.0,0,0.0,0.0,0,0,0.016
SAT-Comp-2016-CNF/app16/ibm-2002-23r-k90.cnf.gz,1,33.772,9.88,14.932,6.86,9.784,11.064,0.816,0.33999999999999997,4.16,0.4880000000000001,0,4.636,0.384,0.42800000000000005,0.68,4.912
SAT-Comp-2016-CNF/app16/k2mul.miter.cnf.gz,1,20.524,5.192,10.208,2.184,4.42,1.32,0.072,0.020000000000000004,10.604000000000001,0.032,0.0040000000000000036,6.624,0.02800000000000001,0.04000000000000001,0.036000000000000004,0.508
SAT-Comp-2016-CNF/app16/k_unsat.cnf.gz,1,20.332,5.172,10.2,2.176,4.644,3.04,0.084,0.011999999999999997,1.1199999999999999,0.01999999999999999,0.0,1.3679999999999999,0.032,0.05600000000000001,0.027999999999999997,0.208
SAT-Comp-2016-CNF/app16/korf-18.cnf.gz,1,21.42,5.748,10.78,2.764,5.224,6.604,0.18,0.027999999999999997,?,0.06,0.008000000000000007,7.332,0.08400000000000002,0.6000000000000001,0.07200000000000001,1.572
SAT-Comp-2016-CNF/app16/li-exam-61.cnf.gz,1,5.424,5.428,10.444,2.44,4.896,3.96,0.112,0.044,0.21200000000000002,0.052000000000000005,0.0040000000000000036,0.21200000000000002,0.03599999999999999,0.196,0.06799999999999999,0.556
SAT-Comp-2016-CNF/app16/li-exam-61.shuffled-as.sat03-366.cnf.gz,1,6.848,5.544,10.572,2.608,5.08,4.5,0.16,0.064,0.364,0.068,0.0040000000000000036,0.30800000000000005,0.036000000000000004,0.264,0.1,1.012
SAT-Comp-2016-CNF/app16/li-exam-62.cnf.gz,1,5.42,5.448,10.444,2.428,4.904,3.96,0.116,0.039999999999999994,0.21200000000000002,0.048,0.0,0.20800000000000002,0.03199999999999999,0.196,0.076,0.556
SAT-Comp-2016-CNF/app16/li-exam-63.cnf.gz,1,5.368,5.42,10.444,2.44,4.86,3.912,0.112,0.048,0.21600000000000003,0.05600000000000001,0.0040000000000000036,0.21200000000000002,0.03599999999999999,0.2,0.076,0.552
SAT-Comp-2016-CNF/app16/li-test4-100.cnf.gz,1,14.924,5.508,10.496,2.476,4.888,5.992,0.156,0.064,0.44799999999999995,0.068,0.0040000000000000036,0.384,0.04400000000000001,0.856,0.1,0.604
SAT-Comp-2016-CNF/app16/li-test4-95.cnf.gz,1,15.036,5.476,10.5,2.452,4.912,5.912,0.156,0.068,0.45199999999999996,0.07600000000000001,0.0040000000000000036,0.392,0.04799999999999999,0.864,0.10800000000000001,0.596
SAT-Comp-2016-CNF/app16/li-test4-96.cnf.gz,1,14.9,5.48,10.492,2.468,4.936,5.964,0.16,0.06,0.45199999999999996,0.07200000000000001,0.0,0.388,0.043999999999999984,0.86,0.10400000000000001,0.612
SAT-Comp-2016-CNF/app16/li-test4-98.cnf.gz,1,14.984,5.468,10.5,2.492,4.924,5.92,0.156,0.05199999999999999,0.43599999999999994,0.06,0,0.376,0.04000000000000001,0.84,0.088,0.616
SAT-Comp-2016-CNF/app16/li-test4-99.cnf.gz,1,14.888,5.468,10.5,2.472,4.928,5.86,0.156,0.068,0.45599999999999996,0.07200000000000001,0.0040000000000000036,0.392,0.04799999999999999,0.864,0.10800000000000001,0.596
