@RELATION Feature_Runstatus_QBF_2011

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE all_feats {ok, timeout, memout, presolved, crash, other, unknown}

@DATA
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-009-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-005-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf00.01X-QBF.BB1-01X.BB2-01X.BB3-01X.with-IOC.unfold-010-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-002-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-009-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-002-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-003-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-006-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-008-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-007-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-007-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-006-shuffled,1,ok
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-008-shuffled,1,ok
BLOCKS3i.5.3-shuffled,1,ok
BLOCKS3ii.5.2-shuffled,1,ok
BLOCKS3iii.5-shuffled,1,ok
BLOCKS4ii.7.2-shuffled,1,ok
BLOCKS4iii.7-shuffled,1,ok
blocks_enc_2_b3_ser--opt-9_-shuffled,1,ok
blocks_enc_2_b4_ser--opt-26_-shuffled,1,ok
c1_BMC_p1_k2048-shuffled,1,ok
c1_BMC_p2_k1024-shuffled,1,ok
c1_BMC_p2_k128-shuffled,1,ok
c1_BMC_p2_k8-shuffled,1,ok
c2_Debug_s5_f1_e1_v3-shuffled,1,ok
c3_BMC_p1_k256-shuffled,1,ok
c3_BMC_p2_k1024-shuffled,1,ok
c3_BMC_p2_k2048-shuffled,1,ok
c3_BMC_p2_k512-shuffled,1,ok
c3_Debug_s3_f2_e2_v2-shuffled,1,ok
C432.blif_0.10_0.20_0_0_out_exact-shuffled,1,ok
C432.blif_0.10_0.20_0_1_out_exact-shuffled,1,ok
C432.blif_0.10_1.00_0_0_out_exact-shuffled,1,ok
C432.blif_0.10_1.00_0_1_inp_exact-shuffled,1,ok
C499.blif_0.10_0.20_0_0_inp_exact,1,ok
C499.blif_0.10_0.20_0_0_out_exact,1,ok
C499.blif_0.10_0.20_0_1_out_exact,1,ok
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,ok
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,ok
c4_BMC_p1_k1024-shuffled,1,ok
c4_BMC_p1_k2048-shuffled,1,ok
c4_BMC_p1_k512-shuffled,1,ok
c4_BMC_p2_k2048-shuffled,1,ok
c4_Debug_s3_f1_e1_v3-shuffled,1,ok
c4_Debug_s3_f1_e2_v3-shuffled,1,ok
c4_Debug_s3_f2_e1_v3-shuffled,1,ok
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,ok
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,ok
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,ok
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,ok
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,ok
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,ok
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,ok
c5_BMC_p1_k32-shuffled,1,ok
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,ok
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,ok
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,ok
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,ok
c6_BMC_p1_k1024-shuffled,1,ok
c6_BMC_p1_k256-shuffled,1,ok
c6_BMC_p2_k128-shuffled,1,ok
c6_BMC_p2_k2048-shuffled,1,ok
c6_BMC_p2_k64-shuffled,1,ok
C880.blif_0.10_0.20_0_0_inp_exact,1,ok
C880.blif_0.10_0.20_0_0_out_exact,1,ok
C880.blif_0.10_0.20_0_1_inp_exact,1,ok
C880.blif_0.10_0.20_0_1_out_exact,1,ok
C880.blif_0.10_1.00_0_0_inp_exact,1,ok
C880.blif_0.10_1.00_0_0_out_exact,1,ok
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,ok
CHAIN23v.24-shuffled,1,ok
cmu.dme1.B-f2,1,ok
cmu.dme1.B-f3,1,ok
cmu.dme1.B-f4-shuffled,1,ok
cmu.dme2.B-f2,1,ok
cmu.periodic.N-d2-shuffled,1,ok
cmu.periodic.N-d4-shuffled,1,ok
cmu.periodic.N-f4-shuffled,1,ok
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,ok
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,ok
connect_5x4_3_R-shuffled,1,ok
connect_5x4_4_W-shuffled,1,ok
connect_6x5_4_D-shuffled,1,ok
connect_6x5_5_R-shuffled,1,ok
connect_7x6_4_R-shuffled,1,ok
connect_7x6_6_W-shuffled,1,ok
connect_8x7_3_D-shuffled,1,ok
connect_8x7_7_D-shuffled,1,ok
connect_9x8_3_R-shuffled,1,ok
connect_9x8_6_D-shuffled,1,ok
connect_9x8_8_D-shuffled,1,ok
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,ok
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,ok
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,ok
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,ok
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,ok
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,ok
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,ok
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,ok
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,ok
Core1108_tbm_03.tex.module.000003,1,ok
Core1108_tbm_03.tex.module.000019,1,ok
Core1108_tbm_03.tex.module.000021,1,ok
Core1108_tbm_03.tex.module.000023,1,ok
Core1108_tbm_03.tex.module.000031,1,ok
Core1108_tbm_03.tex.module.000034,1,ok
Core1108_tbm_03.tex.module.000037,1,ok
Core1108_tbm_03.tex.module.000038,1,ok
Core1108_tbm_03.tex.module.000039,1,ok
Core1108_tbm_03.tex.module.000048,1,ok
Core1108_tbm_03.tex.module.000056,1,ok
Core1108_tbm_03.tex.module.000057,1,ok
Core1108_tbm_03.tex.module.000058,1,ok
Core1108_tbm_03.tex.module.000064,1,ok
Core1108_tbm_03.tex.module.000065,1,ok
Core1108_tbm_03.tex.module.000090,1,ok
Core1108_tbm_03.tex.module.000092,1,ok
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,ok
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,ok
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,ok
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,ok
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,ok
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,ok
Core1108_tbm_09.tex.module.000008,1,ok
Core1108_tbm_09.tex.module.000009,1,ok
Core1108_tbm_09.tex.module.000010,1,ok
Core1108_tbm_09.tex.module.000028,1,ok
Core1108_tbm_09.tex.module.000033,1,ok
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,ok
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,ok
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,ok
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,ok
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,ok
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,ok
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,ok
Core1108_tbm_21.tex.module.000008,1,ok
Core1108_tbm_21.tex.module.000009,1,ok
Core1108_tbm_21.tex.module.000010,1,ok
Core1108_tbm_21.tex.module.000014,1,ok
Core1108_tbm_21.tex.module.000017,1,ok
Core1108_tbm_21.tex.module.000023,1,ok
Core1108_tbm_21.tex.module.000026,1,ok
Core1108_tbm_21.tex.module.000027,1,ok
Core1108_tbm_21.tex.module.000030,1,ok
Core1108_tbm_21.tex.module.000091,1,ok
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,ok
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,ok
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,ok
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,ok
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,ok
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,ok
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,ok
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,ok
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,ok
counter_16,1,ok
counter_32-shuffled,1,ok
counter_8-shuffled,1,ok
counter_e_16,1,ok
counter_e_8-shuffled,1,ok
counter_r_16,1,ok
counter_r_8-shuffled,1,ok
counter_re_16,1,ok
cube_c11_par---13_-shuffled,1,ok
cube_c3_ser--opt-6_-shuffled,1,ok
cube_c5_ser---14_-shuffled,1,ok
cube_c7_ser---23_-shuffled,1,ok
cube_c9_par--opt-11_-shuffled,1,ok
eijk.S1238.S-d3-shuffled,1,ok
eijk.S1423.S-d4-shuffled,1,ok
eijk.S208o.S-d4-shuffled,1,ok
eijk.S208o.S-f4-shuffled,1,ok
eijk.S298.S-f2-shuffled,1,ok
eijk.S298.S-f4,1,ok
eijk.S344.S-f3,1,ok
eijk.S349.S-f3,1,ok
eijk.S382.S-f4-shuffled,1,ok
eijk.S386.S-f2,1,ok
eijk.S420.S-f2,1,ok
eijk.S526.S-f4-shuffled,1,ok
eijk.S641.S-f2,1,ok
eijk.S713.S-f2,1,ok
emptyroom_e3_ser---19_-shuffled,1,ok
emptyroom_e3_ser--opt-20_-shuffled,1,ok
emptyroom_e4_par---21_-shuffled,1,ok
emptyroom_e4_ser--opt-44_-shuffled,1,ok
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,ok
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,ok
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,ok
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,ok
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,ok
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,ok
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,ok
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,ok
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,ok
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,ok
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,ok
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,ok
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,ok
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,ok
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,ok
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,ok
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,ok
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,ok
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,ok
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,ok
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,ok
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,ok
f600-00-shuffled,1,ok
ii32c1-00,1,ok
ii32c1-50-shuffled,1,ok
ii32e1-00-shuffled,1,ok
ii32e1-50-shuffled,1,ok
ii8a1-00-shuffled,1,ok
ii8a1-90-shuffled,1,ok
ii8a3-90,1,ok
ii8c1-90-shuffled,1,ok
ii8d1-00-shuffled,1,ok
impl18-shuffled,1,ok
irst.dme4.B-d4-shuffled,1,ok
irst.dme5.B-d4-shuffled,1,ok
jnh1-50-shuffled,1,ok
jnh207-90-shuffled,1,ok
jnh218-00-shuffled,1,ok
jnh218-90-shuffled,1,ok
k3_1_2-shuffled,1,ok
k4_2_2-shuffled,1,ok
k5_2_2,1,ok
k5_3_2-shuffled,1,ok
k_branch_n-20-shuffled,1,ok
k_branch_n-4-shuffled,1,ok
k_branch_n-5-shuffled,1,ok
k_branch_n-6,1,ok
k_branch_n-7,1,ok
k_branch_n-8-shuffled,1,ok
k_branch_p-11-shuffled,1,ok
k_branch_p-14-shuffled,1,ok
k_branch_p-16-shuffled,1,ok
k_branch_p-17-shuffled,1,ok
k_branch_p-4-shuffled,1,ok
k_branch_p-6-shuffled,1,ok
k_branch_p-8-shuffled,1,ok
k_d4_n-11-shuffled,1,ok
k_d4_n-14-shuffled,1,ok
k_d4_n-15-shuffled,1,ok
k_d4_n-16-shuffled,1,ok
k_d4_n-17-shuffled,1,ok
k_d4_n-18-shuffled,1,ok
k_d4_n-19-shuffled,1,ok
k_d4_n-20-shuffled,1,ok
k_d4_n-21-shuffled,1,ok
k_d4_n-7-shuffled,1,ok
k_d4_p-10-shuffled,1,ok
k_d4_p-11-shuffled,1,ok
k_d4_p-21-shuffled,1,ok
k_d4_p-6-shuffled,1,ok
k_d4_p-7-shuffled,1,ok
k_dum_n-10-shuffled,1,ok
k_dum_n-21-shuffled,1,ok
k_dum_p-11-shuffled,1,ok
k_dum_p-13-shuffled,1,ok
k_dum_p-16-shuffled,1,ok
k_dum_p-21-shuffled,1,ok
ken.flash^10.C-f4-shuffled,1,ok
ken.flash^14.C-d4-shuffled,1,ok
ken.oop^1.C-d2,1,ok
k_grz_n-10-shuffled,1,ok
k_grz_n-13-shuffled,1,ok
k_grz_n-14-shuffled,1,ok
k_grz_n-21-shuffled,1,ok
k_grz_p-10-shuffled,1,ok
k_grz_p-17-shuffled,1,ok
k_grz_p-21-shuffled,1,ok
k_lin_n-10-shuffled,1,ok
k_lin_n-13-shuffled,1,ok
k_lin_n-14-shuffled,1,ok
k_lin_n-21-shuffled,1,ok
k_lin_n-9-shuffled,1,ok
k_lin_p-12-shuffled,1,ok
k_lin_p-16-shuffled,1,ok
k_lin_p-21-shuffled,1,ok
k_lin_p-8-shuffled,1,ok
k_path_n-10-shuffled,1,ok
k_path_n-20-shuffled,1,ok
k_path_n-21-shuffled,1,ok
k_path_p-10-shuffled,1,ok
k_path_p-16-shuffled,1,ok
k_path_p-21-shuffled,1,ok
k_path_p-9-shuffled,1,ok
