@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
3599,1,linear_dt,0.8851674641148325,ok
3599,1,linear_svm,0.9425837320574162,ok
20,1,linear_ann,0.956,ok
20,1,nonlinear_svm,0.9754999999999999,ok
20,1,nonlinear_ann,0.961,ok
20,1,nonlinear_dt,0.8975,ok
20,1,linear_dt,0.1945,ok
20,1,linear_svm,0.9540000000000001,ok
21,1,linear_ann,0.8964120370370371,ok
21,1,nonlinear_svm,0.9988425925925926,ok
21,1,nonlinear_ann,0.9994212962962963,ok
21,1,nonlinear_dt,0.9675925925925926,ok
21,1,linear_dt,0.7002314814814815,ok
21,1,linear_svm,0.8929398148148148,ok
22,1,linear_ann,0.8059999999999999,ok
22,1,nonlinear_svm,0.8690000000000001,ok
22,1,nonlinear_ann,0.8290000000000001,ok
22,1,nonlinear_dt,0.705,ok
22,1,linear_dt,0.193,ok
22,1,linear_svm,0.8284999999999999,ok
23,1,linear_ann,0.505091649694501,ok
23,1,nonlinear_svm,0.5308893414799729,ok
23,1,nonlinear_ann,0.5247793618465716,ok
23,1,nonlinear_dt,0.5492192803801765,ok
23,1,linear_dt,0.42701968771215204,ok
23,1,linear_svm,0.49966055668703324,ok
3602,1,linear_ann,0.6936936936936937,ok
3602,1,nonlinear_svm,0.6756756756756757,ok
3602,1,nonlinear_ann,0.6846846846846847,ok
3602,1,nonlinear_dt,0.6756756756756757,ok
3602,1,linear_dt,0.7297297297297297,ok
3602,1,linear_svm,0.6216216216216216,ok
25,1,linear_ann,0.7880434782608695,ok
25,1,nonlinear_svm,0.7581521739130435,ok
25,1,nonlinear_ann,0,other
25,1,nonlinear_dt,0.8315217391304348,ok
25,1,linear_dt,0.8016304347826088,ok
25,1,linear_svm,0.7527173913043478,ok
2074,1,linear_ann,0.8354587869362363,ok
2074,1,nonlinear_svm,0.9241057542768274,ok
2074,1,nonlinear_ann,0.9074650077760498,ok
2074,1,nonlinear_dt,0.8594090202177295,ok
2074,1,linear_dt,0.4373250388802489,ok
2074,1,linear_svm,0.8272161741835147,ok
3604,1,linear_ann,0.7897435897435898,ok
3604,1,nonlinear_svm,0.7846153846153847,ok
3604,1,nonlinear_ann,0.8,ok
3604,1,nonlinear_dt,0.8153846153846154,ok
3604,1,linear_dt,0.8205128205128206,ok
3604,1,linear_svm,0.8564102564102564,ok
28,1,linear_ann,0.9580071174377224,ok
28,1,nonlinear_svm,0.9882562277580071,ok
28,1,nonlinear_ann,0.9818505338078292,ok
28,1,nonlinear_dt,0.9080071174377224,ok
28,1,linear_dt,0.197153024911032,ok
28,1,linear_svm,0.9669039145907473,ok
29,1,linear_ann,0.855072463768116,ok
29,1,nonlinear_svm,0.8521739130434782,ok
29,1,nonlinear_ann,0.8347826086956522,ok
29,1,nonlinear_dt,0.8507246376811594,ok
29,1,linear_dt,0.855072463768116,ok
29,1,linear_svm,0.8579710144927536,ok
3605,1,linear_ann,0.6935483870967742,ok
3605,1,nonlinear_svm,0.7580645161290324,ok
3605,1,nonlinear_ann,0.6290322580645161,ok
3605,1,nonlinear_dt,0.6451612903225806,ok
3605,1,linear_dt,0.7580645161290324,ok
3605,1,linear_svm,0.6129032258064516,ok
31,1,linear_ann,0.753,ok
31,1,nonlinear_svm,0.7490000000000001,ok
31,1,nonlinear_ann,0,other
31,1,nonlinear_dt,0.715,ok
31,1,linear_dt,0.7,ok
31,1,linear_svm,0.759,ok
32,1,linear_ann,0.9312227074235808,ok
32,1,nonlinear_svm,0.9958151382823871,ok
32,1,nonlinear_ann,0.9939046579330422,ok
32,1,nonlinear_dt,0.9581513828238719,ok
32,1,linear_dt,0.2045123726346434,ok
32,1,linear_svm,0.9333151382823871,ok
2079,1,linear_ann,0.6290760869565217,ok
2079,1,nonlinear_svm,0.641304347826087,ok
2079,1,nonlinear_ann,0.6684782608695652,ok
2079,1,nonlinear_dt,0.6317934782608695,ok
2079,1,linear_dt,0.4456521739130435,ok
2079,1,linear_svm,0.595108695652174,ok
3611,1,linear_ann,0.9496855345911949,ok
3611,1,nonlinear_svm,0.9308176100628931,ok
3611,1,nonlinear_ann,0.9496855345911949,ok
3611,1,nonlinear_dt,0.9433962264150944,ok
3611,1,linear_dt,0.9622641509433962,ok
3611,1,linear_svm,0.9308176100628931,ok
35,1,linear_ann,0.9508196721311475,ok
35,1,nonlinear_svm,0.9699453551912568,ok
35,1,nonlinear_ann,0.9754098360655737,ok
35,1,nonlinear_dt,0.9426229508196721,ok
35,1,linear_dt,0.5027322404371585,ok
35,1,linear_svm,0.9672131147540983,ok
36,1,linear_ann,0.9246753246753247,ok
36,1,nonlinear_svm,0.9705627705627705,ok
36,1,nonlinear_ann,0.970995670995671,ok
36,1,nonlinear_dt,0.9653679653679653,ok
36,1,linear_dt,0.28571428571428575,ok
36,1,linear_svm,0.9181818181818181,ok
37,1,linear_ann,0.7721354166666667,ok
37,1,nonlinear_svm,0.7747395833333333,ok
37,1,nonlinear_ann,0.76953125,ok
37,1,nonlinear_dt,0.7513020833333333,ok
37,1,linear_dt,0.7174479166666667,ok
37,1,linear_svm,0.7682291666666667,ok
3613,1,linear_ann,0.9161676646706587,ok
3613,1,nonlinear_svm,0.940119760479042,ok
3613,1,nonlinear_ann,0.9341317365269461,ok
3613,1,nonlinear_dt,0.9341317365269461,ok
3613,1,linear_dt,0.9281437125748504,ok
3613,1,linear_svm,0.9640718562874251,ok
39,1,linear_ann,0.7307692307692308,ok
39,1,nonlinear_svm,0.8557692307692308,ok
39,1,nonlinear_ann,0.826923076923077,ok
39,1,nonlinear_dt,0.7788461538461539,ok
39,1,linear_dt,0.7211538461538461,ok
39,1,linear_svm,0.7259615384615384,ok
3619,1,linear_ann,0.4948453608247423,ok
3619,1,nonlinear_svm,0.5618556701030928,ok
3619,1,nonlinear_ann,0,other
3619,1,nonlinear_dt,0.5876288659793815,ok
3619,1,linear_dt,0.5309278350515464,ok
3619,1,linear_svm,0.577319587628866,ok
41,1,linear_ann,0.938506588579795,ok
41,1,nonlinear_svm,0.9355783308931186,ok
41,1,nonlinear_ann,0.9414348462664716,ok
41,1,nonlinear_dt,0.91800878477306,ok
41,1,linear_dt,0.2635431918008785,ok
41,1,linear_svm,0.9399707174231332,ok
42,1,linear_ann,0.7385620915032679,ok
42,1,nonlinear_svm,0.7254901960784313,ok
42,1,nonlinear_ann,0,other
42,1,nonlinear_dt,0.7352941176470589,ok
42,1,linear_dt,0.7189542483660131,ok
42,1,linear_svm,0.7385620915032679,ok
43,1,linear_ann,0.9274070854162139,ok
43,1,nonlinear_svm,0.9367528798087372,ok
43,1,nonlinear_ann,0,other
43,1,nonlinear_dt,0.9182786350793306,ok
43,1,linear_dt,0.7922190828080852,ok
43,1,linear_svm,0.9234948924146924,ok
3622,1,linear_ann,0.9622641509433962,ok
3622,1,nonlinear_svm,0.9559748427672956,ok
3622,1,nonlinear_ann,0.9433962264150944,ok
3622,1,nonlinear_dt,0.9622641509433962,ok
3622,1,linear_dt,0.9622641509433962,ok
3622,1,linear_svm,0.9622641509433962,ok
45,1,linear_ann,0.9661442006269593,ok
45,1,nonlinear_svm,0.9648902821316615,ok
45,1,nonlinear_ann,0.9523510971786834,ok
45,1,nonlinear_dt,0.9344827586206896,ok
45,1,linear_dt,0.6266457680250784,ok
45,1,linear_svm,0.9564263322884012,ok
47,1,linear_ann,0.5364238410596027,ok
47,1,nonlinear_svm,0.4834437086092715,ok
47,1,nonlinear_ann,0.5496688741721855,ok
47,1,nonlinear_dt,0.6225165562913907,ok
47,1,linear_dt,0.39072847682119205,ok
47,1,linear_svm,0.5231788079470199,ok
49,1,linear_ann,0.9749478079331942,ok
49,1,nonlinear_svm,1.0,ok
49,1,nonlinear_ann,0.9812108559498957,ok
49,1,nonlinear_dt,0.9498956158663883,ok
49,1,linear_dt,0.6993736951983298,ok
49,1,linear_svm,0.9832985386221295,ok
51,1,linear_ann,0.7,ok
51,1,nonlinear_svm,0.2,ok
51,1,nonlinear_ann,0.6,ok
51,1,nonlinear_dt,0.8,ok
51,1,linear_dt,0.8,ok
51,1,linear_svm,0.7,ok
52,1,linear_ann,0.7888888888888889,ok
52,1,nonlinear_svm,0.8407407407407408,ok
52,1,nonlinear_ann,0,other
52,1,nonlinear_dt,0.7555555555555555,ok
52,1,linear_dt,0.6851851851851852,ok
52,1,linear_svm,0.7703703703703704,ok
53,1,linear_ann,0.7624113475177304,ok
53,1,nonlinear_svm,0.8534278959810875,ok
53,1,nonlinear_ann,0.83451536643026,ok
53,1,nonlinear_dt,0.7281323877068557,ok
53,1,linear_dt,0.3877068557919622,ok
53,1,linear_svm,0.7884160756501183,ok
55,1,linear_ann,0.960919540229885,ok
55,1,nonlinear_svm,0.967816091954023,ok
55,1,nonlinear_ann,0.9494252873563218,ok
55,1,nonlinear_dt,0.9471264367816091,ok
55,1,linear_dt,0.9563218390804598,ok
55,1,linear_svm,0.9563218390804598,ok
57,1,linear_ann,0.8660968660968661,ok
57,1,nonlinear_svm,0.943019943019943,ok
57,1,nonlinear_ann,0,other
57,1,nonlinear_dt,0.8888888888888888,ok
57,1,linear_dt,0.8034188034188035,ok
57,1,linear_svm,0.8860398860398859,ok
58,1,linear_ann,0.8628,ok
58,1,nonlinear_svm,0.8644,ok
58,1,nonlinear_ann,0.8623999999999999,ok
58,1,nonlinear_dt,0.7606,ok
58,1,linear_dt,0.5724,ok
58,1,linear_svm,0.865,ok
60,1,linear_ann,0.9207920792079207,ok
60,1,nonlinear_svm,0.9306930693069307,ok
60,1,nonlinear_ann,0.9603960396039604,ok
60,1,nonlinear_dt,0.9702970297029703,ok
60,1,linear_dt,0.5940594059405941,ok
60,1,linear_svm,0.9504950495049505,ok
3644,1,linear_ann,0.9880952380952381,ok
3644,1,nonlinear_svm,0.9642857142857143,ok
3644,1,nonlinear_ann,0,other
3644,1,nonlinear_dt,0.996031746031746,ok
3644,1,linear_dt,0.996031746031746,ok
3644,1,linear_svm,0.9682539682539683,ok
3646,1,linear_ann,0.7450980392156863,ok
3646,1,nonlinear_svm,0.6666666666666667,ok
3646,1,nonlinear_ann,0.6470588235294117,ok
3646,1,nonlinear_dt,0.6862745098039216,ok
3646,1,linear_dt,0.6862745098039216,ok
3646,1,linear_svm,0.6470588235294117,ok
3647,1,linear_ann,0.9416666666666668,ok
3647,1,nonlinear_svm,0.975,ok
3647,1,nonlinear_ann,0.9666666666666667,ok
3647,1,nonlinear_dt,0.95,ok
3647,1,linear_dt,0.875,ok
3647,1,linear_svm,0.9333333333333332,ok
3649,1,linear_ann,0.8,ok
3649,1,nonlinear_svm,0.8357142857142857,ok
3649,1,nonlinear_ann,0.7857142857142857,ok
3649,1,nonlinear_dt,0.7357142857142857,ok
3649,1,linear_dt,0.5857142857142857,ok
3649,1,linear_svm,0.7857142857142857,ok
3650,1,linear_ann,0.9333333333333332,ok
3650,1,nonlinear_svm,0.8222222222222223,ok
3650,1,nonlinear_ann,0.8666666666666667,ok
3650,1,nonlinear_dt,0.9333333333333332,ok
3650,1,linear_dt,0.9111111111111111,ok
3650,1,linear_svm,0.8444444444444444,ok
3651,1,linear_ann,0.834983498349835,ok
3651,1,nonlinear_svm,0.8316831683168318,ok
3651,1,nonlinear_ann,0,other
3651,1,nonlinear_dt,0.7821782178217822,ok
3651,1,linear_dt,0.7095709570957095,ok
3651,1,linear_svm,0.8613861386138614,ok
3652,1,linear_ann,0.7,ok
3652,1,nonlinear_svm,0.72,ok
3652,1,nonlinear_ann,0.68,ok
3652,1,nonlinear_dt,0.66,ok
3652,1,linear_dt,0.7,ok
3652,1,linear_svm,0.78,ok
3653,1,linear_ann,0.7043010752688172,ok
3653,1,nonlinear_svm,0.7419354838709676,ok
3653,1,nonlinear_ann,0.7096774193548387,ok
3653,1,nonlinear_dt,0.7849462365591399,ok
3653,1,linear_dt,0.5967741935483871,ok
3653,1,linear_svm,0.7204301075268817,ok
3655,1,linear_ann,0.890909090909091,ok
3655,1,nonlinear_svm,0.8363636363636364,ok
3655,1,nonlinear_ann,0.7636363636363636,ok
3655,1,nonlinear_dt,0.890909090909091,ok
3655,1,linear_dt,0.890909090909091,ok
3655,1,linear_svm,0.8363636363636364,ok
3656,1,linear_ann,0.6511627906976745,ok
3656,1,nonlinear_svm,0.6046511627906976,ok
3656,1,nonlinear_ann,0.6744186046511628,ok
3656,1,nonlinear_dt,0.627906976744186,ok
3656,1,linear_dt,0.6511627906976745,ok
3656,1,linear_svm,0.6744186046511628,ok
3661,1,linear_ann,0.9617224880382775,ok
3661,1,nonlinear_svm,0.9856459330143541,ok
3661,1,nonlinear_ann,0.9617224880382775,ok
3661,1,nonlinear_dt,0.9473684210526316,ok
3661,1,linear_dt,0.8468899521531101,ok
3661,1,linear_svm,0.9617224880382775,ok
3663,1,linear_ann,0.5577557755775577,ok
3663,1,nonlinear_svm,0.5808580858085809,ok
3663,1,nonlinear_ann,0.5841584158415841,ok
3663,1,nonlinear_dt,0.4884488448844885,ok
3663,1,linear_dt,0.5082508250825082,ok
3663,1,linear_svm,0.570957095709571,ok
3665,1,linear_ann,0.8918918918918919,ok
3665,1,nonlinear_svm,0.9324324324324325,ok
3665,1,nonlinear_ann,0.9324324324324325,ok
3665,1,nonlinear_dt,0.8783783783783784,ok
3665,1,linear_dt,0.6891891891891891,ok
3665,1,linear_svm,0.8783783783783784,ok
3669,1,linear_ann,0.7,ok
3669,1,nonlinear_svm,0.7285714285714286,ok
3669,1,nonlinear_ann,0.7,ok
3669,1,nonlinear_dt,0.7142857142857143,ok
3669,1,linear_dt,0.7142857142857143,ok
3669,1,linear_svm,0.6428571428571429,ok
3675,1,linear_ann,0.7033492822966507,ok
3675,1,nonlinear_svm,0.6961722488038278,ok
3675,1,nonlinear_ann,0,other
3675,1,nonlinear_dt,0.638755980861244,ok
3675,1,linear_dt,0.6483253588516746,ok
3675,1,linear_svm,0.6889952153110047,ok
3676,1,linear_ann,0.9242424242424242,ok
3676,1,nonlinear_svm,0.946969696969697,ok
3676,1,nonlinear_ann,0,other
3676,1,nonlinear_dt,0.9545454545454546,ok
3676,1,linear_dt,0.7613636363636364,ok
3676,1,linear_svm,0.9545454545454546,ok
3685,1,linear_ann,0.8765957446808511,ok
3685,1,nonlinear_svm,0.8851063829787235,ok
3685,1,nonlinear_ann,0.8765957446808511,ok
3685,1,nonlinear_dt,0.8595744680851064,ok
3685,1,linear_dt,0.8468085106382979,ok
3685,1,linear_svm,0.8893617021276596,ok
3696,1,linear_ann,0.8969849246231156,ok
3696,1,nonlinear_svm,0.9020100502512562,ok
3696,1,nonlinear_ann,0,other
3696,1,nonlinear_dt,0.8869346733668341,ok
3696,1,linear_dt,0.871859296482412,ok
3696,1,linear_svm,0.9195979899497487,ok
14964,1,linear_ann,0.3559404971618712,ok
14964,1,nonlinear_svm,0.8568212957525936,ok
14964,1,nonlinear_ann,0.6629477392836172,ok
14964,1,nonlinear_dt,0.6532589547856723,ok
14964,1,linear_dt,0.18849089841456254,ok
14964,1,linear_svm,0.3371501272264631,ok
14965,1,linear_ann,0.9003782265377894,ok
14965,1,nonlinear_svm,0.9025458406140099,ok
14965,1,nonlinear_ann,0,other
14965,1,nonlinear_dt,0.9008427152684081,ok
14965,1,linear_dt,0.8830151954170445,ok
14965,1,linear_svm,0.9006657671805535,ok
14966,1,linear_ann,0.772593974940016,ok
14966,1,nonlinear_svm,0.7832577979205546,ok
14966,1,nonlinear_ann,0.7736603572380699,ok
14966,1,nonlinear_dt,0.769128232471341,ok
14966,1,linear_dt,0.7240735803785657,ok
14966,1,linear_svm,0.7557984537456679,ok
14967,1,linear_ann,0.9996423462088698,ok
14967,1,nonlinear_svm,0.9996423462088698,ok
14967,1,nonlinear_ann,0.9996423462088698,ok
14967,1,nonlinear_dt,0.5829756795422031,ok
14967,1,linear_dt,0.2918454935622318,ok
14967,1,linear_svm,1.0,ok
14968,1,linear_ann,0.7425925925925925,ok
14968,1,nonlinear_svm,0.8074074074074075,ok
14968,1,nonlinear_ann,0.7962962962962963,ok
14968,1,nonlinear_dt,0.7277777777777777,ok
14968,1,linear_dt,0.6333333333333333,ok
14968,1,linear_svm,0.7611111111111112,ok
3705,1,linear_ann,0.9609756097560975,ok
3705,1,nonlinear_svm,0.9560975609756097,ok
3705,1,nonlinear_ann,0.9609756097560975,ok
3705,1,nonlinear_dt,0.951219512195122,ok
3705,1,linear_dt,0.897560975609756,ok
3705,1,linear_svm,0.951219512195122,ok
14969,1,linear_ann,0.46500557074850607,ok
14969,1,nonlinear_svm,0.5834092980856882,ok
14969,1,nonlinear_ann,0.5985009622201966,ok
14969,1,nonlinear_dt,0.5174718930416287,ok
14969,1,linear_dt,0.44890104324926566,ok
14969,1,linear_svm,0.4638914210473007,ok
14970,1,linear_ann,0,other
14970,1,nonlinear_svm,0.989125157782309,ok
14970,1,nonlinear_ann,0.9877658025050975,ok
14970,1,nonlinear_dt,0,other
14970,1,linear_dt,0.37353141081658414,ok
14970,1,linear_svm,0.9850470919506747,ok
24,1,linear_ann,0.9998769079271296,ok
24,1,nonlinear_svm,1.0,ok
24,1,nonlinear_ann,0,other
24,1,nonlinear_dt,1.0,ok
24,1,linear_dt,0.8867552929591335,ok
24,1,linear_svm,0,other
3709,1,linear_ann,0.6258741258741258,ok
3709,1,nonlinear_svm,0.5629370629370629,ok
3709,1,nonlinear_ann,0.5594405594405595,ok
3709,1,nonlinear_dt,0.541958041958042,ok
3709,1,linear_dt,0.5699300699300699,ok
3709,1,linear_svm,0.5629370629370629,ok
3713,1,linear_ann,0.7105263157894737,ok
3713,1,nonlinear_svm,0.736842105263158,ok
3713,1,nonlinear_ann,0.763157894736842,ok
3713,1,nonlinear_dt,0.736842105263158,ok
3713,1,linear_dt,0.8157894736842105,ok
3713,1,linear_svm,0.736842105263158,ok
3716,1,linear_ann,0.9458333333333333,ok
3716,1,nonlinear_svm,0.9375,ok
3716,1,nonlinear_ann,0.9416666666666668,ok
3716,1,nonlinear_dt,0.8833333333333333,ok
3716,1,linear_dt,0.8833333333333333,ok
3716,1,linear_svm,0.9458333333333333,ok
10101,1,linear_ann,0.7700534759358288,ok
10101,1,nonlinear_svm,0.7740641711229946,ok
10101,1,nonlinear_ann,0.7887700534759358,ok
10101,1,nonlinear_dt,0.7767379679144385,ok
10101,1,linear_dt,0.7620320855614974,ok
10101,1,linear_svm,0.7352941176470589,ok
3719,1,linear_ann,0.9430379746835443,ok
3719,1,nonlinear_svm,0.949367088607595,ok
3719,1,nonlinear_ann,0.9556962025316456,ok
3719,1,nonlinear_dt,0.949367088607595,ok
3719,1,linear_dt,0.949367088607595,ok
3719,1,linear_svm,0.9430379746835443,ok
3721,1,linear_ann,0.85,ok
3721,1,nonlinear_svm,0.8,ok
3721,1,nonlinear_ann,0.825,ok
3721,1,nonlinear_dt,0.9,ok
3721,1,linear_dt,0.9,ok
3721,1,linear_svm,0.875,ok
3722,1,linear_ann,0.7959183673469387,ok
3722,1,nonlinear_svm,0.8299319727891157,ok
3722,1,nonlinear_ann,0.8401360544217686,ok
3722,1,nonlinear_dt,0.7925170068027211,ok
3722,1,linear_dt,0.8129251700680272,ok
3722,1,linear_svm,0.8367346938775511,ok
7307,1,linear_ann,0,other
7307,1,nonlinear_svm,0.6793650793650794,ok
7307,1,nonlinear_ann,0,other
7307,1,nonlinear_dt,0,other
7307,1,linear_dt,0.24232804232804234,ok
7307,1,linear_svm,0.6402116402116402,ok
3724,1,linear_ann,0.8236842105263158,ok
3724,1,nonlinear_svm,0.8342105263157894,ok
3724,1,nonlinear_ann,0.8052631578947369,ok
3724,1,nonlinear_dt,0.8263157894736842,ok
3724,1,linear_dt,0.8473684210526317,ok
3724,1,linear_svm,0.8473684210526317,ok
3725,1,linear_ann,0.8064516129032258,ok
3725,1,nonlinear_svm,0.7849462365591399,ok
3725,1,nonlinear_ann,0.8064516129032258,ok
3725,1,nonlinear_dt,0.7419354838709676,ok
3725,1,linear_dt,0.7634408602150538,ok
3725,1,linear_svm,0.8172043010752688,ok
3738,1,linear_ann,0.96,ok
3738,1,nonlinear_svm,0.94,ok
3738,1,nonlinear_ann,1.0,ok
3738,1,nonlinear_dt,1.0,ok
3738,1,linear_dt,1.0,ok
3738,1,linear_svm,0.94,ok
3744,1,linear_ann,0.9894366197183099,ok
3744,1,nonlinear_svm,0.982394366197183,ok
3744,1,nonlinear_ann,0,other
3744,1,nonlinear_dt,0.9964788732394366,ok
3744,1,linear_dt,0.9964788732394366,ok
3744,1,linear_svm,0.9894366197183099,ok
3746,1,linear_ann,0.7666666666666667,ok
3746,1,nonlinear_svm,0.8,ok
3746,1,nonlinear_ann,0.7333333333333333,ok
3746,1,nonlinear_dt,0.5833333333333334,ok
3746,1,linear_dt,0.5166666666666666,ok
3746,1,linear_svm,0.8333333333333333,ok
3748,1,linear_ann,0.9770992366412214,ok
3748,1,nonlinear_svm,0.9923664122137404,ok
3748,1,nonlinear_ann,0.9847328244274809,ok
3748,1,nonlinear_dt,0.9923664122137404,ok
3748,1,linear_dt,0.9770992366412214,ok
3748,1,linear_svm,0.9847328244274809,ok
3750,1,linear_ann,0.5901639344262295,ok
3750,1,nonlinear_svm,0.6065573770491803,ok
3750,1,nonlinear_ann,0.639344262295082,ok
3750,1,nonlinear_dt,0.6557377049180327,ok
3750,1,linear_dt,0.639344262295082,ok
3750,1,linear_svm,0.6557377049180327,ok
9895,1,linear_ann,0.890625,ok
9895,1,nonlinear_svm,0.90625,ok
9895,1,nonlinear_ann,0.84375,ok
9895,1,nonlinear_dt,0,other
9895,1,linear_dt,0.640625,ok
9895,1,linear_svm,0.90625,ok
9896,1,linear_ann,0.890625,ok
9896,1,nonlinear_svm,0.90625,ok
9896,1,nonlinear_ann,0.84375,ok
9896,1,nonlinear_dt,0.78125,ok
9896,1,linear_dt,0.625,ok
9896,1,linear_svm,0.890625,ok
3753,1,linear_ann,0.6944444444444444,ok
3753,1,nonlinear_svm,0.7037037037037037,ok
3753,1,nonlinear_ann,0.6944444444444444,ok
3753,1,nonlinear_dt,0.8703703703703703,ok
3753,1,linear_dt,0.7685185185185185,ok
3753,1,linear_svm,0.7037037037037037,ok
9897,1,linear_ann,0.5283018867924528,ok
9897,1,nonlinear_svm,0.4811320754716981,ok
9897,1,nonlinear_ann,0.5283018867924528,ok
9897,1,nonlinear_dt,0,other
9897,1,linear_dt,0.4716981132075472,ok
9897,1,linear_svm,0.5660377358490566,ok
3756,1,linear_ann,0.4931506849315068,ok
3756,1,nonlinear_svm,0.6164383561643836,ok
3756,1,nonlinear_ann,0.5616438356164384,ok
3756,1,nonlinear_dt,0.684931506849315,ok
3756,1,linear_dt,0.5342465753424658,ok
3756,1,linear_svm,0.547945205479452,ok
3757,1,linear_ann,0.9545454545454546,ok
3757,1,nonlinear_svm,0.9696969696969697,ok
3757,1,nonlinear_ann,0.9393939393939393,ok
3757,1,nonlinear_dt,0.9242424242424242,ok
3757,1,linear_dt,0.8787878787878788,ok
3757,1,linear_svm,0.9242424242424242,ok
9901,1,linear_ann,1.0,ok
9901,1,nonlinear_svm,1.0,ok
9901,1,nonlinear_ann,1.0,ok
9901,1,nonlinear_dt,0,other
9901,1,linear_dt,0.8166666666666668,ok
9901,1,linear_svm,1.0,ok
146606,1,linear_ann,0.637919428862825,ok
146606,1,nonlinear_svm,0,other
146606,1,nonlinear_ann,0,other
146606,1,nonlinear_dt,0,other
146606,1,linear_dt,0.6072616012238654,ok
146606,1,linear_svm,0.6396634370219276,ok
146607,1,linear_ann,0.8591549295774648,ok
146607,1,nonlinear_svm,0.8615421341608976,ok
146607,1,nonlinear_ann,0,other
146607,1,nonlinear_dt,0.8455478634518978,ok
146607,1,linear_dt,0.8352828837431368,ok
146607,1,linear_svm,0.8515158749104798,ok
3761,1,linear_ann,0.7777777777777777,ok
3761,1,nonlinear_svm,0.8333333333333333,ok
3761,1,nonlinear_ann,0.8333333333333333,ok
3761,1,nonlinear_dt,0.8333333333333333,ok
3761,1,linear_dt,0.7222222222222223,ok
3761,1,linear_svm,0.7777777777777777,ok
