@RELATION FEATURE_VALUES_MaxSAT-2012-pms

@ATTRIBUTE instance_id STRING

@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE numVars NUMERIC
@ATTRIBUTE numClauses NUMERIC
@ATTRIBUTE perc_soft NUMERIC
@ATTRIBUTE soft_mean NUMERIC
@ATTRIBUTE soft_std NUMERIC
@ATTRIBUTE soft_min NUMERIC
@ATTRIBUTE soft_max NUMERIC
@ATTRIBUTE var_clauses_ratio NUMERIC
@ATTRIBUTE vcg_var_mean NUMERIC
@ATTRIBUTE vcg_var_std NUMERIC
@ATTRIBUTE vcg_var_min NUMERIC
@ATTRIBUTE vcg_var_max NUMERIC
@ATTRIBUTE vcg_var_spread NUMERIC
@ATTRIBUTE vcg_cls_mean NUMERIC
@ATTRIBUTE vcg_cls_std NUMERIC
@ATTRIBUTE vcg_cls_min NUMERIC
@ATTRIBUTE vcg_cls_max NUMERIC
@ATTRIBUTE vcg_cls_spread NUMERIC
@ATTRIBUTE pnr_var_mean NUMERIC
@ATTRIBUTE pnr_var_std NUMERIC
@ATTRIBUTE pnr_var_min NUMERIC
@ATTRIBUTE pnr_var_max NUMERIC
@ATTRIBUTE pnr_var_spread NUMERIC
@ATTRIBUTE pnr_cls_mean NUMERIC
@ATTRIBUTE pnr_cls_std NUMERIC
@ATTRIBUTE pnr_cls_min NUMERIC
@ATTRIBUTE pnr_cls_max NUMERIC
@ATTRIBUTE pnr_cls_spread NUMERIC
@ATTRIBUTE unary NUMERIC
@ATTRIBUTE binary NUMERIC
@ATTRIBUTE trinary NUMERIC
@ATTRIBUTE horn_mean NUMERIC
@ATTRIBUTE horn_std NUMERIC
@ATTRIBUTE horn_min NUMERIC
@ATTRIBUTE horn_max NUMERIC
@ATTRIBUTE horn_spread NUMERIC
@ATTRIBUTE horn NUMERIC

@DATA
benchmarks/pms_crafted/frb/frb30-15-1.partial.wcnf,1,450,18350,0.02452,1,0,1,1,0.02452,0.00439,0.16898,0.00234,0.0067,0.00436,0.00439,0.07832,0.00222,0.00444,0.00222,0.01282,0.19171,0.00813,0.02326,0.01513,0.02452,6.30813,0,1,1,0.02452,1,1,0.00439,0,0.00234,0.0067,0.00436,1
benchmarks/pms_crafted/frb/frb30-15-2.partial.wcnf,1,450,18392,0.02447,1,0,1,1,0.02447,0.00439,0.15699,0.0025,0.00636,0.00386,0.00439,0.07816,0.00222,0.00444,0.00222,0.0127,0.16253,0.00855,0.02174,0.01319,0.02447,6.31586,0,1,1,0.02447,1,1,0.00439,0,0.0025,0.00636,0.00386,1
benchmarks/pms_crafted/frb/frb30-15-3.partial.wcnf,1,450,18349,0.02452,1,0,1,1,0.02452,0.00439,0.17904,0.00272,0.0067,0.00398,0.00439,0.07832,0.00222,0.00444,0.00222,0.01282,0.18085,0.00813,0.02,0.01187,0.02452,6.30791,0,1,1,0.02452,1,1,0.00439,0,0.00272,0.0067,0.00398,1
benchmarks/pms_crafted/frb/frb30-15-4.partial.wcnf,1,450,18347,0.02453,1,0,1,1,0.02453,0.00439,0.17167,0.00267,0.00616,0.00349,0.00439,0.07833,0.00222,0.00444,0.00222,0.0128,0.17685,0.00885,0.02041,0.01156,0.02453,6.30755,0,1,1,0.02453,1,1,0.00439,0,0.00267,0.00616,0.00349,1
benchmarks/pms_crafted/frb/frb30-15-5.partial.wcnf,1,450,18325,0.02456,1,0,1,1,0.02456,0.00439,0.19179,0.00256,0.00704,0.00447,0.00439,0.07837,0.00222,0.00444,0.00222,0.0129,0.19302,0.00775,0.02128,0.01352,0.02456,6.30348,0,1,1,0.02456,1,1,0.00439,0,0.00256,0.00704,0.00447,1
benchmarks/pms_crafted/frb/frb35-17-1.partial.wcnf,1,595,28548,0.02084,1,0,1,1,0.02084,0.00333,0.19118,0.00179,0.00469,0.00291,0.00333,0.07216,0.00168,0.00336,0.00168,0.01097,0.21522,0.00746,0.01961,0.01215,0.02084,6.85299,0,1,1,0.02084,1,1,0.00333,0,0.00179,0.00469,0.00291,1
benchmarks/pms_crafted/frb/frb35-17-2.partial.wcnf,1,595,28547,0.02084,1,0,1,1,0.02084,0.00333,0.16929,0.00189,0.00473,0.00284,0.00333,0.07216,0.00168,0.00336,0.00168,0.01085,0.17955,0.00741,0.01852,0.01111,0.02084,6.85287,0,1,1,0.02084,1,1,0.00333,0,0.00189,0.00473,0.00284,1
benchmarks/pms_crafted/frb/frb35-17-3.partial.wcnf,1,595,28631,0.02078,1,0,1,1,0.02078,0.00333,0.21356,0.00161,0.0058,0.00419,0.00333,0.07206,0.00168,0.00336,0.00168,0.01101,0.22801,0.00602,0.02174,0.01572,0.02078,6.86357,0,1,1,0.02078,1,1,0.00333,0,0.00161,0.0058,0.00419,1
benchmarks/pms_crafted/frb/frb35-17-4.partial.wcnf,1,595,28529,0.02086,1,0,1,1,0.02086,0.00333,0.21364,0.00123,0.00536,0.00414,0.00333,0.07218,0.00168,0.00336,0.00168,0.01113,0.26794,0.00654,0.02857,0.02204,0.02086,6.85057,0,1,1,0.02086,1,1,0.00333,0,0.00123,0.00536,0.00414,1
benchmarks/pms_crafted/frb/frb35-17-5.partial.wcnf,1,595,28816,0.02065,1,0,1,1,0.02065,0.00333,0.18468,0.00156,0.00475,0.00319,0.00333,0.07184,0.00168,0.00336,0.00168,0.01084,0.21305,0.0073,0.02222,0.01492,0.02065,6.88712,0,1,1,0.02065,1,1,0.00333,0,0.00156,0.00475,0.00319,1
benchmarks/pms_crafted/frb/frb40-19-1.partial.wcnf,1,760,42173,0.01802,1,0,1,1,0.01802,0.00261,0.21691,0.00135,0.00424,0.00289,0.00261,0.06715,0.00132,0.00263,0.00132,0.00954,0.22347,0.00559,0.01754,0.01196,0.01802,7.3778,0,1,1,0.01802,1,1,0.00261,0,0.00135,0.00424,0.00289,1
benchmarks/pms_crafted/frb/frb40-19-2.partial.wcnf,1,760,42127,0.01804,1,0,1,1,0.01804,0.00261,0.19893,0.00138,0.00408,0.00271,0.00261,0.06719,0.00132,0.00263,0.00132,0.00948,0.20994,0.00581,0.01724,0.01143,0.01804,7.37351,0,1,1,0.01804,1,1,0.00261,0,0.00138,0.00408,0.00271,1
benchmarks/pms_crafted/frb/frb40-19-3.partial.wcnf,1,760,41927,0.01813,1,0,1,1,0.01813,0.00261,0.16429,0.00138,0.00382,0.00243,0.00261,0.06734,0.00132,0.00263,0.00132,0.00943,0.18972,0.00625,0.01724,0.01099,0.01813,7.35506,0,1,1,0.01813,1,1,0.00261,0,0.00138,0.00382,0.00243,1
benchmarks/pms_crafted/frb/frb40-19-4.partial.wcnf,1,760,42485,0.01789,1,0,1,1,0.01789,0.00261,0.16632,0.0016,0.00388,0.00228,0.00261,0.06691,0.00132,0.00263,0.00132,0.00928,0.17146,0.00606,0.01471,0.00865,0.01789,7.40646,0,1,1,0.01789,1,1,0.00261,0,0.0016,0.00388,0.00228,1
benchmarks/pms_crafted/frb/frb40-19-5.partial.wcnf,1,760,42499,0.01788,1,0,1,1,0.01788,0.00261,0.17048,0.00162,0.00412,0.00249,0.00261,0.0669,0.00132,0.00263,0.00132,0.00928,0.16848,0.00571,0.01449,0.00878,0.01788,7.40776,0,1,1,0.01788,1,1,0.00261,0,0.00162,0.00412,0.00249,1
benchmarks/pms_crafted/job-shop/ft10-808-1090.wcnf,1,110641,1151201,0.00025,1,0,1,1,0.09611,0.00003,4.47845,0,0.00188,0.00188,0.00003,0.1409,0.00001,0.00003,0.00002,0.5051,0.23418,0.08333,1,0.91667,0.50012,0.30063,0,1,1,0.00103,0.18701,1,0.00001,0,0,0.00095,0.00095,0.594
benchmarks/pms_crafted/job-shop/la04-567-0696.wcnf,1,35772,359683,0.00036,1,0,1,1,0.09945,0.00008,3.56895,0.00001,0.00384,0.00383,0.00008,0.14242,0.00003,0.00008,0.00006,0.50961,0.28415,0.08333,1,0.91667,0.5002,0.3034,0,1,1,0.00208,0.19071,1,0.00004,0,0,0.00192,0.00192,0.59687
benchmarks/pms_crafted/job-shop/orb08-894-1058.wcnf,1,107409,1121427,0.00015,1,0,1,1,0.09578,0.00003,4.40733,0,0.00188,0.00188,0.00003,0.1406,0.00001,0.00003,0.00002,0.50528,0.223,0.08333,1,0.91667,0.5004,0.30134,0,1,1,0.00103,0.1867,1,0.00001,0,0,0.00094,0.00094,0.59319
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-1.clq.wcnf,1,150,10878,0.01379,1,0,1,1,0.01379,0.01324,0,0.01232,0.0137,0.00138,0.01324,0.05872,0.00667,0.01333,0.00667,0.99306,0,0.99254,0.99329,0.00075,0.98621,0.11822,0,1,1,0.01379,1,1,0.00009,0,0.00009,0.00009,0,0.01379
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-2.clq.wcnf,1,150,10878,0.01379,1,0,1,1,0.01379,0.01324,0,0.01232,0.0137,0.00138,0.01324,0.05872,0.00667,0.01333,0.00667,0.99306,0,0.99254,0.99329,0.00075,0.98621,0.11822,0,1,1,0.01379,1,1,0.00009,0,0.00009,0.00009,0,0.01379
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-3.clq.wcnf,1,150,10878,0.01379,1,0,1,1,0.01379,0.01324,0,0.0125,0.0137,0.0012,0.01324,0.05872,0.00667,0.01333,0.00667,0.99305,0,0.99265,0.99329,0.00064,0.98621,0.11822,0,1,1,0.01379,1,1,0.00009,0,0.00009,0.00009,0,0.01379
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-4.clq.wcnf,1,150,10878,0.01379,1,0,1,1,0.01379,0.01324,0,0.01269,0.0137,0.00101,0.01324,0.05872,0.00667,0.01333,0.00667,0.99306,0,0.99275,0.99329,0.00053,0.98621,0.11822,0,1,1,0.01379,1,1,0.00009,0,0.00009,0.00009,0,0.01379
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-1.clq.wcnf,1,150,10431,0.01438,1,0,1,1,0.01438,0.01324,0.02212,0.01227,0.0139,0.00163,0.01324,0.05995,0.00667,0.01333,0.00667,0.99275,0,0.99219,0.9931,0.00092,0.98562,0.12082,0,1,1,0.01438,1,1,0.0001,0,0.0001,0.0001,0,0.01438
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-2.clq.wcnf,1,150,10431,0.01438,1,0,1,1,0.01438,0.01324,0.025,0.01237,0.0139,0.00153,0.01324,0.05995,0.00667,0.01333,0.00667,0.99275,0,0.99225,0.9931,0.00086,0.98562,0.12082,0,1,1,0.01438,1,1,0.0001,0,0.0001,0.0001,0,0.01438
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-3.clq.wcnf,1,150,10431,0.01438,1,0,1,1,0.01438,0.01324,0.02327,0.01237,0.01381,0.00144,0.01324,0.05995,0.00667,0.01333,0.00667,0.99275,0,0.99225,0.99306,0.00081,0.98562,0.12082,0,1,1,0.01438,1,1,0.0001,0,0.0001,0.0001,0,0.01438
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-4.clq.wcnf,1,150,10431,0.01438,1,0,1,1,0.01438,0.01324,0.02299,0.01237,0.01409,0.00173,0.01324,0.05995,0.00667,0.01333,0.00667,0.99275,0,0.99225,0.9932,0.00095,0.98562,0.12082,0,1,1,0.01438,1,1,0.0001,0,0.0001,0.0001,0,0.01438
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-1.clq.wcnf,1,150,6408,0.02341,1,0,1,1,0.02341,0.01318,0.06918,0.01124,0.01529,0.00406,0.01318,0.07649,0.00667,0.01333,0.00667,0.9881,0.00083,0.98611,0.9898,0.00368,0.97659,0.15482,0,1,1,0.02341,1,1,0.00016,0,0.00016,0.00016,0,0.02341
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-2.clq.wcnf,1,150,6408,0.02341,1,0,1,1,0.02341,0.01318,0.07018,0.01077,0.01561,0.00484,0.01318,0.07649,0.00667,0.01333,0.00667,0.9881,0.00087,0.98551,0.99,0.00449,0.97659,0.15482,0,1,1,0.02341,1,1,0.00016,0,0.00016,0.00016,0,0.02341
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-3.clq.wcnf,1,150,6408,0.02341,1,0,1,1,0.02341,0.01318,0.08041,0.01061,0.01561,0.00499,0.01318,0.07649,0.00667,0.01333,0.00667,0.98808,0.001,0.98529,0.99,0.00471,0.97659,0.15482,0,1,1,0.02341,1,1,0.00016,0,0.00016,0.00016,0,0.02341
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-4.clq.wcnf,1,150,6408,0.02341,1,0,1,1,0.02341,0.01318,0.07601,0.01092,0.01529,0.00437,0.01318,0.07649,0.00667,0.01333,0.00667,0.98809,0.00093,0.98571,0.9898,0.00408,0.97659,0.15482,0,1,1,0.02341,1,1,0.00016,0,0.00016,0.00016,0,0.02341
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-1.clq.wcnf,1,150,5961,0.02516,1,0,1,1,0.02516,0.01317,0.0747,0.01074,0.01543,0.0047,0.01317,0.0793,0.00667,0.01333,0.00667,0.98718,0.001,0.98438,0.98913,0.00476,0.97484,0.16064,0,1,1,0.02516,1,1,0.00017,0,0.00017,0.00017,0,0.02516
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-2.clq.wcnf,1,150,5961,0.02516,1,0,1,1,0.02516,0.01317,0.07443,0.01107,0.01644,0.00537,0.01317,0.0793,0.00667,0.01333,0.00667,0.98719,0.00097,0.98485,0.9898,0.00495,0.97484,0.16064,0,1,1,0.02516,1,1,0.00017,0,0.00017,0.00017,0,0.02516
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-3.clq.wcnf,1,150,5961,0.02516,1,0,1,1,0.02516,0.01317,0.07275,0.01107,0.01543,0.00436,0.01317,0.0793,0.00667,0.01333,0.00667,0.98719,0.00095,0.98485,0.98913,0.00428,0.97484,0.16064,0,1,1,0.02516,1,1,0.00017,0,0.00017,0.00017,0,0.02516
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-4.clq.wcnf,1,150,5961,0.02516,1,0,1,1,0.02516,0.01317,0.07614,0.01107,0.01661,0.00554,0.01317,0.0793,0.00667,0.01333,0.00667,0.98718,0.00099,0.98485,0.9899,0.00505,0.97484,0.16064,0,1,1,0.02516,1,1,0.00017,0,0.00017,0.00017,0,0.02516
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-1.clq.wcnf,1,150,5514,0.0272,1,0,1,1,0.0272,0.01315,0.08319,0.01034,0.01614,0.0058,0.01315,0.08247,0.00667,0.01333,0.00667,0.98611,0.00119,0.98246,0.98876,0.00631,0.9728,0.1672,0,1,1,0.0272,1,1,0.00018,0,0.00018,0.00018,0,0.0272
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-2.clq.wcnf,1,150,5514,0.0272,1,0,1,1,0.0272,0.01315,0.07268,0.01088,0.01578,0.0049,0.01315,0.08247,0.00667,0.01333,0.00667,0.98614,0.00103,0.98333,0.98851,0.00517,0.9728,0.1672,0,1,1,0.0272,1,1,0.00018,0,0.00018,0.00018,0,0.0272
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-3.clq.wcnf,1,150,5514,0.0272,1,0,1,1,0.0272,0.01315,0.08555,0.01016,0.01614,0.00598,0.01315,0.08247,0.00667,0.01333,0.00667,0.98611,0.00123,0.98214,0.98876,0.00662,0.9728,0.1672,0,1,1,0.0272,1,1,0.00018,0,0.00018,0.00018,0,0.0272
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-4.clq.wcnf,1,150,5514,0.0272,1,0,1,1,0.0272,0.01315,0.08324,0.01034,0.01578,0.00544,0.01315,0.08247,0.00667,0.01333,0.00667,0.98611,0.0012,0.98246,0.98851,0.00605,0.9728,0.1672,0,1,1,0.0272,1,1,0.00018,0,0.00018,0.00018,0,0.0272
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-1.clq.wcnf,1,150,5067,0.0296,1,0,1,1,0.0296,0.01314,0.09496,0.01046,0.01678,0.00632,0.01314,0.08602,0.00667,0.01333,0.00667,0.98484,0.00147,0.98113,0.98824,0.0071,0.9704,0.17464,0,1,1,0.0296,1,1,0.0002,0,0.0002,0.0002,0,0.0296
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-2.clq.wcnf,1,150,5067,0.0296,1,0,1,1,0.0296,0.01314,0.08773,0.01007,0.01618,0.00612,0.01314,0.08602,0.00667,0.01333,0.00667,0.98486,0.00137,0.98039,0.9878,0.00741,0.9704,0.17464,0,1,1,0.0296,1,1,0.0002,0,0.0002,0.0002,0,0.0296
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-3.clq.wcnf,1,150,5067,0.0296,1,0,1,1,0.0296,0.01314,0.09063,0.01066,0.01678,0.00612,0.01314,0.08602,0.00667,0.01333,0.00667,0.98485,0.00139,0.98148,0.98824,0.00675,0.9704,0.17464,0,1,1,0.0296,1,1,0.0002,0,0.0002,0.0002,0,0.0296
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-4.clq.wcnf,1,150,5067,0.0296,1,0,1,1,0.0296,0.01314,0.09801,0.00947,0.01618,0.00671,0.01314,0.08602,0.00667,0.01333,0.00667,0.98482,0.00159,0.97917,0.9878,0.00864,0.9704,0.17464,0,1,1,0.0296,1,1,0.0002,0,0.0002,0.0002,0,0.0296
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-1.clq.wcnf,1,150,4620,0.03247,1,0,1,1,0.03247,0.01312,0.09437,0.00887,0.01623,0.00736,0.01312,0.09009,0.00667,0.01333,0.00667,0.98334,0.00171,0.97561,0.98667,0.01106,0.96753,0.18318,0,1,1,0.03247,1,1,0.00022,0,0.00022,0.00022,0,0.03247
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-2.clq.wcnf,1,150,4620,0.03247,1,0,1,1,0.03247,0.01312,0.09967,0.00996,0.01732,0.00736,0.01312,0.09009,0.00667,0.01333,0.00667,0.98333,0.00169,0.97826,0.9875,0.00924,0.96753,0.18318,0,1,1,0.03247,1,1,0.00022,0,0.00022,0.00022,0,0.03247
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-3.clq.wcnf,1,150,4620,0.03247,1,0,1,1,0.03247,0.01312,0.09605,0.01017,0.01602,0.00584,0.01312,0.09009,0.00667,0.01333,0.00667,0.98334,0.00166,0.97872,0.98649,0.00776,0.96753,0.18318,0,1,1,0.03247,1,1,0.00022,0,0.00022,0.00022,0,0.03247
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-4.clq.wcnf,1,150,4620,0.03247,1,0,1,1,0.03247,0.01312,0.10054,0.00909,0.0171,0.00801,0.01312,0.09009,0.00667,0.01333,0.00667,0.98333,0.00177,0.97619,0.98734,0.01115,0.96753,0.18318,0,1,1,0.03247,1,1,0.00022,0,0.00022,0.00022,0,0.03247
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-1.clq.wcnf,1,150,4173,0.03595,1,0,1,1,0.03595,0.01309,0.10892,0.00935,0.01653,0.00719,0.01309,0.09478,0.00667,0.01333,0.00667,0.98147,0.00216,0.97436,0.98551,0.01115,0.96405,0.19311,0,1,1,0.03595,1,1,0.00024,0,0.00024,0.00024,0,0.03595
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-2.clq.wcnf,1,150,4173,0.03595,1,0,1,1,0.03595,0.01309,0.1052,0.0103,0.01606,0.00575,0.01309,0.09478,0.00667,0.01333,0.00667,0.98149,0.00201,0.97674,0.98507,0.00833,0.96405,0.19311,0,1,1,0.03595,1,1,0.00024,0,0.00024,0.00024,0,0.03595
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-3.clq.wcnf,1,150,4173,0.03595,1,0,1,1,0.03595,0.01309,0.10756,0.00935,0.01725,0.00791,0.01309,0.09478,0.00667,0.01333,0.00667,0.98147,0.00214,0.97436,0.98611,0.01175,0.96405,0.19311,0,1,1,0.03595,1,1,0.00024,0,0.00024,0.00024,0,0.03595
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-4.clq.wcnf,1,150,4173,0.03595,1,0,1,1,0.03595,0.01309,0.10338,0.00911,0.0163,0.00719,0.01309,0.09478,0.00667,0.01333,0.00667,0.98149,0.0021,0.97368,0.98529,0.01161,0.96405,0.19311,0,1,1,0.03595,1,1,0.00024,0,0.00024,0.00024,0,0.03595
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-1.clq.wcnf,1,150,3726,0.04026,1,0,1,1,0.04026,0.01306,0.11789,0.00993,0.01744,0.00751,0.01306,0.1003,0.00667,0.01333,0.00667,0.97918,0.00245,0.97297,0.98462,0.01164,0.95974,0.2048,0,1,1,0.04026,1,1,0.00027,0,0.00027,0.00027,0,0.04026
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-2.clq.wcnf,1,150,3726,0.04026,1,0,1,1,0.04026,0.01306,0.12172,0.00966,0.01744,0.00778,0.01306,0.1003,0.00667,0.01333,0.00667,0.97915,0.00261,0.97222,0.98462,0.01239,0.95974,0.2048,0,1,1,0.04026,1,1,0.00027,0,0.00027,0.00027,0,0.04026
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-3.clq.wcnf,1,150,3726,0.04026,1,0,1,1,0.04026,0.01306,0.11473,0.00913,0.01664,0.00751,0.01306,0.1003,0.00667,0.01333,0.00667,0.97917,0.00262,0.97059,0.98387,0.01328,0.95974,0.2048,0,1,1,0.04026,1,1,0.00027,0,0.00027,0.00027,0,0.04026
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-4.clq.wcnf,1,150,3726,0.04026,1,0,1,1,0.04026,0.01306,0.11056,0.00939,0.01664,0.00725,0.01306,0.1003,0.00667,0.01333,0.00667,0.9792,0.00243,0.97143,0.98387,0.01244,0.95974,0.2048,0,1,1,0.04026,1,1,0.00027,0,0.00027,0.00027,0,0.04026
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-1.clq.wcnf,1,150,3279,0.04575,1,0,1,1,0.04575,0.01303,0.12632,0.00854,0.01738,0.00884,0.01303,0.10692,0.00667,0.01333,0.00667,0.9762,0.00324,0.96429,0.98246,0.01817,0.95425,0.21894,0,1,1,0.04575,1,1,0.0003,0,0.0003,0.0003,0,0.04575
