@RELATION feature_values_premarshalling_astar_2013

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE overstowing-2cont-stack-pct NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE left-density NUMERIC
@ATTRIBUTE tier-weighted-groups NUMERIC
@ATTRIBUTE avg-l1-top-left-lg-group NUMERIC
@ATTRIBUTE cont-empty-grt-estack NUMERIC
@ATTRIBUTE pct-bottom-pct-on-top NUMERIC

@DATA
BF20_cpmp_20_5_60_24_45_10,1,20,5,0.25,0.6,0.4,0.6,1,0,4,2.4,0.848528,3,22,11.75,5.86124,0.45,45,0.856115,0.341156,0.816667,0.4,0.15
BF20_cpmp_20_5_60_24_45_11,1,20,5,0.25,0.6,0.35,0.65,1,0,7,2.4,1.49666,2,22,7.53846,5.28591,0.45,45,0,0.3126,0.4,0.4,0.2
BF20_cpmp_20_5_60_24_45_12,1,20,5,0.25,0.6,0.3,0.65,1,0,5,2.4,1.09545,3,24,11,6.02559,0.45,45,0.352518,0.342822,0.783333,0.4,0.05
BF20_cpmp_20_5_60_24_45_13,1,20,5,0.25,0.6,0.3,0.65,1,0,5,2.4,1.2,3,21,11.5385,5.87845,0.45,45,0.116547,0.386222,0.533333,0.33,0.1
BF20_cpmp_20_5_60_24_45_14,1,20,5,0.25,0.6,0.35,0.6,1,0,4,2.4,0.979796,3,20,10.8333,5.66912,0.45,45,0.62446,0.3544,0.583333,0.36,0.15
BF20_cpmp_20_5_60_24_45_15,1,20,5,0.25,0.6,0.3,0.6,1,0,4,2.4,0.8,2,21,9.66667,5.57275,0.45,45,0.791367,0.327711,0.5,0.34,0
BF20_cpmp_20_5_60_24_45_17,1,20,5,0.25,0.6,0.25,0.65,1,0,5,2.4,0.979796,6,23,13.6923,4.76178,0.45,45,0.156835,0.399933,0.4,0.38,0.25
BF20_cpmp_20_5_60_24_45_2,1,20,5,0.25,0.6,0.4,0.6,1,0,4,2.4,0.894427,4,22,12.0833,5.64887,0.45,45,0.791367,0.336444,0.683333,0.4,0
BF20_cpmp_20_5_60_24_45_20,1,20,5,0.25,0.6,0.25,0.6,1,0,5,2.4,0.894427,3,21,12.5833,5.34569,0.45,45,0.381295,0.377378,0.666667,0.4,0
BF20_cpmp_20_5_60_24_45_3,1,20,5,0.25,0.6,0.3,0.65,1,0,5,2.4,1.09545,2,22,10.6154,5.83805,0.45,45,0.028777,0.346422,0.216667,0.35,0.05
BF20_cpmp_20_5_60_24_45_5,1,20,5,0.25,0.6,0.3,0.6,1,0,4,2.4,0.894427,7,21,12.6667,4.17,0.45,45,0.595683,0.3644,0.533333,0.36,0.2
BF20_cpmp_20_5_60_24_45_6,1,20,5,0.25,0.6,0.3,0.6,1,0,4,2.4,1.0198,4,17,10,3.937,0.45,45,0.438849,0.342311,0.95,0.32,0
BF20_cpmp_20_5_60_24_45_7,1,20,5,0.25,0.6,0.3,0.6,1,0,5,2.4,1.0198,2,22,9.33333,5.63225,0.45,45,0.155396,0.337822,0.633333,0.34,0.05
BF20_cpmp_20_5_60_24_45_8,1,20,5,0.25,0.6,0.35,0.6,1,0,5,2.4,1.0198,3,19,9.41667,5.1228,0.45,45,0.561151,0.324356,0.5,0.39,0
BF20_cpmp_20_5_60_24_45_9,1,20,5,0.25,0.6,0.3,0.6,1,0,5,2.4,1.0583,2,23,13.1667,5.95586,0.45,45,0.74964,0.381,0.611111,0.34,0.15
BF21_cpmp_20_5_80_16_48_11,1,20,5,0.25,0.8,0,0.8,0.888889,0,6,4.70588,1.22545,2,15,7.375,3.72282,0.48,51,0.305036,0.523399,0.66,0,0
BF21_cpmp_20_5_80_16_48_14,1,20,5,0.25,0.8,0,0.9,0.947368,0,6,4.70588,1.36186,2,13,5.83333,2.71314,0.48,52,0.107914,0.526176,0.533333,0,0.05
BF21_cpmp_20_5_80_16_48_16,1,20,5,0.25,0.8,0,0.85,0.85,0,7,4.70588,1.4858,2,14,7.94118,3.40364,0.48,50,0.320863,0.528399,0.483333,0,0
BF21_cpmp_20_5_80_16_48_18,1,20,5,0.25,0.8,0,0.8,0.842105,0,9,4.70588,1.63652,2,15,7.9375,4.40835,0.48,50,0.0877698,0.549641,0.52,0,0.05
BF21_cpmp_20_5_80_16_48_19,1,20,5,0.25,0.8,0,1,1,0,7,4.70588,1.52488,2,16,6.2,3.89358,0.48,54,0.14964,0.508529,0.733333,0,0.15
BF21_cpmp_20_5_80_16_48_2,1,20,5,0.25,0.8,0,0.8,0.8,0,6,4.70588,1.44567,2,13,5.9375,3.28764,0.48,52,0.197122,0.515098,0.722222,0,0
BF21_cpmp_20_5_80_16_48_3,1,20,5,0.25,0.8,0,0.75,0.882353,0,9,4.70588,1.80733,2,11,5.66667,3.0037,0.48,49,0.094964,0.517288,0.683333,0,0.1
BF21_cpmp_20_5_80_16_48_4,1,20,5,0.25,0.8,0,0.85,0.894737,0,6,4.70588,1.40439,2,14,6.76471,3.48998,0.48,50,0.263309,0.530327,0.411111,0,0
BF21_cpmp_20_5_80_16_48_5,1,20,5,0.25,0.8,0,0.85,0.894737,0,6,4.70588,1.36186,2,16,6.82353,4.10502,0.48,50,0.448921,0.520163,0.494444,0,0.05
BF21_cpmp_20_5_80_16_48_7,1,20,5,0.25,0.8,0,0.75,0.833333,0,6,4.70588,1.31796,2,13,4.86667,2.9409,0.48,51,0.172662,0.49183,0.566667,0,0
BF21_cpmp_20_5_80_16_48_8,1,20,5,0.25,0.8,0,0.75,0.789474,0,7,4.70588,1.52488,2,12,6.8,3.61847,0.48,51,0.410072,0.493725,0.546667,0,0
BF21_cpmp_20_5_80_16_48_9,1,20,5,0.25,0.8,0,0.75,0.833333,0,7,4.70588,1.52488,2,12,6.06667,2.93182,0.48,50,0.0517986,0.503039,0.725,0,0
BF22_cpmp_20_5_80_16_60_11,1,20,5,0.25,0.8,0.1,0.8,1,0,6,4.70588,1.36186,2,16,8.75,4.08503,0.6,60,0.282014,0.503366,0.533333,0.1,0.2
BF22_cpmp_20_5_80_16_60_16,1,20,5,0.25,0.8,0.15,0.85,1,0,7,4.70588,1.67208,2,16,8.05882,3.85732,0.6,61,0.195683,0.477124,0.477778,0.15,0.1
BF22_cpmp_20_5_80_16_60_4,1,20,5,0.25,0.8,0.05,0.9,1,0,8,4.70588,1.7069,3,15,8.44444,3.13089,0.6,62,0.254676,0.505948,0.553333,0.05,0
BF22_cpmp_20_5_80_16_60_6,1,20,5,0.25,0.8,0.15,0.8,0.941176,0,8,4.70588,1.52488,2,12,7.25,3.23071,0.6,61,0.0460432,0.449412,0.586667,0.15,0
BF22_cpmp_20_5_80_16_60_7,1,20,5,0.25,0.8,0.2,0.8,1,0,7,4.70588,1.77448,2,11,6.375,2.97647,0.6,62,0.352518,0.439216,0.366667,0.2,0.1
BF22_cpmp_20_5_80_16_60_9,1,20,5,0.25,0.8,0.15,0.85,1,0,7,4.70588,1.52488,2,12,6.70588,3.32132,0.6,62,0.414388,0.46683,0.38,0.17,0.05
BF23_cpmp_20_5_80_32_48_10,1,20,5,0.25,0.8,0,0.9,1,0,5,2.42424,1.07394,2,17,8.66667,5.04425,0.48,52,0.169784,0.435741,0.3,0,0
BF23_cpmp_20_5_80_32_48_11,1,20,5,0.25,0.8,0,0.85,0.894737,0,4,2.42424,0.985664,2,25,10.0588,6.27292,0.48,51,0.0589928,0.501515,0.358333,0,0.1
