@relation R_data_frame

@attribute instance_id STRING
@attribute repetition numeric
@attribute ClassCount {ok, timeout, memout, not_applicable, crash, other}
@attribute ClassEntropy {ok, timeout, memout, not_applicable, crash, other}
@attribute DecisionStumpAUC {ok, timeout, memout, not_applicable, crash, other}
@attribute DecisionStumpErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute DecisionStumpKappa {ok, timeout, memout, not_applicable, crash, other}
@attribute DefaultAccuracy {ok, timeout, memout, not_applicable, crash, other}
@attribute DefaultTargetNominal {ok, timeout, memout, not_applicable, crash, other}
@attribute DefaultTargetNumerical {ok, timeout, memout, not_applicable, crash, other}
@attribute Dimensionality {ok, timeout, memout, not_applicable, crash, other}
@attribute EquivalentNumberOfAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute HoeffdingAdwin.changes {ok, timeout, memout, not_applicable, crash, other}
@attribute HoeffdingAdwin.warnings {ok, timeout, memout, not_applicable, crash, other}
@attribute HoeffdingDDM.changes {ok, timeout, memout, not_applicable, crash, other}
@attribute HoeffdingDDM.warnings {ok, timeout, memout, not_applicable, crash, other}
@attribute IncompleteInstanceCount {ok, timeout, memout, not_applicable, crash, other}
@attribute InstanceCount {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.00001.AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.00001.ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.00001.kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.00001.Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.0001.AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.0001.ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.0001.kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.0001.Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.001.AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.001.ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.001.kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute J48.001.Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute JRipAUC {ok, timeout, memout, not_applicable, crash, other}
@attribute JRipErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute JRipKappa {ok, timeout, memout, not_applicable, crash, other}
@attribute kNN_1NAUC {ok, timeout, memout, not_applicable, crash, other}
@attribute kNN_1NErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute kNN_1NKappa {ok, timeout, memout, not_applicable, crash, other}
@attribute kNN_2NAUC {ok, timeout, memout, not_applicable, crash, other}
@attribute kNN_2NErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute kNN_2NKappa {ok, timeout, memout, not_applicable, crash, other}
@attribute kNN_3NAUC {ok, timeout, memout, not_applicable, crash, other}
@attribute kNN_3NErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute kNN_3NKappa {ok, timeout, memout, not_applicable, crash, other}
@attribute MajorityClassSize {ok, timeout, memout, not_applicable, crash, other}
@attribute MaxNominalAttDistinctValues {ok, timeout, memout, not_applicable, crash, other}
@attribute MeanAttributeEntropy {ok, timeout, memout, not_applicable, crash, other}
@attribute MeanKurtosisOfNumericAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute MeanMeansOfNumericAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute MeanMutualInformation {ok, timeout, memout, not_applicable, crash, other}
@attribute MeanNominalAttDistinctValues {ok, timeout, memout, not_applicable, crash, other}
@attribute MeanSkewnessOfNumericAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute MeanStdDevOfNumericAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute MinNominalAttDistinctValues {ok, timeout, memout, not_applicable, crash, other}
@attribute MinorityClassSize {ok, timeout, memout, not_applicable, crash, other}
@attribute NaiveBayesAdwin.changes {ok, timeout, memout, not_applicable, crash, other}
@attribute NaiveBayesAdwin.warnings {ok, timeout, memout, not_applicable, crash, other}
@attribute NaiveBayesAUC {ok, timeout, memout, not_applicable, crash, other}
@attribute NaiveBayesDdm.changes {ok, timeout, memout, not_applicable, crash, other}
@attribute NaiveBayesDdm.warnings {ok, timeout, memout, not_applicable, crash, other}
@attribute NaiveBayesErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute NaiveBayesKappa {ok, timeout, memout, not_applicable, crash, other}
@attribute NBAUC {ok, timeout, memout, not_applicable, crash, other}
@attribute NBErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute NBKappa {ok, timeout, memout, not_applicable, crash, other}
@attribute NBTreeAUC {ok, timeout, memout, not_applicable, crash, other}
@attribute NBTreeErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute NBTreeKappa {ok, timeout, memout, not_applicable, crash, other}
@attribute NegativePercentage {ok, timeout, memout, not_applicable, crash, other}
@attribute NoiseToSignalRatio {ok, timeout, memout, not_applicable, crash, other}
@attribute NumAttributes {ok, timeout, memout, not_applicable, crash, other}
@attribute NumberOfClasses {ok, timeout, memout, not_applicable, crash, other}
@attribute NumberOfFeatures {ok, timeout, memout, not_applicable, crash, other}
@attribute NumberOfInstances {ok, timeout, memout, not_applicable, crash, other}
@attribute NumberOfInstancesWithMissingValues {ok, timeout, memout, not_applicable, crash, other}
@attribute NumberOfMissingValues {ok, timeout, memout, not_applicable, crash, other}
@attribute NumberOfNumericFeatures {ok, timeout, memout, not_applicable, crash, other}
@attribute NumberOfSymbolicFeatures {ok, timeout, memout, not_applicable, crash, other}
@attribute NumBinaryAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute NumMissingValues {ok, timeout, memout, not_applicable, crash, other}
@attribute NumNominalAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute NumNumericAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute PercentageOfBinaryAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute PercentageOfMissingValues {ok, timeout, memout, not_applicable, crash, other}
@attribute PercentageOfNominalAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute PercentageOfNumericAtts {ok, timeout, memout, not_applicable, crash, other}
@attribute PositivePercentage {ok, timeout, memout, not_applicable, crash, other}
@attribute RandomTreeDepth1AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute RandomTreeDepth1ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute RandomTreeDepth1Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute RandomTreeDepth2AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute RandomTreeDepth2ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute RandomTreeDepth2Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute RandomTreeDepth3AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute RandomTreeDepth3ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute RandomTreeDepth3Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute REPTreeDepth1AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute REPTreeDepth1ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute REPTreeDepth1Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute REPTreeDepth2AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute REPTreeDepth2ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute REPTreeDepth2Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute REPTreeDepth3AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute REPTreeDepth3ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute REPTreeDepth3Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute SimpleLogisticAUC {ok, timeout, memout, not_applicable, crash, other}
@attribute SimpleLogisticErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute SimpleLogisticKappa {ok, timeout, memout, not_applicable, crash, other}
@attribute StdvNominalAttDistinctValues {ok, timeout, memout, not_applicable, crash, other}
@attribute SVMe1AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute SVMe1ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute SVMe1Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute SVMe2AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute SVMe2ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute SVMe2Kappa {ok, timeout, memout, not_applicable, crash, other}
@attribute SVMe3AUC {ok, timeout, memout, not_applicable, crash, other}
@attribute SVMe3ErrRate {ok, timeout, memout, not_applicable, crash, other}
@attribute SVMe3Kappa {ok, timeout, memout, not_applicable, crash, other}

@data
1015_confidence,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1016_vowel,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1017_arrhythmia,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1018_kdd_ipums_la_99-small,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1019_pendigits,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1020_mfeat-karhunen,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1021_page-blocks,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1022_mfeat-pixel,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1025_analcatdata_germangss,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1026_grub-damage,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1036_sylva_agnostic,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1037_ada_prior,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1038_gina_agnostic,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1039_hiva_agnostic,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1040_sylva_prior,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1041_gina_prior2,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1042_gina_prior,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1043_ada_agnostic,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1044_eye_movements,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1045_kc1-top5,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1046_mozilla4,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1048_jEdit_4.2_4.3,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1049_pc4,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1050_pc3,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1053_jm1,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1054_mc2,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
1055_cm1_req,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
