@RELATION ALGORITHM_RUNS_Machine_Learning_UCI_WEKA_defaults

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE build_cpu_time NUMERIC 
@ATTRIBUTE build_memory NUMERIC
@ATTRIBUTE predictive_accuracy NUMERIC 
@ATTRIBUTE root_mean_squared_not_applicable NUMERIC 
@ATTRIBUTE mean_absolute_not_applicable NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable}

@DATA
abalone,1,weka.HyperPipes(1.15),0.5000,48616,0.0436,0.1787,0.0644,ok
abalone,1,weka.IB1(1.13.2.1),0.5000,157528,0.2054,0.2341,0.0548,ok
abalone,1,weka.IBk(1.32),0.5000,158200,0.2054,0.2332,0.0549,ok
abalone,1,weka.Id3(1.14.2.1),?,?,?,?,?,not_applicable
abalone,1,weka.J48(1.2),1.9900,19918100,0.2116,0.2099,0.0552,ok
abalone,1,weka.JRip(1.14),6.3200,94062896,0.1903,0.1750,0.0602,ok
abalone,2,weka.JRip(1.14),5.9700,94886800,0.1922,0.1749,0.0601,ok
abalone,3,weka.JRip(1.14),5.4100,95383400,0.1879,0.1747,0.0602,ok
abalone,4,weka.JRip(1.14),6.9400,96739104,0.1908,0.1746,0.0601,ok
abalone,5,weka.JRip(1.14),6.6300,94589696,0.1827,0.1754,0.0604,ok
abalone,6,weka.JRip(1.14),7.5200,99108800,0.1925,0.1749,0.0602,ok
abalone,7,weka.JRip(1.14),6.5700,96147696,0.1922,0.1748,0.0601,ok
abalone,8,weka.JRip(1.14),8.4200,96969904,0.1867,0.1749,0.0603,ok
abalone,9,weka.JRip(1.14),5.3300,95272800,0.1884,0.1749,0.0604,ok
abalone,10,weka.JRip(1.14),9.9600,99885104,0.1901,0.1747,0.0602,ok
abalone,11,weka.JRip(1.14),5.8500,94557800,0.1889,0.1748,0.0600,ok
abalone,12,weka.JRip(1.14),6.9100,96557504,0.1872,0.1750,0.0604,ok
abalone,13,weka.JRip(1.14),7.2000,97104304,0.1851,0.1750,0.0604,ok
abalone,14,weka.JRip(1.14),6.1300,94580304,0.1913,0.1747,0.0602,ok
abalone,15,weka.JRip(1.14),5.3400,95528400,0.1927,0.1743,0.0599,ok
abalone,16,weka.JRip(1.14),6.8000,96244096,0.1875,0.1751,0.0602,ok
abalone,17,weka.JRip(1.14),7.2000,95865904,0.1887,0.1748,0.0603,ok
abalone,18,weka.JRip(1.14),6.3300,93381504,0.1829,0.1754,0.0606,ok
abalone,19,weka.JRip(1.14),7.8900,93435200,0.1901,0.1751,0.0601,ok
abalone,20,weka.JRip(1.14),5.8800,97545000,0.1848,0.1751,0.0603,ok
abalone,21,weka.JRip(1.14),6.2500,95259696,0.1853,0.1750,0.0604,ok
abalone,1,weka.LBR(1.4.2.2),?,?,?,?,?,not_applicable
abalone,1,weka.LMT(1.2.2.1),435.8000,335144000,0.2667,0.1678,0.0561,ok
abalone,1,weka.LWL(1.12),0.4000,155472,0.2265,0.1717,0.0591,ok
abalone,1,weka.Logistic(1.32),?,?,?,?,?,ok
abalone,1,weka.LogitBoost(1.33),6.8500,50030600,0.2593,0.1686,0.0564,ok
abalone,2,weka.LogitBoost(1.33),5.8800,49844000,0.2593,0.1686,0.0564,ok
abalone,3,weka.LogitBoost(1.33),6.8000,50267100,0.2593,0.1686,0.0564,ok
abalone,4,weka.LogitBoost(1.33),6.8100,41383200,0.2593,0.1686,0.0564,ok
abalone,5,weka.LogitBoost(1.33),8.5600,49857600,0.2593,0.1686,0.0564,ok
abalone,6,weka.LogitBoost(1.33),6.4900,49784000,0.2593,0.1686,0.0564,ok
abalone,7,weka.LogitBoost(1.33),6.8800,21199400,0.2593,0.1686,0.0564,ok
abalone,8,weka.LogitBoost(1.33),5.3400,49708000,0.2593,0.1686,0.0564,ok
abalone,9,weka.LogitBoost(1.33),5.3900,49878600,0.2593,0.1686,0.0564,ok
abalone,10,weka.LogitBoost(1.33),6.4100,49836000,0.2593,0.1686,0.0564,ok
abalone,11,weka.LogitBoost(1.33),6.4500,50152000,0.2593,0.1686,0.0564,ok
abalone,12,weka.LogitBoost(1.33),6.4700,50311300,0.2593,0.1686,0.0564,ok
abalone,13,weka.LogitBoost(1.33),6.6700,50265600,0.2593,0.1686,0.0564,ok
abalone,14,weka.LogitBoost(1.33),6.5100,50120000,0.2593,0.1686,0.0564,ok
abalone,15,weka.LogitBoost(1.33),6.7400,49846700,0.2593,0.1686,0.0564,ok
abalone,16,weka.LogitBoost(1.33),6.6700,21224800,0.2593,0.1686,0.0564,ok
abalone,17,weka.LogitBoost(1.33),6.8900,49885900,0.2593,0.1686,0.0564,ok
abalone,18,weka.LogitBoost(1.33),5.9300,49785300,0.2593,0.1686,0.0564,ok
abalone,19,weka.LogitBoost(1.33),6.7500,50249400,0.2593,0.1686,0.0564,ok
abalone,20,weka.LogitBoost(1.33),5.9000,49767800,0.2593,0.1686,0.0564,ok
abalone,21,weka.LogitBoost(1.33),6.6300,42461900,0.2593,0.1686,0.0564,ok
abalone,1,weka.NBTree(1.3.2.1),4.6800,16300800,0.2490,0.1858,0.0541,ok
abalone,1,weka.NNge(1.2.2.1),?,?,?,?,?,timeout
abalone,1,weka.NaiveBayes(1.16),0.2600,126648,0.2384,0.1882,0.0558,ok
abalone,1,weka.OneR(1.17),0.1600,58536,0.2389,0.2291,0.0525,ok
abalone,1,weka.PART(1.2.2.1),46.2300,25676800,0.2143,0.2110,0.0551,ok
abalone,2,weka.PART(1.2.2.1),45.4000,25661700,0.2143,0.2110,0.0551,ok
abalone,3,weka.PART(1.2.2.1),59.9700,25598600,0.2143,0.2110,0.0551,ok
abalone,4,weka.PART(1.2.2.1),44.1100,25833400,0.2143,0.2110,0.0551,ok
abalone,5,weka.PART(1.2.2.1),45.5500,25869700,0.2143,0.2110,0.0551,ok
abalone,6,weka.PART(1.2.2.1),48.2800,25718500,0.2143,0.2110,0.0551,ok
abalone,7,weka.PART(1.2.2.1),50.9300,25682400,0.2143,0.2110,0.0551,ok
abalone,8,weka.PART(1.2.2.1),46.5700,25605100,0.2143,0.2110,0.0551,ok
abalone,9,weka.PART(1.2.2.1),46.3300,25892800,0.2143,0.2110,0.0551,ok
abalone,10,weka.PART(1.2.2.1),47.1500,25862900,0.2143,0.2110,0.0551,ok
abalone,11,weka.PART(1.2.2.1),44.8300,25846300,0.2143,0.2110,0.0551,ok
abalone,12,weka.PART(1.2.2.1),44.3500,25871600,0.2143,0.2110,0.0551,ok
abalone,13,weka.PART(1.2.2.1),39.3100,25862000,0.2143,0.2110,0.0551,ok
abalone,14,weka.PART(1.2.2.1),42.6900,25891300,0.2143,0.2110,0.0551,ok
abalone,15,weka.PART(1.2.2.1),44.2400,25813800,0.2143,0.2110,0.0551,ok
abalone,16,weka.PART(1.2.2.1),47.9000,25689300,0.2143,0.2110,0.0551,ok
abalone,17,weka.PART(1.2.2.1),38.4700,25641700,0.2143,0.2110,0.0551,ok
abalone,18,weka.PART(1.2.2.1),44.7200,25821300,0.2143,0.2110,0.0551,ok
abalone,19,weka.PART(1.2.2.1),43.1700,25872700,0.2143,0.2110,0.0551,ok
abalone,20,weka.PART(1.2.2.1),43.6500,25844900,0.2143,0.2110,0.0551,ok
abalone,21,weka.PART(1.2.2.1),48.4000,25670200,0.2143,0.2110,0.0551,ok
abalone,1,weka.Prism(1.17),?,?,?,?,?,not_applicable
abalone,1,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,2,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,3,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,4,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,5,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,6,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,7,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,8,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,9,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,10,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,11,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,12,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,13,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,14,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,15,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,16,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,17,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,18,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,19,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,20,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,21,weka.RBFNetwork(1.4),?,?,?,?,?,timeout
abalone,1,weka.REPTree(1.19.2.2),1.6300,15088500,0.2473,0.1770,0.0558,ok
abalone,2,weka.REPTree(1.19.2.2),1.5600,14612000,0.2423,0.1766,0.0558,ok
abalone,3,weka.REPTree(1.19.2.2),2.2000,15169100,0.2394,0.1775,0.0560,ok
abalone,4,weka.REPTree(1.19.2.2),1.8900,15079200,0.2495,0.1758,0.0560,ok
abalone,5,weka.REPTree(1.19.2.2),1.8100,14649400,0.2507,0.1760,0.0558,ok
abalone,6,weka.REPTree(1.19.2.2),1.7000,15404100,0.2452,0.1768,0.0561,ok
abalone,7,weka.REPTree(1.19.2.2),1.8600,14709600,0.2485,0.1763,0.0559,ok
abalone,8,weka.REPTree(1.19.2.2),1.7700,14728500,0.2495,0.1774,0.0557,ok
abalone,9,weka.REPTree(1.19.2.2),1.6100,15139000,0.2435,0.1774,0.0558,ok
abalone,10,weka.REPTree(1.19.2.2),1.8800,15125100,0.2612,0.1757,0.0557,ok
abalone,11,weka.REPTree(1.19.2.2),1.4900,15051200,0.2495,0.1759,0.0559,ok
abalone,12,weka.REPTree(1.19.2.2),1.7600,15069100,0.2454,0.1760,0.0561,ok
abalone,13,weka.REPTree(1.19.2.2),1.5600,15045500,0.2502,0.1763,0.0559,ok
abalone,14,weka.REPTree(1.19.2.2),1.6600,14647800,0.2428,0.1769,0.0560,ok
abalone,15,weka.REPTree(1.19.2.2),1.6700,15066700,0.2423,0.1759,0.0559,ok
abalone,16,weka.REPTree(1.19.2.2),1.5400,15119900,0.2574,0.1759,0.0559,ok
abalone,17,weka.REPTree(1.19.2.2),1.8500,14260900,0.2533,0.1763,0.0560,ok
abalone,18,weka.REPTree(1.19.2.2),1.4400,15076300,0.2514,0.1756,0.0557,ok
abalone,19,weka.REPTree(1.19.2.2),1.9000,14629800,0.2420,0.1767,0.0560,ok
abalone,20,weka.REPTree(1.19.2.2),1.7000,15117500,0.2574,0.1760,0.0557,ok
abalone,21,weka.REPTree(1.19.2.2),1.5100,14652100,0.2516,0.1756,0.0559,ok
abalone,1,weka.RandomForest(1.6),5.5000,115415000,0.2305,0.1790,0.0553,ok
abalone,1,weka.RandomTree(1.8.2.2),1.3500,22446700,0.1913,0.2359,0.0558,ok
abalone,2,weka.RandomTree(1.8.2.2),1.4400,22449700,0.1939,0.2354,0.0556,ok
abalone,3,weka.RandomTree(1.8.2.2),1.1800,22556300,0.1973,0.2350,0.0554,ok
abalone,4,weka.RandomTree(1.8.2.2),1.1800,22980200,0.1898,0.2362,0.0559,ok
abalone,5,weka.RandomTree(1.8.2.2),1.3300,22594500,0.1932,0.2357,0.0557,ok
abalone,6,weka.RandomTree(1.8.2.2),1.5300,22679600,0.2076,0.2334,0.0546,ok
abalone,7,weka.RandomTree(1.8.2.2),1.4100,22548300,0.1887,0.2364,0.0560,ok
abalone,8,weka.RandomTree(1.8.2.2),1.4600,23303100,0.1887,0.2365,0.0560,ok
abalone,9,weka.RandomTree(1.8.2.2),1.1300,22611600,0.1934,0.2355,0.0556,ok
abalone,10,weka.RandomTree(1.8.2.2),1.2400,22472000,0.1913,0.2360,0.0558,ok
abalone,11,weka.RandomTree(1.8.2.2),1.3200,22500700,0.1903,0.2361,0.0558,ok
abalone,12,weka.RandomTree(1.8.2.2),1.1900,22537000,0.1999,0.2346,0.0552,ok
abalone,13,weka.RandomTree(1.8.2.2),1.3800,22703700,0.1908,0.2360,0.0558,ok
abalone,14,weka.RandomTree(1.8.2.2),1.4400,22534000,0.1894,0.2362,0.0559,ok
abalone,15,weka.RandomTree(1.8.2.2),1.2300,23441700,0.1872,0.2366,0.0561,ok
abalone,16,weka.RandomTree(1.8.2.2),1.4500,22689000,0.1944,0.2354,0.0556,ok
abalone,17,weka.RandomTree(1.8.2.2),1.4700,22791900,0.1894,0.2361,0.0559,ok
abalone,18,weka.RandomTree(1.8.2.2),1.1100,23206600,0.2009,0.2346,0.0551,ok
abalone,19,weka.RandomTree(1.8.2.2),1.1200,22715400,0.1882,0.2364,0.0560,ok
abalone,20,weka.RandomTree(1.8.2.2),1.1000,22889200,0.1896,0.2361,0.0559,ok
abalone,21,weka.RandomTree(1.8.2.2),1.3700,22531800,0.1894,0.2364,0.0559,ok
abalone,1,weka.Ridor(1.12),116.9900,121459000,0.2064,0.2340,0.0547,ok
abalone,1,weka.SMO(1.53.2.2),10.8700,181188992,0.2514,0.1783,0.0647,ok
abalone,1,weka.Stacking(1.23.2.1),0.2300,104896,0.1650,0.1757,0.0618,ok
abalone,2,weka.Stacking(1.23.2.1),0.2100,99000,0.1650,0.1757,0.0618,ok
abalone,3,weka.Stacking(1.23.2.1),0.2100,91320,0.1650,0.1757,0.0618,ok
abalone,4,weka.Stacking(1.23.2.1),0.2400,94696,0.1650,0.1757,0.0618,ok
abalone,5,weka.Stacking(1.23.2.1),0.2200,99000,0.1650,0.1757,0.0618,ok
abalone,6,weka.Stacking(1.23.2.1),0.2500,101824,0.1650,0.1757,0.0618,ok
abalone,7,weka.Stacking(1.23.2.1),0.2300,90320,0.1650,0.1757,0.0618,ok
abalone,8,weka.Stacking(1.23.2.1),0.2100,99000,0.1650,0.1757,0.0618,ok
abalone,9,weka.Stacking(1.23.2.1),0.2100,99000,0.1650,0.1757,0.0618,ok
abalone,10,weka.Stacking(1.23.2.1),0.1900,89888,0.1650,0.1757,0.0618,ok
abalone,11,weka.Stacking(1.23.2.1),0.2500,107840,0.1650,0.1757,0.0618,ok
abalone,12,weka.Stacking(1.23.2.1),0.2100,99000,0.1650,0.1757,0.0618,ok
abalone,13,weka.Stacking(1.23.2.1),0.1900,89928,0.1650,0.1757,0.0618,ok
abalone,14,weka.Stacking(1.23.2.1),0.2000,96936,0.1650,0.1757,0.0618,ok
abalone,15,weka.Stacking(1.23.2.1),0.2100,88112,0.1650,0.1757,0.0618,ok
abalone,16,weka.Stacking(1.23.2.1),0.2100,99000,0.1650,0.1757,0.0618,ok
abalone,17,weka.Stacking(1.23.2.1),0.2400,103864,0.1650,0.1757,0.0618,ok
abalone,18,weka.Stacking(1.23.2.1),0.2100,99000,0.1650,0.1757,0.0618,ok
abalone,19,weka.Stacking(1.23.2.1),0.2200,94040,0.1650,0.1757,0.0618,ok
abalone,20,weka.Stacking(1.23.2.1),0.2600,98576,0.1650,0.1757,0.0618,ok
abalone,21,weka.Stacking(1.23.2.1),0.2500,101696,0.1650,0.1757,0.0618,ok
abalone,1,weka.StackingC(1.8),1.5800,39255200,0.1650,0.1757,0.0618,ok
abalone,2,weka.StackingC(1.8),1.4100,39221400,0.1650,0.1757,0.0618,ok
abalone,3,weka.StackingC(1.8),1.6000,39277000,0.1650,0.1757,0.0618,ok
abalone,4,weka.StackingC(1.8),1.2100,39604500,0.1650,0.1757,0.0618,ok
abalone,5,weka.StackingC(1.8),1.4900,39212900,0.1650,0.1757,0.0618,ok
abalone,6,weka.StackingC(1.8),1.4900,39204400,0.1650,0.1757,0.0618,ok
abalone,7,weka.StackingC(1.8),1.4100,39224300,0.1650,0.1757,0.0618,ok
abalone,8,weka.StackingC(1.8),1.4100,39208600,0.1650,0.1757,0.0618,ok
abalone,9,weka.StackingC(1.8),1.4400,39214500,0.1650,0.1757,0.0618,ok
abalone,10,weka.StackingC(1.8),1.3900,39220600,0.1650,0.1757,0.0618,ok
abalone,11,weka.StackingC(1.8),1.6100,39248100,0.1650,0.1757,0.0618,ok
abalone,12,weka.StackingC(1.8),1.3900,39211700,0.1650,0.1757,0.0618,ok
abalone,13,weka.StackingC(1.8),1.3200,39218500,0.1650,0.1757,0.0618,ok
abalone,14,weka.StackingC(1.8),1.3800,39234400,0.1650,0.1757,0.0618,ok
abalone,15,weka.StackingC(1.8),1.5200,39229500,0.1650,0.1757,0.0618,ok
abalone,16,weka.StackingC(1.8),1.6000,39236300,0.1650,0.1757,0.0618,ok
abalone,17,weka.StackingC(1.8),1.3800,39204400,0.1650,0.1757,0.0618,ok
abalone,18,weka.StackingC(1.8),1.3000,39228400,0.1650,0.1757,0.0618,ok
abalone,19,weka.StackingC(1.8),1.4300,39207900,0.1650,0.1757,0.0618,ok
abalone,20,weka.StackingC(1.8),1.6100,39595200,0.1650,0.1757,0.0618,ok
abalone,21,weka.StackingC(1.8),1.6200,39629800,0.1650,0.1757,0.0618,ok
abalone,1,weka.VFI(1.9),0.3500,155760,0.1343,0.1774,0.0629,ok
abalone,1,weka.Vote(1.7),0.4000,34080,0.1650,0.1757,0.0618,ok
abalone,1,weka.ZeroR(1.11),0.2000,27664,0.1650,0.1757,0.0618,ok
adult,1,weka.ADTree(1.2),12.7300,33259000,0.8432,0.3417,0.2800,not_applicable
adult,1,weka.AODE(1.8.2.3),?,?,?,?,?,not_applicable
adult,1,weka.AdaBoostM1(1.24.2.3),5.7700,17165700,0.8289,0.3480,0.2459,ok
adult,2,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,3,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,4,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,5,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,6,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,7,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,8,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,9,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,10,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,11,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,12,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,13,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,14,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,15,weka.AdaBoostM1(1.24.2.3),4.8900,32895700,0.8289,0.3480,0.2459,ok
adult,16,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,17,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,18,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,19,weka.AdaBoostM1(1.24.2.3),4.7000,34275100,0.8289,0.3480,0.2459,ok
adult,20,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,21,weka.AdaBoostM1(1.24.2.3),?,?,?,?,?,timeout
adult,1,weka.Bagging(1.31.2.2),26.3700,222067008,0.8460,0.3261,0.2052,ok
adult,2,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,3,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,4,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,5,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,6,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,7,weka.Bagging(1.31.2.2),20.3600,224275008,0.8460,0.3259,0.2050,ok
adult,8,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,9,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,10,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,11,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,12,weka.Bagging(1.31.2.2),20.1700,227092992,0.8463,0.3256,0.2049,ok
adult,13,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,14,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,15,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,16,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,17,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,18,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,19,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,20,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,21,weka.Bagging(1.31.2.2),?,?,?,?,?,timeout
adult,1,weka.BayesNet(1.21.2.4),?,?,?,?,?,timeout
adult,1,weka.ConjunctiveRule(1.10),9.1400,33362600,0.7607,0.4266,0.3641,ok
adult,2,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,3,weka.ConjunctiveRule(1.10),14.2800,34427800,0.7607,0.4266,0.3641,ok
adult,4,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,5,weka.ConjunctiveRule(1.10),14.7800,35698000,0.7607,0.4266,0.3641,ok
adult,6,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,7,weka.ConjunctiveRule(1.10),15.3300,34449500,0.7607,0.4266,0.3641,ok
adult,8,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,9,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,10,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,11,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,12,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,13,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,14,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,15,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,16,weka.ConjunctiveRule(1.10),12.6800,34622100,0.7607,0.4266,0.3641,ok
adult,17,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,18,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,19,weka.ConjunctiveRule(1.10),14.8700,35828100,0.7607,0.4266,0.3641,ok
adult,20,weka.ConjunctiveRule(1.10),12.1800,34754000,0.7607,0.4266,0.3641,ok
adult,21,weka.ConjunctiveRule(1.10),?,?,?,?,?,timeout
adult,1,weka.DecisionStump(1.18),0.2800,150848,0.7607,0.3819,0.2917,ok
adult,1,weka.Decorate(1.3.2.1),?,?,?,?,?,timeout
adult,2,weka.Decorate(1.3.2.1),?,?,?,?,?,timeout
