@RELATION FEATURE_RUNSTATUS
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@attribute DIA {ok,timeout,memout,crash,other,unknown}
@attribute LOBJOIS {ok,timeout,memout,crash,other,unknown}
@attribute BASE {ok,timeout,memout,crash,other,unknown}
@attribute UNIT {ok,timeout,memout,crash,other,unknown}
@attribute SP {ok,timeout,memout,crash,other,unknown}
@attribute LS {ok,timeout,memout,crash,other,unknown}
@attribute LP {ok,timeout,memout,crash,other,unknown}
@DATA
ps_200_317_70.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
Kakuro-easy-149-ext.xml.hg_4.cnf,1,ok,ok,timeout,ok,timeout,timeout,timeout
size_4_5_5_i000_w31_r9.cnf,1,ok,ok,ok,ok,ok,ok,timeout
battleship-24-47-sat.cnf,1,ok,ok,ok,ok,ok,ok,timeout
6g_5color_170_030_04.cnf,1,ok,ok,ok,ok,ok,ok,timeout
baseballcover13with25_and1positions.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,ok
tseitingrid7x165_shuffled.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ncc_none_21015_5_3_3_0_0_11.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
Timetable_C_241_E_45_Cl_16_S_16.cnf,1,ok,ok,ok,ok,ok,ok,timeout
fermat-770131695059117.cnf,1,ok,ok,ok,ok,ok,ok,ok
TT7F-33-24C.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ncc_none_3047_7_3_3_1_0_1.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
preimage_80r_491m_160h_seed_71.cnf,1,ok,ok,ok,ok,ok,ok,timeout
sqrt_ineq_3.c.cnf,1,ok,ok,ok,ok,ok,ok,timeout
mp1-blockpuzzle_5x10_s7_free4.cnf,1,ok,ok,ok,ok,ok,ok,timeout
DLTM_twitter845_79_19.cnf,1,ok,ok,ok,ok,ok,ok,ok
size_4_4_4_i4096_r8.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ncc_none_2_17_4_3_0_0_435991723.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
Kakuro-easy-148-ext.xml.hg_8.cnf,1,ok,ok,timeout,ok,timeout,ok,timeout
Steiner-9-5-bce.cnf,1,ok,ok,ok,ok,ok,ok,ok
preimage_80r_493m_160h_seed_457.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Steiner-729-113-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
rbsat-v2400c266431gyes7.cnf,1,ok,ok,ok,ok,ok,ok,timeout
abw-K-dwt__234.mtx-w51.cnf,1,ok,ok,ok,ok,ok,ok,ok
VanDerWaerden_2-3-32_1006.cnf,1,ok,ok,ok,ok,ok,ok,timeout
size_4_5_5_i031_w31_r9.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Timetable_C_151_E_34_Cl_10_S_4.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ncc_none_2_18_9_3_0_0_435991723.cnf,1,ok,timeout,timeout,ok,timeout,ok,timeout
vlsat2_15440_1409906.dimacs.cnf,1,ok,ok,ok,timeout,ok,ok,timeout
newpol36-4.cnf,1,ok,ok,timeout,timeout,timeout,timeout,timeout
DLTM_twitter690_74_16.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ps_200_306_70.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
49-133485.cnf,1,ok,ok,ok,ok,ok,ok,timeout
homer17.shuffled.cnf,1,ok,ok,ok,ok,ok,ok,timeout
170104584.cnf,1,ok,ok,ok,ok,ok,ok,timeout
mrpp_8x8#24_14.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ps_200_316_70.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
ps_300_301_30.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
4g_6color_366_060_06.cnf,1,ok,ok,ok,ok,ok,ok,timeout
g2-T83.2.1.cnf,1,ok,ok,timeout,timeout,timeout,timeout,timeout
53-131174.cnf,1,ok,ok,ok,ok,ok,ok,timeout
b1904P1-8x8c6h7SAT.cnf,1,ok,ok,ok,ok,ok,ok,timeout
abw-K-dwt__234.mtx-w55.cnf,1,ok,ok,ok,ok,ok,ok,timeout
170222843.cnf,1,ok,ok,ok,ok,ok,ok,ok
grain-53-80-0s0-seed-125-4-init-35.cnf,1,ok,ok,ok,ok,ok,ok,timeout
rbsat-v2640c305320g4.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1579630418.cnf,1,ok,ok,ok,ok,ok,ok,timeout
hid-uns-enc-6-1-0-0-0-0-27601.cnf,1,ok,ok,ok,ok,ok,ok,timeout
sted5_0x0-157.cnf,1,ok,ok,ok,ok,ok,ok,ok
abw-I-ash85.mtx-w25.cnf,1,ok,ok,ok,ok,ok,ok,timeout
abw-Q-494_bus.mtx-w242.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
170225812.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Steiner-729-112-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
b2005-p2-14x14c17h9-Ser3-0.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
rook-42-0-1.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Kakuro-easy-120-ext.xml.hg_6.cnf,1,ok,ok,timeout,ok,timeout,timeout,timeout
fermat-907547022132073.cnf,1,ok,ok,ok,ok,ok,ok,timeout
baseballcover11with22_and2positions.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
cz-alt-3-7.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ncc_none_21015_5_3_3_1_0_11.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
Nb51T6-sc2018.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
Kakuro-easy-117-ext.xml.hg_5.cnf,1,ok,ok,timeout,ok,timeout,ok,timeout
abw-N-bcsstk07.mtx-w38.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
full-bg-gb-8-ce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
6s20.cnf,1,ok,ok,ok,ok,ok,ok,timeout
170153306.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Steiner-135-33-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
vlsat2_16676_1598591.dimacs.cnf,1,ok,ok,ok,timeout,ok,ok,timeout
problem_23.smt2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ps_200_300_70.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
Timetable_C_497_E_62_Cl_33_S_30.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
crafted_n11_d6_c4_num19.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
baseballcover11with25_and5positions.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
baseballcover14with25_and1positions.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
53-131587.cnf,1,ok,ok,ok,ok,ok,ok,timeout
4g_5color_168_100_02.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
lang23.cnf.gz.CP3-cnfmiter.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
preimage_80r_491m_160h_seed_7.cnf,1,ok,ok,ok,ok,ok,ok,timeout
QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1,ok,ok,ok,ok,ok,ok,timeout
170154931.cnf,1,ok,ok,ok,ok,ok,ok,timeout
frb59-26-1.used-as.sat04-891.cnf,1,ok,ok,ok,ok,ok,ok,timeout
abw-O-impcol_d.mtx-w101.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
e_rphp096_04.cnf,1,ok,ok,ok,ok,ok,ok,timeout
size_4_5_5_i032_w31_r9.cnf,1,ok,ok,ok,ok,ok,ok,timeout
baseballcover13with25_and3positions.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
DLTM_twitter799_70_13.cnf,1,ok,ok,ok,ok,ok,ok,timeout
49-133045.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_1564286498.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Kakuro-easy-154-ext.xml.hg_4.cnf,1,ok,ok,ok,ok,timeout,ok,timeout
abw-I-ash85.mtx-w24.cnf,1,ok,ok,ok,ok,ok,ok,timeout
uum12.smt2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
VanDerWaerden_2-3-16_238.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ps_300_311_20.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
preimage_80r_494m_160h_seed_378.cnf,1,ok,ok,ok,ok,ok,ok,timeout
mp1-9_49.cnf,1,ok,ok,ok,ok,ok,ok,timeout
g2-hwmcc15deep-bobpcihm-k31.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
w19-49.0.cnf,1,ok,ok,ok,ok,ok,ok,ok
ps_200_301_70.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
4g_5color_166_100_02.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
Steiner-243-45-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
170225515.cnf,1,ok,ok,ok,ok,ok,ok,timeout
abw-R-dwt__503.mtx-w64.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
problem_21.smt2.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
combined-crypto1-wff-seed-107-wffvars-500-cryptocplx-31-overlap-2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Kakuro-easy-052-ext.xml.hg_4.cnf,1,ok,ok,ok,ok,ok,ok,timeout
hid-uns-enc-6-1-0-0-0-0-26462.cnf,1,ok,ok,ok,ok,ok,ok,timeout
tseitingrid7x185_shuffled.cnf,1,ok,ok,ok,ok,ok,ok,ok
abw-K-dwt__234.mtx-w54.cnf,1,ok,ok,ok,ok,ok,ok,timeout
size_5_5_5_i003_r12.cnf,1,ok,ok,ok,ok,ok,ok,timeout
sted2_0x0_n219-342.cnf,1,ok,ok,ok,ok,ok,ok,ok
fermat-33106286870663.cnf,1,ok,ok,ok,ok,ok,ok,timeout
mp1-squ_any_s09x07_c27_bail_UNS.cnf,1,ok,ok,ok,ok,ok,ok,timeout
rphp4_090_shuffled.cnf,1,ok,ok,ok,ok,ok,ok,timeout
59-131147.cnf,1,ok,ok,ok,ok,ok,ok,timeout
b2005-p1-12x12c10h7-Ser8-0.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Steiner-243-46-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
3bitadd_32.cnf.gz.CP3-cnfmiter.cnf,1,ok,ok,timeout,ok,timeout,ok,timeout
Timetable_C_241_E_45_Cl_16_S_14.cnf,1,ok,ok,ok,ok,ok,ok,timeout
full-bg-gb-6-ce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
baseballcover12with23_and2positions.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
8-5-6.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ls15-normalized.cnf.gz.CP3-cnfmiter.cnf,1,ok,ok,timeout,ok,timeout,ok,timeout
TT7F-34-26.cnf,1,ok,ok,ok,ok,ok,ok,timeout
59-129706.cnf,1,ok,ok,ok,ok,ok,ok,timeout
fermat-931960058139995587.cnf,1,ok,ok,ok,ok,ok,ok,timeout
post-cbmc-aes-ee-r2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
rbcl_xits_08_UNSAT.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ssAES_4-4-8_round_7-10_faultAt_8_fault_injections_2_seed_1579630418.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Steiner-405-70-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
dislog_a09_x11_n20.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Timetable_C_392_E_50_Cl_26_S_28.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
hid-uns-enc-6-1-0-0-0-0-14492.cnf,1,ok,ok,ok,ok,ok,ok,timeout
vlsat2_39552_5878762.dimacs.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
vlsat2_40170_5970608.dimacs.cnf,1,ok,ok,timeout,timeout,timeout,timeout,timeout
vlsat2_15960_1464039.dimacs.cnf,1,ok,ok,ok,timeout,ok,ok,timeout
stable-300-0.1-20-98765432130020.cnf,1,ok,ok,ok,ok,ok,ok,timeout
22930-0601-11.smt2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
combined-crypto1-wff-seed-115-wffvars-500-cryptocplx-31-overlap-2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
traffic_kkb_unknown.cnf,1,ok,ok,ok,ok,ok,ok,timeout
DLTM_twitter405_71_12.cnf,1,ok,ok,ok,ok,ok,ok,timeout
problem_19.smt2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ACG-15-10p1.cnf,1,ok,ok,ok,ok,ok,ok,timeout
dlx1c.ucl.sat.chaff.4.1.bryant.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ssp-0.046166496845693274.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Timetable_C_331_E_45_Cl_22_S_26.cnf,1,ok,ok,ok,ok,ok,ok,timeout
size_5_5_5_i092_r12.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ncc_none_3001_7_3_3_1_31_435991723.cnf,1,ok,ok,timeout,ok,timeout,ok,timeout
combined-crypto1-wff-seed-101-wffvars-500-cryptocplx-31-overlap-2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
b2005-p3-14x14c17h9-Ser6-0.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
atco_enc1_opt2_10_16.cnf,1,ok,ok,ok,ok,ok,ok,timeout
newpol7-6.cnf,1,ok,ok,ok,ok,ok,ok,timeout
jkkk-one-one-10-30-unsat.cnf,1,ok,ok,ok,ok,ok,ok,timeout
newpol6-7.cnf,1,ok,ok,ok,ok,ok,ok,timeout
170058143.cnf,1,ok,ok,ok,ok,ok,ok,timeout
dislog_a13_x13_n23.cnf,1,ok,ok,ok,ok,ok,ok,ok
combined-crypto1-wff-seed-8-wffvars-450-cryptocplx-40-overlap-2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
DLTM_twitter249_74_10.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ncc_none_12477_5_3_3_1_0_435991723.cnf,1,ok,ok,timeout,ok,timeout,timeout,timeout
prime2209-84.cnf,1,ok,ok,ok,ok,ok,ok,ok
apn-sbox6-cut4-helpbox26.cnf,1,ok,ok,ok,ok,ok,ok,timeout
grain-55-80-0s0-seed-125-45-init-40.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Timetable_C_226_E_34_Cl_15_S_12.cnf,1,ok,ok,ok,ok,ok,ok,timeout
4g_6color_366_070_06.cnf,1,ok,ok,ok,ok,ok,ok,timeout
baseballcover14with25.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
sted1_0x0_n438-636.cnf,1,ok,ok,ok,ok,ok,ok,ok
size_5_5_5_i041_r12.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Steiner-81-21-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ps_300_314_20.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
009-80-8.cnf,1,ok,ok,ok,ok,ok,ok,ok
Kakuro-easy-127-ext.xml.hg_6.cnf,1,timeout,ok,timeout,ok,timeout,timeout,timeout
rbsat-v2400c266431gyes6.cnf,1,ok,ok,ok,ok,ok,ok,timeout
GreenTao_2-5-5_34308.cnf,1,ok,ok,ok,ok,ok,ok,timeout
170059081.cnf,1,ok,ok,ok,ok,ok,ok,timeout
size_4_5_5_i035_w31_r9.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ncc_none_3_16_3_3_0_0_435991723.cnf,1,ok,ok,timeout,timeout,ok,ok,timeout
LED_round_29-32_faultAt_29_fault_injections_5_seed_1579630418.cnf,1,ok,ok,ok,ok,ok,ok,timeout
58-134003.cnf,1,ok,ok,ok,ok,ok,ok,timeout
schur-triples-7-90.cnf,1,ok,ok,ok,ok,ok,ok,timeout
ncc_none_12477_5_3_3_0_0_435991723.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
ccp-s8-facto4.cnf,1,ok,ok,ok,ok,ok,ok,timeout
abw-N-bcsstk07.mtx-w44.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
vlsat2_57038_10572502.dimacs.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
sv-comp19_prop-reachsafety.newton_2_2_true-unreach-call_true-termination.i-witness.cnf,1,ok,ok,ok,ok,ok,ok,timeout
simon03:sat02bis:k2fix_gr_2pinvar_w8.used-as.sat04-349.cnf,1,ok,ok,ok,ok,ok,ok,timeout
Steiner-15-7-bce.cnf,1,ok,ok,ok,ok,ok,ok,timeout
4g_6color_180_100_02.cnf,1,timeout,timeout,timeout,timeout,timeout,timeout,timeout
bv-term-small-rw_1220.smt2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k90.debugged.cnf,1,ok,ok,ok,ok,ok,ok,timeout
f6bidw.cnf,1,ok,ok,ok,ok,ok,ok,ok
mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,ok,ok,ok,ok,ok,ok,timeout
6g_5color_170_020_04.cnf,1,ok,ok,ok,ok,ok,ok,timeout
combined-crypto1-wff-seed-102-wffvars-500-cryptocplx-31-overlap-2.cnf,1,ok,ok,ok,ok,ok,ok,timeout
fermat-834855329100173267.cnf,1,ok,ok,ok,ok,ok,ok,timeout
abw-N-bcsstk07.mtx-w35.cnf,1,ok,ok,timeout,ok,ok,ok,timeout
