@RELATION FEATURE_VALUES
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE DIAMETER-mean NUMERIC
@ATTRIBUTE DIAMETER-coeff-variation NUMERIC
@ATTRIBUTE DIAMETER-min NUMERIC
@ATTRIBUTE DIAMETER-max NUMERIC
@ATTRIBUTE DIAMETER-entropy NUMERIC
@ATTRIBUTE LOBJOIS-lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE LOBJOIS-lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE BASE-nvarsOrig NUMERIC
@ATTRIBUTE BASE-nclausesOrig NUMERIC
@ATTRIBUTE BASE-nvars NUMERIC
@ATTRIBUTE BASE-nclauses NUMERIC
@ATTRIBUTE BASE-reducedVars NUMERIC
@ATTRIBUTE BASE-reducedClauses NUMERIC
@ATTRIBUTE BASE-vars-clauses-ratio NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-min NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-max NUMERIC
@ATTRIBUTE BASE-VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE BASE-UNARY NUMERIC
@ATTRIBUTE BASE-BINARY+ NUMERIC
@ATTRIBUTE BASE-TRINARY+ NUMERIC
@ATTRIBUTE BASE-VCG-VAR-mean NUMERIC
@ATTRIBUTE BASE-VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE BASE-VCG-VAR-min NUMERIC
@ATTRIBUTE BASE-VCG-VAR-max NUMERIC
@ATTRIBUTE BASE-VCG-VAR-entropy NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE BASE-POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-mean NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-min NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-max NUMERIC
@ATTRIBUTE BASE-HORNY-VAR-entropy NUMERIC
@ATTRIBUTE BASE-horn-clauses-fraction NUMERIC
@ATTRIBUTE BASE-VG-mean NUMERIC
@ATTRIBUTE BASE-VG-coeff-variation NUMERIC
@ATTRIBUTE BASE-VG-min NUMERIC
@ATTRIBUTE BASE-VG-max NUMERIC
@ATTRIBUTE BASE-CG-mean NUMERIC
@ATTRIBUTE BASE-CG-coeff-variation NUMERIC
@ATTRIBUTE BASE-CG-min NUMERIC
@ATTRIBUTE BASE-CG-max NUMERIC
@ATTRIBUTE BASE-CG-entropy NUMERIC
@ATTRIBUTE BASE-cluster-coeff-mean NUMERIC
@ATTRIBUTE BASE-cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE BASE-cluster-coeff-min NUMERIC
@ATTRIBUTE BASE-cluster-coeff-max NUMERIC
@ATTRIBUTE BASE-cluster-coeff-entropy NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-1 NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-4 NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-16 NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-64 NUMERIC
@ATTRIBUTE UNIT-vars-reduced-depth-256 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE LS-saps_BestSolution_Mean NUMERIC
@ATTRIBUTE LS-saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE LS-saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE LS-saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE LS-saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE LS-gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE LS-gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE LS-gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE LS-gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE LS-gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE LP_OBJ NUMERIC
@ATTRIBUTE LPSLack-mean NUMERIC
@ATTRIBUTE LPSLack-coeff-variation NUMERIC
@ATTRIBUTE LPSLack-min NUMERIC
@ATTRIBUTE LPSLack-max NUMERIC
@ATTRIBUTE LP-lpIntRatio NUMERIC
@DATA
iffyInterleavedModMult-8.smt2.cnf,1,5.662587413,0.083934339,4.000000000,6.000000000,0.646280441,0.235546952,0.775108753,4264.000000000,13238.000000000,1717.000000000,9528.000000000,1.483401281,0.389378673,0.180205709,0.405188119,0.862931383,0.000000000,1.000000000,1.501763784,0.001879266,0.285471299,0.001164822,0.006406523,1.272699221,0.000000000,0.225650714,0.631926952,0.001879266,1.272625805,0.000734677,0.035999160,2.687571990,0.108176991,0.098333472,0.000000000,0.666666667,2.432025992,0.000702769,1.456190864,0.000104954,0.016267842,2.238012426,0.462636440,0.001342455,1.340200090,0.000524769,0.027183039,0.007228419,1.016902319,0.000629723,0.120486986,4.795013753,0.138309310,0.898157411,0.003772406,0.506976744,3.237022097,0.000000000,0.000000000,0.000000000,0.166569598,0.166569598,0.220321527,0.861743948,0.000105036,0.954247813,0.522089587,0.020241884,0.257495595,0.068893986,0.188400682,0.032073846,0.940987413,-0.000000000,0.307780966,0.054207603,0.010482430,0.044571219,0.014533480,0.024963431,84.115763547,0.278117638,392.337438424,0.064217383,392.000000000,373.000000000,414.000000000,0.864605242,0.246311944,0.854243686,0.035889030,118.488120950,0.098733540,392.766738661,0.059897729,394.000000000,375.000000000,412.000000000,0.530780181,0.311681142,0.881450352,0.026487039,?,?,?,?,?,?
ps_300_312_20.cnf,1,315.433333333,0.003506427,314.000000000,318.000000000,1.457046637,0.005684604,0.020759483,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000002529,0.000005058,0.000020233,0.000111280,0.000174507,0.233643560,0.609202638,0.000017691,0.761438356,0.453258907,0.058263797,0.297677155,0.113903358,0.212326951,0.123701810,0.584259293,0.006759005,0.370173241,0.193390601,0.011029821,0.172154818,0.062310672,0.141410905,218834.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5.819871160,0.000000000,10.316445996,0.000000000,92743.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.880724565,0.000000000,1.621056579,0.000000000,?,?,?,?,?,?
01-integer-programming-5-10-100.cnf,1,18.539432177,0.111425310,15.000000000,23.000000000,2.057304853,0.005769039,0.071083668,93547.000000000,362222.000000000,38511.000000000,163419.000000000,1.429098180,1.216523171,0.235658032,0.348112113,0.806076531,0.000000000,1.000000000,1.293450942,0.000079054,0.249776333,0.000051933,0.002596661,1.063457559,0.000000000,0.236539203,0.722474131,0.000079054,0.337781287,0.000036715,0.000422228,2.216853595,0.071277204,0.089373968,0.000000000,0.454545455,1.601282771,0.000040058,0.411782094,0.000012238,0.000422228,1.567321785,0.556428567,0.000034911,1.084693491,0.000018358,0.000813859,0.000101537,0.549587906,0.000030596,0.015757042,3.109986145,0.403490218,0.217557089,0.000785141,0.690909091,3.299528032,0.000103866,0.000129833,0.008750747,0.051024383,0.157773104,0.250119809,0.946891734,0.000000039,0.856338921,0.635093394,0.009825996,0.482107865,0.044413035,0.125140561,0.039125201,0.308938970,-0.000000000,0.106626745,0.053624677,0.025295808,0.046906691,0.029812817,0.038351195,1200.000000000,0.000000000,7651.000000000,0.000000000,7651.000000000,7651.000000000,7651.000000000,0.418459185,0.000000000,0.739609203,0.000000000,3201.800000000,0.635977956,7626.000000000,0.013062123,7650.000000000,7506.000000000,7689.000000000,0.563829782,1.437842562,0.818917141,0.120254363,?,?,?,?,?,?
schup-l2s-bc56s-1-k391.cnf,1,8.717472119,0.088615263,8.000000000,10.000000000,1.037554213,0.074876626,0.326287516,561371.000000000,1778987.000000000,151801.000000000,813247.000000000,2.698071818,1.187511297,0.186660387,0.414049651,0.748774250,0.000000000,1.000000000,1.332087310,0.000022003,1.139599073,0.000013175,0.002443989,1.151923156,0.000000000,0.201917745,0.834505384,0.000022003,1.194058886,0.000007378,0.000328314,2.925278990,0.179758697,0.181757967,0.000000000,0.886363636,2.533892083,0.000010266,1.246768918,0.000001230,0.000164772,2.474672281,0.550856013,0.000038375,1.254251439,0.000006148,0.000558256,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000006588,0.000006588,0.000006588,0.000039525,0.000395254,0.265692594,1.045845948,0.000007025,0.996718594,0.724065062,0.004096626,0.494185469,0.050234781,0.122568484,0.081325097,1.102290140,-0.000000000,0.294483112,0.245329948,0.000193102,0.129255141,0.017454870,0.034682383,64827.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,5.087181700,0.000000000,2.374968185,0.000000000,14137.000000000,0.000000000,41663.000000000,0.000000000,41663.000000000,41663.000000000,41663.000000000,1.688492612,0.000000000,0.942020836,0.000000000,?,?,?,?,?,?
Kakuro-easy-126-ext.xml.hg_7.cnf,1,5.000000000,0.000000000,5.000000000,5.000000000,-0.000000000,0.006244326,0.017494645,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.000304199,0.001230943,0.008227512,0.011460507,0.011460507,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Timetable_C_466_E_50_Cl_31_S_28.cnf,1,7.116666667,0.045108572,7.000000000,8.000000000,0.360230521,0.031963677,0.068421662,310128.000000000,1984214.000000000,213541.000000000,1889273.000000000,0.452311266,0.050252663,0.113028133,0.404769995,0.668003428,0.000000000,1.000000000,0.992687438,0.000018060,1.396926668,0.000009366,0.000201366,0.900367316,0.000000000,0.203014069,0.925317305,0.000018060,1.558419631,0.000000529,0.000141324,2.778434499,0.351232397,0.312238432,0.000000000,1.000000000,2.678546205,0.000012265,1.254357677,0.000000000,0.000093687,2.810530213,0.935105197,0.000027643,1.620148785,0.000000529,0.000327639,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.014231459,0.446194979,0.598706193,0.000000000,1.000000000,0.863432388,0.078851642,0.622043776,0.256544802,0.415420542,0.282947839,0.548313547,0.000155087,1.000000000,0.468310331,0.080321370,0.404634581,0.162750535,0.281806335,109355.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,22.457665579,0.000000000,1.690594825,0.000000000,19237.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,4.979126829,0.000000000,1.077766728,0.000000000,?,?,?,?,?,?
TT7F-33-24A.cnf,1,3.985074627,0.030427110,3.000000000,4.000000000,0.077570038,0.355700326,0.426080206,5984.000000000,577080.000000000,3684.000000000,577080.000000000,0.624321390,0.000000000,0.006383864,0.993505233,0.076141546,0.000000000,1.000000000,0.049799361,0.008411295,0.144330626,0.000542888,0.009500543,1.237671694,0.000000000,0.008608858,0.013537118,0.008411295,0.642023725,0.000067582,0.028732585,2.148193883,0.932918016,0.243947538,0.000000000,0.999638140,0.310514999,0.000007349,2.031704303,0.000003466,0.000107437,0.296470572,0.011894365,0.003203094,0.391457043,0.000081445,0.005950648,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000542888,0.002442997,0.935315653,0.253110112,0.000000000,0.999765724,0.999727817,0.996660150,0.999695188,0.999634505,0.999684621,0.392734609,0.125695865,0.348119576,0.500000000,0.451733687,0.355986027,0.451451117,0.356054191,0.363864492,156.875000000,0.222975813,867.125000000,0.404507001,989.500000000,0.000000000,997.000000000,1.188385999,0.075126772,0.977996198,0.083463204,134.800000000,0.378679953,782.200000000,0.559617045,985.000000000,0.000000000,990.000000000,0.422024963,1.282210338,0.970942374,0.111052453,?,?,?,?,?,?
lang28.cnf.gz.CP3-cnfmiter.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
TT7F-34-27.cnf,1,3.948275862,0.056092719,3.000000000,4.000000000,0.203560906,0.382056034,0.448428433,6545.000000000,360832.000000000,3269.000000000,360832.000000000,1.002141328,0.000000000,0.009059618,0.990853546,0.091855163,0.000000000,1.000000000,0.064055694,0.009079818,0.168068599,0.000611808,0.010706638,1.179641721,0.000000000,0.013618526,0.018939562,0.009079818,0.728007380,0.000105312,0.044086999,0.893898600,0.934376748,0.244817399,0.000000000,0.999497108,0.238477592,0.000011549,2.014109414,0.000005543,0.000180139,0.454100927,0.017124313,0.004066188,0.389497978,0.000113626,0.008483172,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000611808,0.002753136,0.935010537,0.262014887,0.000000000,0.999660708,0.999540042,0.995779252,0.999540042,0.999540042,0.999540042,0.385249586,0.117922719,0.360000000,0.500000000,0.451737925,0.360000000,0.360000000,0.360000000,0.360000000,124.230769231,0.056073345,914.230769231,0.031566752,910.000000000,876.000000000,955.000000000,1.100426168,0.101567156,0.945829916,0.010345699,97.333333333,0.071917808,893.555555556,0.038009527,882.000000000,855.000000000,934.000000000,0.234142418,0.301703870,0.927228672,0.011445160,?,?,?,?,?,?
bv-term-small-rw_1159.smt2.cnf,1,5.220051414,0.081243101,4.000000000,6.000000000,0.557782457,0.142887991,0.738074132,7825.000000000,23562.000000000,3891.000000000,17729.000000000,1.011051144,0.329008968,0.219470923,0.371458971,0.837281518,0.000000000,1.000000000,1.270868312,0.000746004,0.328269171,0.000514007,0.008481110,1.086191861,0.000000000,0.318912516,0.807321338,0.000746004,1.615030998,0.000451238,0.026171809,1.441200484,0.154733266,0.074334351,0.000000000,0.600000000,1.590135542,0.000310784,1.425913027,0.000112810,0.009870833,1.505924659,0.495403012,0.000589764,1.767835545,0.000282024,0.018782785,0.003586712,1.598600008,0.000394833,0.095098426,3.960711118,0.139480951,0.642644429,0.008532206,0.515151515,3.002657497,0.000000000,0.000000000,0.000000000,0.022873297,0.486250321,0.247307864,0.724751593,0.000000000,0.811362213,0.515283339,0.017868701,0.441022922,0.102001429,0.216875743,0.038521570,0.859634185,-0.000000000,0.325911199,0.049339467,0.018051732,0.047212010,0.019328539,0.039682710,220.317460317,0.474462530,749.047619048,0.092884971,755.000000000,733.000000000,777.000000000,0.797639230,0.475036172,0.859536003,0.114061411,231.803149606,0.966333204,748.377952756,0.092985570,755.000000000,728.000000000,778.000000000,0.211838091,0.278536677,0.843533130,0.090137130,?,?,?,?,?,?
sted4_0x1e3-124.cnf,1,5.885270170,0.056089907,5.000000000,7.000000000,0.387735709,0.096070228,0.293574362,2303.000000000,44853.000000000,1352.000000000,18684.000000000,0.703402367,1.400610148,0.072361379,0.312294706,0.827276809,0.000000000,1.000000000,1.819027039,0.003585916,0.188764705,0.001479290,0.005177515,1.320924145,0.000000000,0.011667737,0.061014772,0.003585916,0.717989092,0.000535217,0.012149433,4.340830114,0.056227875,0.110738985,0.000000000,0.869565217,2.250790817,0.000557663,0.849528010,0.000053522,0.002194391,2.928291686,0.181385142,0.002338013,0.331399847,0.000695782,0.004923999,0.008869878,0.300203987,0.000695782,0.019267823,5.271657607,0.489973473,0.244397804,0.076456876,0.870498084,3.878145751,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.140154548,1.187654485,0.000012663,0.938667094,0.384186808,0.006349308,0.208663899,0.018841731,0.073825612,0.068733531,0.838983341,0.000000550,0.238456370,0.144099417,0.000048423,0.111845294,0.001392733,0.077013534,95.094049904,0.104071902,251.838771593,0.046301934,252.000000000,237.000000000,267.000000000,1.299474787,0.204017466,0.898102904,0.019728380,95.847874720,0.082963561,250.785234899,0.045597865,251.000000000,237.000000000,266.000000000,0.460952849,0.334716874,0.897783440,0.017696289,?,?,?,?,?,?
size_5_5_5_i260_r12.cnf,1,10.773428233,0.149666740,8.000000000,14.000000000,1.787010043,0.202215758,0.709592106,3220.000000000,12439.000000000,1687.000000000,11726.000000000,0.908713693,0.060805049,0.143868327,0.382230371,0.654339939,0.000000000,1.000000000,1.112417123,0.002003563,0.268513300,0.001185536,0.002963841,0.876948331,0.000000000,0.077093638,0.759849906,0.002003563,1.123481159,0.000596964,0.009210302,1.181506854,0.046355586,0.093931214,0.000000000,0.636363636,0.747892622,0.000588522,1.590043219,0.000170561,0.006651885,1.639823225,0.272386150,0.001148533,1.265975572,0.000426403,0.005969640,0.007230449,0.536806497,0.000426403,0.018250043,2.279929616,0.072014206,0.455319748,0.014803557,0.333333333,1.286529962,0.000000000,0.170124481,0.170124481,0.170124481,0.170124481,0.226537052,1.271317079,0.000036623,0.998361457,0.628357819,0.009593735,0.267182391,0.031758519,0.094551522,0.023328389,0.450443487,0.000000002,0.048292375,0.030067733,0.000002846,0.029756909,0.018930168,0.029194066,84.631372549,0.319991746,267.905882353,0.074409380,269.000000000,256.000000000,283.000000000,0.693777925,0.370148884,0.819339109,0.059363035,100.883620690,0.132138441,269.056034483,0.038755100,269.000000000,256.000000000,283.000000000,0.258833698,0.268606448,0.830074600,0.021818359,?,?,?,?,?,?
ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_31944661.cnf,1,11.923865300,0.107108312,9.000000000,14.000000000,1.448113701,0.087085555,0.251155087,95816.000000000,313805.000000000,42074.000000000,224419.000000000,1.277320911,0.398299609,0.187479670,0.532038841,0.736790449,0.000000000,1.000000000,1.603109984,0.000078103,0.446850394,0.000047535,0.000285212,1.488182756,0.000000000,0.316207629,0.710260718,0.000078103,0.869498916,0.000031192,0.000325284,2.891264581,0.212979372,0.109665986,0.000000000,0.666666667,2.754796288,0.000032332,0.964078464,0.000004456,0.000164870,2.349659926,0.536411801,0.000089427,1.034934546,0.000022280,0.000485699,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000974474,0.002994724,0.016875030,0.046798498,0.143105005,0.459257219,0.630083865,0.000000027,0.979781875,0.806627301,0.020031663,0.725262248,0.208293978,0.497762349,0.063554634,0.818396890,0.000000000,0.242464977,0.132971529,0.000051706,0.111569436,0.007765258,0.061049903,5282.500000000,0.636496497,6129.000000000,1.414213562,6129.000000000,0.000000000,0.000000000,1.906399602,0.378553692,1.118968842,0.257576157,3099.500000000,0.079161136,12015.166666700,0.010487594,12044.500000000,11852.000000000,12090.000000000,0.571620513,0.909379526,0.918256562,0.007689831,?,?,?,?,?,?
combined-crypto1-wff-seed-108-wffvars-500-cryptocplx-31-overlap-2.cnf,1,8.763229308,0.135307048,6.000000000,11.000000000,1.509859553,0.202559101,0.530123101,1545.000000000,17584.000000000,1475.000000000,17484.000000000,0.047457627,0.005719515,0.084362846,0.314676275,0.965054778,0.000000000,1.000000000,1.831431464,0.003771545,0.322544652,0.001355932,0.004745763,1.354627035,0.000000000,0.100720659,0.235929993,0.003771545,1.704556459,0.000285976,0.049874171,3.316087435,0.087860096,0.135649511,0.000000000,1.000000000,2.579777273,0.000606618,0.898369384,0.000057195,0.004175246,2.795059628,0.244051704,0.000967238,0.672290085,0.000343171,0.003717685,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.005423729,0.102372881,0.102372881,0.390509532,0.664840547,0.000000000,1.000000000,0.699671019,0.000766189,0.629273845,0.136504357,0.402695468,0.070326396,0.699430282,0.000000000,0.349134536,0.134045376,0.017473380,0.095812132,0.036718758,0.065405080,48.047244095,0.294900182,295.314960630,0.046509810,295.500000000,279.000000000,312.000000000,0.781168278,0.237519456,0.766706921,0.028942981,70.303167421,0.636819948,294.823529412,0.084740386,297.000000000,277.000000000,316.000000000,0.292052426,1.203987457,0.804221633,0.359568366,?,?,?,?,?,?
60-129673.cnf,1,13.894736842,0.179402426,9.000000000,18.000000000,2.099854504,0.605402191,0.695564884,31255.000000000,803497.000000000,26625.000000000,732761.000000000,0.173896714,0.096533522,0.036335176,0.997519219,0.016206583,0.000000000,1.000000000,0.159566533,0.000109072,1.744043984,0.000075117,0.002892019,0.237133855,0.000000000,0.964534139,0.964535503,0.000109072,0.432114185,0.000010918,0.000298870,4.803208958,0.379071999,0.132173467,0.000000000,1.000000000,3.890796631,0.000072453,0.389014657,0.000005459,0.000181505,4.340423226,0.964534139,0.000408945,0.655103998,0.000015012,0.001779571,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000488263,0.001427230,0.896410689,0.039028038,0.445547101,1.000000000,0.929666249,0.854932399,0.918994371,0.880287308,0.902447979,0.035304130,1.928777146,0.000000000,0.983367781,0.094822931,0.000031691,0.062577459,0.000481842,0.009605152,39.250000000,0.127176044,12092.250000000,0.008613627,12097.500000000,11983.000000000,12171.000000000,9.692286633,0.085694486,0.999449439,0.000000000,80.333333333,0.122125001,12051.777777800,0.003400160,12057.000000000,11976.000000000,12075.000000000,4.795901957,0.392666937,0.999638684,0.000000000,?,?,?,?,?,?
rbsat-v760c43649g8.cnf,1,3.000000000,0.000000000,3.000000000,3.000000000,-0.000000000,0.820522774,0.929775474,760.000000000,43649.000000000,720.000000000,42889.000000000,0.055555556,0.017720161,0.016787521,0.992345819,0.027631588,0.818181818,1.000000000,0.269973625,0.004553227,1.389678571,0.002777778,0.048611111,0.285748295,0.000000000,0.925901746,0.925901746,0.004553227,0.127831532,0.002774604,0.006365268,4.494287261,0.174617613,0.042046208,0.088082902,0.305389222,2.808776991,0.002571949,0.129156199,0.001538856,0.003870456,3.998439942,0.925901746,0.005859052,0.159849050,0.003357504,0.009069925,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.791036791,0.019794678,0.751190480,0.840430223,0.811764268,0.771823972,0.800874360,0.779329805,0.791472086,0.000000026,7.357424286,0.000000000,0.000002869,0.000000012,0.000000000,0.000000002,0.000000000,0.000000000,13.022026432,0.757911545,323.966960352,0.062408073,325.000000000,306.000000000,341.000000000,24.553816243,0.127263632,0.998588464,0.001232485,22.030172414,0.180974778,323.275862069,0.042541290,323.000000000,307.000000000,340.000000000,28.277237183,0.109705126,0.999499486,0.000345726,?,?,?,?,?,?
w19-20.0.cnf,1,4.129844961,0.081391138,4.000000000,5.000000000,0.386091878,0.071500414,0.322163721,11750.000000000,2079807.000000000,1781.000000000,239319.000000000,5.597417181,7.690521856,0.007441950,0.998172035,0.038367656,0.000000000,1.000000000,0.019165805,0.002200637,0.105477403,0.001122965,0.007860752,0.210624491,0.000000000,0.041530342,0.043694817,0.002200637,0.426513892,0.000033428,0.003572637,5.510276125,0.934474059,0.191515185,0.000000000,0.995321637,1.382543373,0.002188591,0.431223362,0.000012536,0.003564280,5.529160600,0.995491373,0.002415388,0.420740460,0.000020893,0.003927812,-1.000000000,-0.000000000,-1.000000000,0.000000000,-512.000000000,-1.000000000,-0.000000000,-1.000000000,0.000000000,-0.000000000,0.003368894,0.070185289,0.070185289,0.070185289,0.070185289,0.852571590,0.110096806,0.011201631,0.994930576,0.904949750,0.823951041,0.882810471,0.850994559,0.865424593,0.019356717,0.540640268,0.000019267,0.057456944,0.031044463,0.001125435,0.026922066,0.011855948,0.021137076,347.953488372,6.379284004,620.627906977,0.113800524,626.000000000,603.000000000,653.000000000,15.254639148,0.212881987,0.982740132,0.109105329,100.402597403,0.070172024,627.324675325,0.042521312,627.000000000,592.000000000,663.000000000,8.758426166,0.270030602,0.993676055,0.001025274,?,?,?,?,?,?
