@RELATION FEATURE_COSTS
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@attribute DIA NUMERIC
@attribute LOBJOIS NUMERIC
@attribute BASE NUMERIC
@attribute UNIT NUMERIC
@attribute SP NUMERIC
@attribute LS NUMERIC
@attribute LP NUMERIC
@DATA
PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418.cnf,1,10.010000000,2.000000000,7.6899999999999995,0.000000000,0.690000000,4.890000000000001,?
170055892.cnf,1,0.010000000,2.000000000,0.01,0.000000000,0.010000000,6.1899999999999995,?
vlsat2_21114_2240429.dimacs.cnf,1,10.010000000,3.000000000,47.06,?,23.450000000,6.98,?
schur-triples-7-60.cnf,1,10.010000000,2.000000000,21.14,1.480000000,2.990000000,4.54,?
6g_6color_366_050_04.cnf,1,10.410000000,3.020000000,58.589999999999996,16.080000000,23.180000000,12.61,?
combined-crypto1-wff-seed-18-wffvars-450-cryptocplx-40-overlap-2.cnf,1,0.960000000,2.000000000,20.119999999999997,0.020000000,0.620000000,4.68,?
gto_p60c241.cnf,1,0.000000000,1.840000000,0.02,0.000000000,0.000000000,3.13,?
53-131220.cnf,1,10.010000000,2.040000000,23.42,1.950000000,7.020000000,5.23,?
ctl_4291_567_6_unsat_pre.cnf,1,10.010000000,2.000000000,20.540000000000003,0.150000000,3.400000000,4.82,?
ncc_none_7047_6_3_3_0_0_420.cnf,1,?,?,?,?,?,?,?
ncc_none_5047_6_3_3_3_0_435991723.cnf,1,10.110000000,4.930000000,?,1.920000000,22.600000000,9.059999999999999,?
combined-crypto1-wff-seed-1-wffvars-450-cryptocplx-40-overlap-2.cnf,1,0.990000000,2.000000000,20.09,0.020000000,0.640000000,4.65,21.810000000
combined-crypto1-wff-seed-12-wffvars-450-cryptocplx-40-overlap-2.cnf,1,0.990000000,2.000000000,20.119999999999997,0.030000000,0.690000000,4.59,?
4g_6color_182_100_02.cnf,1,?,?,?,?,?,?,?
b2005-p2-14x14c17h9-Ser4-0.cnf,1,?,?,?,?,?,?,?
170105432.cnf,1,0.010000000,2.000000000,0.01,0.000000000,0.000000000,6.3,?
baseballcover12with24_and2positions.cnf,1,?,?,?,?,?,?,?
full-bf-ga-6-ce.cnf,1,1.440000000,2.000000000,19.799999999999997,0.350000000,0.220000000,5.0600000000000005,?
LABS_n038_goal002.cnf,1,10.010000000,2.000000000,20.75,0.440000000,5.200000000,4.4,?
velev-dlx-uns-1.0-05.cnf,1,10.090000000,2.320000000,?,?,27.570000000,9.21,?
VanDerWaerden_pd_2-3-26_635.cnf,1,0.550000000,2.000000000,20.12,0.040000000,2.910000000,4.29,?
Kittell-k7.cnf,1,10.020000000,2.000000000,22.23,13.750000000,5.980000000,4.99,?
dislog_a11_x11_n21.cnf,1,9.220000000,2.000000000,5.5,0.000000000,0.470000000,5.01,?
w19-8.0.cnf,1,10.010000000,2.000000000,28.689999999999998,0.020000000,5.300000000,4.52,?
abw-Q-494_bus.mtx-w208.cnf,1,10.400000000,2.000000000,?,0.110000000,16.070000000,6.63,?
sted3_0x1e3-147.cnf,1,1.240000000,2.000000000,20.180000000000003,0.080000000,0.410000000,4.83,?
bv-term-small-rw_848.smt2.cnf,1,1.770000000,2.000000000,1.32,0.130000000,0.180000000,5.37,?
170059722.cnf,1,0.010000000,2.000000000,0.01,0.000000000,0.000000000,6.26,?
fsf-300-354-2-2-3-2.23.opt.cnf,1,0.770000000,2.000000000,1.06,0.010000000,0.090000000,5.8100000000000005,21.290000000
size_4_5_5_i003_w31_r9.cnf,1,0.160000000,2.000000000,1.28,0.000000000,0.100000000,5.32,?
preimage_80r_490m_160h_seed_6.cnf,1,10.010000000,2.000000000,17.93,0.030000000,1.640000000,4.6,?
gto_p50c314.cnf,1,0.010000000,2.000000000,0.06999999999999999,0.010000000,0.010000000,5.699999999999999,?
Steiner-27-10-bce.cnf,1,0.000000000,0.880000000,0.05,0.000000000,0.010000000,3.05,?
abw-V-nos6.mtx-w220.cnf,1,10.300000000,2.180000000,?,0.070000000,40.820000000,10.19,?
bv-term-small-rw_503.smt2.cnf,1,1.450000000,2.000000000,4.41,0.070000000,0.130000000,5.289999999999999,?
mrpp_8x8#16_12.cnf,1,8.820000000,2.000000000,14.540000000000001,0.000000000,1.660000000,5.09,?
iffyInterleavedModMult-8.smt2.cnf,1,0.520000000,2.000000000,2.26,0.040000000,0.120000000,5.18,?
ps_300_312_20.cnf,1,10.160000000,2.090000000,?,0.230000000,11.050000000,7.01,?
01-integer-programming-5-10-100.cnf,1,10.010000000,2.000000000,4.75,0.390000000,2.300000000,4.5,?
schup-l2s-bc56s-1-k391.cnf,1,10.040000000,2.000000000,52.56,17.310000000,8.460000000,5.08,?
Kakuro-easy-126-ext.xml.hg_7.cnf,1,11.600000000,2.000000000,?,1.500000000,?,?,?
Timetable_C_466_E_50_Cl_31_S_28.cnf,1,10.090000000,2.120000000,77.31,0.860000000,10.580000000,6.67,?
TT7F-33-24A.cnf,1,10.040000000,2.120000000,41.32000000000001,3.730000000,48.820000000,8.969999999999999,?
lang28.cnf.gz.CP3-cnfmiter.cnf,1,?,?,?,?,?,?,?
TT7F-34-27.cnf,1,10.100000000,2.000000000,40.269999999999996,2.490000000,28.420000000,6.9,?
bv-term-small-rw_1159.smt2.cnf,1,1.660000000,2.000000000,6.199999999999999,0.120000000,0.140000000,5.26,?
sted4_0x1e3-124.cnf,1,0.720000000,2.000000000,15.62,0.080000000,0.330000000,4.82,?
size_5_5_5_i260_r12.cnf,1,0.570000000,2.000000000,3.5,0.010000000,0.220000000,5.07,?
ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_31944661.cnf,1,10.010000000,2.000000000,23.540000000000003,0.350000000,3.120000000,4.58,?
combined-crypto1-wff-seed-108-wffvars-500-cryptocplx-31-overlap-2.cnf,1,0.720000000,2.000000000,20.080000000000002,0.030000000,0.480000000,4.71,?
60-129673.cnf,1,10.020000000,2.080000000,23.22,1.930000000,6.810000000,5.15,?
rbsat-v760c43649g8.cnf,1,0.940000000,2.000000000,20.16,2.400000000,1.360000000,4.43,?
w19-20.0.cnf,1,10.010000000,2.000000000,31.47,0.030000000,5.770000000,4.55,?
LABS_n071_goal001-sc2013.cnf,1,10.020000000,2.030000000,34.41,5.370000000,6.640000000,4.5,?
SAT_dat.k80.cnf,1,10.010000000,2.000000000,21.03,0.480000000,5.510000000,5.09,?
Timetable_C_392_E_62_Cl_26_S_28.cnf,1,10.150000000,2.010000000,67.62,1.100000000,9.200000000,6.4,?
vlsat2_34161_4607712.dimacs.cnf,1,?,4.480000000,?,?,?,?,?
w15.cnf,1,0.910000000,2.000000000,12.48,0.020000000,0.460000000,4.4399999999999995,?
ps_200_305_70.cnf,1,10.040000000,2.010000000,?,0.130000000,8.730000000,5.98,?
mulhs16.smt2.cnf,1,0.830000000,2.000000000,0.46,0.060000000,0.120000000,5.51,?
TT7F-34-24D.cnf,1,10.070000000,2.180000000,52.370000000000005,5.030000000,?,11.29,?
Steiner-45-16-bce.cnf,1,0.000000000,1.830000000,0.48,0.000000000,0.100000000,5.609999999999999,?
sv-comp19_prop-reachsafety.queue_longer_false-unreach-call.i-witness.cnf,1,?,?,?,?,?,?,?
Kakuro-easy-132-ext.xml.hg_9.cnf,1,10.390000000,2.120000000,?,4.530000000,?,38.22,?
DLTM_twitter799_70_12.cnf,1,10.010000000,2.000000000,4.12,0.020000000,0.650000000,4.69,?
combined-crypto1-wff-seed-132-wffvars-500-cryptocplx-31-overlap-2.cnf,1,0.710000000,2.000000000,20.150000000000002,0.020000000,0.480000000,4.73,?
newpol6-6.cnf,1,10.010000000,2.000000000,21.310000000000002,4.800000000,1.510000000,4.49,?
preimage_80r_492m_160h_seed_136.cnf,1,10.010000000,2.000000000,16.81,0.100000000,1.560000000,4.62,?
abw-X-can__715.mtx-w103.cnf,1,11.480000000,3.380000000,?,5.370000000,?,15.21,?
sgen4-unsat-89-1.cnf,1,0.000000000,0.710000000,0.0,0.000000000,0.000000000,1.6,?
preimage_80r_495m_160h_seed_379.cnf,1,10.010000000,2.000000000,17.17,0.060000000,1.600000000,4.640000000000001,81.280000000
vlsat2_35929_5082743.dimacs.cnf,1,?,?,?,?,?,?,?
size_5_5_5_i053_r12.cnf,1,0.400000000,2.000000000,2.81,0.010000000,0.180000000,5.18,?
sted1_0x0-649.cnf,1,10.010000000,2.000000000,20.94,0.370000000,1.650000000,4.6899999999999995,?
preimage_80r_490m_160h_seed_150.cnf,1,10.010000000,2.010000000,17.19,0.050000000,1.590000000,4.68,?
newpol4-6.cnf,1,8.360000000,2.000000000,4.84,1.420000000,0.550000000,4.890000000000001,?
mm-2x3-8-8-sb.1.sat05-475.reshuffled-07.cnf,1,10.010000000,2.000000000,20.35,1.070000000,2.550000000,4.57,?
Timetable_C_181_E_34_Cl_12_S_6.cnf,1,10.010000000,2.020000000,25.57,0.020000000,6.700000000,4.58,?
combined-crypto1-wff-seed-133-wffvars-500-cryptocplx-31-overlap-2.cnf,1,0.740000000,2.000000000,20.12,0.020000000,0.490000000,4.75,?
full-bg-gb-7-ce.cnf,1,3.570000000,2.000000000,20.28,0.350000000,0.410000000,4.98,?
Timetable_C_437_E_62_Cl_29_S_28.cnf,1,10.130000000,2.020000000,?,0.810000000,10.680000000,6.59,?
ps_200_317_70.cnf,1,10.060000000,2.050000000,?,0.140000000,9.160000000,6.02,?
Kakuro-easy-149-ext.xml.hg_4.cnf,1,10.760000000,2.150000000,?,0.140000000,?,?,?
size_4_5_5_i000_w31_r9.cnf,1,0.150000000,2.000000000,1.28,0.000000000,0.100000000,5.34,?
battleship-24-47-sat.cnf,1,0.400000000,2.000000000,18.63,0.060000000,0.670000000,4.92,?
6g_5color_170_030_04.cnf,1,10.030000000,2.030000000,21.740000000000002,0.810000000,5.040000000,4.76,?
baseballcover13with25_and1positions.cnf,1,?,?,?,?,?,?,23.600000000
tseitingrid7x165_shuffled.cnf,1,1.170000000,2.000000000,0.27,0.010000000,0.120000000,5.44,?
ncc_none_21015_5_3_3_0_0_11.cnf,1,?,?,?,?,?,?,?
Timetable_C_241_E_45_Cl_16_S_16.cnf,1,10.010000000,2.010000000,34.17,0.930000000,8.170000000,5.0600000000000005,?
fermat-770131695059117.cnf,1,1.900000000,2.000000000,0.85,0.040000000,0.230000000,5.14,283.250000000
TT7F-33-24C.cnf,1,10.060000000,2.210000000,42.85,3.430000000,48.660000000,8.84,?
ncc_none_3047_7_3_3_1_0_1.cnf,1,10.030000000,6.240000000,?,2.980000000,30.020000000,11.969999999999999,?
preimage_80r_491m_160h_seed_71.cnf,1,10.010000000,2.000000000,17.05,0.050000000,1.690000000,4.67,?
sqrt_ineq_3.c.cnf,1,10.030000000,2.020000000,33.73,5.280000000,6.830000000,4.71,?
mp1-blockpuzzle_5x10_s7_free4.cnf,1,5.890000000,2.000000000,20.490000000000002,1.070000000,4.350000000,4.49,?
DLTM_twitter845_79_19.cnf,1,10.010000000,2.000000000,8.709999999999999,0.040000000,1.400000000,4.6,120.730000000
size_4_4_4_i4096_r8.cnf,1,0.060000000,2.000000000,0.55,0.000000000,0.060000000,5.52,?
ncc_none_2_17_4_3_0_0_435991723.cnf,1,10.460000000,21.000000000,?,5.930000000,33.210000000,14.42,?
Kakuro-easy-148-ext.xml.hg_8.cnf,1,10.930000000,2.000000000,?,3.990000000,?,35.46,?
Steiner-9-5-bce.cnf,1,0.000000000,0.180000000,0.0,0.000000000,0.000000000,0.33999999999999997,0.000000000
preimage_80r_493m_160h_seed_457.cnf,1,10.010000000,2.000000000,16.759999999999998,0.020000000,1.720000000,4.62,?
Steiner-729-113-bce.cnf,1,10.010000000,2.000000000,43.97,0.030000000,16.710000000,4.4,?
rbsat-v2400c266431gyes7.cnf,1,10.010000000,2.000000000,21.48,11.070000000,6.120000000,4.470000000000001,?
abw-K-dwt__234.mtx-w51.cnf,1,10.010000000,2.000000000,3.51,0.030000000,5.450000000,4.59,133.830000000
VanDerWaerden_2-3-32_1006.cnf,1,10.020000000,2.000000000,20.71,0.190000000,6.090000000,4.46,?
size_4_5_5_i031_w31_r9.cnf,1,0.150000000,2.000000000,1.26,0.000000000,0.100000000,5.359999999999999,?
Timetable_C_151_E_34_Cl_10_S_4.cnf,1,10.020000000,2.020000000,23.82,0.030000000,6.360000000,4.550000000000001,?
ncc_none_2_18_9_3_0_0_435991723.cnf,1,10.120000000,?,?,3.370000000,?,15.71,?
vlsat2_15440_1409906.dimacs.cnf,1,10.060000000,2.420000000,36.67,?,12.900000000,5.95,?
newpol36-4.cnf,1,10.660000000,2.360000000,?,?,?,?,?
DLTM_twitter690_74_16.cnf,1,10.010000000,2.000000000,10.6,0.020000000,1.660000000,4.529999999999999,?
ps_200_306_70.cnf,1,10.010000000,2.020000000,?,0.130000000,8.710000000,6.02,?
49-133485.cnf,1,10.010000000,2.020000000,23.950000000000003,2.370000000,7.740000000,5.24,?
homer17.shuffled.cnf,1,0.000000000,2.000000000,0.28,0.000000000,0.030000000,5.49,?
170104584.cnf,1,0.010000000,2.000000000,0.01,0.000000000,0.000000000,6.3100000000000005,?
mrpp_8x8#24_14.cnf,1,10.010000000,2.000000000,19.07,0.000000000,1.690000000,5.109999999999999,?
ps_200_316_70.cnf,1,10.050000000,2.010000000,?,0.150000000,9.320000000,6.18,?
ps_300_301_30.cnf,1,10.040000000,2.090000000,?,0.210000000,12.860000000,6.88,?
4g_6color_366_060_06.cnf,1,10.150000000,2.050000000,43.93,20.140000000,15.410000000,9.690000000000001,?
g2-T83.2.1.cnf,1,10.290000000,2.040000000,?,?,?,?,?
53-131174.cnf,1,10.020000000,2.100000000,23.46,1.920000000,7.000000000,5.109999999999999,?
b1904P1-8x8c6h7SAT.cnf,1,10.020000000,2.010000000,22.16,0.480000000,6.220000000,5.0,?
abw-K-dwt__234.mtx-w55.cnf,1,10.010000000,2.000000000,3.66,0.030000000,5.340000000,4.58,?
170222843.cnf,1,0.010000000,2.000000000,0.01,0.000000000,0.010000000,6.2,2.630000000
grain-53-80-0s0-seed-125-4-init-35.cnf,1,1.220000000,2.000000000,20.11,0.270000000,0.850000000,4.42,?
rbsat-v2640c305320g4.cnf,1,10.010000000,2.020000000,24.05,19.150000000,6.370000000,4.5,?
ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1579630418.cnf,1,10.020000000,2.010000000,23.44,0.330000000,2.960000000,4.66,?
hid-uns-enc-6-1-0-0-0-0-27601.cnf,1,0.320000000,2.000000000,0.26,0.000000000,0.130000000,6.01,?
sted5_0x0-157.cnf,1,3.000000000,2.000000000,20.14,0.230000000,0.440000000,4.73,117.000000000
abw-I-ash85.mtx-w25.cnf,1,10.010000000,2.000000000,1.81,0.020000000,5.010000000,4.91,?
abw-Q-494_bus.mtx-w242.cnf,1,10.200000000,2.110000000,?,0.130000000,16.660000000,6.57,?
170225812.cnf,1,0.010000000,2.000000000,0.01,0.000000000,0.010000000,6.3100000000000005,?
Steiner-729-112-bce.cnf,1,10.010000000,2.000000000,43.68,0.030000000,16.810000000,4.390000000000001,?
b2005-p2-14x14c17h9-Ser3-0.cnf,1,?,?,?,?,?,?,?
rook-42-0-1.cnf,1,10.010000000,2.000000000,26.77,5.350000000,3.780000000,4.33,?
Kakuro-easy-120-ext.xml.hg_6.cnf,1,10.050000000,2.050000000,?,4.360000000,?,?,?
fermat-907547022132073.cnf,1,1.720000000,2.000000000,0.85,0.040000000,0.230000000,5.08,?
baseballcover11with22_and2positions.cnf,1,?,?,?,?,?,?,?
cz-alt-3-7.cnf,1,10.010000000,2.000000000,8.0,1.990000000,0.730000000,4.35,?
ncc_none_21015_5_3_3_1_0_11.cnf,1,?,?,?,?,?,?,?
Nb51T6-sc2018.cnf,1,?,?,?,?,?,?,?
Kakuro-easy-117-ext.xml.hg_5.cnf,1,11.270000000,2.140000000,?,3.140000000,?,29.189999999999998,?
abw-N-bcsstk07.mtx-w38.cnf,1,10.330000000,2.360000000,?,0.590000000,21.050000000,10.77,?
full-bg-gb-8-ce.cnf,1,8.720000000,2.000000000,20.430000000000003,0.340000000,0.580000000,4.960000000000001,?
6s20.cnf,1,10.010000000,2.000000000,21.46,0.210000000,3.810000000,4.890000000000001,?
170153306.cnf,1,0.010000000,2.000000000,0.01,0.000000000,0.010000000,6.25,?
Steiner-135-33-bce.cnf,1,0.430000000,2.000000000,20.11,0.030000000,3.440000000,4.79,?
vlsat2_16676_1598591.dimacs.cnf,1,10.010000000,2.720000000,38.67,?,20.760000000,6.42,?
problem_23.smt2.cnf,1,0.890000000,2.000000000,0.77,0.020000000,0.190000000,5.4,?
ps_200_300_70.cnf,1,10.080000000,2.030000000,?,0.120000000,8.880000000,5.970000000000001,?
Timetable_C_497_E_62_Cl_33_S_30.cnf,1,10.110000000,2.030000000,?,0.920000000,12.740000000,7.04,?
crafted_n11_d6_c4_num19.cnf,1,?,?,?,?,?,?,?
baseballcover11with25_and5positions.cnf,1,?,?,?,?,?,?,?
baseballcover14with25_and1positions.cnf,1,?,?,?,?,?,?,?
53-131587.cnf,1,10.030000000,2.130000000,23.46,2.050000000,7.350000000,5.17,?
4g_5color_168_100_02.cnf,1,?,?,?,?,?,?,?
lang23.cnf.gz.CP3-cnfmiter.cnf,1,?,?,?,?,?,?,?
preimage_80r_491m_160h_seed_7.cnf,1,10.010000000,2.010000000,18.59,0.030000000,1.730000000,4.59,?
QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1,3.820000000,2.000000000,20.130000000000003,0.120000000,0.970000000,5.91,?
170154931.cnf,1,0.010000000,2.000000000,0.01,0.000000000,0.010000000,6.24,?
frb59-26-1.used-as.sat04-891.cnf,1,7.460000000,2.010000000,20.610000000000003,6.860000000,5.540000000,4.33,?
abw-O-impcol_d.mtx-w101.cnf,1,10.200000000,2.240000000,?,0.180000000,14.430000000,7.21,?
e_rphp096_04.cnf,1,0.250000000,2.000000000,20.150000000000002,0.010000000,0.390000000,5.11,?
size_4_5_5_i032_w31_r9.cnf,1,0.150000000,2.000000000,1.26,0.000000000,0.100000000,5.35,?
baseballcover13with25_and3positions.cnf,1,?,?,?,?,?,?,?
DLTM_twitter799_70_13.cnf,1,10.010000000,2.000000000,4.08,0.010000000,0.630000000,4.75,?
49-133045.cnf,1,10.010000000,2.070000000,23.46,1.840000000,7.070000000,5.16,?
ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_1564286498.cnf,1,2.760000000,2.000000000,1.06,0.000000000,0.200000000,5.25,?
Kakuro-easy-154-ext.xml.hg_4.cnf,1,10.580000000,2.020000000,76.91,2.100000000,?,27.18,?
abw-I-ash85.mtx-w24.cnf,1,10.010000000,2.000000000,1.79,0.020000000,5.230000000,4.92,?
uum12.smt2.cnf,1,0.030000000,2.000000000,0.45999999999999996,0.010000000,0.020000000,6.24,?
VanDerWaerden_2-3-16_238.cnf,1,0.100000000,2.000000000,20.03,0.020000000,0.500000000,4.390000000000001,?
ps_300_311_20.cnf,1,10.060000000,2.230000000,?,0.220000000,11.000000000,7.02,?
preimage_80r_494m_160h_seed_378.cnf,1,10.010000000,2.010000000,15.66,0.110000000,1.530000000,4.630000000000001,?
mp1-9_49.cnf,1,0.440000000,2.000000000,20.150000000000002,0.040000000,0.390000000,4.5600000000000005,?
g2-hwmcc15deep-bobpcihm-k31.cnf,1,10.010000000,2.000000000,?,0.370000000,20.090000000,4.52,?
w19-49.0.cnf,1,8.620000000,2.000000000,28.12,0.030000000,5.140000000,4.5,67.030000000
ps_200_301_70.cnf,1,10.010000000,2.110000000,?,0.120000000,8.670000000,5.99,?
4g_5color_166_100_02.cnf,1,?,?,?,?,?,?,?
Steiner-243-45-bce.cnf,1,3.440000000,2.000000000,20.66,0.000000000,5.100000000,4.46,?
170225515.cnf,1,0.010000000,2.000000000,0.01,0.000000000,0.010000000,6.27,?
abw-R-dwt__503.mtx-w64.cnf,1,10.280000000,2.290000000,?,0.580000000,25.690000000,10.91,?
problem_21.smt2.cnf,1,?,?,?,?,?,?,?
combined-crypto1-wff-seed-107-wffvars-500-cryptocplx-31-overlap-2.cnf,1,0.710000000,2.000000000,20.099999999999998,0.020000000,0.490000000,4.74,?
Kakuro-easy-052-ext.xml.hg_4.cnf,1,10.080000000,2.000000000,34.65,0.560000000,16.100000000,10.59,?
hid-uns-enc-6-1-0-0-0-0-26462.cnf,1,0.320000000,2.000000000,0.2,0.000000000,0.110000000,6.130000000000001,?
tseitingrid7x185_shuffled.cnf,1,1.500000000,2.000000000,0.32999999999999996,0.010000000,0.150000000,5.2,2.360000000
abw-K-dwt__234.mtx-w54.cnf,1,10.010000000,2.000000000,3.61,0.030000000,5.400000000,4.58,?
size_5_5_5_i003_r12.cnf,1,0.580000000,2.000000000,3.48,0.000000000,0.210000000,5.0600000000000005,?
sted2_0x0_n219-342.cnf,1,10.010000000,2.000000000,20.740000000000002,0.270000000,3.370000000,4.970000000000001,115.890000000
fermat-33106286870663.cnf,1,1.080000000,2.000000000,0.63,0.030000000,0.180000000,5.34,?
mp1-squ_any_s09x07_c27_bail_UNS.cnf,1,0.010000000,2.000000000,0.34,0.000000000,0.130000000,5.84,?
rphp4_090_shuffled.cnf,1,0.370000000,2.000000000,20.1,0.020000000,0.490000000,4.91,?
59-131147.cnf,1,10.020000000,2.020000000,23.4,2.050000000,7.020000000,5.140000000000001,?
b2005-p1-12x12c10h7-Ser8-0.cnf,1,10.090000000,2.190000000,53.75,25.530000000,12.810000000,7.48,?
Steiner-243-46-bce.cnf,1,3.470000000,2.000000000,20.689999999999998,0.000000000,5.610000000,4.4399999999999995,?
3bitadd_32.cnf.gz.CP3-cnfmiter.cnf,1,10.010000000,2.000000000,?,0.990000000,?,4.32,?
Timetable_C_241_E_45_Cl_16_S_14.cnf,1,10.030000000,2.020000000,33.09,0.820000000,7.580000000,4.970000000000001,?
full-bg-gb-6-ce.cnf,1,1.450000000,2.000000000,19.810000000000002,0.380000000,0.220000000,5.0600000000000005,?
baseballcover12with23_and2positions.cnf,1,?,?,?,?,?,?,?
8-5-6.cnf,1,10.060000000,2.020000000,27.54,25.440000000,8.960000000,5.92,?
ls15-normalized.cnf.gz.CP3-cnfmiter.cnf,1,10.010000000,2.000000000,?,7.170000000,?,4.27,?
TT7F-34-26.cnf,1,10.040000000,2.140000000,50.0,2.980000000,41.410000000,8.18,?
59-129706.cnf,1,10.010000000,2.000000000,23.24,1.870000000,6.990000000,5.12,?
fermat-931960058139995587.cnf,1,3.430000000,2.000000000,1.3,0.060000000,0.320000000,4.94,?
post-cbmc-aes-ee-r2.cnf,1,10.010000000,2.010000000,40.160000000000004,0.440000000,6.260000000,4.93,?
rbcl_xits_08_UNSAT.cnf,1,1.560000000,2.000000000,24.59,3.780000000,3.010000000,4.140000000000001,?
ssAES_4-4-8_round_7-10_faultAt_8_fault_injections_2_seed_1579630418.cnf,1,10.010000000,2.000000000,24.240000000000002,0.310000000,3.930000000,4.68,?
Steiner-405-70-bce.cnf,1,10.010000000,2.000000000,23.59,0.070000000,5.610000000,4.32,?
dislog_a09_x11_n20.cnf,1,10.010000000,2.000000000,6.930000000000001,0.010000000,0.500000000,5.01,?
Timetable_C_392_E_50_Cl_26_S_28.cnf,1,10.020000000,2.110000000,?,1.470000000,9.370000000,6.199999999999999,?
hid-uns-enc-6-1-0-0-0-0-14492.cnf,1,0.340000000,2.000000000,0.21,0.000000000,0.110000000,6.12,?
vlsat2_39552_5878762.dimacs.cnf,1,?,?,?,?,?,?,?
vlsat2_40170_5970608.dimacs.cnf,1,10.300000000,5.380000000,?,?,?,?,?
vlsat2_15960_1464039.dimacs.cnf,1,10.010000000,2.130000000,34.85,?,13.490000000,6.01,?
stable-300-0.1-20-98765432130020.cnf,1,0.490000000,2.000000000,20.28,2.060000000,5.160000000,4.26,?
22930-0601-11.smt2.cnf,1,0.660000000,2.000000000,0.63,0.020000000,0.110000000,5.34,?
combined-crypto1-wff-seed-115-wffvars-500-cryptocplx-31-overlap-2.cnf,1,0.740000000,2.000000000,20.18,0.030000000,0.490000000,4.710000000000001,?
traffic_kkb_unknown.cnf,1,10.010000000,2.010000000,22.76,0.380000000,7.080000000,5.16,?
DLTM_twitter405_71_12.cnf,1,3.780000000,2.000000000,1.9500000000000002,0.030000000,0.290000000,5.23,?
problem_19.smt2.cnf,1,0.870000000,2.000000000,20.310000000000002,0.140000000,0.320000000,5.4,?
ACG-15-10p1.cnf,1,10.030000000,2.030000000,52.44,0.290000000,7.140000000,5.029999999999999,?
dlx1c.ucl.sat.chaff.4.1.bryant.cnf,1,1.020000000,2.000000000,1.1500000000000001,0.080000000,0.270000000,5.029999999999999,?
ssp-0.046166496845693274.cnf,1,10.010000000,2.000000000,27.28,2.130000000,4.040000000,4.5600000000000005,?
